"FSC.A","FSC.Width","SSC.A","B525.FITC.A","R712.APCA700.A","V450.PB.A","Y585.PE.A","Y763.PC7.A","R660.APC.A","Time"
542905,1632.41,444713,25577.4,-152.723,48282.6,22176,5259.63,7482.12,3.0369
1080000,1860.02,683525,54411.2,983.693,55109.2,27274.8,3841.65,4349.99,3.04093
710100,1773.9,462417,48741.1,1247.37,86483.3,28976.3,4318.52,7550.02,3.04219
635403,1507.06,447822,43535.3,130.56,32748.2,10469.3,3673.12,973.799,3.04469
1280000,1591.68,921399,55995.8,18800.4,64524.1,28232.2,4971.95,2633.23,3.04542
927350,1810.57,557560,45235.4,796.064,80586.3,26698.2,18029,9598.45,3.04545
937750,2139.83,803266,65452.7,-280.612,120351,45560.2,6336.49,11620.4,3.04681
604175,1886.11,569683,37396.1,6804.04,65852.1,22768.5,54390.4,7874.36,3.04823
750080,1685.1,631090,24971.2,-9.83674,23438.4,4614.07,431.913,1150.33,3.04984
886746,2229.49,699348,76755.8,469.691,78859.6,31770,18189.7,9052.53,3.04988
901110,1787.94,767928,58924.2,888.879,88288.6,43185.2,38802.2,12237.5,3.05094
669040,1623.79,555137,64986.7,1090.86,69648.5,26677.7,8215.64,14697.5,3.0531
549440,1736.2,427834,38116.4,8671.61,28814.5,15300.9,8509.9,2367.63,3.05473
729900,1900.74,607837,44981.2,859.5,86210.7,30143.5,5401.64,8488.19,3.05475
689516,1576.01,505549,24190,-216.512,55416,14484,4940.07,3859.76,3.05992
805513,1622,500863,47658.9,73310.3,30749.7,39374,15032.8,4399.88,3.05998
1060000,1613.88,720391,28340.5,476072,23846.8,24795.1,3454.36,4553.99,3.06138
726057,1646.21,609709,22948.9,-880.374,39221.6,12987.3,9884.34,1283.68,3.06248
792188,1940.23,669444,40315.4,57.6133,33794.6,15474.9,11915.8,3938.64,3.06372
1240000,1793.7,877146,59610.9,243435,46126.4,45999.4,24679.6,10623.4,3.0645
601188,1666.46,533281,38946.6,296.535,45235.1,25198.5,11690.4,8730.11,3.06497
1320000,1790.37,1030000,47993,-773.68,68449.5,19277.9,27158.9,3154.11,3.06755
616190,1601.44,758138,22260.6,1377.99,25105,8655.09,8755.14,771.64,3.06822
682769,1544.72,407047,38434.8,483.313,63416.3,19921.1,4648.34,7213.46,3.07174
948039,1874.49,622970,27608.1,1021.26,72788.7,13800.1,4751.86,4424.32,3.07293
796772,1542.85,551886,21774.5,884.685,31047,13465.6,1568.35,2082.2,3.07295
546163,1599.56,579740,4249.44,1867.81,9088.32,2091.08,-67.3393,423.509,3.07352
770273,1459.63,537665,59524.6,991.203,97052.2,40587.3,16342.1,6441.36,3.07462
692478,1817.41,657907,67437.6,1214.48,89824.6,40141.2,11162,11120.6,3.0748
999809,1608.16,892834,63751,8040.69,122672,35794.6,9976.94,13662.1,3.08215
1480000,2034.92,1290000,45987.8,-277.375,100901,47292.8,6593.4,4867.82,3.08518
652253,1964.38,482180,28001.8,1550.48,42692.6,18254.8,7162.57,2064.22,3.08567
