"FSC.A","FSC.Width","SSC.A","B525.FITC.A","R712.APCA700.A","V450.PB.A","Y585.PE.A","Y763.PC7.A","R660.APC.A","Time"
879169,1862.34,1010000,23736.6,4921.31,29770.4,9008.56,1779.07,1498.54,1.8983
718456,1804.99,569009,26147.4,88.4202,43466.2,37943.2,7054.88,3832.14,1.90182
723622,1640.25,732827,14113.6,16032,16846,6819.35,2419.84,1264,1.90557
1440000,1762.38,1340000,58207.8,2742.68,51996.7,19002.4,2242.1,2047.89,1.91627
883020,1733.14,377024,23013.5,445.534,41853.2,15710.1,4264.45,3470.21,1.93097
796230,1898.11,668803,36991.3,-134.216,31268.7,4025.56,8.45575,1992.55,1.93799
732917,1564.28,575640,23812.4,28677.4,18362.9,9963.42,4255.77,3361.44,1.93821
825654,1732.32,716062,47971.1,112.699,67535.1,28627.9,25602.2,9400.76,1.93875
640723,2001.67,539089,24300.5,864.206,44763.2,11095.5,8578.31,2018.98,1.94002
655269,1682.33,489749,19210.6,149.84,51679.6,18235.5,3648.91,1182.37,1.94072
1280000,2418.47,1160000,21911.3,618.662,59234.1,20934.2,2169.68,3965.64,1.94243
877871,1525.03,549656,11233.3,506.819,31294.8,11509.1,2872.08,1810.45,1.94258
585131,1747.15,463178,18075.4,3901.29,30639.8,21542.4,5572.78,2874,1.94863
544558,1664.4,539659,13448.8,161.71,57795.5,22277.2,4187.7,2381.96,1.95009
750325,1512.37,678944,24529.6,1482.27,39568.1,19085.6,10494.9,3415.26,1.9618
836816,1636.6,740574,10554.3,-190.24,22752.5,8854.28,550.046,1293.32,1.96336
868274,1513.25,446710,16160.6,336.975,28033.7,14366.6,4109.25,987.595,1.97034
786220,1746.06,621155,34356.1,-305.835,97770.8,22679.7,5843.18,6247.04,1.97853
772128,1624.28,620166,37912.4,519.436,73446.4,23155.3,20345.5,7063.19,1.98321
995472,1448.75,862942,12699.1,-1328.03,30339,30927.3,295.035,1515.16,1.99424
865741,1731.86,645098,28692.6,576.752,112682,25710.7,3312.33,3628.93,2.00128
817698,1431.3,595462,9710.09,-420.762,23855.5,8484.64,1290.77,1076.11,2.00667
573480,1508.2,529212,13263.5,2556.84,17908.8,10138,1711.99,1040.47,2.00776
597796,1757.82,482465,13056.6,192.948,33523.2,13838.2,4085.51,4196.27,2.01
856316,1485.25,511033,8022.57,108.651,20324.4,2540.1,218.189,1040.46,2.01097
773578,2229.13,695693,19435,-10.7514,62333.4,23002.7,8429.21,4321.78,2.0189
608279,1642.85,609271,19043.1,2245.18,33069.3,18123.2,8393.83,1214.26,2.02001
857599,1672.04,553380,43066.8,-189.811,80138.7,29821.5,4441.32,5291.33,2.02128
1080000,1754.55,1100000,26805.8,18803.7,34664,10478.4,1454.66,1123.21,2.02346
1100000,1969.26,1070000,38776.1,-306.414,61021.1,21534.3,15100.8,2278.77,2.02645
673820,1598.51,545404,10748.1,-207.725,30427.9,13350,8169.29,2428.3,2.02863
556473,1508.89,464128,13034.4,1205.05,25299.6,14527.3,4321.95,3309.74,2.03291
1340000,1654.97,1250000,35745.4,3075.64,54236.1,23336.7,5484.15,2322.44,2.03363
1380000,1771.19,802856,23954.5,-3739.59,67165,12120.2,2537.13,2539.58,2.03649
1040000,1622.32,815130,17852.2,45163,28406.4,17963.3,5213.77,3369.09,2.03851
640802,1526.23,427028,14993.4,273.997,36530.3,10616.6,5842.84,1652.81,2.0404
668273,1436.81,565869,42575.3,340.094,56932.3,16211.2,14438.5,4692.47,2.05067
1570000,1870.01,1270000,43674,6184.45,40551.1,12314.6,3060.54,1853.62,2.06103
905623,1713.24,766573,16835.9,11415,24182.1,12462.2,3584.46,4807.68,2.06442
721851,1599.09,567050,15096.2,75555.3,14614.5,4543.12,-2053.24,911.073,2.06652
640467,1654.02,390568,30065.6,331.71,49119.8,22599.4,15851,5285.05,2.08245
698664,1584.64,550198,19511.9,1582.46,39313.4,19998,7669.16,1671.91,2.08781
584760,1559.23,506467,13714.9,31.3477,31220.7,17000.9,2980.52,2643.58,2.08801
639296,1786.64,303328,7592.61,4322.29,19041.4,8711.3,447.381,1230.83,2.09161
535668,1528.64,412336,8160.49,-494.316,13595.5,7015.63,1356.87,598.222,2.09373
753371,1677.77,559714,23986.1,2234.84,23805.9,8547.47,10754.2,910.719,2.0976
