"FSC.A","FSC.Width","SSC.A","B525.FITC.A","R712.APCA700.A","V450.PB.A","Y585.PE.A","Y763.PC7.A","R660.APC.A","Time"
918709,1692.59,587002,49612.9,634.148,29086,13838.8,10696.9,2097.51,5.5991
779784,1625.93,685356,41349.3,702.139,23574.7,4954.84,479.377,792.29,5.59942
828709,1477.1,419811,27881,180.48,53051.9,18314,7837.99,6479.77,5.60316
775848,1856.2,773245,37650,11176.5,34548,11512.3,2656.8,1031.29,5.60342
879072,1701.9,598853,53821.8,5293.58,67473.7,27455.7,6583.97,6941.33,5.60522
889029,1546.05,708861,50117.9,1773.78,64821.6,17209.7,4783.08,2012.33,5.6222
1270000,1920.22,1060000,39783.1,-913.153,129134,27329.7,14193.3,7316.38,5.62764
749268,1891.6,549543,25855.5,593.317,76228.6,25284.1,6453.34,8249.61,5.62798
689505,1714.05,494955,62757.6,546.486,79629.9,28623.4,12572.1,8050.08,5.63743
891368,1582.11,584679,33012.1,-467.155,79561.1,20336,2993.08,1398.21,5.64627
605703,1516.18,462444,40173.8,-111.941,61016.7,26705.5,28775.3,3510.54,5.67008
545213,1668.27,568327,43534.4,382.482,80224.5,21083.9,5481.19,5807.41,5.67636
1250000,1950.28,727075,6520.5,1621.63,25929.2,2191.65,-415.254,867.085,5.67832
814066,1603.8,591583,46978,696.826,78274.9,36752.6,20273.8,8022.51,5.6845
1040000,1698.8,574629,5518.76,103.295,43001.5,706.233,399.865,557.006,5.69701
668388,1461.9,516807,19715.8,-206.198,20500.1,12871.4,5677.43,5251.98,5.70041
598418,1563.31,440367,22391.2,-133.529,53027.1,18820.5,3455.98,4890.09,5.70059
1080000,1595.23,758815,52783.5,1014.56,96245.1,39817.9,9595.56,9271.22,5.71475
1020000,1408.39,1200000,501.39,-419.881,70305.2,196.442,-761.519,234.757,5.72423
844055,1975.73,601074,29557.1,2003.4,34062,17099.3,3646.66,825.377,5.72872
600761,1508.41,318660,34961.8,873.599,20768.8,19312.8,2819.24,5277.63,5.76549
780178,1737.2,513970,33996.3,3662.45,62969.4,19067.1,10329.2,3571.15,5.76843
950502,1550.46,415667,19039.1,-212.095,51967.1,18502.4,12024.7,4658.22,5.77595
841889,1547.94,507368,36025.2,173.21,61602.1,16950.1,3357.91,5613.6,5.77721
739358,1917.41,402264,32948,-51.1697,38844.4,22845.6,3866.48,5053.41,5.77933
905635,1510.73,684365,74612.6,442.747,89696.1,35713.4,15575.7,20138.5,5.78191
713294,1634.59,522122,35487.9,-246.711,59835,22128.4,6981.46,9015.25,5.79328
930383,1668.47,749822,49015.3,1789.31,75511.5,23606.7,15422.9,5489.93,5.82277
1050000,1786.16,533416,11658,23185,16908.4,3244.32,2456.15,617.485,5.83575
687320,1539.73,580263,43221.8,431.545,66066.1,15713.2,7659.94,9497.53,5.8565
1180000,1595.94,695604,23743.9,-1351.8,25606.1,23392.3,2504.37,1934.66,5.86136
985335,1495.73,725367,17524.2,119.337,50655,15883.9,9712.76,3457.46,5.86656
1070000,1583.76,667643,40229.6,219.636,90436.9,25572.9,8123.03,10768,5.86926
528426,1593.52,375097,18735.8,2866.26,35197.7,11716.3,1593.48,1448.28,5.87072
601884,1621.54,408399,23088.2,150222,29069.9,14064,-1817.84,3381.64,5.88641
719367,1535.39,461306,40531.5,-10.0622,58958.7,23883.8,11342.6,5962.16,5.89577
948481,1773.43,678808,56235.4,-1108.59,68945.3,15966.6,6392.79,2267.01,5.90363
662555,1440.61,339909,603.904,-277.57,92140,-119.315,-548.349,80.1166,5.91001
1010000,1622.92,641488,28723.8,436108,34839.6,16643.3,14981,1092.66,5.91219
749223,1711.01,542720,54794.2,-23.7885,28686.3,12857,2330.64,1986.9,5.91309
643786,1504.53,417321,26890.9,-260.876,25901.1,10467.4,10118.7,1199.9,5.97803
1120000,1849.51,817005,43965.9,987.003,78767.5,24816.3,10712.1,11702.4,5.99274
648131,1498.65,398896,35545.6,61.5854,44823.4,16104.8,3496.22,5364.03,6.01143
1110000,1747.34,943345,51613.3,69817.4,110826,46166.2,17773.5,8535.63,6.01959
726363,1590.48,408945,36701.9,710.71,37822.6,12113.3,12587,5768.64,6.03037
833145,1514.49,546362,14517.5,-316.211,16102.3,3441.99,73.8719,618.026,6.06454
746163,1672.51,477696,33935.6,719.581,63152.1,14887.1,6379.82,5205.05,6.11056
1700000,2300.48,921199,4161.9,-3071.48,37993.8,1349.45,-1952.61,1428.16,6.11062
725823,1693.9,458438,52279.8,-325.139,52260.1,22641.7,3333.56,7829.52,6.11262
724982,1634.63,596028,24020.7,11.6951,39562,12850.5,6426.3,3954.47,6.15737
801440,1562.05,580353,42956,9000.04,53344,18346.8,2897.59,6652.89,6.19802
769664,1623.98,470083,10584.9,588.51,17591.6,1893.97,-380.177,999.928,6.22569
681955,2191.24,613081,9687.6,768.861,19408.4,5907.98,2972.65,553.514,6.26212
995156,1625.2,519759,25013.4,-200.955,18512,1734.4,143.276,1111.81,6.29486
781966,1779.34,415401,24543.2,-65.5762,33234.4,13238.8,2551.69,1461.08,6.3081
670232,1933.46,763473,2854.55,9088.01,18500000,1428.11,4652.54,-12608.8,6.31484
855723,2164.97,655715,18444.3,411.838,30601.2,19657.7,6012.13,3903.61,6.35323
628489,1478.66,456479,19855.2,-290.139,21804.6,12161.3,1417.55,4870.25,6.3652
856924,1564.76,544728,33943.1,-557.625,33046.6,8929.6,4161.81,1922.22,6.39143
989116,1792.36,548329,9692.9,5652.45,19748.8,2046.3,1642.45,811.013,6.7604
1070000,1829.63,483033,28496,1473.44,23724.4,7044.44,4131.58,1090.03,7.05946
849747,1512.05,675427,26895.5,7040.4,61500.9,17532.2,11520.9,3086.97,7.08665
940536,1781.95,780748,45171.9,128.033,62941.9,34012,8125,9520.3,7.09241
548447,1664.36,449389,17273.6,132.493,24227.9,3601.85,461.02,1029.25,7.12368
642794,1849.43,599514,58591.1,678.748,83498.2,36512.6,14709.2,10307.4,7.1272
728726,2000.19,891891,50637.6,-56.5333,65464.3,27192.9,20624.5,7583.01,7.12826
740743,1758.99,492051,45267.8,687.459,47629.1,25006.6,6297.33,5153.36,7.13094
