HA,p38,pAKT,pCREB,pERK,pS6,variant_ID,variant_ID_num
4751.92,18723.6,9254.41,14817.2,9729.38,6382.93,WT_1,1
13837.6,21234.7,9162.33,12441.8,1480.28,291.463,WT_1,1
14620.3,22962.7,11099.5,5152.16,8790.68,1985.45,WT_1,1
894651,231565,92976.5,34968.1,32322.7,38642.1,WT_1,1
9707.28,28528,3845.11,9132.39,4784.72,162.466,WT_1,1
601544,68990.5,20163.6,25466.8,31013.9,-19021.9,WT_1,1
9908.02,17810.3,7167.19,10924,10394.3,48.1054,WT_1,1
11924.2,15188.8,13051.6,8256.71,5575.96,3070.99,WT_1,1
15793.1,15837.8,16419.5,7768.81,10097,2398.82,WT_1,1
17348.9,12063.9,943.584,9371.97,16045.4,6094.26,WT_1,1
1911.4,37704.6,1658.02,4706.06,2206.27,-951.327,WT_1,1
16118.1,20298.7,6565.93,9666.12,9797.52,683.97,WT_1,1
7226.85,23424.2,2562.07,10261.6,11154.2,4188.35,WT_1,1
13276,18836.8,8262.44,6379.56,3316.02,1191.21,WT_1,1
15711.3,19960.2,2701.22,6976.72,8406.15,-978.829,WT_1,1
2944.4,37555.6,3107.4,7738.52,4100.49,-1419.96,WT_1,1
17322.3,13439.9,5126.27,6136.55,4343.64,1933.35,WT_1,1
7131.38,24396.1,6367.95,13150,3571.58,-139.156,WT_1,1
870127,160643,92238.8,46838.1,16408.6,28324.2,WT_1,1
9967.74,19656.8,8619.69,4377.52,4840.21,3509.43,WT_1,1
1065.38,34919.5,1326.53,2703.45,2173.98,-1523.1,WT_1,1
813303,205675,75411,22354.2,11008.8,33685.7,WT_1,1
646803,87895.8,36230.5,15647.5,13789.6,46447.2,WT_1,1
604835,50559.7,12220.2,15357.9,6235.06,12147.7,WT_1,1
8955.99,18199.4,6922.48,10041.4,8853.55,-872.247,WT_1,1
13815.3,15671.2,3176.83,2393.22,3572.61,915.486,WT_1,1
926194,240284,69020.5,72739.5,95837.1,76189.6,WT_1,1
713153,118430,40466.2,34573.1,24287,28738.8,WT_1,1
10002.5,22446.3,5780.18,8166.57,5502.79,891.789,WT_1,1
660332,76009.5,23519.7,11451.9,9763.47,3812.65,WT_1,1
9656.07,21361.1,6123.9,4640.75,3406.6,2694.95,WT_1,1
15398.8,16703.8,5137.44,6375.71,10530.1,2482.86,WT_1,1
636395,127540,45438.9,34777.6,20243.5,44139.6,WT_1,1
14818.4,18825.1,800.271,9418.2,6100.61,1835.81,WT_1,1
729171,87578.6,40769.8,32355.1,67970,4967.27,WT_1,1
628043,67761.1,20717.2,32092.9,30454.1,39555.1,WT_1,1
770812,109072,42630.1,28104,21559.6,14084.3,WT_1,1
8056.32,18526.3,3214.4,11573.8,11836.8,-288.025,WT_1,1
620548,89737.6,42121.7,30113.2,18047.7,11469.4,WT_1,1
-395.914,27233.9,856.053,839.269,1650.06,-2135.92,WT_1,1
7279.16,23870.6,9275.76,13236.8,7588.87,6891.62,WT_1,1
8871.27,25647.4,1780.81,19317.7,9496.8,3951.54,WT_1,1
629976,62575.8,24173.4,13700.1,28776.3,9183.14,WT_1,1
10050.9,18882.5,5692.44,7410.5,7034.22,1967.89,WT_1,1
18545.5,22019.4,4848.51,7111.16,1745.43,2138.49,WT_1,1
5686.55,35015.9,2237.11,7026.13,2013.48,-19.0246,WT_1,1
11077.5,11657.6,9239.76,11569.7,9820.79,3994.02,WT_1,1
7128.3,22440.3,807.726,14343.4,6303.07,1233.47,WT_1,1
724202,87957.4,26672.6,30566,26856.8,31266.2,WT_1,1
12905.8,14426,9197.33,15389.9,4236.8,2293.61,WT_1,1
17014.1,9390.98,10300.9,14877.6,7409.33,-959.198,WT_1,1
1356.03,36594.5,-50.1826,8771.8,2691.73,-1594.25,WT_1,1
12369.2,22815.3,6261.96,13257.4,10780.6,-3182.58,WT_1,1
710541,152111,52488.7,31392.5,20684.5,22667,WT_1,1
16035.5,16487.3,4833.46,2831.37,6554.46,648.178,WT_1,1
727589,88114.9,32555.4,48380.6,17032.7,18882.5,WT_1,1
14065,21219.8,5492.91,5560.69,7088.19,507.428,WT_1,1
19580.8,14574,7550.48,5573.11,1532.72,3015.38,WT_1,1
11214.1,22263.7,5099.28,10826.1,12839.1,-465.918,WT_1,1
4779.44,26499,5892.77,8963.41,2931.49,746.817,WT_1,1
7029.6,24897.1,9306.91,16181.9,8400.99,5200.69,WT_1,1
673977,102192,44693.6,23284.5,21758.2,29539.5,WT_1,1
19418.9,13374.7,14936.5,2313.38,3445.42,5404.79,WT_1,1
5361.69,21561.3,835.953,15010.5,5642.15,202.704,WT_1,1
6326.45,18434.8,6878.96,11733.3,11570,9335.7,WT_1,1
8999.24,17328.2,12115.2,11321,5984.22,56.1897,WT_1,1
10778.7,15705.5,13873.8,8146.1,9486.7,725.256,WT_1,1
3364.28,17679,6743.78,12307.9,13227.7,6493.06,WT_1,1
7913.29,15457.7,11538.5,13025.7,5867.98,10079.4,WT_1,1
3697.3,25029.8,5346.36,5411.27,2364.4,-525.758,WT_1,1
17280.5,17317.3,5741.83,8381.55,8429.46,1440.91,WT_1,1
3064.52,24212.2,1750.47,15221.9,2292.66,-1927.5,WT_1,1
16766.1,10997,13548.5,10276.9,10731.7,-5139.33,WT_1,1
18772.2,16226.3,3273.3,7520.19,7103.81,428.19,WT_1,1
11109.5,15748.1,6628.68,8184.65,10539.4,10504.1,WT_1,1
14440.9,14757,9881.65,8156.89,4516,5529.03,WT_1,1
7811.25,22586.5,8201.24,13534,8959.25,9822.9,WT_1,1
15464.2,20591.9,6165.27,2324.74,2457.82,7184.39,WT_1,1
4146.82,23536.8,2365.92,19335.9,3220.55,-45.6161,WT_1,1
7232.17,25974,5197.33,9473.13,2578.9,3567.3,WT_1,1
729410,133670,62810.4,34480.8,27551.4,31128.7,WT_1,1
849076,116732,36431.2,36491.9,56115.3,26681.9,WT_1,1
18751.1,16586,12866.8,5205.35,7435.24,5024.55,WT_1,1
18711.7,16362.6,9335.24,8420.89,4832.6,3581.73,WT_1,1
6595.72,19712.1,6699.63,9559.73,9399.76,7011.39,WT_1,1
10017.3,22435.1,10387.4,11109.2,7967.11,4321.95,WT_1,1
13828.1,17120.8,7977.88,12923.1,6850.68,7336.62,WT_1,1
8661.26,28482,7914.86,15066.3,3978.49,2083.14,WT_1,1
11179.9,19869.6,11134.3,7315.63,7062.17,182.879,WT_1,1
7351.46,21731.2,5810.49,15528.5,9539.8,771.809,WT_1,1
603435,85030.8,19693.1,12284.9,13697.5,29326.6,WT_1,1
612237,61941.7,40308.3,19218,27252.8,15403.9,WT_1,1
14557.1,18064,9178.23,4156.03,5042.81,-1211.41,WT_1,1
14655,13191.7,7497.95,4610.22,7426.14,-1764.55,WT_1,1
14173,16241.2,3840.04,4879.39,2910.11,6185.06,WT_1,1
803316,100712,30695.5,36585.3,47155.5,32265.9,WT_1,1
4989.53,25462.9,6630.48,6372.11,4467.06,3387.2,WT_1,1
6465.93,20735.3,8987.93,12977.4,8272.12,7183.78,WT_1,1
6685.43,26519.6,7095.97,5683.29,4756.13,1211.27,WT_1,1
-274.136,25424.7,9355.82,464.286,2817.4,2471.42,WT_1,1
9301.28,16582.2,9343.35,11658.4,5952.04,5818.83,WT_1,1
9780.02,17476.4,12382.2,9846,6116.81,2430.17,WT_1,1
647663,98354.6,33155.1,14896,30658.5,10118.3,WT_1,1
9507.51,16878,6875.02,15686,7218.12,2065.44,WT_1,1
17756.2,19637.7,587.361,8253.58,8405.42,1083.27,WT_1,1
163.15,38751.3,2420.78,5894.24,3313.51,368.407,WT_1,1
609844,54434.8,14436.6,10319.7,27209.5,80.7785,WT_1,1
7966.16,26126.4,8667.7,6148.96,4639.31,1716.37,WT_1,1
11381.5,20245.7,11027.4,20046,4342.07,1748.69,WT_1,1
641768,112328,46740.2,30734.1,20705,23951.9,WT_1,1
11566.7,19846.3,6333.73,11954.3,3895.3,4926.4,WT_1,1
14291.2,12601.8,2253.6,2627.47,9782.53,6155.45,WT_1,1
4614,18615.8,9538.2,11401.2,10710.9,4661.97,WT_1,1
901.92,26507.2,1644.13,3596.15,850.036,758.359,WT_1,1
11541.4,19874.8,6102.16,8994.21,11710.5,-94.3285,WT_1,1
19823.3,20575,6901.5,6150.82,7233.47,4379.67,WT_1,1
7783.09,22778.4,7507.03,4204.2,4693.21,1344.19,WT_1,1
7260.79,19629.8,9248.55,16751.1,11554.6,5759.1,WT_1,1
1846.71,33868.5,5879.65,5039.72,5310.34,-2852.77,WT_1,1
8313.45,21238,7685.89,2599.73,5623.14,1516.33,WT_1,1
1215.75,37793.5,1499.13,4789.41,3147.53,-1112.3,WT_1,1
8983.02,19464.1,10901.7,8882.81,7872.06,4609.79,WT_1,1
13980.7,14135.5,15580.4,9176.54,4516.96,3773.57,WT_1,1
13300.7,17384.4,14256.3,7772.8,8737.83,2395.71,WT_1,1
