"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
2.30426e+06,4211.57,4.96053e+06,16700.9,61162.4,13308.2,1917.1,22528.4,29523.2,0.0315277
882658,2155.95,2.15927e+06,5130.4,16239.9,3812.2,993.1,6423.4,9797.2,0.0687847
2.56041e+06,4581.17,7.48688e+06,22885.7,79241.6,16399.9,2626.3,27932.1,41061.5,0.099812
509334,1591.98,1.74607e+06,3482.2,7953.6,1978.9,297.3,4131.6,6369.5,0.241559
397937,1528.46,121185,8229.2,13773.6,10624.9,40262.8,15865.6,10051,0.336299
749044,2369.46,106110,12647.2,9643.1,12411.9,34889.3,11063.6,11060,0.419814
3.94552e+06,7012.69,3.11265e+07,111064,219341,58894.9,6896.8,99171.6,191197,0.480109
1.12414e+06,4169.86,825267,53411.7,74913.4,78141.6,333081,121432,86578.2,0.528672
797995,2536.52,430176,29796.7,34975.1,27375.9,109694,49098.1,40764.5,0.597604
409144,1519.65,150738,11820.7,13597.4,15053.6,47749.1,18178.4,21725.7,0.633384
335813,1278.33,186451,7251.2,4127.6,5831.9,11696.3,10755.6,7881.5,0.805066
396218,1615.26,159024,6963.2,13711.4,11402.1,53484.1,16449.9,10245.2,0.809233
2.00374e+06,3729.57,8.6639e+06,21343.7,61196.6,12192.9,1800.8,19953.1,39216,0.816474
2.20182e+06,4031.26,9.52149e+06,24650.2,72588.1,14388.9,2340.3,24382.6,43118,0.848897
1.42917e+06,2847.62,5.38469e+06,13069.7,39145.1,7395.4,1246.3,11712.6,23289,0.989955
278572,1144.21,162462,8557.2,14523.9,17920.1,49784.1,16093.4,13326.2,1.01457
2.57109e+06,4592.83,1.01376e+07,28483.4,88482.6,17793.8,3025.5,29636.9,53391.8,1.11079
1.12365e+06,2417.66,2.81068e+06,5814,24268.9,5190.1,994.7,8370.1,10129,1.15502
319907,1301.84,108642,6406.9,10274.6,9308.3,36978.5,16073.9,7707.8,1.83299
832048,2063.07,1.84208e+06,4484.2,13417.3,3282.8,865.8,5456.6,7613,2.10975
981122,3393.33,329084,26808.1,45250.1,56493.3,133618,46588.7,35490,2.11905
531462,2043.96,106485,9626.2,13328.3,26415.3,58262.8,18424.6,13070.5,2.35566
7.68564e+06,13172.2,3.85009e+07,108529,187176,86706.8,10885.8,164085,266288,2.36042
442176,1758.43,244204,13428.7,27340.8,23344.3,85939.8,27106.6,20674.5,2.4755
327288,1233.19,142234,15439.1,23928.1,18599.8,69763.3,23099.7,13203,2.47552
399526,1413.2,227718,18983.1,32054,27301.1,104710,36849.6,21666.1,2.47552
418547,1637.8,161631,10092.7,17791.8,16881.3,56058.3,21282.1,13122,2.493
839259,2262.39,386706,26201.6,52838.6,39930.8,101536,42682.2,29769,2.53566
731779,2557.13,210398,17624.6,25987,34818.1,70244.1,21053.1,28809.6,2.55331
458867,1744.63,96952.8,9207.5,15224.8,17944.8,53411.1,18107.5,13398.3,2.56954
395838,1622.7,80997.1,8035.7,10298.8,17910.3,43643.3,12366.1,8724.5,2.58673
