"ArAr80Di","BCKG190Di","Ba138Di","Bi209Di","Ce140Di","Ce142Di","Center","Cs133Di","Eu151Di","Eu153Di","Event_length","Gd156Di","Ho165Di","I127Di","Ir191Di","Ir193Di","Lu175Di","Lu176Di","Offset","Pb207Di","Pb208Di","Pt195Di","Pt196Di","Residual","Rh103Di","Xe131Di","Time"
98.111,0,2696.61,0,0.27753,2.15532,651.939,0,0,0,14,0,0,8.65251,0,0,0,0,89.495,9.70732,37.2433,0,0,63.086,0,0.730581,1.96879
128.441,0,1123.34,0,1.93211,0.388143,869.996,0,0,1.66139,19,0,0.316413,11.0296,0,0,0,0,110.033,10.1483,26.0125,0,0,126.356,0,0,2.16006
127.105,0,366.903,0,1.33332,0,537.298,0,0,0,14,0,0,5.4702,0,0.18612,0,0,57.564,3.89793,9.0139,0,0,190.954,0,0,2.51582
119.203,0,15.656,0,0,0,661.286,418.765,0,0,14,0,0,7.52843,5.9349,15.9508,0,0,56.019,1.90008,14.1918,0,0,241.078,0,0,2.53375
117.659,0,193.337,0,0,0,0,0,0,0,13,0,0.074673,3.41296,1.77055,0,0,0,0,4.79439,10.2797,0,0,0,0,0,2.56041
136.769,0,553.251,0,2.98607,0.194102,644.895,0,0,0.113826,14,0,0,10.2213,0,0,0,0,57.774,3.19484,10.17,0,0,134.852,0,0,2.66741
126.749,0,277.18,0,0,0,509.412,0,0,0,13,0,0,1.15554,0,0.232155,0,0,48.311,0.730969,12.2714,0,0,226.845,0,0,2.89945
99.236,0,4.4092,4.44119,2.83235,0,440.512,0,0,0,14,0,49.7192,4.00459,554.414,918.273,1.16929,0,100.568,15.4656,8.69711,13.8058,11.3034,76.143,0,0,2.90531
98.5438,0,17.2439,2.60481,8.32586,0,584.596,0,0,0,15,0,32.0245,5.17562,423.489,713.616,0,0,112.592,4.49136,12.6539,15.4815,18.5451,79.71,1.30643,0,3.11038
120.705,0,5.81807,1.9533,0.100227,0,541.3,0,0,0.805805,15,0,47.7948,1.32495,393.852,681.494,0,0,86.478,0.065904,8.19174,6.58848,9.59949,95.154,0,0,3.23732
167.941,0,6.7838,0,6.18979,0,613.693,0,0.920499,0,14,0,37.939,4.28058,560.234,978.697,0,0,77.185,1.3972,14.0114,25.5078,6.57745,74.696,3.14483,0,3.46483
112.997,0,54.7639,2.82211,1.98737,0,622.039,0,0.891867,0,15,0,97.7512,2.49497,590.546,1006.09,0,0.18011,86.685,1.60573,15.8853,15.3164,7.30613,99.22,0,0,3.49523
110.008,0,300.26,0,0.891419,0,669.845,0,0,0,13,0,0,4.09625,0,1.60828,0,0,72.495,7.96385,7.31389,0,0,271.439,0,0,3.58121
106.526,0,2.1512,0,5.41798,1.26102,462.748,0,0,0,14,0,57.1745,10.9711,658.465,1236.3,0.049952,0,97.691,5.80016,14.0995,31.727,17.0652,79.814,0.850679,0,3.82371
114.809,0,5.3492,0,0,0,602.426,0,0.771239,0.921459,14,0,66.8082,4.03187,689.258,1218.43,0,0,97.551,1.22743,13.7035,1.74022,12.6737,79.01,0,0,3.89579
88.8802,0,362.143,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1.21084,13.6344,0,0,0,0,0,3.89741
107.666,0,0.040917,0,0,0,408.983,0,0,0,15,0,0,8.78196,9.40945,10.5,0,0,71.639,2.6638,0,221.565,140.753,273.816,0,0,3.9142
125.708,0,25.7715,0,4.62892,0.604937,685.026,0,0,0,17,2.90175,582.714,2.20423,402.203,676.418,0,0,81.028,0.573603,10.3873,16.0861,16.8075,110.152,0,1.43265,4.00664
131.992,0,7.70186,1.42243,2.56879,0,745.709,0,0,0,18,0,16.6718,9.52273,420.293,705.958,0,1.59574,106.762,1.5215,17.1975,110.528,92.6961,123.289,0,0,4.21982
89.3714,0,1.29663,0,0,0,0,0,0,0,14,0,0,11.7506,15.9658,45.1203,0,0,0,0.686525,0.035018,119.927,102.036,0,0,0,4.97109
90.5709,1.36642,9.12488,1.69399,6.12799,3.27917,579.331,0,0,0,15,0.030214,56.5699,4.39796,677.578,1255.14,0,0,110.949,3.79049,18.1144,16.2722,30.8409,66.964,0,0,5.02018
106.065,0,25.9923,1.74143,11.4081,3.76903,520.917,0,1.48535,0,13,1.38741,193.44,6.40181,801.308,1380.53,1.49908,0,86.693,3.57709,6.57173,21.0222,12.5391,84.679,0,3.00557,5.04787
118.45,0,736.542,0,0,0.763998,574.486,0,0,0,14,0,0,3.03922,0.756202,0,0,0,82.287,7.10848,12.3804,0,0,171.398,0,0,5.07831
76.1824,0,808.833,0,0,2.81873,442.067,0,0,0,11,0,0,6.95369,1.92579,0.392996,0,0,120.416,2.72135,5.66542,0,0,71.063,0,0,5.33967
131.624,0,9.77866,0.279405,0,2.40349,582.321,0,0.705972,0,15,0,46.9312,4.54375,733.348,1178.64,0,0,100.817,5.02685,12.9932,7.9535,1.02671,62.54,0,0,5.37899
160.755,0,4.81614,0.659,7.74265,0,775.311,0,0,0,19,0,54.0396,2.74274,365.573,670.375,0,0,74.658,4.84786,10.8313,2.95862,4.53846,158.187,0,0,5.40807
155.962,0,1994.05,0,3.22692,1.02937,775.146,0,0,0,19,0,0,6.33609,0,0.988807,0,0,87.747,12.7008,41.3377,0,0,90.107,0,0,5.51196
74.0774,0,12.0658,0,5.57813,0,657.641,0,0,0,15,0,58.0956,4.74975,825.906,1513.39,0,0,90.792,4.09623,18.9644,10.6975,1.77826,54.479,0,1.17196,5.52727
127.89,0,107.991,1.00441,1.96982,0.074332,810.129,225.986,0,0,18,0,0,11.464,34.2504,63.4051,0,0,109.13,92.6266,261.15,0,5.45124,161.495,0,0.412048,5.8182
105.896,0,0,2.31753,2.07031,6.96336,737.388,0,0,0,15,0,49.8622,11.0098,374.228,761.08,0,0,104.906,3.41406,5.95829,6.58686,6.09827,97.562,0,2.51565,5.85306
89.7743,0,310.143,0,0,0,678.306,0,0,0,15,0,48.8854,2.47769,0.470396,0.344279,0,0,28.863,1.22366,10.208,0.887221,0,252.066,0,0,5.97111
135.523,1.03796,2.17705,0,0,0,514.609,0,0,0,14,0,23.5786,6.42176,927.844,1625.31,0,0,92.219,11.3054,1.59643,28.9268,24.6709,57.99,0,1.37292,6.05602
86.7971,0,4.60935,0,0.24258,0,620.772,0,0,0,16,0,40.6944,5.6683,575.399,1007.6,0,0,101.997,4.7806,18.8096,40.1154,16.5357,66.109,0,0,6.07973
158.839,1.70462,7.50039,0.311474,0,0,831.2,0,0,0.902599,21,0,3.12316,9.69446,108.526,284.351,0,0,113.782,1.31723,4.32609,1988.47,1535.62,102.156,0,0,6.11264
151.469,0,1370.91,0,0.325744,0,775.685,0,0,0.815823,18,0,0,6.48121,0,0,0,0,89.547,3.33285,12.1819,0,0,99.095,0,0,6.13052
125.211,0,3.07465,0.667685,2.76411,0,639.669,0,0,0,14,0,55.5279,6.81156,1078.14,2047.04,0,0,87.694,0,22.1329,8.66605,7.75144,47.348,0,1.58638,6.26445
128.533,0,5.94355,0.097611,1.29511,2.87962,727.235,0,0,0,17,0.129554,192.262,5.00748,598.876,1089.22,0,0.101436,80.649,2.70594,5.65702,13.2511,14.7915,94.061,0,4.55043,6.30422
107.465,0,3.0364,0.009585,1.70434,2.96806,492.411,0,0,0,14,0,47.5432,6.10914,483.144,720.87,0,0,82.034,0,6.80925,6.82057,4.76861,63.834,0,0,6.32191
105.398,0,418.162,0,0.449928,1.50034,645.315,0,0,0,13,0,0,2.29881,0,0.472729,0,0,72.206,0.715061,11.4118,0,0,144.882,0,1.83545,6.40618
125.188,0,14.0718,0,0.381435,0,558.474,0,0,0,15,0.288361,56.4558,9.25484,692.635,1255.38,0,0.326211,94.887,1.08107,17.9791,7.54267,6.51813,83.301,0,2.13503,6.57945
92.5325,0,257.595,0,2.34784,0,0,0,0,0,11,0,0.453529,2.34449,0,0,0,0,0,1.23476,4.48967,0,0,0,0,0,6.63678
82.1472,0,476.837,0,0,0,547.136,0,0,0,13,0,0,2.88652,0,0,0,0,56.611,5.42742,5.27393,0,0,114.029,0,4.11508,6.70625
99.8581,0,75.8511,0.267013,18.6782,0.139987,525.435,0,0,1.74435,14,0.157311,67.8997,2.73143,1476.59,2752.95,0,0,81.315,0,7.89726,395.51,286.627,57.09,0,0,6.71438
113.488,0,0,1.2213,1.00941,3.33238,585.741,2.73459,0.611694,1.06225,14,0,41.953,4.73285,349.761,572.783,0,0,83.805,10.0569,19.3686,12.0314,11.9544,148.639,0,0,6.96967
168.384,0,480.781,0,0.834961,0.112593,647.986,0,0,0,18,0,0,6.57998,0,2.11649,0,0,76.519,0.629784,10.1327,0,0,236.519,0,0,7.01944
133.541,0,3.19009,1.55626,3.72787,0,565.247,0,0,0,15,0,51.2666,9.11257,625.744,1149.88,0,0,95.649,2.4991,16.2622,15.2286,17.4974,72.38,0,1.4658,7.37965
140.656,0,9.46464,0,0.914908,0.674313,752.533,0,0,0,18,0,5.28879,13.5588,887.056,1599.58,1.57625,0,92.649,11.204,12.2857,9.64487,19.3847,125.611,0,0.705858,7.45513
99.6926,0,37.373,0,0.403523,0,0,184.161,0,0,13,0,0,4.00802,8.49846,25.5776,0,0,0,5.84264,21.914,0,0,0,0,0,7.58291
149.178,0,1433.82,0.455076,0.652192,0,708.965,0,0,0,21,0,2.19954,13.0396,0,0,0,0,106.047,8.02444,22.6064,0,0,126.065,0,0.88763,7.6349
93.456,0,72.078,0.774561,1.06727,0,0,2.14889,0,0,10,0,0,13.6145,0,0,0,0,0,7.27983,22.5192,0,0,0,0,0,7.67375
140.714,0.273112,112.498,1.82754,7.95973,0.139153,642.452,0,0,0,15,1.55318,70.7229,8.61345,1815,3187.67,0,0,83.658,10.9929,13.5354,8.57419,9.78528,62.504,0,2.00153,7.73598
117.657,0,18.03,0,5.03406,1.6879,490.455,0,1.7747,0,14,0,74.6814,3.43007,1954.15,3774.28,0,0,67.91,1.38373,14.8712,9.56894,2.16175,45.103,0,0,7.86524
171.98,0,826.505,0,0.911149,0,753.769,0,0,0,19,0,0,6.702,0,0,0.798227,0,95.991,13.8839,14.1148,0,0,217.281,0,0,7.89601
83.787,0,2.52437,0.409614,8.29681,2.21634,491.279,0,0,0,14,0,37.0038,1.57009,449.54,769.03,0,0,96.994,3.09915,8.83206,8.52942,4.77675,104.331,1.24361,0,7.91152
156.442,0,14.5476,0,4.65625,0,736.166,0,0,0,18,0,70.7533,3.36116,588.887,1003.75,0,0,85.521,4.27821,13.6951,15.3868,9.37874,104.331,0,1.50511,8.0106
101.93,0,941.373,0,0,0,589.512,0,0,0,13,0,0,1.85284,0,0,0,0,94.301,5.59913,16.873,0,0,118.241,0,0,8.09182
122.466,0,2159.14,0.522611,1.77971,0.389974,703.83,0,0,1.55385,15,0.714471,0,3.712,0,0,0,0,87.699,17.703,28.8801,0,0,73.437,0,0,8.12477
71.3588,0,4891.5,0,10.4383,1.62952,634.913,0.134107,0.718128,3.09601,16,0,16.961,6.657,320.451,602.309,0,0,82.292,58.7172,161.295,0.757239,1.79597,46.5,0,0,8.15125
77.6629,0,36.2664,4.61846,0,0,620.994,131.598,0,0,12,0,0,3.51748,9.16715,25.0088,0,0,38.123,3.0909,25.8357,0,0,257.961,0,0,8.20415
125.14,0,1.73607,0,0,0,0,158.5,0,0,16,2.22735,0.5181,6.2378,0,7.90234,0,0,0,5.44144,31.8287,0,0,0,0,0,8.22028
107.872,0,0.141591,1.9262,2.74843,3.51616,551.676,0,0,0,13,0,60.0444,5.93734,552.661,982.766,0,0,93.139,2.69266,7.26307,8.82653,2.30204,51.667,0,0,8.24448
92.7155,0,8.06054,0.022987,1.37748,2.77979,740.377,0,0.023979,0,18,8.78972,213.096,6.19849,745.442,1298.54,0,0,97.905,8.39083,14.3973,77.8331,70.8262,107.319,1.26027,0,8.33617
125.513,0,2.24134,0.610653,3.40552,0,629.361,0,0,0,15,0,34.9458,4.90367,430.154,688.354,0,0,106.129,2.98578,20.1804,4.68789,10.1387,106.355,0,0,8.62417
281.255,1.13948,5.32435,0,0,0,1186.23,0,0,0,30,0,3.69256,5.18888,147.825,303.06,0,0,86.955,2.78359,4.25489,3670.14,2789.37,131.939,0,0,8.63992
129.314,0,8.38499,0,1.47914,0.138296,576.024,0,0,0,16,0,22.9025,8.18128,672.904,1217.58,0,0,91.246,2.67042,9.2696,8.08117,6.95282,92.54,0,0,8.81466
128.417,0,5.52853,0,3.62757,5.00254,566.378,0,0,0,14,0,34.6011,2.92997,379.34,637.742,0,0,76.378,5.72818,4.62009,10.9026,11.9898,126.186,0.97793,0,8.87464
164.85,0,1349.16,0.445805,2.55657,0.293095,876.73,0,0,0,19,0,2.405,3.69143,0,0,0,0,123.139,7.24961,18.8,0,0,177.408,0,0.446804,8.94226
125.547,0,7.23993,0,10.3392,0,566.181,0,0,0,14,0,82.2994,2.79588,717.568,1253.48,0,0,81.358,0.318416,11.566,5.4712,3.44598,81.875,0,0,9.0027
129.217,0,293.702,0.842625,8.53207,0.039235,738.725,0,0,0,19,0.317444,20.4042,7.04056,883.185,1690.17,1.29785,0,80.307,0.780522,3.9039,5225.32,3938.95,54.254,0,1.71164,9.16131
81.1159,0,3.80283,0.918616,0.474064,0,485.345,0,0,0,14,0,1042.78,8.07538,416.277,772.292,0,0,89.424,3.64134,0.323967,5.63758,1.51817,59.994,0,0,9.18623
112.982,0,1690.29,0.835875,0.303788,3.12934,553.415,0,0,0,14,0,0,2.78751,0,0.51184,0.375903,0,92,4.17793,21.5669,0,0,74.195,0,0,9.22679
126.524,0,578.89,0,0,0,630.352,0,0,0,14,0,0,5.8582,0.005501,0,0,0,65.653,0.674292,23.1171,0,0,198.114,0,1.34685,9.35818
115.908,0,44.6518,3.60483,8.12574,0,471.569,282.641,0,0,14,0,0.146081,11.9282,37.5699,81.9333,0,0,97.195,78.0482,247.523,2.41369,0,94.743,0,0.352332,9.43457
163.856,0,2.50634,0,0,0,701.684,0,0,0,18,0,0,13.8898,7.00601,13.2491,0,0,92.863,0,1.1864,554.372,447.191,162.359,0,0,9.90311
152.846,0,4.31618,1.45921,3.24909,0,843.928,0,0,0,19,0.571103,55.3032,19.1521,370.356,730.531,0,0,102.322,4.6934,11.7038,11.6194,13.9458,147.607,0,0,9.9649
80.4273,0,1.92731,1.64995,4.16463,3.73286,487.092,0,0,0,14,0,17.4831,5.65076,406.867,744.827,0,0,108.872,7.12015,12.3234,16.527,8.13367,91.034,0,0,9.99784
157.859,0,3890.89,2.52136,5.84183,0,716.594,0,0,0,19,0,0,2.8465,6.77784,5.16496,0,0,67.625,11.8363,85.2113,39.3218,32.1574,46.126,0,0,10.1173
176.885,0,3.66335,0,3.79248,0,660.745,0,0,0,19,0,53.7773,5.41645,364.482,712.384,0,0,68.163,2.28639,12.5221,11.2719,12.891,170.575,0,0.010986,10.1193
100.814,0,10.0491,0,5.36203,0,607.911,0,0,0,13,0,141.338,0,887.533,1612.67,0,0,79.461,2.10888,8.93327,22.1785,17.7787,72.672,0,0,10.1801
159.251,0,6.68287,0,1.93798,0,811.09,0,0,0.924887,18,0,65.9593,2.47245,692.474,1335.4,0,0,78.697,0,9.62096,22.7434,15.0567,73.824,0,1.26379,10.2192
67.3386,0,502.851,0,0.6029,0.712547,0,0,0,0,11,0.992178,0,1.9133,0,0,0,0.206744,0,5.07722,32.542,0,0,0,0,0.30347,10.2322
131.338,0,487.195,0.586086,0.778853,0,0,0,0,0,15,0,0,6.47108,2.41928,0.453453,0,0,0,2.23268,4.41721,0,0,0,0,0,10.6332
152.967,0,4.3997,1.80675,3.41708,0.377574,545.679,0,0,0,17,0.106599,36.8249,2.77342,808.446,1358.89,0,0,76.359,1.47237,9.36106,12.4078,12.9337,98.174,0,0.363766,10.6457
163.265,0,9.90705,0.920376,7.22572,1.78721,636.351,0,0,0,14,0,54.7523,4.31165,422.598,699.999,0,0.919779,75.867,7.67457,9.31149,8.37915,11.6182,103.773,0,0.377615,10.6909
67.4954,0,358.007,0,0,0.874839,554.328,0,0,0,10,0,0,11.6655,0,0,0,0,103.33,1.08673,6.74914,0,0,130.116,0,1.90418,10.7265
126.728,0,3.29104,0.151724,7.40913,2.55454,827.769,0,0,0,20,0,47.3447,4.94648,412.745,796.32,0,0,92.584,5.91977,20.0103,10.2187,7.58979,133.799,0.482038,0,11.0949
146.527,0,223.18,0,0.62889,0,591.407,318.546,0.522708,0.224762,14,0,3.69808,16.6336,21.6743,15.5703,0.341943,0,86.848,77.7444,265.091,0,0,129.017,0,0,11.5085
86.6651,0,17.005,0,4.18986,0,562.95,26.1067,0,0,16,0.787004,19.5766,2.08031,419.106,860.745,0,0,92.07,3.74593,8.16378,10.2294,9.92565,124.937,0,0,11.5163
81.1735,0,79.6459,2.34187,0,0,505.065,174.788,0,0.265866,13,0,0,5.89948,2.73544,3.07304,0,1.69218,39.212,27.5895,96.7278,0.623895,0,207.357,0,0.52873,11.5783
109.911,0,393.464,0.521138,5.16146,0,487.413,0,0,1.34479,15,0,48.3946,3.22863,785.578,1418.22,0,1.17952,80.168,7.81351,9.3753,10.544,13.2848,51.155,0,0,11.9949
75.5155,0,362.009,0,0,0,412.231,0,0,0.574273,11,0,0,3.93279,0,0,0,0,73.656,3.21774,7.44708,0,0,93.977,0,0,12.1313
132.614,0,13.4951,0,0,1.37439,740.568,0.824231,0,0,18,0,9.38994,8.92427,570.808,1144.61,5.24983,0,88.018,0.517027,1.51721,2647.15,1847.08,74.869,0,0,12.226
98.852,0,299.78,0,2.29332,0,416.774,3.27789,0,0,14,0,0,8.18981,2.78567,0,0,0,74.505,3.45319,6.26957,0,0,294.096,0,4.77711,12.2754
85.8651,0,309.442,0,0,0,831.384,0,0,0,14,0,0.813451,5.88427,0,2.21716,0,0,95.415,6.20443,12.6228,0,0,229.744,0,1.03756,12.3134
60.3159,0,2.82195,0,7.96675,0,516.635,0,0,0,13,0,95.2236,6.91039,420.24,823.761,0,0,113.849,5.92159,7.01983,16.8511,7.52337,85.085,0,0,12.4357
165.6,0,6.13812,0,3.44412,3.26929,559.864,0,0,0.065132,14,2.0056,94.0561,5.2255,902.254,1755.3,0,0.433776,80.694,0.719013,5.30831,25.755,14.4032,49.72,0,0,12.5747
71.2825,0,441.977,0,0,0,384.89,0,0,0.701166,12,0.789175,0.171874,2.91678,0,0.917073,0,0,68.762,4.35245,11.6919,0,0,141.65,0,0.290751,12.6291
111.218,0,7.50695,0,3.55481,1.76841,724.162,0,0,0,15,0,96.4653,4.30614,697.614,1309.98,0,0,87.414,9.14218,11.3841,30.4673,16.4047,87.745,2.01516,0,12.8449
95.2669,0,20.825,0.488358,0.837882,0,550.043,0,1.74441,0,14,1.44309,60.8167,8.58359,365.695,719.864,0,0,110.51,2.91266,8.18279,11.3577,7.67513,112.382,0.112021,0,12.9813
117.336,0,44.3029,0,0,0.507319,468.993,0,0,0,15,0,48.9136,5.11552,406.358,781.792,0,0,95.554,1.9438,10.5564,22.7298,19.9305,145.327,0.384875,0,13.0062
149.022,0,8.28859,1.89337,1.60361,0.047,740.189,0,0,0.471408,18,0,60.7785,10.0354,575.198,946.111,0,0,97.617,0.237091,8.00809,6.53494,4.72977,108.341,0,0.856163,13.2028
126.735,0,9.50601,0,1.56597,0,540.02,0,0,4.23899,13,0,63.4564,4.15335,433.857,814.673,0,0,84.78,0.900777,11.0827,5.55621,2.90371,123.183,0,0,13.4844
135.792,0,2.59419,0,3.61836,0,541.434,0,0,0,15,0.871742,29.1289,5.41828,608.839,1007.47,0,0,90.969,1.52173,2.48928,8.0976,11.481,78.465,0,0,13.6279
68.8466,0,8.25409,0,0,0,571.678,0,0,0,13,0,0,5.83606,0,0.788305,0,0,31.977,0,1.02496,171.972,157.327,223.13,0,1.96389,13.6355
157.585,0,959.834,0,2.08738,0.80611,767.509,0,0,0,19,0,0,3.97165,0,0,0,0.098793,102.212,11.0405,27.9859,0,0,187.604,0,0,13.993
107.318,0,0,1.24975,0.309296,0,635.725,0,0,2.90274,16,0,56.2339,4.68244,722.196,1405.1,0,0,104.351,0.52727,11.6876,5.0271,4.08618,59.682,0,0.519216,14.2736
139.004,0,2.03449,0,2.09276,0,709.611,0,0,0.984498,17,0.626696,45.8202,2.06042,617.635,1200.37,0,0,86.598,3.91049,4.36616,4.76156,3.49681,78.394,0,1.27342,14.301
90.0516,0,368.683,0,0,0.50698,0,0,0,0,11,0,0.068409,0.363917,0,0,0,0,0,5.2321,9.85029,0,0,0,0,0,14.43
139.607,0,1.46419,0,1.65951,0,576.048,0,0,0,14,0,45.7854,9.68661,635.064,1161.27,0,1.17119,129.683,3.54547,6.03021,10.4096,7.69794,120.254,0,1.60031,14.4837
81.7433,0,47.1742,0,7.73804,0,0,0,0,0,12,0,1.17839,2.81583,0,0.324319,0,0,0,33.6297,49.4282,1.80056,1.84747,0,0.847235,1.52573,14.5058
115.185,0,6.95967,0.749523,9.00189,0.00693,607.3,0,0,0.304812,15,0,131.439,14.9916,1116.83,2103.29,0,1.83938,76.018,4.80844,10.2831,10.4853,10.5866,75.752,0,3.2876,14.7228
93.4173,0,489.112,0,0,0.897375,711.366,0,0,0,14,0,0,3.88921,0,0,0,0,107.888,7.48707,8.5999,0,0,172.574,0,1.46028,14.7656
96.3354,2.3984,2.49116,0,5.51292,0,658.033,0,0,0,14,0,56.4353,6.27784,592.824,1009.45,0,0,113.873,4.63679,37.6068,21.8902,18.9217,96.235,0,0.712463,14.7778
109.699,0,2.39869,0,3.595,1.80822,540.074,0,0,0,13,0,45.3541,8.17696,412.8,798.735,0.805853,1.04644,85.326,4.33585,9.35745,5.59408,5.38445,92.453,0,0,14.7808
104.427,0,37.0667,1.2207,6.33071,0,556.048,0,0,0,15,0.456395,84.893,3.65171,538.617,1108.19,0,0,88.739,0.234872,9.03144,11.1142,6.76715,81.565,0,1.68387,14.79
136.286,0,10.6481,0,8.15539,0,380.546,0,0,0.270954,14,3.085,109.579,10.0444,1606.62,3244.91,2.30106,0,58.829,4.25846,12.2306,50.5283,10.4775,52.077,0,0,15.6075
121.898,0.639419,4.11745,0,4.4019,0,718.622,0,0,0,18,0,2.20611,9.90307,484.139,1013.43,0,0,80.778,2.23778,6.71077,3306.68,2508.17,80.392,0,0,15.6123
102.808,0,113.577,0,0,0,0,100.51,0,0,15,0,0.099164,2.24892,0.008696,0.384053,0,0,0,24.9821,67.7023,0,0,0,0,1.58565,15.6288
130.491,0,584.77,0,1.10276,0,583.499,0,0,0,14,0,0,6.00841,0,0,0,0,72.919,10.3298,19.3652,0,0,232.28,0,0,15.6864
127.216,0,1534.42,0.997211,2.29855,0,580.675,0,0,0,14,0,0,13.5109,0,0,0,0,86.132,22.9625,22.689,0,0,117.591,0,2.50787,15.82
104.623,0,612.706,0,0.430236,0,584.434,0,0,0,13,0.597201,0,9.02662,0,0,0,0,69.49,2.94745,11.6808,0,0,127.875,0,0,15.912
80.2291,0.481253,7.57319,0,0,0,688.572,0,0,0,18,0,9.21883,6.26578,302.58,503.792,0,0,95.973,0.211203,7.81064,2468.59,1795.71,87.56,0,0,15.9809
118.248,0,0.133532,0,5.35675,0,576,0,0,0,15,0,55.8763,9.27506,299.396,612.604,0.180099,0,123.49,0,9.17864,10.857,4.87739,117.302,0,2.41111,16.0652
125.548,0,17.4999,2.88508,2.89423,0,521.586,0,0,0,17,1.93645,126.118,9.94729,2018.69,3812.5,0,0,64.505,3.7436,13.9367,22.0899,13.2708,39.218,0,0,16.1251
126.902,0,4.39613,0,1.9884,3.84925,465.084,0,0,0,14,0,39.0539,6.92162,732.208,1180.15,0,0,87.791,0,15.5004,27.8568,9.55593,74.816,0,1.71403,16.1431
106.94,0,25.9144,0.416293,10.3541,2.78745,705.446,0,0,0,15,2.25779,26.6634,10.7562,699.273,1505.76,0,0,89.807,0.3919,18.1358,14.4981,7.91506,57.046,1.06176,3.47643,16.3392
89.1862,0,11.2953,0,5.94299,3.41399,677.468,0,0,0.37401,15,1.38468,60.0556,13.018,695.259,1129.96,0,0,104.313,5.54636,10.5005,13.074,11.4952,66.932,0,0,16.3498
153.796,0,11.8744,3.88378,3.09267,0.057825,698.852,0,0,0,18,0,81.5236,9.85731,699.102,1259.69,0,0,77.101,1.6057,6.24737,16.0588,7.84446,79.096,0,0,16.4043
151.279,0,25.5047,0,3.54302,0,749.684,71.3147,4.89672,0,20,0,44.6891,1.20218,588.367,1056.03,0,0,81.89,2.12985,31.7264,18.0686,2.32132,118.155,0,0,16.497
115.344,0,9.85356,0,7.38575,0,622.4,0,0,0,14,0,64.9123,5.98429,556.186,1004.56,0,0,86.72,5.80649,5.21177,14.588,15.5148,62.942,0,0,16.5083
181.608,0,352.321,0,4.03012,0,514.773,0,0,0,18,0,0,6.63798,0,0,0,0,19.117,0.460301,4.88751,0,1.45535,345.3,0,0,16.5269
84.4394,0,606.843,0,0,0.733365,720.632,0,0,0,14,0,0,8.92415,1.67414,0,0,0,88.554,4.92602,10.6104,0,0,184.766,0,0,16.6502
112.755,0,0,0,0,0,767.698,0,0,0,15,0,0.586715,4.79758,9.29229,22.6107,0,0,141.218,0,0,505.187,372.267,191.255,0,0.333687,16.6712
99.9381,0,0,0,2.45521,0,553.907,0,0,0,14,0,16.3072,4.05194,407.377,728.754,0,0,103.192,7.78971,17.5688,5.10498,3.84921,71.993,0,0,16.7477
