FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time
808122,1724.71,730703,23369.7,383.428,48888,36098.8,17871.5,1613.75,0.0501524
678764,1491.17,411499,2455.1,-1546.15,27715.7,648.674,-587.34,918.489,0.0555792
546788,1563.4,419756,7206.54,311.502,30268.8,9212.89,2551.31,2915.72,0.107648
1.54E+06,2006.85,895913,7965.61,361.029,55733,1512.48,534.529,960.574,0.242693
718307,1409.61,489410,2506.68,506.382,27939.1,550.745,-224.245,112.372,0.330046
611384,1552.69,532775,16683.9,41.822,21208.6,9448.94,1949.75,3478,0.41058
661321,1689.23,387914,2095.75,-1435.22,21275.1,651.256,-907.37,116.352,0.494322
822411,1726.14,631160,11172.6,10640.4,16026.4,7875.67,419.77,1330.7,0.548267
533426,1639.3,539674,15838.6,1436.11,19155.1,9116.91,2883.39,948.264,0.571044
565652,1559.08,524127,12724.7,1058.74,14162.1,5098.92,542.376,840.951,0.725758
548160,1691.2,502909,11398.6,1072.9,22500.7,5074.2,1733.06,584.171,0.730075
645897,1662.44,592570,22353.6,59.106,62321.5,30134.2,5274.17,5294.63,0.77825
762751,1364.7,957054,449.858,-10.133,53963.2,250.899,-67.3025,32.1508,0.825074
577377,1466.93,472947,9009.57,572.788,29669.4,13236.4,1098.66,1508.35,0.960018
1.15E+06,1839.41,941313,41959.5,-926.65,47166.9,16345.2,1907.2,3189.81,0.960986
988778,1836.97,829243,23316.5,1510.54,68864.7,23810.3,3590.23,3948.17,0.983561
568151,1676.39,597233,24290.8,-57.7797,72960.3,20043.5,5075.51,4255.73,1.04263
765648,1923.44,497992,50273.4,2.41454,85336.9,12811.3,6631.22,2762.18,1.20438
1.12E+06,1901.62,600887,8060.12,469.49,30589.1,1613.33,-647.455,590.092,1.22847
981455,1731.65,835019,7720.3,1879.66,48531,9988.96,4189.55,945.521,1.23303
1.40E+06,1792.99,1.34E+06,27872,15.598,56729.7,29135.6,17291.3,8815.13,1.28399
720756,2027.49,784296,18784.5,887.356,73859.1,22166.4,12079.4,4490.52,1.62626
1.28E+06,2112.68,772578,6477.64,2062.18,37670.4,5180.81,780.094,1767.14,1.63451
1.84E+06,2167.36,962142,6051.05,-381.643,54614.6,1282.27,-517.875,1056.24,1.83407
655182,1390.42,438200,318.185,47.3263,19771.7,3.71895,-184.872,160.851,1.83496
970457,1529.73,368813,7509.89,-98.3683,29544.5,2993.35,1101.64,1272.17,1.916
1.50E+06,2057.47,697402,9635.96,84.5487,68295.6,3638.46,1143.67,2020.51,1.92034
709179,1806.54,583365,30071.2,10734.6,33957.7,22632.6,8804.54,5447.9,1.95831
575404,1549.13,523922,8888.93,382.504,60597.5,13156.6,4873.68,1324.81,1.97142
1.19E+06,1814.63,479510,3431.46,10.0957,28188.6,1506.25,-182.875,1026.76,1.99432
759254,1818.13,548103,19835.9,866.805,49240.4,23674.6,6162.26,3205.16,2.00118
874944,1577.32,398062,4321.32,8702.46,28108,1102.75,-582.319,212.877,3.88643
836195,1366.09,925594,443.523,172.881,72837.2,117.145,-127.547,12.4232,3.94945
1.52E+06,2335.43,707306,8326.22,7041.36,52347.2,2819,-183.825,1575.18,3.96922
1.52E+06,1919.66,692579,7997.19,-305.598,62018.9,1374.84,-369.094,602.1,4.02482
1.37E+06,1773.27,1.06E+06,22846.7,2592.18,52593.7,13621.1,1645.39,2611.72,4.02551
624492,1382.22,491195,12700,346.948,24693,8811.78,3269.22,829.032,4.0801
873717,1655.33,490223,4170.59,3644.24,11594.5,892.071,229.822,700.042,4.08399
737661,2274.64,479249,6331.94,-780.102,36163.1,9507.82,1040.08,496.84,4.08635
1.48E+06,2013.67,720638,24039.3,56.1453,65846.8,17752.6,3208.21,3190.59,4.09448
1.48E+06,2128.44,992051,9340.21,-1248.27,57531,1932.57,1659.51,1177.78,4.15906
619519,1691.92,431220,12474.3,257.916,68374.8,25460,3378.99,4682.76,4.17667
857031,1341.73,978099,847.269,-710.964,185746,79.5413,-653.788,132.137,4.20714
627232,1595.92,485098,297.664,-331.865,15526,224.157,-61.8406,136.524,4.21018
886849,1734.75,498223,7458.12,-218.095,16791.7,1143.92,210.396,337.368,4.25616
899165,1856.37,500224,8695.32,264.029,23873.2,-5.38794,-224.366,283.07,4.27643
796594,1652.39,342053,4110.61,-290.725,15402.1,1411.44,219.833,266.265,4.3056
614752,1441.15,806861,231.919,-62.1318,32725,269.378,-377.788,120.379,4.37085
1.02E+06,1598.23,497593,4723.83,592.7,59212.2,626.858,-811.234,335.964,4.40415
1.83E+06,1943.71,934001,10211.7,362.837,69569.6,1834.09,-956.326,1414.38,4.4052
545624,1675.58,395051,7983.6,-549.816,31519.3,9380.67,8583.86,2437.24,4.41011
607825,1570.76,727745,328.602,-334.988,39950.9,128.845,-299.701,316.517,4.5211
747782,1652.84,432213,13292.5,606.009,31920.6,16495.1,7701.82,2021.46,5.14143
641678,1384.84,827037,327.84,-247.592,53193,115.552,40.4543,205.915,5.27436
669273,1826.39,491039,18322.5,-168.857,32023.4,13753.2,3399.9,2947.57,5.32233
705577,1706.74,583348,27085.2,1688.71,36682.5,35661.6,4191.24,5972.35,5.34557
958203,1456.08,939234,93.4425,-96.6406,31876.3,224.58,-615.486,-20.6434,5.73311
1.14E+06,1844.76,1.17E+06,665.362,-332.991,67106.4,597.981,-570.85,138.903,5.76116
1.85E+06,2085.96,1.01E+06,13371.8,1097.16,52565.5,4184.58,757.634,1619.97,5.76747
562988,1455.87,413401,4748.1,113465,10076.8,1685.29,1527.75,-277.807,5.81272
1.04E+06,1493.59,441763,2455.97,-169.575,17480.4,1136.99,-225.028,567.325,5.83989
1.52E+06,1600.28,838632,16454,9969.28,21471.7,1507.49,-994.627,647.215,5.84268
603907,1602.64,394560,13093.5,1540.32,29975.6,9736.37,1880.59,1380.94,5.85
752562,1375.92,486953,256.343,-165.034,39512,51.4447,-30.8988,241.02,5.85726
1.19E+06,1490.49,563149,2105.06,-2292.79,24323.1,900.129,-1807.2,696.474,5.86531
818995,1628.27,613711,12548.1,26.5275,38306.2,15181.6,1279.78,1403.72,5.87891
841510,1500.81,1.01E+06,609.912,-189.493,62576.9,38.9655,-216.24,131.771,5.90084
908185,1443.64,421491,1730.26,-203.656,11954.9,353.014,18.3661,130.799,5.93066
764921,1833.79,583379,8216.63,5977.09,20898.1,4611.7,85.4525,503.203,5.99778
936922,1905.89,458442,7143.17,-337.119,22764,11907.4,743.571,1007.46,6.02844
801303,2221.16,382249,6309.67,287.004,26184.4,2703.11,2977.98,3200.31,6.06193
1.18E+06,1602.64,1.03E+06,19292,249740,19174.7,3194.53,2030.56,1096.12,6.08493
868055,1381.96,1.09E+06,393.418,-220.422,60279.9,176.771,-59.0614,224.697,6.12731
710733,1618.72,752279,1990.28,-4490.81,22588.7,499.299,-2882.7,1119.41,6.14071
