FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time,,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A
859424,1604.41,530585,431.416,-357.029,6286.63,67.2591,38.1667,422.591,10.3037,,,,,,,
1.02E+06,2081.16,701601,509.335,-844.013,7074.76,285.746,-1030.64,580.719,10.3157,,,,,,,
1.18E+06,2460.33,957356,261.045,-135.365,10239.1,130.594,315.845,208.869,10.3221,,,,,,,
754131,1974.16,710856,761.17,-763.952,10479.6,202.751,-359.638,198.632,10.3324,,,,,,,
1.16E+06,1725.87,482660,518.768,-333.956,11234.1,-286.601,-144.071,250.998,10.3327,,,,,,,
1.01E+06,2020.69,746187,752.457,-1039.65,9705.89,579.922,-226.057,427.929,10.3403,,,,,,,
1.74E+06,1825.67,1.29E+06,867.48,-1123.07,13807.2,675.371,-431.053,710.393,10.3423,,,,,,,
670407,1402.57,390650,185.64,-726.119,4519.79,295.81,-141.837,227.807,10.3449,,,,,,,
1.27E+06,2267.14,746165,153.983,-561.578,8464.21,178.846,-495.891,19.0092,10.3504,,,,,,,
563395,1500.6,638105,289.434,-546.81,6656.21,-36.7447,-470.163,475.721,10.3569,,,,,,,
1.32E+06,1779.53,948801,457.247,-460.786,12188.8,-187.236,-431.179,458.476,10.3574,,,,,,,
1.07E+06,1991.23,704244,416.54,-491.946,8027.8,303.742,-93.5923,16.2808,10.3594,,,,,,,
997938,1520.85,616626,642.843,-490.784,9991.5,56.3766,-360.992,257.397,10.362,,,,,,,
1.04E+06,2034.62,648594,249.87,-688.592,7959.99,262.189,-507.829,563.409,10.3636,,,,,,,
1.68E+06,1768.18,1.11E+06,1109.86,-1841.27,17463.8,657.347,-1911.6,791.662,10.3639,,,,,,,
1.72E+06,2332.49,1.35E+06,1092.45,-1245.27,20973.4,730.148,-555.78,874.529,10.3645,,,,,,,
702522,1716.08,743240,590.075,-1358.87,13948.9,469.917,-457.832,537.642,10.3684,,,,,,,
985127,2029.85,923113,453.531,-784.885,9048.47,385.525,-893.756,507.084,10.3694,,,,,,,
1.10E+06,1839.52,661647,98.255,-444.506,11370.7,-270.297,-331.414,410.467,10.3714,,,,,,,
805538,1694.45,505820,635.936,-441.553,6994.79,113.254,-416.524,250.052,10.3718,,,,,,,
1.24E+06,1856.92,930552,716.928,-610.036,13882,250.482,46.4049,579.597,10.3719,,,,,,,
1.27E+06,2333.2,1.22E+06,730.882,-728.217,14994.9,94.7145,-394.318,461.987,10.3722,,,,,,,
929692,1919.89,594715,272.053,-447.295,6971.67,95.8036,-23.7629,222.619,10.3733,,,,,,,
890884,2442.81,711181,262.612,-247.621,8279.43,-47.5884,-34.4014,165.735,10.3743,,,,,,,
1.79E+06,2277.39,1.08E+06,623.722,-810.9,14181.4,245.234,-58.6407,441.795,10.3765,,,,,,,
1.11E+06,1751.71,692427,353.584,-261.765,8512.13,213.498,-434.852,102.16,10.377,,,,,,,
960959,2143.87,546824,522.482,-507.905,7655.63,478.249,-37.2113,455.921,10.3773,,,,,,,
1.08E+06,1603.2,534584,480.445,-800.048,9068.58,267.434,-441.175,361.074,10.3778,,,,,,,
726877,1642.11,530188,376.731,-557.185,6058.48,-32.7631,-263.676,219.4,10.3827,,,,,,,
1.08E+06,1615.1,579179,400.001,-228.058,6452.63,-100.596,-208.557,159.423,10.3871,,,,,,,
581830,1949.64,519693,449.946,-204.208,7540.62,-56.2717,-56.8662,87.6397,10.3879,,,,,,,
577963,1908.11,335063,85.7875,-111.304,4451.02,131.818,198.347,-47.1561,10.388,,,,,,,
648276,1772.31,690055,440.527,-547.116,8584.61,-116.123,-289.368,1447.15,10.3901,,,,,,,
997994,1599.51,593349,432.192,-807.399,7450.91,553.84,-388.732,436.377,10.3904,,,,,,,
890702,1643.43,583057,358.551,-819.072,8348.26,190.207,-444.648,57.9993,10.3912,,,,,,,
1.16E+06,1828.88,642259,631.833,-679.831,9581.91,341.792,-786.277,95.6292,10.3916,,,,,,,
1.20E+06,1801.79,838223,724.144,-779.93,11723.9,367.531,-821.059,286.147,10.3917,,,,,,,
1.19E+06,1814.44,715227,339.354,-246.062,8011.88,182.238,-188.228,247.37,10.3937,,,,,,,
1.24E+06,2098.51,906380,728.27,-342.223,10532.1,231.385,-727.049,264.556,10.395,,,,,,,
1.24E+06,2005.71,566663,351.112,-137.688,8217.1,210.978,-249.193,318.734,10.3961,,,,,,,
544038,1714.86,520032,41.8398,-111.721,6876.69,119.384,209.673,-94.3057,10.3996,,,,,,,
1.18E+06,1708.95,684419,316.291,-62.0597,8155.32,318.211,-74.2261,412.04,10.3998,,,,,,,
869107,2173.27,548927,294.315,-673.124,7585.59,51.1241,-594.392,269.619,10.4019,,,,,,,
752136,1944.33,771334,401.885,-633.078,9821.92,238.633,-321.432,536.533,10.4024,,,,,,,
778747,1908.58,585585,423.044,-162.841,6347.2,-83.7842,-168.822,160.409,10.4042,,,,,,,
1.01E+06,2149.2,550222,343.811,-381.865,4986.15,480.442,-9.99151,212.315,10.4056,,,,,,,
1.73E+06,2375.74,810614,679.629,-503.617,12049.3,351.383,-123.052,376.802,10.4063,,,,,,,
1.55E+06,1878.24,705172,199.964,-150.433,15799.9,-77.228,-312.94,54.5323,10.4078,,,,,,,
1.29E+06,1974.69,920303,586.571,-748.318,11138,229.243,-519.78,612.925,10.4083,,,,,,,
906654,1777.83,640090,301.346,-109.775,7413.8,-77.3488,-102.006,-80.5708,10.4083,,,,,,,
685729,1667.27,524277,398.617,32.8833,5950.48,-115.305,-120.702,101.16,10.4086,,,,,,,
1.22E+06,1654.24,717105,213.418,-504.504,9589.08,17.6753,280.601,274.49,10.4091,,,,,,,
1.16E+06,2015.88,673900,402.174,-669.732,7679.31,92.7531,-791.73,726.741,10.4102,,,,,,,
1.34E+06,1915.6,864149,510.84,-711.641,9278.26,288.239,-564.437,293.398,10.4115,,,,,,,
1.08E+06,1559.17,565873,422.02,-684.868,8159.8,347.137,-442.287,309.482,10.4152,,,,,,,
1.41E+06,2251.37,1.27E+06,657.527,-1336.16,19113.2,142.169,-635.664,895.611,10.4213,,,,,,,
1.18E+06,1610.36,671608,453.69,-532.73,7354.05,148.731,-624.999,286.956,10.4221,,,,,,,
697975,2009.37,696643,546.79,-884.054,11183.8,462.43,-329.313,392.964,10.4231,,,,,,,
1.35E+06,1641.8,598511,242.552,-184.456,7669.75,276.331,-445.748,143.751,10.426,,,,,,,
1.26E+06,2095.47,782268,727.076,-818.95,10707.9,631.703,-239.85,282.194,10.4284,,,,,,,
995218,2156.99,675450,448.352,-754.998,21205.3,267.422,-759.999,89.5123,10.4286,,,,,,,
1.63E+06,2326.77,1.08E+06,682.78,-467.552,14069.6,309.92,-545.056,685.486,10.4369,,,,,,,
1.08E+06,1704.37,809251,294.875,-504.326,9147.13,36.6473,-416.931,457.402,10.4389,,,,,,,
767425,2341.21,874580,525.616,-722.901,11289.2,347.311,-584.55,530.847,10.4391,,,,,,,
641372,1959.42,542953,267.832,-20.1822,6024.27,-102.056,-100.937,96.3942,10.4411,,,,,,,
987644,1900.54,708398,496.303,-364.063,7367.87,296.983,-220.39,315.934,10.4416,,,,,,,
801650,1643.23,631081,366.06,-561.296,9434.3,237.458,-334.136,263.342,10.4417,,,,,,,
963828,1978.45,737998,490.951,-647.385,9360.98,218.786,158.186,374.566,10.4452,,,,,,,
796435,1691.92,662764,326.541,-422.257,7111.03,423.047,-302.04,340.037,10.4465,,,,,,,
1.34E+06,1890.13,970654,785.608,-1202.92,13675.7,74.087,-779.393,785.651,10.4479,,,,,,,
1.42E+06,1756.15,1.03E+06,933.53,-1120.81,15279.1,702.491,-3.77046,723.698,10.4491,,,,,,,
1.37E+06,2119.67,981826,345.926,-791.94,13105.1,339.282,-259.768,532.616,10.4496,,,,,,,
849817,2031.72,609511,373.284,-399.693,7523.01,328.811,54.2371,309.347,10.4504,,,,,,,
760551,2096.17,472607,538.642,-408.222,8525.2,98.7443,-124.195,139.294,10.4506,,,,,,,
863777,1668.3,654689,415.982,-998.055,9373.77,138.188,-373.278,384.696,10.4508,,,,,,,
719863,1522.51,418806,229.294,-169.38,5367.28,432.728,147.651,274.368,10.4526,,,,,,,
1.12E+06,1676.45,795043,814.876,-1258.95,13934.3,141.793,-898.743,661.984,10.4558,,,,,,,
1.01E+06,1666.27,772399,562.23,-902.12,12484,-216.419,-479.992,547.192,10.4572,,,,,,,
1.15E+06,1927.18,793146,594.588,-522.506,10734.4,364.885,-481.794,125.2,10.4612,,,,,,,
1.09E+06,1774.85,665694,55.487,-170.149,7577.09,352.328,-132.323,377.765,10.4644,,,,,,,
763815,1598.72,450450,279.075,-405.068,5864.05,222.139,-446.666,160.061,10.4651,,,,,,,
837242,1531.07,528389,367.048,-350.654,6845.68,-189.29,138.36,344.52,10.4656,,,,,,,
793462,1428.92,535632,215.457,-634.332,6682.67,348.403,182.553,61.6253,10.4658,,,,,,,
1.81E+06,2221.64,1.40E+06,916.21,-1504.51,21482.3,623.519,-105.626,690.32,10.4671,,,,,,,
947294,1669.93,502445,536.842,-299.371,5945.68,-4.22411,-526.401,475.064,10.4675,,,,,,,
1.53E+06,2029.9,977834,690.141,-443.081,12553.2,316.352,-295.269,656.84,10.4695,,,,,,,
647355,1632.93,417971,186.57,-188.875,5439.27,-118.78,483.211,412.434,10.4747,,,,,,,
1.51E+06,2098.89,969471,645.765,-943.102,15081.6,-49.6511,244.077,373.329,10.4787,,,,,,,
944510,2127.09,879262,696.684,-247.44,11987.1,278.594,36.1869,135.708,10.4789,,,,,,,
1.53E+06,1767.11,1.20E+06,739.27,-1255.4,15813.6,575.164,-1053.94,448.584,10.4825,,,,,,,
985327,2222.49,521382,546.074,-481.513,7024.39,252.619,-161.344,351.314,10.4851,,,,,,,
1.27E+06,1883.74,1.02E+06,728.66,-775.131,15310.8,412.284,374.249,498.573,10.4854,,,,,,,
1.29E+06,2127.25,1.03E+06,472.866,-1074.19,11988.4,42.5906,-630.286,603.686,10.4879,,,,,,,
1.34E+06,1914.89,849966,512.587,-301.252,10732,31.1392,-27.7443,378.616,10.4883,,,,,,,
878191,1704.86,589761,226.777,-238.422,7633.6,-138.098,241.395,154.359,10.4892,,,,,,,
974608,1949.92,583643,279.13,-609.183,9729.68,275.697,-464.15,229.304,10.4896,,,,,,,
1.11E+06,1628.76,695991,535.229,-1068.8,10590,307.236,-321.713,594.681,10.4902,,,,,,,
951538,1697.59,523075,695.766,-1433.78,19030.1,358.65,-601.208,963.491,10.4906,,,,,,,
960669,2033.53,478686,212.629,-233.397,5796.14,222.271,69.8521,375.465,10.4906,,,,,,,
1.08E+06,1818.05,898079,1034.99,-941.648,9909.92,-81.9396,-601.117,458.045,10.4918,,,,,,,
1.15E+06,2294.87,716543,430.327,-500.066,9198.2,398.155,-172.021,403.709,10.4922,,,,,,,
1.26E+06,1515.61,741394,521.482,-332.848,10150.8,72.5356,79.3586,393.907,10.4943,,,,,,,
546188,1757.51,497496,338.259,-468.735,6655.19,44.4233,-417.749,174.35,10.4971,,,,,,,
921113,1666.42,906299,658.139,-597.731,10867.8,234.458,18.805,158.72,10.4976,,,,,,,
702909,1587.54,555499,465.032,-746.532,10760,476.92,-735.707,720.691,10.4986,,,,,,,
806168,1716.3,685522,554.355,-615.304,9011.14,564.392,-820.434,395.32,10.4989,,,,,,,
1.28E+06,1764.87,744379,291.803,-565.996,10013.5,453.812,-161.037,371.974,10.499,,,,,,,
1.22E+06,1714.53,854005,805.298,-1481.59,15740.5,285.773,-425.01,574.153,10.5,,,,,,,
870170,1829.68,661472,286.444,-281.67,6843.97,-131.87,-539.949,239.796,10.5033,,,,,,,
673614,1952.86,617011,393.715,-306.202,5956.72,-29.6785,-185.165,110.221,10.5036,,,,,,,
829993,2382.04,574613,293.257,-350.827,9055.84,-106.591,181.269,148.027,10.5038,,,,,,,
1.49E+06,1972.63,1.09E+06,739.085,-1076.86,14073.9,528.881,-1314.62,280.957,10.504,,,,,,,
807949,1587.86,501003,123.933,-80.1349,4129.26,-32.4137,90.3664,144.463,10.5045,,,,,,,
899725,2339.89,812631,475.955,-664.257,11449.6,23.0316,-29.5582,604.232,10.5052,,,,,,,
747381,2159.96,461477,681.921,-633.887,4860.41,255.639,-475.288,257.253,10.5068,,,,,,,
885574,1770.4,670159,369.752,-94.7843,7941.67,-241.361,-99.4737,207.597,10.508,,,,,,,
1.01E+06,2155.52,848877,424.707,-443.156,9172.1,298.71,-214.107,453.069,10.5081,,,,,,,
953164,1748.5,547786,241.274,-609.872,7551.79,392.081,-300.461,352.361,10.5083,,,,,,,
1.02E+06,1738.12,780186,197.909,-134.74,8840.94,44.5728,338.174,384.2,10.5158,,,,,,,
999246,1854.34,569440,428.96,-177.145,6645.86,240.59,-151.588,344.432,10.5161,,,,,,,
745474,1576.89,547744,112.362,-359.283,5900.6,200.055,-130.696,205.267,10.5164,,,,,,,
1.23E+06,1835.37,828201,411.889,-572.331,12151.4,26.936,-263.17,264.764,10.5181,,,,,,,
1.10E+06,2571.8,819260,733.279,-788.447,10478.8,564.895,-742.524,167.418,10.5182,,,,,,,
1.34E+06,1968.86,897618,705.545,-1193.7,12428.9,601.173,-628.875,548.059,10.5188,,,,,,,
1.25E+06,1982.01,689208,439.423,-711.616,8137.66,192.452,-371.212,471.384,10.5195,,,,,,,
1.20E+06,1731.64,679165,343.369,-480.866,8119.95,215.768,-89.6254,51.9719,10.5206,,,,,,,
835976,2255.16,569217,646.419,-623.232,7094.67,214.583,-384.838,302.775,10.522,,,,,,,
859601,1722.89,479246,622.164,-291.259,6369.25,152.221,-519.805,292.157,10.5232,,,,,,,
929620,1757.57,820809,410.886,-170.773,10275.5,363.048,-260.668,115.994,10.5242,,,,,,,
1.75E+06,1840.1,1.24E+06,373.481,-903.357,15323.3,280.454,-124.676,716.382,10.5244,,,,,,,
1.04E+06,1421.9,672646,826.716,-859.624,13367.5,443.204,-513.664,338.966,10.5253,,,,,,,
719600,1718.7,471165,283.776,-166.856,4558.52,23.2626,-436.666,357.481,10.5265,,,,,,,
1.00E+06,1738.45,768539,316.448,-435.442,10766.7,24.6555,-570.733,263.412,10.5292,,,,,,,
584731,1906.94,463689,301.052,-400.741,5008.63,-133.146,-431.661,119.454,10.5345,,,,,,,
809966,1720.02,368857,569.532,-565.641,4596.54,237.105,-578.468,413.082,10.5382,,,,,,,
970787,1613.48,474592,545.7,-980.091,7353.59,354.579,-597.764,602.63,10.54,,,,,,,
783767,2199.76,408480,241.809,-169.922,4281.16,272.61,-8.45729,260.716,10.5433,,,,,,,
1.31E+06,2416.44,911333,581.451,-212.365,12507.2,325.675,-579.428,492.878,10.5437,,,,,,,
1.09E+06,1770.81,676479,402.724,-401.237,8246.14,201.629,60.3953,278.907,10.5438,,,,,,,
1.19E+06,2075.59,617596,216.088,-315.591,25485.6,404.9,-495.337,207.99,10.5467,,,,,,,
1.45E+06,1880.81,1.07E+06,542.744,-896.689,13108.3,303.18,-415.075,584.922,10.5468,,,,,,,
972238,1719.92,529357,533.622,-670.742,7965.53,48.7797,-241.577,438.006,10.5535,,,,,,,
1.81E+06,2209.7,1.43E+06,755.049,-1204.68,17296.2,566.45,-702.732,819.348,10.5568,,,,,,,
1.18E+06,1760.26,1.11E+06,436.081,-510.318,11232.9,387.787,-467.146,407.804,10.5577,,,,,,,
716449,1525.25,465849,398.573,-167.762,6691.59,-177.615,79.2774,37.4342,10.5583,,,,,,,
734642,1702.07,734763,231.864,-690.827,7972.99,328.61,-49.1419,-51.6579,10.559,,,,,,,
736886,1940.21,681210,228.936,-273.653,6442.03,-17.2764,46.9088,-48.0647,10.5593,,,,,,,
1.25E+06,2066.12,871781,583.786,-1033.57,11860.2,445.9,-310.343,462.946,10.5599,,,,,,,
1.64E+06,1993.56,1.32E+06,1163.47,-1231.02,21309.4,490.217,-715.232,738.032,10.5625,,,,,,,
720950,1426.83,615587,33.0859,-559.375,39324.4,-161.05,-378.395,141.481,10.5647,,,,,,,
854255,1560.04,471292,185.239,-201.466,5171.61,29.1074,60.3964,219.435,10.5653,,,,,,,
822378,2069.69,549991,370.946,-500.051,7217.38,-268.492,-19.5129,405.912,10.5653,,,,,,,
816907,1843.55,622541,70.5545,-362.655,6560.03,357.859,-215.965,449.784,10.5688,,,,,,,
1.26E+06,1972.77,737756,311.79,-1003.89,9367.07,117.433,-474.039,341.118,10.5717,,,,,,,
919183,1741.31,439441,440.005,-749.034,6182.64,335.647,-247.876,607.373,10.5747,,,,,,,
1.03E+06,1679.54,645725,281.395,-683.375,6814.91,301.642,-157.26,30.8976,10.5778,,,,,,,
848575,1895,553628,373.126,-802.635,9781.24,-97.5374,-318.509,464.501,10.5796,,,,,,,
888975,1880.59,751389,223.106,-593.624,8357.64,503.32,-137.48,249.449,10.5834,,,,,,,
1.10E+06,2788.43,1.13E+06,599.737,-317.251,13194.1,396.71,-232.778,446.025,10.584,,,,,,,
1.05E+06,1664.44,503655,120.803,-566.341,9840.53,105.772,90.6436,232.779,10.5843,,,,,,,
1.31E+06,1836.91,711133,495.07,-1169.39,11870.1,632.657,-706.235,727.466,10.5848,,,,,,,
1.12E+06,2340.09,933459,463.039,-631.55,11977.6,541.343,-279.641,581.532,10.5852,,,,,,,
1.53E+06,1667.24,770166,1355.82,-1109.57,12589.8,350.997,-1132.75,604.724,10.5855,,,,,,,
1.00E+06,1976.71,535780,495.043,-405.313,10256.1,140.565,-727.789,371.899,10.5862,,,,,,,
890892,1630.6,550300,593.665,-523.788,7854.27,486.903,-265.633,115.677,10.5881,,,,,,,
1.36E+06,2158.83,880518,160.451,-120.891,10790.4,217.847,-175.519,536.705,10.5885,,,,,,,
789272,1688.23,602842,437.981,-221.748,7106.17,-10.7261,-61.3553,392.859,10.5905,,,,,,,
1.30E+06,1872.09,644966,530.131,-587.344,8918.86,20.0923,-328.422,546.974,10.5916,,,,,,,
1.77E+06,2089.78,1.36E+06,1096.39,-1252.62,22643.2,525.833,-368.595,1305.26,10.5918,,,,,,,
1.10E+06,2050.52,632135,337.558,-327.957,7032.88,171.703,147.289,238.803,10.5923,,,,,,,
1.14E+06,1770.18,787889,350.705,-708.642,9635.48,567.37,-214.305,99.6482,10.5932,,,,,,,
1.14E+06,1631.82,703610,472.49,-292.363,6953.43,-108.91,-530.547,6.14497,10.5959,,,,,,,
1.28E+06,1854.49,742865,492.834,-527.345,10853.3,128.108,-332.675,546.157,10.5961,,,,,,,
1.85E+06,2299.84,979540,247.38,-815.854,23746.7,205.737,-692.489,1081.48,10.5974,,,,,,,
935742,1608.52,821270,595.099,-760.698,12017.7,342.786,-544.962,399.538,10.5975,,,,,,,
1.34E+06,1754.38,685931,768.355,-1212.41,12055.1,575.179,-1408.24,812.668,10.5985,,,,,,,
704742,1563.24,550618,221.655,-431.3,5792.48,-53.9612,-34.4221,520.039,10.6031,,,,,,,
846879,1798.88,871890,398.965,-230.973,8977.08,494.705,87.0082,352.946,10.6039,,,,,,,
1.15E+06,1739.36,906976,863.67,-1078.32,14509.1,-10.8833,122.248,479.108,10.607,,,,,,,
1.03E+06,1551.25,645695,537.74,-816.182,11892.4,190.467,-436.144,520.943,10.6104,,,,,,,
1.04E+06,1629.57,591658,138.564,-119.63,8005.79,139.145,-66.2706,3.38834,10.6108,,,,,,,
1.34E+06,1870.92,1.07E+06,586.905,-417.264,13284.4,331.815,-394.539,280.314,10.6111,,,,,,,
940408,2529.84,746644,156.151,-525.083,6423.07,418.819,-138.98,208.348,10.6127,,,,,,,
925457,1755.09,645215,587.679,-672.364,9580.52,33.4963,-253.154,421.231,10.6134,,,,,,,
1.45E+06,1950.92,871257,712.265,-1020.94,14372.2,537.554,-77.0239,418.221,10.6148,,,,,,,
1.16E+06,2159.25,778834,590.533,-741.676,8037.39,198.071,-383.058,717.323,10.6193,,,,,,,
1.43E+06,2099.59,857126,294.483,-508.335,9166.07,403.902,-415.637,261.283,10.622,,,,,,,
1.72E+06,2110.8,1.18E+06,932.014,-1416.32,15808.2,639.278,-892.456,705.376,10.6231,,,,,,,
1.30E+06,1734,894543,286.219,-882.613,11409.8,-4.71603,-221.899,365.204,10.6232,,,,,,,
1.51E+06,1886.67,827275,338.57,-267.071,9314.27,-164.696,-36.7383,210.001,10.6241,,,,,,,
1.02E+06,1948,968111,382.939,-1081.73,13295.9,353.854,-356.414,484.813,10.6264,,,,,,,
961193,1797.75,504834,215.677,102.636,5483.17,-31.7847,-115.311,-134.276,10.6266,,,,,,,
562202,1807.27,580853,169.403,-531.902,8240.27,314.642,108.882,149.021,10.6275,,,,,,,
1.34E+06,2197.82,909058,604.473,-1084.36,13422.4,435.432,34.604,555.654,10.6283,,,,,,,
583369,1563.4,477307,219.757,-59.0318,5223.25,331.908,-191.917,128.739,10.6303,,,,,,,
894030,1764.49,774464,627.853,-506.031,10124.1,451.862,-508.856,294.876,10.6308,,,,,,,
655727,1716.63,435083,683.583,-299.639,4528.89,227.166,-472.785,-79.3816,10.6318,,,,,,,
1.49E+06,2436.52,1.32E+06,800.808,-698.88,16650.7,485.552,-221.258,620.778,10.6329,,,,,,,
1.23E+06,1895.46,855790,195.345,-208.239,8525.99,289.292,-715.738,372.991,10.6332,,,,,,,
1.52E+06,1674.34,763136,373.737,-764.052,10352.6,237.11,-528.609,419.537,10.6335,,,,,,,
1.19E+06,1919.97,692114,451.357,-334.359,9437.92,276.842,262.336,433.675,10.6361,,,,,,,
1.00E+06,2210.26,760879,736.278,-808.405,12541.7,355.638,-38.9257,668.042,10.6363,,,,,,,
915386,2137.54,638159,676.494,-656.077,9020.73,-247.749,-412.124,457.14,10.6382,,,,,,,
621417,1692.04,531436,189.77,-268.961,6522.93,9.77272,-156.972,143.674,10.6384,,,,,,,
1.07E+06,2550.67,792476,475.504,-468.406,10851.1,259.367,-407.686,282.735,10.6408,,,,,,,
1.33E+06,2505.89,908240,604.762,-665.436,11427.2,89.3945,-254.616,345.295,10.641,,,,,,,
999219,1743.46,837443,429.809,-747.688,10383,-18.0695,-505.416,278.605,10.6422,,,,,,,
999056,1826.69,662627,340.165,-438.917,8738.9,70.5628,-465.978,346.292,10.6432,,,,,,,
1.40E+06,2209.32,845456,465.714,-380.52,11030.1,-118.386,463.302,513.152,10.6433,,,,,,,
999748,1707.01,682655,266.598,-373.874,8855.23,-62.3224,-230.868,151.195,10.6435,,,,,,,
1.03E+06,2072.74,591902,496.945,-429.247,7573.37,351.269,-327.345,-71.3338,10.6447,,,,,,,
901915,1692.5,520645,479.799,-1104.85,9193.63,202.649,-282.447,654.42,10.6454,,,,,,,
1.19E+06,1977.15,785084,356.906,-904.751,10068.1,56.8208,-621.481,635.109,10.6463,,,,,,,
841251,1710.81,633340,513.016,-525.207,8409.52,338.796,-337.414,346.367,10.6467,,,,,,,
1.03E+06,1857.37,681457,701.164,-418.331,8476.58,260.813,-290.637,43.0742,10.6483,,,,,,,
1.45E+06,2048.24,867527,465.118,-165.685,9607.91,195.59,-149.083,401.175,10.6492,,,,,,,
761015,2080.74,616549,372.265,-291.01,8630.87,445.585,-512.606,398.309,10.65,,,,,,,
890724,1690.88,508581,284.286,-147.677,5778.35,100.943,-6.04173,165.571,10.6501,,,,,,,
1.50E+06,2307.84,1.02E+06,602.361,-976.228,13400.1,568.334,-576.109,553.155,10.6505,,,,,,,
636738,2088.89,483925,495.33,-288.238,6854.19,-233.877,-34.8825,230.345,10.6519,,,,,,,
1.26E+06,1720.9,739833,507.447,-649.484,12669.7,382.663,-488.622,378.128,10.6522,,,,,,,
1.31E+06,2177.72,764065,533.844,-539.441,10348,-40.6501,-502.95,524.915,10.6544,,,,,,,
1.15E+06,2084.47,766276,458.643,-534.363,9531.13,172.837,-371.878,289.545,10.6547,,,,,,,
1.08E+06,1991.44,921918,172.36,-44.9207,22293.1,-142.872,256.987,264.848,10.6562,,,,,,,
1.30E+06,1932.42,787377,567.479,-569.235,9944.43,518.659,-18.042,432.8,10.6587,,,,,,,
1.53E+06,2146.98,891400,745.741,-1211.74,12338.4,265.396,-669.994,649.144,10.6592,,,,,,,
1.05E+06,2471.21,797500,434.397,-1060.57,11624.2,245.518,-594.355,421.372,10.6596,,,,,,,
629746,1527.81,500945,447.078,-806.788,7106.41,631.655,-408.011,137.6,10.6618,,,,,,,
987673,1837.98,445217,377.242,-313.09,15696.7,258.206,-89.338,200.101,10.6622,,,,,,,
981543,1729.21,528324,490.623,-443.978,9052.16,549.94,-441.303,381.245,10.6652,,,,,,,
908862,1673.99,633006,90.1552,-129.066,7566.44,-66.7517,15.4505,216.612,10.666,,,,,,,
1.37E+06,1790.02,1.05E+06,687.168,-200.667,12318,-86.6738,-640.398,476.839,10.6676,,,,,,,
695774,1630.04,563738,470.758,-768.462,10158.8,161.89,-49.3497,578.877,10.6709,,,,,,,
1.35E+06,2025.41,905935,841.492,-1166.16,15219.9,28.4586,-1322.81,521.105,10.6716,,,,,,,
920456,1716.69,486198,222.032,-206.963,6714.98,102.625,-276.763,334.58,10.6742,,,,,,,
1.59E+06,1803.3,888714,596.091,-956.177,12439.3,338.582,-558.419,516.353,10.6748,,,,,,,
718914,1564.66,420911,235.161,7.15043,6369.11,-12.9843,121.583,95.7715,10.6776,,,,,,,
798733,1640.58,439835,271.56,-223.015,5315.79,300.542,-267.554,234.033,10.682,,,,,,,
1.42E+06,1804.51,953515,475.055,-1029.58,10897.6,243.152,-642.856,350.914,10.6822,,,,,,,
776058,1870.12,706456,321.9,-585.632,10691.8,505.667,-312.571,421.462,10.6837,,,,,,,
665963,1837.45,536907,282.155,-309.491,5981.7,70.4336,-655.272,235.583,10.6838,,,,,,,
1.55E+06,1776.09,987936,887.978,-1004.93,14027,653.89,-530.433,538.17,10.6842,,,,,,,
778051,1682.84,587498,357.376,-457.244,8392.09,215.06,-73.3503,267.074,10.6888,,,,,,,
676750,1573.84,336192,123.997,-543.671,4143.87,59.5115,-648.043,280.06,10.6894,,,,,,,
1.23E+06,2323.88,870174,397.911,-394.301,10302.8,378.916,-379.845,262.136,10.6899,,,,,,,
1.00E+06,1795.71,758833,256.828,-560.371,9849.38,211.47,-67.4799,468.285,10.6917,,,,,,,
633340,1794.64,566007,233.361,-448.457,8249.71,-277.028,-550.61,455.87,10.6925,,,,,,,
911337,2136.94,1.07E+06,752.097,-1015.39,14806.7,542.69,-463.02,479.793,10.6946,,,,,,,
861448,1824.47,570121,406.727,-536.742,10398,87.2804,-855.031,89.2984,10.6951,,,,,,,
956892,1563.11,541092,503.826,-427.114,8687.57,71.3959,-401.55,105.796,10.6953,,,,,,,
961799,1883.97,944303,409.396,-104.288,9893.09,15.6001,-58.5172,540.157,10.6957,,,,,,,
988234,1692.13,830796,592.182,-998.112,10126.5,-77.2349,-261.38,394.151,10.6963,,,,,,,
812999,1581.8,480491,342.564,4.46026,4863.89,-26.8289,172.84,11.8247,10.7005,,,,,,,
776512,1524.53,488009,212.512,-221.966,6109.05,72.4303,-227.728,55.4849,10.7009,,,,,,,
1.33E+06,2473.14,908585,810.247,-595.653,12990,462.975,-289.532,663.212,10.7021,,,,,,,
