FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time
907325,2069.23,1.11E+06,466.956,-42.1068,56135.9,96.7302,-103.932,141.459,0.334971
679606,1366.53,451861,29295.3,701.443,58737.3,15490,5105.17,9141.64,1.63227
943380,1874.58,420320,13799.5,-263.275,31449.5,3520.22,-347.908,866.957,1.63291
841155,2123.54,496896,6358.82,849.409,28729.1,957.303,-455.488,625.654,1.63407
940375,1975.51,422572,31873,423.061,106619,24054.7,6467,5294.85,1.64815
575798,1568.66,693801,96.0039,-262.246,14142.4,507.882,-70.5184,356.564,1.65081
776238,1372.11,955139,312.574,182.147,49238.6,124.801,-88.5862,-32.4188,1.744
1.01E+06,1895.02,677050,11262.5,620.703,47032.7,5987.79,2022.27,3172.35,1.75722
630885,1554.47,567480,151.954,-80.1425,13330.1,-9.73767,-2.22902,82.378,1.761
744542,1497.98,348123,1759.29,-84.5178,21905,1429.67,-468.018,313.107,1.80277
1.17E+06,1443.06,727641,346.478,-68.2574,37813.9,243.13,-33.5943,-180.707,1.84497
890256,2142.65,838158,52595.6,172.758,94788.2,40583.8,63842,7904.74,2.20234
620453,1435.92,491247,22877.8,33391.7,16233.8,22728.6,7751.79,721.101,2.21254
631125,1890.97,397875,19966.7,1880.1,29622.2,16133.5,3828.45,10492.1,2.24763
1.79E+06,2251.86,1.23E+06,10994.5,3049.93,22492.6,4936.46,2545.63,1526.33,2.30437
724002,1513.19,601182,27385.4,14.9968,45266.7,24194.9,12073,8406.56,2.31893
998701,1529.57,577605,5826.04,-1558.08,41220.2,10923.5,1797.14,911.983,2.35746
557881,1700.12,472134,20773,1154.4,41225,20832.8,3793.41,4694.93,2.3746
630437,1442.49,331711,1186.44,61.7065,16649.2,228.753,-99.9086,274.935,2.376
847363,1698.79,875571,41985.7,1170.52,89561.1,20660.5,51903.4,5249.05,2.49285
1.04E+06,1881.8,590854,8268.43,-205.678,32885.1,11843,2496.49,70.416,2.50165
1.11E+06,1668.71,651615,35343.1,89.5986,33111,24015.6,19075.7,997.122,2.51399
1.30E+06,2257.28,899822,39670.4,-79.4045,69573.8,12830,5899.73,3983.92,2.52519
619555,1439.46,375844,24806.3,-107.027,18835.5,31525.8,9776.8,1376.21,2.60278
879843,1604.98,498509,6799.32,50.8773,14305.6,3513.9,376.562,2457.29,2.61644
1.44E+06,1662.05,1.35E+06,4631.02,-1070.24,17863.6,1050.56,-685.292,763.131,2.8097
659004,1539.28,458840,4735.91,-446.664,20676.8,7168.52,365.249,1098.3,2.86137
1.15E+06,1597.7,668332,15160.7,21742.7,49284.6,13492.6,1222.18,1182.78,2.90255
875925,1396.64,966148,963.258,-423.248,94020.4,462.373,-633.695,307.642,3.0138
948207,1924.26,402852,2685.03,-793.622,24070.4,6769.6,256.82,752.261,3.34679
735309,1420.33,400621,5404.94,581.737,6988.51,750.395,140.731,463.334,7.67291
845717,1710.19,746796,118.34,72.9271,28066.2,176.827,132.555,81.9116,7.67373
1.16E+06,2107.4,1.26E+06,41799.2,49713.9,148470,88047.5,46636.8,15613.9,7.87929
546962,1718.86,553939,41811.8,1801.63,115413,46694.3,10118.4,9653.38,7.93746
569955,1486.19,430843,2939.51,167.34,24962.7,964.581,-500.791,349.11,7.94216
668394,2071.98,585309,38238.8,1258.75,124959,53141.2,33965.3,5309.99,7.94752
1.73E+06,1821.19,1.01E+06,55462.6,2261.45,156953,93162.4,51597.9,18401.4,7.9495
794569,1620.64,633635,47787.8,1555.64,95661.9,42115.3,36668.6,9920.41,7.95428
935309,1794.81,781349,39271.5,1281.83,136058,54433.7,10320.8,8675.39,7.95588
902051,1867.03,696305,33703.3,1355.61,87063.8,55234.4,9159.33,6480.49,7.95836
759284,1835.58,818313,38248.2,14104.1,61858.9,19154.8,29763.3,1647.25,7.96032
1.36E+06,1659.3,902307,43129.7,1594.72,88947.4,23054.5,13153.2,2691.85,7.96516
1.09E+06,2244.12,1.05E+06,64306.6,2779.09,224093,122304,103520,11655.6,7.9659
834338,2021.45,534478,57263.1,1475.01,87076.2,23887.8,20063.5,6908.42,7.96656
773193,1589.17,657436,20343.9,4917.61,69192.7,29056.8,29853.9,3304.57,7.96932
1.85E+06,1688.44,1.44E+06,40925.8,11491.7,65002.8,30556.5,43571.6,1868.65,7.97168
924285,1817.31,792071,54842.2,3373.54,144707,51825.8,80524.9,7971.47,7.97332
1.32E+06,1943.48,1.04E+06,45273,1822.23,130348,55816.3,18359.1,9349.71,7.97438
654943,1639.95,558538,42035.8,1214.97,108655,41296.7,27681.8,6149.8,7.97796
857924,1557.91,536186,35826.8,14899.5,65198.9,27752.2,32899,4183.83,7.97804
803205,1681.99,581713,57584.2,2918.93,74650,49461.2,15478.8,7743.08,7.98602
1.01E+06,1899.24,660560,33212.3,1517.52,97454.8,24091.3,30925.4,3956.53,7.99072
1.45E+06,1586.13,1.20E+06,34003.2,-392.214,166114,37050.1,24865,4263.2,7.99088
819212,1662.32,614450,34759.9,2467.96,105193,35507,11677.3,7700.4,7.99568
968346,1718.14,719939,46422,3267.07,126347,37706.3,23845,7730.13,7.99744
1.75E+06,2124.95,1.07E+06,66846.7,2728.91,171902,71154.6,26534.9,16643.4,7.9975
978579,1607.36,555449,25786.6,3859.9,69300.4,15357.7,3075.65,1986.67,8.0008
624521,1706.92,544676,16364.2,1349.29,59973.6,26257.1,22680.2,4591.71,8.0054
1.39E+06,1859.37,874995,42833.7,2324.05,112293,51382.4,17513.7,17713.5,8.00708
1.14E+06,1877.01,791628,39450.1,2138.55,117914,41630.1,9060.34,6759.66,8.01346
943278,1622.49,652867,45678.7,14927.1,65541.2,49253.4,11523.1,12585.8,8.01402
710895,1610.69,368248,35889.4,575.993,80317.8,35174.4,20237.9,6431.2,8.01506
541009,1479.97,494036,21678.3,1534.25,59170.9,23713,4601.16,4210.76,8.01644
912804,1648.54,679323,61239.5,1749.71,105896,48910.2,22303.7,9099.37,8.02004
867556,1780.26,900662,46868.6,1639.14,143709,38942.1,9915.01,6573.24,8.0238
689316,1843.78,491714,60233.9,9998.05,83704.7,54698.2,18461.8,6405.87,8.02636
949258,1819.45,917948,58514.2,4026.6,81846.7,28024,6205.78,2465.25,8.02884
667547,1413.85,330847,22129.8,1353.17,47172.4,20654.5,9102.54,2255.98,8.0314
987461,1673.71,861777,25560.1,1.11E+06,40308.7,50217,1547.13,4032.64,8.03158
807536,1505.74,661992,29724.3,1302.06,71541.9,31080.9,9613.01,10562.8,8.03464
645042,1482.59,377051,15154.8,1387.37,28880.7,7315.17,1715.63,1304.29,8.03628
1.10E+06,1857.42,795544,74041.9,2165.51,132589,57342,18981.4,9358.79,8.04979
753012,1705.76,649002,24581.3,1861.65,105243,33916.6,39867,8103.27,8.05125
613710,1677.45,515780,46222.4,1283.73,88057.2,32663.5,17597.3,3947.72,8.05339
1.38E+06,1758.06,975598,52748.2,1186.68,78572,69854.9,11287,11725,8.05441
702087,1518.9,501686,40950.6,119027,46669.7,34596.9,9007,4829.28,8.05577
899128,1619.96,909209,32553.1,5107.22,87797.8,39959.6,13158.9,4532.88,8.05741
1.18E+06,2038.95,778130,40307.4,3902.38,121466,51410.2,40158.4,11583,8.05815
809159,1540.52,505499,32696,68240.9,119565,55443.4,35943.3,5638.47,8.06067
