"FSC-A","FSC-Width","SSC-A","B525-FITC-A","R712-APCA700-A","V450-PB-A","B690-PC5.5-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
1.05535e+06,1722.28,828126,95784.7,1016.74,100939,22.6494,64197.4,60.0035,17959,23708.7,61.0021
91521.2,992.176,51956.8,86.4616,-42.5061,3278.51,169.549,70.6397,17.6297,-76.8931,-68.1227,61.0033
541372,1967.51,431946,49281,-147.809,54460.3,102.301,55070.1,131.263,7925.1,6200.46,61.0056
2.56411e+06,4152.04,2.4425e+06,234241,2771.85,368461,-559.902,167756,467.245,53685.1,48018.4,61.009
233450,1313.3,78367.2,55.8158,71.7104,1791.77,94.446,363.532,70.368,-20.3899,-15.5436,61.0091
523859,1780.88,364568,18641.6,-21.2193,24026.9,783.571,14323.4,-57.7487,4434.09,1116.62,61.0133
1.82184e+06,2813.79,1.29593e+06,114773,1288.31,161366,346.95,82510.2,252.399,32666.6,34291.1,61.0181
690715,1620.51,580339,61856.8,35.1483,78913.8,568.199,36720.6,215.298,11099.3,6973.32,61.024
96184.9,1067.7,96184.8,549.175,-274.745,1834.57,304.785,179.891,-47.3247,423.43,63.7188,61.0289
1.17235e+06,1917.91,864458,115786,271.544,99768.1,26.0004,78979.8,-93.826,24672.4,31449.5,61.0373
922152,2008.98,720882,59832.3,82.6384,67812.7,1520.16,44275,-152.336,9867.47,12995.7,61.0445
670088,1777.16,411417,51430.8,441.03,67244.2,83.0378,37013.5,-23.2008,9585.39,19497.8,61.0507
959989,1985.88,623215,93537.7,304.03,119891,295.03,38941,127.242,12161.6,24738.7,61.059
940629,2185.13,775012,101370,239.049,99216.4,542.48,44689,225.488,14378,16808.9,61.0632
760825,1925.19,603712,64347.3,538.729,69073.7,857.706,29299.9,-163.072,13142.3,7058.89,61.0681
68924.1,902.712,17608.1,131.363,14.5715,3629.41,84.5301,-46.6449,-19.2432,-166.846,174.133,61.069
1.61977e+06,2561.06,1.06339e+06,90475.7,1468.15,116501,296.512,94311.6,196.52,29352,21214.5,61.0704
618834,1628.07,541149,59521.6,479.991,71414.8,-81.4923,50989.9,33.5209,15789,14708.9,61.0707
1.82206e+06,3701.19,1.66911e+06,116189,488.379,160189,1285.96,89535.5,239.113,32433.2,16529.6,61.0857
1.1034e+06,1903.84,745204,54389.6,-31.8318,70608.8,832.951,62011.8,278.401,9441.39,9333.72,61.0868
1.08297e+06,1817.66,740622,139658,33.1551,103591,1321.64,47861.5,-0.16296,23015.1,17317.3,61.1033
703296,2074.67,660125,27092.8,-102.582,40730.5,1788.78,19533.5,49.7649,11983.1,2397.73,61.1086
62062.2,863.19,18890.5,333.319,0.807991,1037.53,39.7924,300.577,27.0717,-13.8456,-59.8683,61.1104
1.32797e+06,2658.55,1.03868e+06,100892,-125.814,138637,2124.54,48181.2,-63.114,10705.8,17612.8,61.111
137439,1074.92,94590.4,-161.381,354.82,5004.71,-55.535,272.133,48.6675,78.0582,-104.177,61.112
1.30366e+06,1761.2,764432,17702,102.267,30763.5,2097.33,12997.8,-31.3483,7136.72,1802.27,61.1139
728464,1682.24,515692,71524.5,712.71,58263.9,-148.608,37142.5,104.927,13431.2,4030.85,61.1152
1.29094e+06,2139.22,843238,90850.3,-59.955,139193,1335.48,61975.2,48.8192,65842.4,11822.4,61.1363
121723,1041.9,146767,-83.7154,81.2798,5491.43,-163.635,179.352,44.368,126.398,-61.1708,61.1445
3.40139e+06,2691.59,2.49165e+06,209094,725.913,208569,4068.12,129871,285.003,48493.9,38367.2,61.1471
973536,1580.14,534697,58508.9,550.984,70914.1,301.447,38996.8,118.461,8364.62,10921.4,61.148
867357,2043.36,754917,102726,379.001,104397,1026.77,42956.9,-38.9247,23546.2,11003.3,61.151
884201,1687.66,559942,71411.7,290.635,90191.1,237.05,44563.8,-9.68124,7701.27,13727.4,61.1574
449124,1233.67,277780,31.1353,-171.87,18081,363.051,-84.875,-10.5944,29.5191,-127.041,61.164
1.88302e+06,2593.33,1.26363e+06,142297,2145.47,194073,-919.955,84044.7,11.3116,37483.1,40831.5,61.1676
2.31933e+06,3183.98,1.71963e+06,214486,644.218,261312,1476.45,115870,105.348,48718.6,43746.8,61.1688
247716,1106.22,239756,-82.1593,-100.286,6049.85,-45.1676,220.861,43.4848,148.142,-5.47511,61.1771
497050,2073.81,585068,12646.7,-388.698,19520.8,1631.58,7714.62,23.7056,2637.92,827.662,61.1818
1.3222e+06,2084.31,907322,119293,694.924,89300.5,327.473,90995.3,-63.7691,29807.4,38755.5,61.1865
1.05937e+06,1691.4,773114,53581,70.5959,86976.6,534.619,34606.3,229.647,13114.7,13208.2,61.2049
409500,1489.43,202975,12383.5,102.591,14185.9,507.818,7761.08,-16.3251,7395.6,1428.2,61.2062
1.83798e+06,2997.84,1.5165e+06,152603,326.385,154105,1886.36,79989.6,-2.00059,73860.9,17959,61.2074
735967,1757.57,514390,1215.77,-634.751,9350.32,1537.51,1640.5,-24.2594,-94.4717,22791.8,61.2079
90839.7,1004.61,344756,850.153,-469.811,14351.7,927.374,198.713,-15.7823,-254.779,380.645,61.2092
119808,1027.02,27010.9,69.0448,-53.5396,4703.45,175.011,18.7747,-9.30168,128.638,21.9947,61.2106
844717,1613.54,552568,72727.8,-42.3425,69047.3,1212.98,50656.2,208.902,16383.3,8795.09,61.2169
4.00976e+06,4776.28,3.30984e+06,164908,505.525,334929,5269.88,153915,446.464,53767.5,39094,61.2226
77623.1,917.767,523656,-119.799,-43.8905,2856.84,84.8775,-210.585,-52.108,367.508,35.3069,61.2312
978655,1796.52,789615,73390.7,337.171,55296,906.387,58449.8,202.313,17177.7,11280.3,61.2385
691249,1662.22,554590,56879.5,-404.622,71475.6,1062.91,43303.3,-88.0755,12906.9,14866.4,61.2449
923107,1766.84,546480,97419.3,841.587,67709.3,-68.0191,49602.6,139.459,20739.1,24008.3,61.2449
186471,1098.7,82392.3,-0.493139,-84.9943,3928.88,98.1721,211.479,37.6958,-8.96089,-43.4263,61.2554
691479,1951.6,589097,61338,-271.165,86056.6,1180.97,39885.5,-18.9096,14567.8,11271.2,61.2582
181966,1089.31,61212.7,-39.0227,76.7508,2119.76,94.8846,16.4231,21.0725,-38.2525,-79.4152,61.261
783148,1799.27,575409,67592.8,221.229,77091.1,512.776,51179.5,69.087,11953,10945.9,61.266
607566,1611.78,406121,47941,-413.766,55085.5,754.565,37743.5,-5.35653,10783.9,10622,61.2707
127945,1076.15,37634.6,-80.5706,66.4053,5962.88,-87.5597,-63.3798,-35.0213,167.516,-7.94641,61.2775
748850,2227.48,518758,40951.4,91.1875,46552.7,879.102,30584.4,47.9499,10981.9,4825.6,61.2812
711222,1525.18,422163,42501.4,199.063,69527.1,140.742,34054,77.2111,13007.6,5928.3,61.2855
117912,1209.35,74342.9,732.584,-45.8686,1251.26,182.488,463.332,17.6856,95.9427,-1.97068,61.2895
165908,1112.19,56291.7,-70.7379,-113.767,7999.62,-58.3663,198.136,41.1036,112.047,61.6749,61.2911
660313,1720.93,463148,60128.7,-307.13,71163.1,494.304,56072.7,-143.463,14550.8,17201.1,61.293
582846,1624.97,404177,45652.4,-43.5622,61091,894.289,23435.8,30.1779,15309.6,4362.89,61.2964
1.37844e+06,2161.76,841548,82415.3,869.908,105824,647.384,47221.2,192.46,12593.1,15715.1,61.3054
879583,1729.84,682839,88745.2,1369.73,70908.3,-328.567,67313.1,195.374,25332.6,12943.8,61.3065
169482,1246.98,59435.2,3282.98,252.93,4816.55,-279.252,3902.83,136.337,417.226,212.48,61.3134
57136.9,797.71,11625.6,-52.0367,-44.8042,1515.8,-85.788,252.59,82.1121,-90.3534,-10.8692,61.3205
100417,980.725,24903.9,-73.3747,-18.3309,4470.44,95.3494,-301.175,-40.9576,-79.841,128.877,61.3233
83456.7,935.737,18872.1,152.563,-118.691,2318.6,45.2714,304.882,67.0145,-148.124,-38.0897,61.3241
1.0914e+06,2054.68,691373,111671,1469.13,71650.3,-562.927,70360.6,63.8807,21085.4,35792.5,61.3249
350714,1197.39,128632,-50.5468,65.6281,17995.4,203.652,-59.3075,-60.6598,-193.815,7.19746,61.326
219025,1162.08,143602,-92.1637,61.6121,97.784,-186.395,534.307,136.254,-69.1205,47.3006,61.3261
123395,1048.56,39958.5,193.135,102.999,4649.68,321.836,115.041,-2.28073,-222.499,-76.636,61.3333
2.38159e+06,2665.44,1.64468e+06,199932,3598.77,272494,-2415.9,153858,303.738,53423.9,38901.6,61.3357
678242,2072.4,628467,59091.4,449.24,57684.4,260.102,20427.9,165.826,8844.06,2514.09,61.3393
124759,1130.55,28854.4,258.116,-94.6407,885.796,243.483,174.506,30.933,-172.623,-59.0005,61.3506
934186,1810.93,519271,59053.3,669.294,52911.4,1315.29,45666.1,22.0556,9008.39,10659.6,61.3544
956079,1684.74,542472,83375.8,369.176,96277.1,650.904,38428.8,91.1708,14044,19193.1,61.3662
1.3371e+06,1881.01,825719,76237.9,1521.15,102620,-391.061,60677.1,152.291,21961.4,17088,61.3688
410907,1327.51,236978,1898.01,4193.78,22954,6260.98,5356.97,297.845,-2004.66,1620.6,61.3734
609843,1702.32,509305,59957,555.855,65527.6,-270.708,42490.8,320.31,14079.7,7563.61,61.3763
1.36086e+06,2362.96,1.03221e+06,80189.2,-138.678,117642,2173.37,53798.4,-61.3883,18603.1,24162.5,61.3765
296041,1331.26,314844,5719.06,334.301,5740.18,723.446,2835.44,77.0443,634.785,207.428,61.3784
815218,2299.12,620978,90353.1,1222.54,92018.6,-362.526,40153.3,189.842,23191.4,17664.5,61.3814
959177,1839.13,640435,73239,390.542,95185.5,857.645,23564.8,48.4333,11498,4695.24,61.3844
713737,1494.15,520453,51543.1,83.2768,87306.8,651.852,29098.8,89.3461,9055.04,13689.5,61.3857
67387.4,891.897,11969,13.0189,241.075,573.307,-92.3376,-29.7445,21.8167,-34.0106,-41.6735,61.3895
767402,1652.74,481743,62253.1,491.708,59721.5,-15.7331,35128.7,-14.4296,16391.3,8141.08,61.3896
1.02515e+06,2108.79,868193,98086.9,852.076,170689,-849.063,142872,115.044,194125,16836.6,61.4006
990750,1583.4,594929,60322.5,684.267,77083.8,831.622,28680,93.4548,11238.8,15574.3,61.4047
950492,1743.4,712768,83207.4,-298.198,83889.7,1140.53,35728.8,-11.5939,15484.9,9436.66,61.4072
2.08286e+06,3141.13,1.36762e+06,131044,117.536,167632,2183.91,83286.5,-25.8007,32156.9,35889.5,61.4092
1.39833e+06,2044.41,837137,77196.5,243.579,94564,1284.93,32141.9,13.9538,15560,14961.8,61.4165
63829.4,859.469,24344.2,-21.1017,88.0315,1938.67,-36.0112,44.5676,26.8902,-31.8049,17.7295,61.4197
1.01933e+06,1629.52,258690,26203.3,196.59,23692.6,634.689,26145.4,-15.6095,3613.1,5652.19,61.4219
2.03719e+06,2986.61,1.39901e+06,138755,779.553,179656,2386.27,73451.4,-90.578,25371.6,43715,61.423
122728,1026.07,101549,131.937,-22.943,5586.97,248.506,-20.261,-41.911,-2.37914,-0.0318194,61.4276
1.96861e+06,2451.44,1.52078e+06,136631,1322.41,177932,571.57,108812,208.256,37716.1,55243.5,61.4314
1.15512e+06,1716.75,586237,34270.1,-72.1507,84516.6,471.342,59664.6,55.9497,40983.3,2828.43,61.4375
2.47185e+06,3337.02,1.64223e+06,178127,581.524,270041,1988.37,109996,-96.1061,18595.7,33132.6,61.4378
1.53288e+06,2495.73,1.27499e+06,129301,313.285,158397,804.699,95286.5,2.48653,86531.6,26110.4,61.4408
1.14864e+06,1852.52,629075,79966.8,145.616,88588.4,425.321,51259.3,58.0906,10897.2,14860.3,61.4583
105914,1019.4,51226.9,228.268,-102.96,4678.94,208.59,71.3364,-10.5999,-12.5815,53.5672,61.4605
117228,1072.94,53565.2,953.186,-249.515,1833.09,395.449,640.658,144.194,-101.021,38.4123,61.469
1.66894e+06,2505.27,1.09937e+06,102463,329.239,138348,1109.09,61630.5,110.798,33853.7,24532.8,61.4735
813982,1648.6,543010,72177,845.738,96542.3,32.7629,38970.8,-16.3082,48090,18042.9,61.4748
498781,1986.8,454498,7918.06,-136.987,9515.85,870.756,4059.43,25.6072,683.667,301.54,61.4817
762899,1851.63,569213,62565.8,1050.03,78993.2,-261.2,39425.1,-77.8604,13436.3,23823,61.4822
949788,2519.07,721736,52617.6,609.743,53367.7,1130.73,23652.6,18.0769,37390.5,5942.43,61.4863
859123,1889.61,594605,48624.6,280.145,63196.8,1045.12,32900.4,-156.841,18611.6,10698.7,61.4911
1.21489e+06,2686.42,1.00854e+06,95846.3,1398.17,132292,158.287,75194.1,177.38,23571.3,18837.6,61.493
261648,1135.29,321297,128.172,86.813,17753.9,122.59,50.2804,50.2438,-110.039,-55.5278,61.5026
1.13668e+06,1887.12,842809,87790.7,1085.41,118571,-13.5481,69415.7,128.243,25708.2,20184.8,61.5081
2.33276e+06,2841.5,1.09839e+06,137831,387.053,145303,1690.41,61802.5,252.36,34820.3,22547.3,61.5165
520942,1634.17,406508,43617.3,460.473,41104.2,-167.916,37590.9,130.202,4045.64,6641.52,61.5251
961711,2354.16,757676,75264.3,39.9743,109883,1249.92,51959.9,-254.86,62500.5,13195.8,61.5463
1.30011e+06,1768.86,823269,151749,269.516,126167,651.081,81775.2,-15.36,17930.6,29799,61.549
81957.9,981.986,59146.9,1.46676,150.507,3342.95,-161.721,117.284,49.7145,-89.6156,96.6458,61.5665
126501,1047.96,89766.7,-144.136,-21.0575,6377.3,-175.021,131.953,41.2434,-175.003,-25.6667,61.5814
165606,1091.25,71152.2,-131.571,111.561,9057.4,-123.472,176.785,36.3207,16.1603,-79.5742,61.5847
1.24328e+06,2447.59,949342,88169.3,472.499,72735.9,1045.15,56918.5,-5.51021,16064.8,20177.6,61.5888
985558,1438.97,524505,70711.4,298.935,83097.5,560.42,44368.6,-56.2592,14232.7,17349.3,61.603
569761,1442.37,378026,43372.8,226.139,58880.7,754.638,39607.2,39.1288,8104.72,6891.4,61.6259
693005,1985.11,566764,89446.8,515.187,112913,346.321,31940.8,71.5187,10093.4,11298.4,61.6311
966730,1579.5,604549,78883.8,1031.13,75017.1,-201.931,39214,135.325,18685.9,16812.2,61.6314
922497,1793.71,594263,67451.5,-74.7058,57803.5,1049.64,31521.4,68.6458,23329.9,11676.5,61.6353
962449,1771.75,699292,95985.3,-14.2307,79964.1,1201.2,71304.9,17.5137,15413.5,11253.5,61.6353
630088,1643.63,404056,64448.2,-90.0588,67463,544.735,31063.3,51.0819,9542.23,12064.1,61.6495
1.16441e+06,2763.25,1.00421e+06,94817.5,1141.81,121399,384.94,74080.6,152.398,28773.5,25370,61.6549
802992,1628.89,594226,92192.4,404.2,94381.9,-0.322614,51576.1,109.861,18344.2,14381.7,61.6678
1.57174e+06,2910.16,1.10487e+06,171674,1054.81,137959,-195.562,81673.8,-19.1542,28517.5,34776.5,61.6707
123086,1085.57,73495.9,11.076,31.8728,41972.7,50.2185,297.124,58.823,119.176,-159.11,61.6755
837352,1660.15,522717,54301.8,668.35,53707,432.081,32397.1,221.364,12822.6,3724.73,61.6763
84269.6,1001.06,39501.2,-116.471,-70.4626,2974.83,-8.48011,61.9744,20.5155,45.2352,51.2222,61.6763
440426,1520.02,403448,36500.7,231.466,44802.2,516.458,25969.1,13.464,9429.5,2311.5,61.6876
693439,1908.04,596705,49998.9,-103.289,41995.7,1559.45,18763.9,-91.0534,9313.36,1077.07,61.6907
64726.8,868.805,101911,-52.8425,83.9892,315.158,-84.7603,-27.1326,-1.31344,101.874,113.218,61.6929
643188,1742.8,463903,51888.9,988.594,78280.6,-260.119,37049.6,172.297,10368.1,9107.9,61.6969
1.54598e+06,2338.07,1.21495e+06,117775,1318.33,193682,-267.136,90379.1,17.1251,26590.1,35145.6,61.7059
906533,1748.88,533969,43825,665.592,62122.2,-29.6417,39917.1,108.818,9174.63,13048.9,61.7119
876740,1839.9,658626,69732,44.8316,81291.3,1034.2,35992.8,46.6028,11826.7,16100.8,61.7211
58594.2,869.166,34834.9,1545.49,238.36,954.835,55.3305,379.293,45.4159,-56.8139,-32.597,61.7255
165812,1151.84,75758.2,227.954,-99.9214,8704.66,215.964,149.454,4.18053,41.2196,153.503,61.7299
73795.6,962.871,18501.2,-38.3357,59.7364,3444.28,-51.2567,127.723,20.2136,31.9479,131.27,61.739
1.39482e+06,2168.58,3.32203e+06,1176.52,-264.194,18080,1076.22,337.474,-123.359,1192.37,525.493,61.7413
128808,1054.31,360544,-130.435,-72.6177,1101.69,331.296,-111.123,-41.7233,-203.318,-27.0106,61.7458
941754,1645.86,616432,68324.5,75.6402,117936,797.286,37328,104.48,14809.5,13970.3,61.7487
987861,1677.07,671706,87405.9,-412.049,88194.8,957.313,37282.3,48.4864,17724.3,13164.7,61.7528
994165,1923.53,663526,86334.4,518.743,101124,612.599,34515.7,20.4296,7832.73,15346.9,61.77
1.97403e+06,2268.76,1.39816e+06,82512.8,-529.252,123695,2655.75,61073.4,179.432,18094.3,20301.9,61.7794
1.44701e+06,1640.61,854943,81155.6,460.539,132315,898.611,53805.1,266.332,13046.2,25330.1,61.7796
392980,1217.83,1.83068e+06,420.677,102.675,8818.59,1435.4,-82.8942,-85.2017,-202.665,263.096,61.7808
112081,1044.35,25963.6,-2.96962,-196.245,3932.96,153.506,101.238,8.64604,-203.61,131.256,61.7846
96078.4,1063.93,64258.9,102.174,-106.542,1531.89,163.289,-16.5037,-21.4643,-210.861,23.5916,61.7883
1.0672e+06,2244.12,876569,76888,-35.6628,132832,397.197,53294.8,-15.1236,30958,23086.5,61.7899
235113,1157.39,910703,92.0399,-179.203,4377.07,605.241,182.68,2.28857,-75.5685,211.181,61.7927
860114,1980.26,616296,60621.6,498.871,81417.9,57.2807,44052.2,146.276,13664.1,12007.4,61.8031
1.43609e+06,1895.49,1.03904e+06,64405.7,-200.612,134216,2718.28,44618.5,159.931,16661.2,11452.9,61.8071
102063,988.868,38166.4,-22.5461,30.546,4513.57,-92.9288,-80.9081,-6.95398,-224.778,-77.2389,61.8107
146454,1119.64,62390.7,16.7916,-1.21189,5190.15,32.0773,82.3148,45.2217,-206.259,162.562,61.8222
91822.4,986.913,79232.1,-92.9165,-139.607,4145.66,32.4725,132.578,24.5966,-107.769,104.032,61.8255
871114,1623.86,715179,100340,987.461,71588,119.577,62213.9,-38.805,17892.7,23034.6,61.8412
924644,1667.38,576386,46680.1,439.496,70130.2,1174.59,25261.8,46.1736,8446.26,10653.2,61.8501
1.34413e+06,1994.75,7.71557e+06,1671.26,-258.874,32480.5,1002.52,1389.41,227.991,161.837,1153.58,61.8516
1.14966e+06,2316.72,670946,87839,740.148,72729.6,114.564,56622.6,210.712,15783.5,24512.1,61.8543
1.10204e+06,2303.3,803346,87031.2,474.369,99346,682.081,39595.5,100.767,26004.2,11568.5,61.8554
2.11886e+06,2552.4,1.11438e+06,136508,481.416,153989,1672.91,107049,-22.5094,21710.4,32387.8,61.8573
2.08275e+06,2159.39,2.5881e+06,91365.4,-336.806,75967.5,3696.55,38073.8,78.5965,17473.9,12233.3,61.8578
1.26394e+06,2576.83,953726,81113.9,216.448,95787.1,1914.39,39558.6,85.4919,29782.5,10404.9,61.8625
137313,1074.59,47008.4,-57.2398,59.14,8106.74,90.4204,-156.068,-50.5493,172.833,52.5237,61.863
1.24264e+06,2217.77,757327,88180.9,801.633,100940,579.675,49610.8,26.7382,14421.7,18440.2,61.8668
75267.4,984.781,49318.5,6325.92,135.749,2704.73,75.3586,2263.67,-32.1723,-15.7104,-41.1955,61.8673
895108,1584.31,565599,48572.1,50.3383,59918.8,791.896,40029,188.083,16978.5,13749.2,61.8686
146365,1089.85,36976.1,418.835,-54.7907,1242.41,410.497,354.424,45.5015,-484.243,95.2973,61.8687
753942,1602.75,496945,61849,424.206,94329.4,240.153,36055.6,86.5419,11954.3,8400.77,61.869
828153,1494.65,409744,80430,513.016,62484.6,72.801,34017.6,50.9183,12572.3,11421.7,61.874
1.83722e+06,2894.07,1.05779e+06,107816,811.299,121587,771.227,76865.7,119.143,23941.7,27618,61.8847
2.55678e+06,2620.34,1.50107e+06,144524,-482.004,196947,4753.77,78881.6,175.458,32364.6,40805.6,61.8941
1.37358e+06,1532.33,763164,46859.4,237.931,68955,1191.39,42653.8,124.116,7173.86,10919.4,61.8945
3.61253e+06,2014.27,4.79607e+06,112277,-1901.37,104269,8839.27,36539.1,174.108,23143.1,6831.45,61.8953
683844,1844.45,642250,33537.9,100.16,30074.9,1130.53,21746.8,87.9794,42513.9,3142.4,61.8985
139049,1092.72,186880,522.546,-742.009,5115.27,1820.93,-75.5543,-77.6653,-697.315,211.332,61.8995
283974,1182.53,151287,-129.167,-315.048,2138.73,455.811,-93.1824,-45.6163,29.6766,137.35,61.9047
865664,1484.58,417302,38225.3,-199.072,41301.3,661.985,33895.4,147.579,5261.91,9402.24,61.9092
1.04361e+06,2534.09,883359,98931,-189.717,108489,1355.05,45519.5,-136.65,154290,10764,61.913
993022,2353.83,764475,76743.1,-431.674,79592.5,1460.06,33488,-106.94,11326.1,14087,61.9131
1.13331e+06,1785.82,844375,62321.3,26.7817,44088.6,1663.72,28614.6,61.1889,8393.11,18321.8,61.9139
982800,1498.13,568368,61229.9,-397.734,112171,926.491,22544.6,-63.5295,8107.07,16986.7,61.9184
2.1464e+06,2758.81,1.40376e+06,134872,1718.1,170299,-107.6,94530.1,303.009,25436.2,21623.9,61.9192
450892,1501.18,294066,45745.1,5.69302,25251.9,470.901,24643.7,-3.86685,10456.8,6034.24,61.9197
752565,2205.32,913149,38215.6,-198.01,49172,1885.08,23449.1,12.5063,10236.7,2747.78,61.9227
1.23528e+06,2516.09,710778,71542.8,366.331,85854,469.023,47634.5,54.0937,23169,21202.2,61.9248
1.15699e+06,1952.24,732427,110429,547.855,78597.3,320.044,58914.5,-22.6646,18360.1,20785.4,61.9277
850684,1772.92,625937,47328,543.849,57997.3,1289.46,29134,75.3161,21478.2,5381.32,61.93
888391,1681.06,680741,76795.9,423.945,68093.7,849.943,42997.7,46.485,32705.9,5928.61,61.9305
915036,1947.27,668703,30925,-113.535,76830.9,1046.7,33471.7,22.1194,7885.46,9206.92,61.9311
844601,1743.58,555586,72045.9,386.684,79692.2,819.018,27146.2,-72.0291,6425.11,12338.5,61.9367
1.68922e+06,2916.49,1.16575e+06,154476,2247.61,180403,-427.595,91506.4,68.3557,24700.1,23135.3,61.9368
797868,1674.54,577291,63104.6,899.802,89276.3,49.1269,35873.8,-120.584,10922,11588.9,61.9415
154744,1065.19,103974,27.634,-59.301,8016.51,-24.4548,-22.3091,-10.2107,204.626,5.47386,61.9476
777026,1826.75,673829,76564.3,659.184,140785,-87.4958,39531.7,65.4517,47705.7,7039.82,61.9502
1.0219e+06,1836.27,909642,123009,2032.08,134367,-1153.8,50726.4,238.541,35163.1,31915.6,61.9516
778106,1822.69,626964,41391.4,-224.046,84148.4,1353.75,23651.8,52.867,9978.42,9845.6,61.9539
474719,1379.4,442372,6986.56,-393.594,13934.3,1785.92,4836.83,-89.214,368.519,671.898,61.9539
1.50754e+06,2435.42,1.221e+06,223259,1138.12,201117,-44.9982,91231.6,32.9601,30202.4,42552.3,61.9587
2.81697e+06,3802.66,2.52504e+06,229901,1447.27,172193,2249.32,128132,173.303,51038.3,22755.3,61.9705
1.09107e+06,1862.98,639587,29295.7,-43.8818,44271.3,1735.81,22008.4,98.3699,8196.01,5255.55,61.9732
891766,2115.62,650938,123633,316.439,73130.6,95.9269,64582.9,18.4306,22580.3,20367.2,61.9755
152018,1176.86,252883,531.557,-47.481,3897.43,190.851,-153.305,-3.05089,-107.68,157.303,61.9827
934346,1986.42,668659,65599,-127.492,67951.1,625.999,45784.2,-49.536,13593.7,9392.06,61.9845
1.23983e+06,2151.24,721227,82047.4,1123.05,57601.7,702.814,64337.1,-102.84,13882.6,17045.6,61.9866
439194,1546.92,385947,41666.3,629.661,48323.1,-75.8643,28767.7,-37.1495,88487.8,901.796,61.9878
3.29234e+06,2669.34,3.28889e+06,7474.21,18796,76226,9059.25,5808.6,182.77,-388.479,1639.31,61.9907
1.2652e+06,1877.93,697966,109595,547.727,91887.5,1237.51,48717.9,152.816,11478.8,15847.1,61.9944
1.84298e+06,1859.27,1.08047e+06,89307.7,250.127,64844.7,1581.05,40090.7,19.6194,20152.7,11279.4,62.0026
3.4338e+06,3844.77,2.4145e+06,338712,2471.31,305145,707.897,155555,420.249,48650.7,69417.5,62.0065
351904,1329.31,326506,94.8658,177.367,6874.6,-92.4918,237.497,84.4922,149.087,-142.748,62.0125
2.92674e+06,2453.05,1.65913e+06,163397,587.502,255489,1145.31,221094,257.615,26719,88622.3,62.0155
692708,1987.01,1.09665e+06,-25557.5,39782.9,2.16297e+07,-92525,-21391.8,-2054.59,10867.8,-20090.3,62.0185
834160,1943.76,743786,105045,25.8842,70491.1,1688.38,45107,103.985,24313.2,12207.7,62.0209
877273,1989.67,572921,46382.1,-130.463,62745.2,1561.6,34539.6,-107.483,9465.17,9216.14,62.0221
100430,1028.32,65110.9,45.0466,-3.73139,3137.88,-11.5027,26.0514,-4.18856,-58.2739,-88.8202,62.0235
1.08569e+06,1978.45,844635,128363,779.913,79178.8,730.703,55044.1,41.154,18493.1,18678.3,62.0263
1.0754e+06,1614.35,630658,48868.7,138.881,87531.5,1021.18,33186.3,107.219,8066.13,8239.01,62.0352
1.42188e+06,1986.39,891594,112049,790.371,132651,10.6303,58131.8,292.975,15112.8,23288.7,62.0382
2.64913e+06,3907.85,2.2157e+06,202217,1320.33,345602,2044.4,166425,-118.816,67323.2,50868.4,62.0387
1.26218e+06,1934.84,850581,1364.58,-674.209,11069,1334.83,2989.88,306.01,72.6349,23369.3,62.078
1.04528e+06,1996,736630,114768,225.501,80932.5,1964.87,53511.7,-96.3769,22281,13887.7,62.0859
158594,1264.09,122666,3018.7,103.896,4871.16,571.618,1514.77,105.14,1371.34,83.1741,62.0883
777342,1667.44,497137,51228.6,894.103,75635.2,1.4696,39012.8,-27.4909,11664.5,17623.8,62.1009
684561,1900.32,454741,33428.9,142.124,43236.7,1042.3,20387.4,-13.5239,11875.4,2583.09,62.116
1.69455e+06,2261.92,1.20086e+06,109796,1470.63,260799,57.0156,71960.7,198.928,30071.3,36586.6,62.1321
79570.9,961.662,54002.1,252.266,-193.376,409.905,230.289,165.224,35.5606,-169.254,176.672,62.1333
1.34757e+06,1878.35,1.20574e+06,103105,1094.1,122664,422.377,66532.2,88.2858,33452,28363.3,62.1518
1.10429e+06,1574.72,760601,93593.7,739.502,108313,609.09,50891.1,53.8431,16958.8,14025.1,62.163
76492.3,944.255,100110,251.44,-139.152,4525.15,335.734,56.3657,26.5987,-138.184,127.017,62.1704
232175,1129.68,59911.9,188.381,179.013,330.325,-23.2644,43.9138,4.15925,-76.1503,-51.9563,62.1737
775683,2075.75,638678,84881.7,420.36,89276.3,721.23,43287.5,61.5872,25259.1,5723.69,62.1763
724034,1725.69,511892,38317.9,569.57,39396.2,162.549,42349,62.2301,16585.4,11772.9,62.1943
114823,1068.98,188621,111.713,-73.5575,809.852,77.5365,195.309,22.1747,-108.198,55.8008,62.2065
117428,1056.04,113721,3.08776,-37.165,5870.44,2.90175,-159.125,-40.8976,112.958,-66.0387,62.2297
82587.9,983.642,37557.9,27.5174,87.9146,3391.17,45.3056,13.9712,28.3229,-194.343,-97.762,62.2395
322619,1548.95,155440,12926,28.4017,20598.3,318.468,15253,-116.299,18998.4,3626.32,62.269
183702,1123.29,128857,21.5586,-57.2406,9028.08,-277.516,254.04,24.1168,185.744,104.26,62.2701
1.83816e+06,2224.37,1.34246e+07,7422.19,-2199.81,97930.4,5349.98,1442.61,-30.5812,-1487.27,2893.3,62.2735
