"FSC-A","FSC-Width","SSC-A","B525-FITC-A","R712-APCA700-A","V450-PB-A","B690-PC5.5-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
855087,1680.09,616637,66136.5,619.011,85050.9,-18.6269,40346.7,-41.1916,14689.3,15891,12.2798
835797,1639.29,515823,81876.3,644.952,71151.4,952.696,35020.6,34.3035,9696.33,9949.26,12.2827
576836,1612.4,475375,54654.5,121.178,58281.1,868.51,21572,-51.8395,8648.77,2380.35,12.2827
93910.4,1031.27,29146.8,380.054,-96.28,1677.97,440.985,-75.7308,-66.5444,-229.164,190.254,12.2929
883087,1789.46,713417,60604,457.53,78333,698.063,36377.6,86.3714,11525.8,11950,12.2945
691127,1849.67,574603,71135.2,436.569,82795.7,787.414,32613.2,112.205,19839.4,4743.45,12.2968
1.207e+06,1874.18,797737,92813.5,1245.19,118835,317.41,77280.3,-91.7234,29520.4,31243.5,12.3002
6.02091e+06,4441.76,5.82552e+06,410738,1463.19,551622,7888.28,338933,643.714,154021,72430,12.3039
62116,858.994,22617.9,-21.8629,-141.275,3024.44,79.1814,-179.647,-19.0717,-4.22306,95.2388,12.3109
106349,1133.25,36577.2,1305.96,83.394,1669.2,153.474,829.235,45.7288,277.881,282.733,12.3114
1.02549e+07,6895.19,5.13679e+07,55075.2,-9857.63,657790,24542.7,12640.3,491.661,-1975.27,25926.3,12.315
117175,1025.81,126043,-59.7641,-161.516,7121.8,452.87,-432.661,-120.751,-262.288,-86.8974,12.3155
103108,983.366,80843.3,-134.266,36.9808,4329.39,-54.8557,165.543,45.835,-11.5319,-8.26267,12.3163
1.25324e+06,2534.24,741010,81616.7,134.414,77040.4,1215.58,43307.7,-27.0671,16747.5,12243.1,12.3202
181244,1126.07,93976.3,214.742,199.834,6269.26,-250.906,299.023,94.7796,-285.758,-19.2792,12.3236
1.62818e+06,2682.3,1.14313e+06,102382,447.191,171078,1337.51,80949.5,27.0399,25889.4,16075.5,12.3256
909656,1756.91,577744,103546,904.844,82981.4,-350.331,61152.8,216.414,19765.8,13974.9,12.3265
544296,2104.58,453014,38925.6,-276.436,69526.1,1596.47,28263.9,-224.286,16989,5293.49,12.3287
80026.6,910.194,17942.9,37.6783,54.7242,4012.85,-17.4868,-213.756,-27.0107,45.3789,21.9556,12.3306
1.14925e+06,1660.84,709855,105151,368.408,96720,764.657,59674.4,99.0278,13108.9,14728.9,12.3349
1.98149e+06,2240.56,1.47142e+06,184299,-134.435,235146,3600.81,166099,197.944,268859,22636.4,12.3358
930641,1603.52,559723,98984.3,541.899,80094.9,243.959,47390.1,232.551,15794.3,14612.6,12.3517
1.00076e+06,2892.51,584801,83724.3,501.24,73222.9,505.818,57069.1,-26.4153,21519,15632.4,12.352
90580.4,976.275,38430,-24.5901,-68.8808,4646.66,35.3044,153.924,57.9218,-271.228,-0.851586,12.3526
755320,2045.6,492117,52427,-41.093,28826.4,502.921,42116.3,3.50013,8039.7,12891.7,12.3534
82904.4,987.687,23837.6,-16.7106,58.0052,1345.21,-245.6,391.641,116.013,-126.817,10.9311,12.3545
1.32552e+06,2091.16,713993,94265,711.304,85830.3,246.912,53539.7,-50.4108,8885.37,14136.1,12.3605
752604,1484.95,516003,56383.3,-248.583,85127.9,1022.61,33208.2,-131.327,10104.7,14972,12.3651
108378,1011.18,108414,-101.253,-77.2855,5791.95,-33.2862,92.6181,0.914292,93.7781,157.185,12.3657
66646,883.094,20465.8,-9.61827,-156.885,2045.56,35.302,294.775,48.0715,-117.801,0.0196756,12.3674
528058,1491.49,362690,37762.3,-169.067,48767.4,902.413,17593.2,-76.5893,6378.58,6211.52,12.3681
90244.1,935.625,72786.6,-93.4655,-171.821,4469.54,228.576,-7.19824,18.4369,-203.175,17.5488,12.3701
1.27992e+06,1995.73,932990,70317.4,100.391,173559,1407.63,44045.8,109.093,17316.3,23732.1,12.3801
124274,1030.38,105564,-3.8429,43.919,3981.52,-58.2455,357.85,68.9381,-83.4908,52.0569,12.3859
168137,1100.9,98002.6,126.837,-252.771,8427.85,65.6987,19.5532,-3.54878,239.365,105.121,12.3865
731903,1475.91,465128,35737.3,21.6023,31612.1,1106.33,26772.6,-55.53,6671.72,6702.8,12.3887
1.4022e+06,2834.39,1.29192e+06,168528,1865.11,254802,-1077.45,90649.1,203.615,44508.1,31596.5,12.3952
86168.1,941.888,43770.3,-113.08,-138.353,4645.21,20.4954,30.7375,20.2973,-214.692,93.3128,12.3982
172470,1087.5,91624.6,-65.619,85.9757,10175,144.995,71.1318,18.6178,-93.0276,-54.0122,12.3993
118248,1105.12,82100.6,23.4392,-0.289752,1631.67,104.31,-108.185,-6.10777,-148.117,-7.28562,12.4018
101421,1013.65,92101.4,-81.3755,180.641,9870.09,-319.547,140.892,33.8069,249.103,-26.4876,12.4025
92402.9,996.584,84535.4,-14.521,208.097,1464.69,-120.373,310.534,28.4866,-37.1106,-70.1529,12.4077
839678,1440.77,606696,273.481,-242.485,2204.06,-17.7354,311.51,58.6469,82.9413,239.571,12.4108
86432.4,959.107,26784.7,81.4287,61.8791,1808.72,94.9468,254.294,41.4502,-43.8853,38.8136,12.4118
106673,1003.75,89586.9,-88.6263,101.545,2122.41,-57.5122,140.772,-8.93196,107.16,-52.5105,12.4255
142808,1090.14,72037.8,37.5347,-316.385,8376.4,546.257,-439.662,-89.8407,-207.694,114.442,12.4274
93015.4,1005.06,66760.6,8.1278,-38.9965,1562.91,5.40485,142.448,18.2497,-166.416,130.414,12.4292
71841.4,899.242,46819.3,69.9298,-108.241,3085.11,128.559,238.187,51.7144,-50.3008,-65.8949,12.4345
165196,1082.64,499247,359.042,-298.608,3840.11,539.322,-489.524,-173.876,-102.166,137.568,12.4394
969941,1944.68,714720,90987.5,840.735,102663,254.621,68676.8,-11.6313,14035.6,18000.1,12.4493
1.07229e+06,2006.39,784289,79488.1,1595.76,122343,-379.141,50147.3,174.11,24792.8,18953.4,12.4578
801071,1331.79,1.76945e+06,665.231,-678.33,36603.9,1769.32,1283.54,50.8153,140.85,1424.61,12.46
385716,1535.52,494572,10945.8,635.177,15357.9,664.452,5903.58,133.012,1090.52,561.946,12.4648
64002.6,838.254,27574.7,-51.5995,173.219,3232.96,-86.1299,-43.9719,6.89808,-34.8038,-111.204,12.4715
117404,1039.04,51782.1,112.335,145.159,8239.24,-82.2998,-290.624,-86.424,8.39441,-35.9546,12.4741
186480,1124.38,160181,-32.0988,401.418,5870.23,-289.082,242.745,101.976,99.7783,-63.1879,12.4761
1.13488e+06,1932.81,985913,49474.7,1632.03,85421.9,710.999,63425.5,100.839,14228.2,19358.4,12.4764
83286,921.162,31022.8,-80.4033,-152.136,4113.84,32.0534,-264.464,-38.7839,197.218,2.43671,12.4792
234707,1122.28,166206,-187.325,6.59059,6607.85,-136.963,325.483,133.933,-65.0345,-49.8902,12.4793
989558,1882.91,663230,85087.2,-284.862,88826.4,1135.78,33770.2,-7.71411,8156.28,14526.6,12.4796
102528,995.871,104526,-63.6816,108.196,4815.67,-64.1817,115.723,8.99817,142.982,-128.415,12.4802
308504,1132.77,233314,47.1756,109.906,11346.5,-88.5313,214.293,28.6039,-135.263,4.78966,12.4916
968206,1661.42,637210,77468.1,50.3403,69122.6,1079.04,27170.6,-32.9224,18292,9107.41,12.4959
1.06492e+06,1735.22,576988,53401.8,443.686,52241.9,207.388,37007.7,236.811,6510.12,7509.63,12.4972
419705,1238.44,266276,183.834,-36.9436,54799,265.781,-28.403,15.5882,-305.77,-41.504,12.5128
2.16206e+06,2692.01,2.06632e+06,220251,3009.74,288180,-1684.22,189819,176.135,243754,48239,12.5129
419937,1270.46,404314,237.281,-87.9489,71120.4,331.699,216.712,7.7318,-326.085,113.988,12.5203
1.06169e+06,1756.36,731640,88169.9,1047.21,91166.4,146.385,42701.5,123.608,18497.8,18816.1,12.5214
57248.4,800.147,22606.1,41.794,-53.4128,3200.55,19.4109,-229.674,-62.102,-57.7449,83.5629,12.5231
734346,2164.72,554332,44424.1,622.246,71944.8,125.668,29775.3,149.882,11266.6,13215.9,12.5365
80116.1,943.929,77519.1,-49.0505,25.3561,-140.261,-151.87,178.526,66.8839,-61.2022,-4.23928,12.5377
54300.7,761.194,10509.6,-96.9145,42.1341,1521.03,-179.499,303.407,67.8371,-154.883,-98.0922,12.5488
113473,1026.61,41890.9,66.0455,1132.8,516.052,100.94,136.593,19.7136,52.6241,47.3025,12.5508
61108.4,867.254,29066.9,18.6021,94.4303,3182.8,-94.8564,213.463,50.1655,-1.12382,-84.6207,12.5548
669895,1239.76,1.35672e+06,298.17,-91.6506,42367.9,666.777,-515.505,-138.54,-472.688,162.021,12.5591
181765,1114.21,148765,53.1444,62.9192,7358.22,-0.585493,164.439,37.5301,-133.612,-30.3316,12.5603
112905,1040.74,16994.9,236.318,-56.7405,362.125,270.099,291.428,53.3972,116.659,3.6802,12.561
524762,1186.01,451515,65.4358,-145.788,47620.2,452.073,-191.637,-52.3265,-8.77078,196.893,12.5615
98348.4,1036.35,66360.1,1.60163,12.0813,3584.5,-298.936,371.313,113.546,182.184,-138.535,12.565
327452,1185.75,320814,93.0387,-38.6896,12896.4,-62.5968,138.332,31.8794,-189.897,-14.801,12.5721
56521.4,799.671,33322.4,-16.7769,-85.7716,1165.38,59.3669,-38.0007,-1.93194,-100.278,40.299,12.5725
210882,1144.54,522122,-55.9582,214.966,6807.97,-548.26,771.129,193.263,175.554,-64.771,12.5734
74346.9,908.135,22341.4,-83.8592,-8.94524,4855.33,33.8248,-46.3259,-15.9176,-50.9381,12.4649,12.5751
355242,1239.16,256185,62.8867,333.852,10426.2,-230.399,2677.27,47.4262,162.744,-69.6504,12.5875
58153.5,809.708,81400.9,83.6692,-92.7291,3325.11,156.877,-217.435,-65.1267,-44.8819,78.8147,12.5894
989942,1696.06,556420,37826.3,595.261,81261.3,1384.88,29294.5,16.4656,12010.8,17254.9,12.5959
90281.2,991.163,63773.1,57.5944,-142.425,6817.98,305.479,-286.85,-81.799,-118.39,93.2657,12.6001
799712,1716.55,450007,49012.3,427.105,51473.1,343.435,37424.4,-52.3974,7275.48,10177.2,12.6044
110447,1059.2,16758.8,340.897,30.7705,1346.3,37.3365,217.063,20.0635,131.432,162.735,12.607
707077,1612.66,400376,48949.9,331.293,64202.7,520.383,26077.6,-249.972,5730.57,3924.38,12.6133
73802,941.558,41830.3,-22.0578,9.35341,1427.91,-99.9141,16.224,-11.2575,-66.2507,43.2395,12.6134
1.00843e+06,1753.18,710702,128930,58.2501,129411,1407.07,63601.2,-22.8859,30772.4,12215.7,12.6166
98227.3,982.117,13728,-71.6857,-55.798,4827.81,68.3249,-71.6479,11.5226,7.67069,30.6894,12.618
1.38317e+06,1899.15,1.09245e+06,99964.8,1530.56,146961,-644.519,108394,246.235,56251.2,23178.7,12.6182
83936.2,956.615,24689.6,79.875,-110.591,4146.05,59.1801,-9.22116,-25.3053,-145.47,-24.5932,12.6206
161917,1089.43,192514,58.823,-20.6698,9908.15,39.079,293.077,87.6052,-150.383,-57.0608,12.6264
570392,1308.5,1.26242e+06,37.3813,-148.35,5437.45,213.468,573.781,133.713,26.7564,161.788,12.6333
90773.1,977.45,50650.6,121.885,63.7883,5099.95,45.6943,-6.73652,-27.178,-58.9169,-109.766,12.6351
422841,1308.47,528520,2.67552,-138.767,15738.6,359.056,-118.233,-15.6124,-218.584,-65.2056,12.64
910202,1956.47,647401,85153.1,473.124,78881.1,-512.807,38718.5,79.4505,17010.6,29612.1,12.6429
130663,1102.5,51233.1,1105.23,-109.757,2943.7,84.1515,776.463,15.8953,-118.308,373.386,12.6457
574990,1379.05,572861,2168.63,-157.275,7475.39,605.888,135.554,-60.2891,446.753,378.12,12.6457
1.13739e+06,2312.18,817111,55987.1,489.466,106632,679.963,55328.2,55.9388,11709.5,15557,12.6495
869774,1716.27,567767,40681,299.332,68268.2,465.818,24185,4.13569,17467.8,5033.3,12.65
99669,1015.49,70676.9,-51.5068,72.6066,3800.52,56.6642,-45.0749,-14.6205,-28.9853,38.6477,12.6505
135382,1256.9,151589,-100.212,48.8788,4064.17,31.9515,-43.918,-22.9127,178.338,14.9617,12.6578
99161.8,1053.42,29002.8,129.563,7.30431,409.636,79.4061,71.6185,25.7178,19.8337,-26.8507,12.6595
293439,1300.15,179520,64.1791,-345.768,2400.02,843.543,101.446,1.17842,-535.155,-19.981,12.6624
197408,1121.13,78445.9,51.3584,-28.4325,10866.4,330.643,-51.7067,-17.0064,-252.453,-139.93,12.6639
547396,1523.88,562506,11637,-327.836,19165.8,1667.42,8281.89,110.585,2159.92,945.309,12.6647
835031,1606.34,607401,54378.7,1239.72,74028.3,-305.446,41007.6,92.0051,36926.7,28008.2,12.6683
147247,1071.8,19606.3,-6.52636,184.6,5733.44,-332.395,145.28,98.5618,91.2284,-26.0809,12.67
69143.9,915.896,49723.9,-48.7891,259.378,1175.55,-289.868,390.148,56.6697,99.1592,-61.7535,12.6737
4.53858e+06,3794.33,3.56194e+06,222757,2417.46,325998,2462.42,154979,392.04,52419,35058.4,12.6772
508224,1560.69,562790,10120.5,-198.641,17928.6,2009.54,6897.56,-39.2142,1266.49,715.23,12.6792
130150,1081.69,98785.8,1459.61,1089.67,4381.75,543.131,1178.8,91.0489,-95.951,366.619,12.6818
1.71559e+06,2667.42,1.40222e+06,176400,1250.45,167657,647.894,82270.4,103.312,22271.8,31975.3,12.6837
113754,1023.51,98739.7,76.3167,239.042,6952.23,-70.2761,5.64948,9.23683,59.3045,-34.8068,12.6873
75133.2,883.025,29965.1,-35.2291,-61.3802,2972.51,179.388,-137.035,-40.812,-176.456,92.4359,12.6942
167612,1196.82,80917,22767.6,-166.191,8509.8,340.657,8174.08,-21.4284,89.2791,384.046,12.6991
76128.7,898.928,12861.8,34.5121,128.733,1895.79,-128.647,194.666,55.039,101.256,-58.8416,12.7005
112870,1018.57,62587.8,96.2164,-121.505,5617.39,135.306,56.581,1.97472,15.1762,29.9875,12.7064
1.14194e+06,1914.63,647608,135161,865.193,107405,536.763,71166.1,123.224,14586.1,12915.2,12.708
94324.2,1132.17,28300.6,989.64,36.0188,1410.83,-58.894,866.07,28.1681,162.211,378.823,12.7114
148648,1116.87,53009.4,113.482,78.1396,10489.9,-41.7848,112.134,7.62886,-32.239,98.3114,12.7138
534305,1236.88,841163,62.2333,655.251,91342.3,-478.379,403.036,37.9492,94.2908,202.475,12.717
57830.6,829.29,31284.9,-89.8617,193.819,1091.11,-198.755,290.61,61.9561,154.562,13.7508,12.7348
78721.8,911.97,42053,21.8885,-39.7347,2765.27,155.795,144.841,30.3746,-185.777,20.2279,12.7469
288172,1172.4,234782,59.286,-51.5719,23203.5,82.7334,206.009,42.8208,-408.379,74.5688,12.7555
104610,1019.42,36678.6,148.69,33.3447,547.126,140.931,-4.34302,-29.0532,86.3259,137.967,12.7581
89217.7,1001.21,54266.1,-32.6284,31.0529,219.657,-99.2851,418.023,73.9498,37.0755,-34.0616,12.7611
93995.9,979.673,73462.5,104.776,177.234,2865.42,8.37109,-195.504,-28.8777,-65.2957,-72.709,12.7615
339084,1262.59,175736,2243.54,-4031.61,23270.8,9108.5,1983.68,181.734,-3384.43,717.135,12.7639
2.79469e+06,2677.75,2.35148e+06,163975,985.263,225901,1489.91,104508,-8.81349,34395.5,37963,12.7681
1.52974e+06,2515.53,1.22843e+06,105092,2021.44,147220,229.788,76656.5,203.227,41412,26236,12.7688
797035,1607.25,356819,48131.4,-97.6848,37982.2,772.681,22642.8,106.482,9863.76,3553.23,12.7732
2.06341e+06,3713.56,1.38856e+06,173021,1132.44,184419,936.799,93192.6,-325.978,30372.7,44897.9,12.7741
200363,1143.39,34974.9,86.7383,173.164,9845.61,-127.615,265.876,24.4676,-31.5573,-89.2217,12.7751
247191,1132.6,66282.3,7.58283,446.286,8122.37,-419.642,354.552,92.3894,-49.7775,-149.035,12.7751
92236.4,951.73,55700.7,240.545,-259.22,3005.45,366.496,-541.213,-113.847,13.4616,139.603,12.7777
766512,1282.61,1.52234e+06,249.442,-286.49,64863.3,803.315,-152.609,-110.713,-495.334,329.669,12.779
133582,1069.06,31202.3,1.33997,187.302,5551.84,-279.818,297.451,82.3166,211.677,-183.464,12.7805
4.15023e+06,3762.54,2.69557e+06,324492,3515.12,435665,1147.52,195537,293.692,85692.3,80706.2,12.7836
440240,1648.94,271312,249.882,-238.444,9779.8,720.833,20.4561,-46.8402,-137.752,2241.71,12.786
673224,1405.41,348764,52035.7,374.326,18256.5,227.673,22415.2,88.4797,6379.58,8786.28,12.7887
121568,1082.11,48852.5,7.22359,-26.2591,6828.53,178.088,-126.719,-60.7714,-146.012,143.414,12.7905
80516.4,953.734,417724,47.4244,-166.765,3791.92,351.108,-513.956,-152.283,197.319,139.054,12.8015
109578,1048.04,69136.3,67.1544,53.1308,8455.42,70.7815,-313.537,-48.3741,214.789,-17.2876,12.8036
124498,1140.55,76765.4,294.768,310.382,2896.04,424.591,-298.7,-81.0449,-198.433,38.5928,12.808
119671,1018.4,58748.7,-18.4773,-48.0974,648.046,-15.1504,10.6078,-19.8916,96.0881,-128.514,12.8139
116459,982.971,83859.1,-75.4913,23.3549,5540.66,-19.4346,117.524,21.1758,-120.128,-86.26,12.8141
104624,1006.44,54329.5,144.28,-147.343,6059.9,121.21,-111.881,-14.6251,-31.0457,-23.8589,12.8196
156377,1076.31,331647,-53.2952,-58.0825,1210.74,115.065,92.6569,15.2887,220.337,-11.6212,12.8198
416238,1533.63,514109,20349.1,-81.5431,16650.5,943.303,10764.1,142.456,4607.96,836.05,12.82
87362,979.704,33355.3,-49.7192,4361.9,513.891,222.048,170.241,50.7362,-105.572,-65.8652,12.8208
715474,1679.21,383366,70184,69.2369,58644,827.559,38358.9,-40.9117,8016.2,10935.4,12.8277
175065,1121.7,69548.9,774.245,-389.663,4549.29,988.694,213.312,-40.6705,-242.87,324.713,12.8347
72865.4,910.368,35659.2,75.8191,-330.338,4682.05,360.997,-459.583,-82.8468,42.9952,161.719,12.8347
395875,1326.49,370243,-88.158,391.476,7354.78,-664.773,502.253,147.499,283.518,154.606,12.8355
1.28654e+06,1975.28,827240,126286,814.033,123008,598.964,66689.8,107.262,18517.6,23713.9,12.8472
99781.9,996.181,35466.8,-83.8898,-20.3643,4118.51,-74.7385,324.116,95.8517,-135.813,-14.4754,12.8513
976975,1876.37,737194,130468,837.095,125757,-99.3136,61630.5,102.697,14375.8,17913.8,12.8515
88272.4,982.586,30320.2,-18.5812,28.0187,5334.24,-7.84416,24.7667,29.9758,-130.303,-77.7199,12.8545
77736.4,941.987,26196,5.78247,16.4466,2980.68,109.21,156.119,51.118,-7.48314,-26.5836,12.8568
263581,1131.21,514990,163.971,-125.635,18182.4,207.353,-240.004,-36.089,-78.9824,203.603,12.8568
484013,2157.99,461811,30436.2,463.024,35977.3,142.53,18589.8,114.214,16117.5,2400.4,12.8591
101746,1061.41,73774,-116.938,-70.8624,1714.55,278.692,-231.933,-65.7739,143.601,139.802,12.86
126930,1070.14,39848.7,-1.41461,92.3603,4745.44,-56.2425,345.26,74.0926,-208.697,-96.6418,12.8621
111272,1015.31,24776,72.905,-49.8306,6469.06,47.8501,-251.293,-60.0801,-140.716,-80.8245,12.8652
234637,1190.25,141758,-37.3396,-101.418,14070,154.566,-272.222,-26.7574,-276.347,4.93457,12.8661
70337.3,878.44,13997,-29.5663,-113.471,1850.91,112.764,55.21,3.74529,-27.2462,53.1867,12.8714
1.12274e+06,1911.37,586740,94969.8,384.879,80862.4,355.026,42947.5,169.209,10792.2,10527.2,12.8816
106204,1026.13,54996.6,-41.8775,-194.644,5635.77,312.736,-245.256,-74.388,-66.6035,77.4294,12.8832
87460.2,991.13,24973.1,7.17763,238.462,1393.21,29.9759,113.082,10.3931,-109.905,-147.368,12.8877
159212,1111.12,411936,41.754,-252.947,2209.16,53.7004,402.591,60.4561,264.925,311.092,12.8883
1.55376e+06,3119.75,1.13314e+06,100314,38.7795,168325,1032.2,53751.7,145.266,18720.9,25619.9,12.8917
132571,1086.43,42649.3,114.915,222.147,6865.79,-217.935,379.538,69.0693,67.8648,14.7936,12.8956
76627.6,904.409,537752,58.4708,87.2566,1341.23,-125.274,123.524,48.0383,57.9971,-34.7816,12.8967
161950,1066.12,42708.6,185.469,-184.208,7920.58,504.411,-238.134,-67.0989,-205.925,26.0456,12.8989
67870,850.778,44854.9,5.71451,8.39595,244.248,77.3981,16.0274,14.8714,57.274,-74.3374,12.8993
129053,1055.17,50824.9,-149.972,200.224,1564.76,-269.196,378.158,77.4964,148.047,-16.9973,12.9009
72150.8,948.562,31954.3,-3.36798,-215.303,6465.59,181.115,-121.687,-28.6897,18.9089,156.582,12.9014
155974,1108.47,69484.7,135.303,241.28,7257.98,53.4902,174.681,33.1732,-219.419,-78.8144,12.9049
228506,1240.88,114945,240.148,1069.79,4482.31,723.408,3.29356,-70.1281,-371.231,176.319,12.9066
70540.3,895.213,42182.3,31.6392,-55.9722,3564.81,78.1896,-135.91,-47.4293,-54.3378,12.6848,12.9086
82459.9,974.861,33178.6,-9.13788,87.076,2317.8,-112.876,527.469,123.465,-124.385,-166.307,12.9111
924738,1572.58,567018,78516.4,426.556,78050.3,339.074,46583.1,115.359,15108.1,10639.4,12.9157
235163,1122.99,66813.9,93.968,-70.7735,16711.4,182.12,-395.206,-104.875,-236.579,249.814,12.9176
702167,1537.23,410695,51974.3,615.271,48146.1,-461.207,32412.4,283.181,9609.46,13831.5,12.9184
776768,2098.31,655597,66390.1,738.432,95320.7,280.239,31016.4,11.2625,16525.1,20447.5,12.9228
1.1343e+06,2114.79,711747,106278,511.862,105556,648.246,51102.6,-41.4974,11317.3,13388,12.934
68391,869.406,21509.4,-59.0528,111.916,2519.27,-124.564,95.1589,19.132,12.1104,-36.3122,12.9374
1.26432e+06,2693.52,1.06994e+06,96820.4,1125.76,96984.2,287.794,56896,253.061,20833.9,20154,12.9389
706876,1573.87,416799,60113.9,384.692,68431.9,432.57,41236.9,60.1696,16688.2,7568.88,12.9395
150228,1103.22,215005,182.959,-273.434,8390.55,421.594,-354.962,-86.9145,126.823,2.31818,12.9511
108914,1013.22,94368.3,26.2906,55.4067,5730.64,-78.417,19.0321,8.31586,-142.126,96.7168,12.9519
1.53875e+06,1850.85,1.06462e+06,132686,1166.94,140868,657.652,81097.1,272.743,31415.2,24675.3,12.9546
1.07313e+06,1653.63,736328,84695.7,415.509,90237.3,752.934,51488.3,104.455,14778.7,19702.6,12.96
76018.2,935.246,18635.1,157.141,-67.5156,273.925,174.269,639.647,116.349,-222.728,87.3399,12.9653
897736,1712.11,670468,97497.6,-209.733,80659.8,1517.12,32087.9,-47.6924,19924.9,14144.6,12.9741
117129,1038.12,235355,48.253,102.272,881.186,-169.386,304.868,65.959,15.9329,161.513,12.9795
946546,2369,680782,83985.5,460.222,98300.4,784.949,34071,-40.8537,20705.4,9987.2,12.9798
1.30161e+06,1976.6,907055,51361.1,265.848,72292,886.281,42434.4,72.7566,16154.5,18850.2,12.9803
1.68384e+06,2785.21,1.25807e+06,91977.5,520.381,174218,1125.28,68984.2,79.5077,27400.1,19310.7,12.9835
160550,1082.57,198377,266.402,114.301,2414.97,148.891,168.937,71.9769,154.107,3.09378,12.9848
145483,1077.96,130520,84.2374,-156.277,3139.06,180.556,-234.692,-35.7739,-57.8416,80.7426,12.9895
744770,1215.08,1.41534e+06,387.733,115.907,66381.4,473.608,-375.967,-80.9283,10.8241,-87.9213,12.996
1.07733e+06,1541.1,636511,77636,18.3857,94198.6,1615.9,31778.1,17.1233,16313.8,11705.4,12.9972
130953,1089.56,68753.1,59.9656,20.7759,4835.79,-71.1358,48.2435,41.0913,-15.5618,-4.03024,12.9997
74874.4,930.738,12425.5,-62.4713,56.0483,3871.89,-78.9813,346.986,69.2822,-57.0564,-51.0752,13.0006
332180,1185.23,952633,-64.6887,126.932,1919.33,44.339,-38.2874,-2.95139,-95.998,111.04,13.0035
940128,2974.13,830083,81308.1,661.057,132822,363.92,49005.1,113.438,12596.2,19937.5,13.0056
106300,1104.23,117116,1605.92,221.861,1530.37,-51.9975,846.155,4.26022,85.1002,-50.3449,13.0074
246537,1118.63,136828,57.7182,-34.9797,20730.9,-24.3899,160.532,64.5274,-226.429,-105.628,13.0118
96278.4,1004.86,41607.1,-60.4527,44.042,4703.53,107.756,81.2324,-11.301,-96.1251,-112.118,13.0141
173032,1125.12,331425,-48.3678,-111.117,1041.41,-161.172,197.529,62.3587,-93.8657,160.873,13.0151
1.58279e+06,3253.27,1.1514e+06,86873.6,180.064,126572,1217.7,67155.4,66.6004,145965,14232.5,13.0163
84210.2,1003.06,40538.6,43.0932,-45.7902,4735.86,49.5957,-124.649,-8.62966,-66.9371,-119.978,13.0269
1.42568e+06,2900.22,1.38831e+06,1524.78,4803.61,22109.7,1513.2,7287.89,276.225,-22.0091,11937.5,13.0286
130922,1037.13,54371.4,38.7251,31.5826,2376.86,-62.709,200.421,74.5952,-51.7365,-85.9048,13.0314
89883.8,973.27,91395.8,52.6369,236.32,-113.14,-228.902,167.858,49.0046,169.712,-114.956,13.0414
685768,1985.22,411011,38360.4,397.98,27849.5,-1.80897,23797.8,120.151,8833.29,11033.8,13.0428
1.37146e+06,1835.91,811600,143331,784.971,116741,504.533,60084.7,-7.45873,12526.4,18845.9,13.0445
372126,1285.13,418617,-38.1828,55.9683,10192.9,107.9,-36.7304,-27.161,-283.463,-81.1806,13.0488
896606,1577.08,496324,79694.5,1107.74,71078.7,-204.357,35225.9,53.4833,9292.51,12981.7,13.0519
1.01681e+06,2000.88,568705,84059,646.244,89349.9,-215.122,43403.6,21.4675,14148,17809.8,13.0656
174723,1120.07,56443.4,-1.77736,182.156,7407.72,-92.7289,163.929,26.4466,45.185,-71.7594,13.0659
719910,2254.07,446460,49354.1,64.8895,59673.6,446.434,37774,23.6537,7228.67,10404.3,13.0761
506076,1445.67,648130,2373.47,-4386.32,31963.6,10260.1,3693.85,70.4613,-3929.37,979.279,13.0833
123933,1072.42,35774.8,175.433,287.856,3874.77,48.7027,30.5847,-5.06576,-45.9647,-214.261,13.0841
723784,1467.38,462379,67155.6,830.331,76921.7,73.8999,35730.9,56.8162,9753.46,11571.9,13.0884
929931,1672.91,669051,137567,352.516,115468,1331.93,51285.5,-4.52332,27689.4,13801.5,13.0957
134970,1082.06,45842.1,-88.1431,447.622,6766.51,-19.2352,2.74941,7.01338,-31.3136,-121.803,13.0974
59972.8,809.066,24558.5,0.13059,69.5435,3449.98,-31.7621,-42.851,-9.18055,93.6299,68.438,13.0991
905494,1993.9,594810,124137,23.0031,22686.3,983.132,24145.3,-53.0229,10179.6,18482,13.1024
100240,1001.7,35936.8,-86.1521,99.9199,4728.98,-243.315,244.791,73.8093,164.334,-43.2416,13.1046
684815,1581.96,524901,73250.9,175.655,59229.9,1870.43,25991,-89.3661,11670.9,5475.17,13.1057
119662,1065.29,39865.1,-141.528,220.233,4826.5,-339.332,334.51,133.518,-82.1586,-116.082,13.1076
1.35545e+06,1884.98,823676,88823.8,1174.11,110480,364.335,34248.7,-22.0021,10596.6,21530.7,13.1115
1.09026e+06,1562.84,543292,89853,827.109,89079.9,163.117,32112.9,-12.4431,14607.8,6538.56,13.1134
401133,1236.6,394945,111.594,104.56,19298.4,-50.4889,96.1367,27.288,184.744,-42.9223,13.1166
1.89786e+06,2551.63,1.27985e+06,71496.8,1050.95,151095,874.39,66256.2,239.632,18673.9,30520.6,13.1179
353940,1737.53,207398,8157.08,-131.667,8681.15,703.695,6108,-6.71398,3089.91,698.939,13.1196
112846,1035.58,34825.6,36.3331,-25.5071,4072.97,27.076,-59.0767,-34.1156,178.516,116.738,13.1205
