FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time
585487,1724.64,390975,19740.2,6774.63,32369.1,10528.1,3391.32,3501.37,1.16521
1.35E+06,2289.52,939459,50616.4,11469.8,101410,32074.6,7694.79,6317.66,6.22392
791186,1400.04,810161,435.647,135.012,32275.5,100.628,-44.4306,-131.712,6.2272
559233,1565.45,585334,179.177,66.0024,17247.8,27.1741,274.393,-65.1798,6.26738
590708,1765.57,415632,30228.3,-322.458,58099,21282,3976.08,6178.31,6.29223
1.85E+06,2167.54,935861,31872.1,245.578,122956,52164.6,26651.2,8540.08,6.31019
547586,1893.23,507328,24061.2,222.76,29325.3,8749.64,14044.2,723.007,6.31021
978964,1561.31,738642,37289,65122.6,75071.2,25457.6,10580.6,6965.43,6.31472
673468,1628.02,566575,10269.1,-247.019,24772.1,11421.8,12195.3,491.624,6.33346
667874,1607.06,438688,5563.56,66.5358,45742.8,2639.93,943.495,681.346,6.33443
949921,1902.78,514345,18707.6,21419.6,38185.6,9877.51,-158.776,872.283,6.3388
583384,1671.4,382917,64603.8,10188.2,20738.5,37191.9,16846.4,1793.36,6.33894
1.05E+06,1478.53,927199,45539.3,71.3856,65745.1,19408.7,23035.3,1405.27,6.34576
1.58E+06,1628.1,832042,25066.5,-2208.08,65304.6,13189.9,-646.627,2886.99,6.36512
642807,2086.82,466438,54847.1,394.322,69094.6,28764.3,6114.97,8275.23,6.38578
1.10E+06,1791.91,730127,5051.71,-907.25,22399.4,47524,115.023,579.184,6.39245
765693,1790.11,452267,13335.5,11141.2,36969.5,13646.8,338.952,486.374,6.41385
584191,1662.43,583421,52611,151.377,71268.7,35650.6,31691.6,6174.78,6.78502
1.24E+06,2167.87,873048,72047.3,97.8162,92724.5,31410.6,12493.3,13403.7,6.78729
1.05E+06,2427.94,469259,25282.8,442.63,34817.8,10654.8,1846.16,3468.02,6.79525
1.02E+06,1721.63,477343,10027.3,3037.55,26412.3,4995,789.997,781.431,6.80218
676673,1768,351195,44628.1,749.547,77709.3,18646.3,3906.58,9155.06,6.83272
814950,1661.86,522385,16113.7,-1249.43,56415.7,17990.3,2303.96,8030.89,6.84978
993679,1926.35,823459,67297.8,952.494,127798,39033.3,4607.39,15383.2,6.85363
758972,2159.53,561666,20177.3,-66.0112,39616.8,17377.2,24889,1456.75,6.86901
1.17E+06,2066.33,1.22E+06,63066.8,346.66,143760,37675.7,8551.12,6175.75,6.87844
1.75E+06,1948.23,1.37E+06,71646.6,848.354,162965,68993.2,13308.9,17751,6.88181
818379,1914.97,626264,45346.9,642.909,91712.5,27145.5,20887.2,11627,6.88507
1.31E+06,1744.81,713329,16329.6,-416.453,18813.6,664.623,-329.721,679.283,6.8886
1.20E+06,1935.67,818528,23294,-690.352,57459,12936.9,898.314,2198.92,6.89096
897104,1846.37,678313,41851.2,16238,81777.1,49222.8,20501.7,5946.28,6.89116
933866,1718.89,762048,12305.7,82.4158,36677.1,7492.87,1279.7,1825.4,6.89767
1.27E+06,1947.59,927703,59032.6,1269.65,99073.1,48379.5,29917.3,8599.79,6.90952
1.06E+06,1926.12,654380,57308,1014.67,83154.8,29621.8,2560.08,17461.8,6.92016
766336,1542.94,477808,37295.3,11010.8,38028.2,18421.6,2909.25,3823.16,6.92122
1.26E+06,1957.42,832806,26153.5,-402.669,25394.4,35445.7,13110.7,1406.38,6.92272
527052,1697.47,517052,27137.5,866.37,31506,10455.3,8593.71,1931.49,6.93501
772087,2002.62,712107,198.345,-224.768,21984.4,108.413,-6.88453,175.015,6.93517
1.06E+06,2064.64,785597,28448.4,92.8649,46431.7,17473,8409.47,8628.59,6.93594
774802,1745.51,476270,63051,74.2877,88825.8,29981.4,10137.1,8517.6,6.93598
611518,1904.39,433724,4061.54,-126.51,15297.2,5751.69,-2213.34,18277.4,6.93771
961016,1553.69,938927,426.15,-299.912,92188.4,488.759,-538.677,465.82,6.93783
739308,1523.81,884290,5274,2114.25,47142.2,4363.83,-3603.1,1679.42,6.93882
795952,1655.35,700881,35549.6,4329.62,77094.1,21484,4376.11,2298.78,6.9444
1.01E+06,1467.23,450979,1733,-899.876,14271.8,759.807,-921.109,382.289,6.94744
867786,1903.89,747827,27605.3,1253.36,58784.9,19554.9,2987.8,1991.37,6.9501
678905,1805.63,416820,41800.1,696.236,53901.6,32807.1,3771.89,8808.21,6.95399
544044,1508.25,586085,11604.7,78.5511,23131.5,6325.45,942.887,1311.62,6.95667
743678,1433.27,992924,2289.51,790.818,12783,651.05,-208.621,198.277,6.95879
627390,1688.3,458830,39119.3,420.267,61224.9,21119.8,22906.4,1454.19,6.96016
830177,1474.58,598109,8713.8,-693.992,22977.3,16219.8,817.667,1143.61,6.97656
528277,1666.44,554442,10346.5,-127.256,21200.7,5753.95,2262.5,1185.09,6.98176
924580,1405.95,1.03E+06,7877.02,797.171,21764,3331.56,741.518,1024.69,6.98636
856159,1403.7,593563,29580.8,-581.805,26154.4,7498.63,11343.1,898.464,6.98638
1.04E+06,1711.59,766368,27676.7,-1052.62,52917.7,15169,24791.3,977.888,6.98777
728244,1542.43,343814,4668.42,-375.818,22717.7,878.591,-243.069,379.895,7.01743
804318,1538.37,333562,2176.02,143.084,28576.6,465.085,-136.615,370.631,7.0215
1.02E+06,1473.89,514641,9083.09,1834.03,64263.2,1064.71,-618.691,543.408,7.06247
1.10E+06,1433.23,1.05E+06,35554.5,-727.219,71943.1,12525.2,1280.89,1659.66,7.06374
1.41E+06,1785.17,1.03E+06,62033.9,217.967,130634,36987.5,8031.2,11286.3,7.07178
804320,1785.33,378494,33046.9,741.602,41069.4,28437.3,5676.82,5945.6,7.08835
763285,1440.27,622394,3024.33,530.787,73984.1,334.582,-248.821,40.7153,7.09004
614946,2005.22,325460,15885.3,231.004,17794.2,11038.4,12801,720.044,7.09359
1.51E+06,2451.06,913724,32764.6,-25.6345,103690,22010.2,4225.89,4961.86,7.11313
897690,2171.61,409365,49733.1,36.9634,84943.8,23530.2,3067.11,8804.38,7.11485
774569,1820.74,405111,3914.93,275.347,13845.1,6641.88,1360.37,150.297,7.13232
761410,1496.22,464780,25049.1,-633.815,24589.1,3875.3,-934.131,900.635,7.13984
1.57E+06,1860.04,1.04E+06,53596,2899.24,35332,19039.2,14911.8,895.27,7.14814
875346,1759.16,988505,31455.9,1014.6,34603.9,12187.8,8200.66,1420.21,7.26492
1.12E+06,1969.7,983444,37220.6,-955.635,28650.8,21976.4,8965.24,961.998,7.29062
859889,1626.99,715045,5692.5,-910.03,19776.5,9724.58,17569.9,405.137,7.29172
1.02E+06,1489.48,389210,14301,-227.543,37606.7,8799.57,1117.28,2145.23,7.31423
1.22E+06,1601.83,458152,14741,57.7948,41277.9,3105.33,294.597,1615.97,7.31562
806215,1530.86,664007,31367.4,14353.7,48450.7,34090.6,6042.06,5430.72,7.32552
573203,1959.35,398599,30879.8,149.451,49298.9,16509.4,6292.51,3933.38,7.33028
759072,1498.57,596701,35978.9,-389.334,42310.7,12071.8,21722.7,2367.57,7.33445
569322,1499.48,445566,23394.7,345.677,40465,21803.6,5793.41,4764.41,7.35553
844786,1788.38,429631,12637.3,4448.37,29212.8,5904.52,555.088,726.45,7.42777
815918,2120.94,431209,28447.1,1556.13,44467.3,20396.1,29363.8,6322.2,7.43458
1.38E+06,1601.76,865687,54966.9,22750,75910.8,13661.1,19899.6,2373.4,7.4424
744226,1694.46,445692,-114.093,253.915,14024.2,224.457,556.197,-230.744,7.47898
654141,1477.71,526390,4220.49,-132.929,18013,10181.2,-3174.05,17346.5,7.49282
645282,1646.06,343008,7905.94,-48.6506,26329.1,5097.86,4052.89,1431.01,7.49496
831391,1402.64,615823,803.493,-216.355,92689.2,86.752,-345.827,105,7.51259
686175,1635.67,517645,43952.6,1358.51,107057,28651.2,62223.8,4542.95,7.522
670085,1608.76,505752,25954.9,13788.8,25843.6,15181.2,1766.13,3762.86,7.52567
688354,1507.12,380651,38106.5,-44.2656,52659.8,15791.9,4883.29,6366.97,7.53015
962416,1575.53,790078,33192.8,1718.15,61490.7,18040.6,18240.3,1792.62,7.54008
850011,1765.63,463040,10711.1,874.275,41533.5,5234.31,1626.05,1317.43,7.5714
832740,1933.02,709212,25433.2,199.129,27362.1,33190,29502.5,1244.31,7.60269
860793,1423.4,1.05E+06,5907.46,801.222,35449,1273.78,-260.058,468.652,7.65912
822476,1498.33,423932,7364.93,137.751,36099.9,3230.62,921.178,1696.74,7.68367
583082,1499.62,767328,1226.18,154.697,41559.1,250,-426.721,189.767,7.72274
635406,1389.81,679370,212.462,-32.2263,15499.4,29.0398,-233.371,131.158,7.82969
772331,1356.28,868570,374.026,-404.87,38217.5,182.146,-252.786,510.555,7.90216
821560,1483.36,888180,328.667,-533.954,43423.9,296.891,-491.434,45.6193,7.92154
1.49E+06,2098.07,843039,9494.55,7.79917,94040.5,2763.41,177.273,948.133,7.95719
843482,1910.79,894366,184.397,-157.626,30115.9,-62.8293,-185.385,165.405,8.04895
875176,1384.96,369741,432.855,-60.1925,12287,264.049,386.165,423.811,8.15088
1.72E+06,1827.51,856193,22995.7,2832.86,102948,13326.1,13367.5,2235.56,8.70789
639474,1742.44,347612,27501.6,685.152,42108.8,21271.7,5929.04,6473.56,8.81518
880326,1627.9,348532,37059.2,397.327,66898.8,29111.7,4808.44,9024.15,8.81661
882173,1608.2,566368,27018.1,988.735,18835.4,14283.9,8851.41,1803.51,9.00414
661915,1402.66,636278,54599.7,75466,63054.1,24945.4,14067.5,2860.74,9.02976
788836,1534.58,673360,27284.3,4364.57,55249.1,19871.1,13871.4,1925.33,9.03379
737380,2089.27,560681,80531.8,-386.35,84004.5,47344,16363.9,7866.87,9.04951
775552,1605.23,620692,25453.7,47.0077,67350,14510.6,14245.2,2480.4,9.05428
745568,1907.51,626141,55310.1,172.538,109768,31567.7,49204.6,9631.81,9.05932
830508,2153.36,587272,64289.6,1574.68,52961.2,22946.5,13497.2,4305.94,9.07226
1.16E+06,1698.57,625890,41888.9,-367.123,52060.8,9449.89,350.528,2109.55,9.07929
965710,1857.86,512569,58038.4,969.695,79962.7,21827.2,30204.6,7959.3,9.08082
1.06E+06,1945.51,801280,63381.7,295.314,106353,44654.5,11691.5,5352.81,9.08157
1.11E+06,1756.03,705967,54163.4,27545,114484,36935.7,12670.5,9343.35,9.08677
1.27E+06,2722.17,760843,100978,-237.747,115232,42657.7,3733.91,15484.9,9.09072
1.14E+06,1654.44,837075,61416.8,490.774,123076,38610.4,13652.2,12822.8,9.09199
769056,1657.36,537052,45868.8,600.108,17871.8,19235.3,20252,570.194,9.09298
1.07E+06,1689.69,730006,9977.13,1162.08,14429.9,1316.37,243.878,20.2947,9.09483
947100,1671.64,532467,59708.1,12716.5,95499.7,32563.4,10894.1,4353.93,9.09533
1.33E+06,2243.39,1.17E+06,17509.6,4013.91,44261.5,7541.24,6453.44,1593.36,9.09971
1.03E+06,1606.46,729755,65355.4,8011.74,80231.5,40299.9,22318,6882.66,9.10972
804846,1385.17,645349,283.397,-145.441,23277.7,-341.654,-47.4201,127.685,9.11281
1.20E+06,2087.24,907143,111815,656.208,137536,39023.7,9906.03,15736.9,9.11464
1.03E+06,1995.22,628764,52076.7,228.508,86843,32099.2,17277.4,11611.6,9.11488
673076,1710.01,474121,53109.8,704.251,76154.5,42747.7,5142.43,6559.83,9.11659
839924,1393.45,443683,52341,360.429,15554.5,2090.45,391.887,595.21,9.1178
692342,1670.4,546259,25778.9,2377.52,42032.6,33656.5,3563.86,8364.25,9.12095
806627,1624.34,574991,65492.3,1907.33,69053.9,30564.2,5498.32,12088.7,9.12429
894337,1659.92,964311,41022.8,2110.03,28597,17380.5,9775.07,3731.64,9.12943
815214,1894.71,1.01E+06,82898.8,2428.33,108464,35643.9,38460.1,2940.09,9.1309
908181,1621.07,603575,59094.4,6607.41,76990.2,14996.8,1864.17,2199.96,9.14322
1.08E+06,1503.04,739359,32030.2,-2174.05,67791.8,21818.3,16104.5,7228.37,9.1525
929911,1472.69,800826,40656.7,1932.52,75104.3,22456.6,27503.7,5557.71,9.16061
793383,1558.3,628868,34299.2,4649.51,17126.2,13781.6,12024.1,131.941,9.18017
526449,1510.44,493950,42893.1,664.597,50511.6,23731.4,14944.8,6705.26,9.18285
1.57E+06,1978.83,1.11E+06,90644.3,264.012,142154,42774.7,11038.5,9520.82,9.18342
821138,1421.21,709878,195.665,-287.893,36323.1,505.442,-305.838,230.964,9.18443
548672,1699.45,383159,30849,803.209,40136.3,19793.2,6405.04,2405.68,9.20875
762190,1524.31,435569,29325.2,-118.425,52258,20415.6,2886.14,6360.43,9.20903
708564,1560.93,639480,48588.3,3365.41,102058,23825.3,3591.87,2080.46,9.21927
815219,2020.17,955039,64669.2,634.192,211481,132459,148406,17299,9.23708
990541,2411.04,749924,65571.1,-562.46,82088.8,31521.2,48648,9038.26,9.2397
660149,1454.1,602942,36823.9,817.32,80504.1,22761.4,3069.6,1701.35,9.24226
1.35E+06,1924.31,809130,50199,834.085,157681,71600.4,40618.5,7470,9.26046
564135,1867.99,386953,24907.3,286.556,53407.3,23868.6,4598.36,3554.88,9.33232
752940,1801.86,470793,31964.3,15894.2,80151.3,23569.8,4665.33,8245.95,10.4978
722640,1441.27,556912,23298.2,-536.138,51892.3,10624.3,1140.93,3087.01,10.4997
673764,1721.56,552144,53086.4,1130.74,47726.5,29477.1,38257.7,9179.83,10.5002
949395,2030.08,406115,35693.9,582.962,45137.4,15728.6,22176.1,3013.2,10.5024
1.10E+06,1528.83,481349,13337.2,325.063,13572.5,5701.72,2206.89,52.2796,10.5053
638339,1618.9,570802,38247.6,1951.88,62146.7,26628.3,18718.4,2493.97,10.5335
885942,1880.45,551650,33430.9,139.876,65915.8,17570.6,17841.4,4415.79,10.5389
575001,1589.53,423404,27787.4,15308.9,42572.2,26405.9,4196.77,5593.79,10.5436
663360,1567.79,805448,154.718,-349.417,31225.2,-59.4714,-227.073,20.7611,10.5478
631970,1820.05,627325,37924.1,746.984,50668.5,34037.4,16304.2,4494.56,10.5503
773149,2243.14,421236,30835.9,790.434,16512.7,24390,10135.3,2108.28,10.5548
1.66E+06,1674,1.30E+06,3809.24,184.299,20489,637.87,333.684,188.679,10.5554
969380,1470.53,640028,2071.36,-568.269,24391.5,526.668,-800.505,414.751,10.5566
800092,1851.66,533468,71941,1165.64,64597.9,19737.4,7610.75,3216.63,10.5578
1.07E+06,1849.56,403113,53984,229.071,70467.9,27250.9,6202.15,7834.89,10.5613
