FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time
1.15E+06,2168.46,834144,27560.6,30905.6,24546.3,7666.97,4897.56,6774.31,4.18155
543209,1616.99,417456,30898.8,121.497,55928.8,21295,3865.61,6232.55,4.19435
573987,1611.61,716163,82.7053,-111.564,4098.8,211.267,-512.568,133.593,4.2475
547620,1782.96,412837,38006.3,787.126,73125.1,26245.4,6442.54,6321.51,4.4162
720367,1640.57,367794,23421.9,5701.69,18293,27566.5,3217.81,3657.54,4.47281
596531,1487.87,540990,14221.3,1540.23,14740.8,5963.35,2726.68,1015.72,4.47419
801807,1709.15,530257,39934.8,2845.3,65898.8,28292.6,5173.02,7529.86,4.54246
711051,1496.33,462402,38902.3,218.185,41792.2,32407.2,11181.3,6075.59,4.55804
737567,2175.66,769083,40570.3,23446.4,31330.4,27681.1,5662.04,4833.87,4.56636
716637,1445.19,608429,41947.1,1198.77,48841.7,16379.8,5502.18,2962.29,4.57493
1.33E+06,2397.19,1.22E+06,107529,178.613,69623.5,55455.6,13956,6689.4,4.58081
608367,1473.93,416845,26550.2,55.6954,20024.9,3762.05,1424.3,518.712,4.58089
533355,1758.43,496707,60985.5,539.612,82458.3,32811.6,9920.56,9513.57,4.58341
1.28E+06,1723.28,768035,16688.1,5207.32,35801.3,12595,18839.5,1803.27,4.58538
580625,1785.89,514675,16763.6,136.941,25407.9,5912.68,2875.43,918.372,4.591
699090,1399.82,892361,946.846,-352.408,122842,102.684,-877.39,171.494,4.59432
701365,1528.55,605350,45033.4,894.866,105500,29762,4320.23,9298.44,4.59434
669534,1504.75,573657,23033.4,7015.5,21392.7,4392.5,621.887,937.703,4.59734
651248,1843.96,572561,37762,718.9,71230.4,47020.7,7401.1,9952.4,4.60038
746830,1522.22,606930,69249.1,1158.68,121864,33699.7,47225.6,9241.54,4.60058
1.13E+06,1507.98,844668,62086.2,2965.97,98698.8,43033.5,16314.7,8805.02,4.60225
1.36E+06,1745.62,1.07E+06,89137.6,3914.44,138719,48220.4,32142.9,25746.4,4.60471
758856,1695.41,387490,13879.6,-237.966,26239.9,13157,3613.63,1319.31,4.60509
859990,2001.29,699580,35956.1,3499.6,57178.3,29436.1,4000.37,4640.23,4.6075
757416,1702.18,518130,37273.3,38.9046,31661.3,5493.96,2206.6,2169.14,4.60978
598971,1652.05,659718,18373.3,119487,18172.6,12588,1786.28,1806.15,4.6192
931832,1610.86,843442,69564.7,2471.89,55874.8,37792.8,10313.3,4782.97,4.62741
670601,1570.26,513942,31072.2,226.346,69214,30904.1,24987.3,8710.7,4.63134
1.30E+06,1708.15,988989,27609.4,-539.142,61761.2,18849.1,18265.3,3542.14,4.63474
749945,1666.05,844702,35765.1,1635.3,122441,23484.1,7400.23,2856.74,4.63629
1.46E+06,1865.36,1.05E+06,23486.9,272055,33299.2,7955.75,8534.88,704.568,4.64173
687863,1604.9,542708,31141.7,11155,27675.8,18863,5719.14,2218.02,4.64426
1.25E+06,1583.77,644472,21941.1,-478.465,58650.2,27684.9,8122.1,1902.17,4.64871
786664,1596.65,524524,18569.4,-268.797,37325.6,12904.8,2395.69,3011.89,4.64956
1.03E+06,1612.93,901850,35128.6,12527.2,32239.4,9927.3,2398.49,2884.63,4.65222
