FSC-A,FSC-Width,SSC-A,HA,pAKT,pERK,GADPH,p38,pS6,pCREB,Time
1429370,4206.05,389708,0.357893162640039,0.125998358498512,0.012416342450765,0,0.302407219591169,-0.117694573625806,0.0601862929221948,2.65614
545611,1672.25,203266,0.460079598639521,0.0214161207853332,-0.0559891318770389,0,0.139810563942226,-0.0700484759208357,-0.00130469818544183,3.12399
981568,2738.94,398369,0.709316798487478,0.00709931665371471,-0.0621698189802406,0,0.077274011697173,-0.166489879799553,-0.00838893278895931,3.1266
1054370,3400.08,439275,0.12168628619888,0.0817521857608408,0.0210588097474654,0,0.443388824071855,-0.151955490022301,0.104285251675811,3.93381
995695,3270.77,371640,0.974864375069291,-0.0512973305898259,-0.105817210803272,0,0.140588026467097,-0.125775752879373,-0.0154963112600407,3.97093
319776,1252.37,109008,0.751664166741311,0.0178227335057308,-0.0493885372601323,0,0.176086144182767,-0.0649667229097438,-0.0084356413894433,4.26472
626912,2076.57,483853,-0.0240791331866222,-0.085459923570657,-0.0775679105025555,0,0.155282149211491,-0.305659896676818,-0.0482997426709983,4.96121
1115980,3954.53,413530,0.0349644235185726,-0.0162426743204714,-0.051705183387038,0,0.10299777983317,-0.0853503216575128,0.00929710796480553,4.96287
639290,1982.15,290704,0.162057071437756,-0.00104585535330585,-0.103732443960809,0,0.0115103942372952,-0.158364071865604,0.0251187085794768,5.06344
382271,1548.58,230652,0.822069442349594,0.0166666391639475,0.0166612264648842,0,0.223633802638824,-0.0731836052332373,0.0234922176823057,5.12996
668475,2744.66,290472,0.218082740517699,0.137068385722628,-0.0291650128820511,0,0.120956829808236,-0.077243164980141,-0.0260700391317788,5.20059
655481,2249.07,98704.9,0.273554532457132,-0.0437423922381743,-0.0666519483731881,0,0.0797319860213407,-0.115497808284667,-0.0766679589529978,5.20393
403039,1541.07,153204,0.198050516736385,-0.00187659256162391,0.0247974850812393,0,0.274723939939941,-0.0446368200566589,0.0209337538499948,5.23151
1145250,3120.91,355209,0.179762596728956,-0.121571174491489,-0.133878140119466,0,0.127240789699592,-0.230390459917567,-0.0354790562476823,5.28994
336688,1379.91,148714,0.656730218179535,0.0225225459118451,0.0592098161912143,0,0.182030993202217,0.0213197391546251,0.0544672745840481,5.30202
1051980,3478.71,348438,0.288838418389162,-0.0269994121657126,-0.0481608951532073,0,0.20440245489957,-0.256919353705063,-0.0250569529804252,5.30391
500680,1713.19,121737,0.336079494380051,-0.0140554761170794,0.0638928279962859,0,0.280796913152658,0.154205672979434,0.0784004691062937,5.3339
337896,1387.53,96548.3,0.476142109741361,-0.00657156332093302,-0.053857565161161,0,0.0304969091461742,0.00560001115599574,0.0105228318082266,5.34464
1706390,4390.32,745186,0.746217984234695,0.0150677020122359,-0.0863616487402734,0,0.317134572537822,-0.200150306466931,0.0372933927016932,5.34477
512915,1635.84,151909,0.471998124178212,-0.0295419939619485,0.0771561670909778,0,0.106757801037415,-0.112649619500143,0.0749722033675705,5.39848
1290800,3200.5,406726,0.0104999234300713,-0.143799983591516,-0.183650469750962,0,0.0899126487582856,-0.301389560911514,-0.200343939141477,5.41649
662948,1953.84,195738,1.0271117547258,-0.0029096420103703,-0.0411779767522855,0,0.146832771691766,-0.0936345073423972,-0.0140796454039423,5.4433
936787,2894.94,306257,0.0778636692730585,0.0253936080088155,-0.021116334179344,0,0.205473434625139,-0.125861212844423,0.0494034366295471,5.48008
553936,1849.2,126320,1.01689546408959,-0.0471582412055443,0.0672495577768626,0,0.119495559336293,-0.127359979585856,0.0581376752202247,5.54144
471448,1756.88,105504,0.913980830525079,-0.0466835364274115,0.0335892468812072,0,0.074903783330189,-0.135640649766371,0.0144406892600152,5.61296
396252,1596.58,97736.7,1.09111022878441,-0.103796532333704,-0.11029108799619,0,0.0365663878880762,-0.0884265133846784,0.0758602365226476,5.69879
492334,1837.28,188120,0.544060756955432,-0.0595674077347973,-0.0332632014826709,0,0.118979077317891,0.0420296607602827,0.0565556093121974,5.96678
288475,1180.5,79450.4,0.750656639659515,-0.0714294881509572,-0.0956067707666964,0,-0.0276484313764078,-0.104627700467199,-0.0399033580202674,6.37634
628835,2316.15,145598,0.266973272146973,0.0481474219134363,-0.00969942721636073,0,0.235591660702197,-0.0573029584146113,-0.013315814532754,6.39243
743554,2067.9,269385,0.74761831014514,-0.0504514850115865,-0.11644380030477,0,0.120033456109838,-0.105733869781965,-0.0707139330232741,6.39981
897188,2298.04,393719,0.831926184974335,0.0426084342106229,-0.0408113851848361,0,0.271089534330675,-0.207710756639174,0.0468733485800977,6.67446
401700,1529.97,325675,0.389606986804664,-0.0150272942952241,0.120762109895824,0,0.323466126705245,-0.00849796695446374,0.0818827187128323,7.18246
691413,2138.17,208724,0.201908530837265,0.0253829828080865,0.0817144262306958,0,0.270608100860198,-0.0303871378058395,0.115576467209677,7.18321
530086,1913.88,130563,0.259366190362554,-0.0274865136509774,0.0295121659135176,0,0.183475273653236,-0.0457031451592304,0.0420258809595716,7.24667
631486,2181.95,149113,0.627903539002849,0.029101652822462,-0.000158270439142949,0,0.303593240123655,-0.100602574821388,0.1382272584921,7.71482
381346,1544.74,109171,0.75483486952032,-0.0337772437614699,0.0226665149481833,0,0.14925394591002,-0.092050158097512,0.113881487877179,8.07833
285626,1148.97,93914.6,0.814730290989867,-0.0197352378856816,-0.00135662113286918,0,0.0771416372460558,-0.0618771959447637,-0.027752719305456,10.0521
948221,3609.58,262325,0.0714333562286114,-0.0308674373761088,-0.0404275395396442,0,0.239424771067932,-0.154785248316228,-0.0172567278046268,10.9083
540666,2199.93,105210,0.193743070288507,0.0242365786833849,-0.0744181531388202,0,0.19615096675926,0.032972236370503,0.0201932646783205,10.9293
691800,2759.44,265261,0.102954049793868,0.0352748035338493,-0.170403010659987,0,0.19618649082731,-0.163784637343396,-0.0339576034852724,10.9298
584437,2083.49,343304,0.779770169774386,0.0598296121716177,0.0141106418598027,0,0.328707878536629,-0.0764158120829204,-0.0600109302372057,10.931
384458,1414.26,62468.6,0.234427030172816,-0.0222720574156992,-0.0146641272647403,0,0.106231679548548,-0.0396421824253263,0.06196461685925,10.9444
802315,2862.14,353552,0.050381445280961,0.0852606820610662,-0.017269244573851,0,0.367797411388238,-0.16831887877426,0.0111967219760566,10.9597
851038,2889.23,257209,0.94751554129615,0.0176402437280733,0.00882299994491,0,0.355354887512351,0.0245892803239376,0.0109219188648615,10.9611
821927,2549.54,451202,0.35952975444591,0.0651124140876073,0.00604025596960706,0,0.470646255011303,-0.116467439643814,0.0014406073340509,10.9632
1121690,3667.43,564038,0.238491609016887,0.103980873342829,-0.000915558301078263,0,0.376402470918938,-0.12162137515728,-0.00924436028916104,10.9632
1053680,3322.04,446983,0.113239524425412,0.0292781948807879,-0.0385401284732504,0,0.33313022198375,-0.187601277709126,-0.0787334131498205,10.964
1109550,3458.91,328307,0.177112010880834,-0.0472718650076946,-0.0835320037688836,0,0.284627265805504,-0.128016301943574,0.0659966322893475,10.9645
1089360,3298.04,470566,0.289439596643653,0.0845799085604086,-0.125926538496116,0,0.254729812833578,-0.270348037842942,-0.0372802394689295,10.9691
565812,2192.54,204535,0.269731977057952,0.0385112115698162,-0.0325293344989797,0,0.346939016583395,-0.0511606656731288,0.00696013751356272,10.9726
385252,1466.23,64262.6,0.276745325313631,-0.0104678981224828,0.00787354099114082,0,0.0742492814171989,-0.043890148570423,-0.00198148505601772,10.9765
489155,1600.1,121519,0.690220359013574,0.00957283065254021,-0.0245857276085087,0,0.216404596877373,-0.0810047226992156,0.0507798272957566,10.9813
1144230,3744.47,295252,0.110465909536125,0.00210385530012889,0.00747468817488217,0,0.253179887552832,-0.144942160919229,0.115518926072706,11.003
411258,1554.02,133436,0.324770014719219,-0.0109168205249904,-0.00904791909057172,0,0.227361983033133,0.0278511282432805,0.0269847965455257,11.0052
658479,2390.53,273750,0.388059886010521,0.0124581746294507,-0.0242504291324351,0,0.310726299390347,-0.0638059589423924,0.00408575455726452,11.0056
409310,1457.92,180136,0.167203713873786,0.0634005939068828,-0.0245216983436577,0,0.251087284637841,0.0355431450012755,0.00265585549879901,11.0107
634638,2395.28,248644,0.322779908678932,-0.0338833855586233,-0.000624160048156875,0,0.197904040274016,-0.0333268782686552,0.0918824294244422,11.0278
622861,2276.4,140004,0.690774013346851,0.0395943294879577,-0.037490842214209,0,0.363424785668053,-0.0285231422032404,0.0155247770286459,11.0345
550184,2059.59,201547,0.290427200378764,-0.0320171769640103,-0.0336044704844066,0,0.120657393899906,-0.0033706714286449,0.061413785949239,11.0347
1006420,3343.51,283527,0.692138187807648,-0.254959028247482,-0.141406253647104,0,0.1384776921228,-0.288148338142306,-0.0976198407361697,11.0349
477843,1707.49,110746,0.683192865654878,-0.0307840206529723,-0.0287534768362945,0,0.0587451520642338,-0.0998478721574214,0.006704487643828,11.0504
452519,1714.29,111611,0.659197569201652,-0.0178951501910232,-0.0113105661887077,0,0.229926611153318,-0.0986008579284432,0.0237367940591327,11.0724
505724,1752.99,176583,1.01411809615028,-0.0643142564475154,0.0507445784657705,0,0.193584206953318,-0.190322027396102,0.00458909604799456,11.0795
535652,2111.66,213240,0.189650252975222,0.0294146810808879,-0.026735324444221,0,0.196485189367901,-0.120967393328986,-0.0125272989263667,11.1033
885681,2855.88,397562,0.120166721582318,-0.0468871449991756,-0.0217917815987148,0,0.0980827901009307,-0.121370425654104,-0.10438835939562,11.1435
522306,1786.38,138969,0.274968475357481,0.0139555567535478,-0.0490711217769613,0,0.205515059606279,-0.0150352094864001,0.00329463406225901,11.1522
907863,3351.98,219921,0.226826262584185,-0.0546549591934501,0.0378945921619676,0,0.227141996270533,0.113590116408986,0.0709291170695481,11.1633
967567,3035.43,177763,0.593318835297683,-0.266857954019492,-0.326667783663631,0,0.250665488146145,-0.383172793369508,-0.20848854046043,11.1687
536059,1873.77,145810,0.129458387094544,-0.0326075864321751,-0.113688442527916,0,0.041894904767461,-0.164348918047719,-0.089794945933698,11.173
871139,2474.22,325281,0.0762306555589999,-0.0443009736753325,-0.127194718907123,0,0.291517520802233,-0.0705068564649209,0.067001312855228,11.1888
410602,1508.05,107901,0.21118943169043,-0.0358054613729635,-0.00165015395989498,0,-0.00597013011572582,-0.134387495244331,-0.0164889744614018,11.2187
407057,1639.55,213573,0.979497213883087,-0.00982760134744841,0.0959572294401303,0,0.157689820134397,0.0615248681507503,0.0113942601525015,11.2294
348637,1362.77,52900.8,0.311447666439019,-0.0321559499418124,-0.00211702441727724,0,0.0677900794023377,-0.0809435778990614,0.0120007442876578,11.2549
381431,1535.03,147420,0.978041612135973,-0.0466280880955243,-0.0547891935712764,0,0.0660242141871278,-0.110934699761548,-0.0313911742883463,11.2756
561913,1834.02,208231,0.805852673715689,-0.0530532056048668,0.0409423977524421,0,0.0690485292609781,-0.186219057488565,0.00393624902726141,11.3302
767163,2535.29,308096,0.567261360798051,-0.0185092570991355,-0.104467746424656,0,0.395809514413196,-0.144410405348117,0.134269391299244,11.3563
559181,2052.86,297822,0.322978733425758,0.00210730937546536,-0.0284332214248814,0,0.173442594965308,-0.0977869280152725,0.026900263809822,11.4021
366717,1475.95,122406,0.833351521904654,-0.0140476641422078,0.0523225844545936,0,0.200916511920255,0.00119415690115521,0.0559407103941781,11.4259
460486,1756.48,112166,0.480858723124201,-0.0265565289547382,0.00788474663377069,0,0.119251937319082,-0.0583099757653461,0.00908983215373332,11.4859
401054,1600.71,166900,1.06782809948704,-0.0915009158372662,0.0429343454177237,0,0.0856610964881444,-0.172503794789056,-0.00367828889637797,11.4938
1271500,3749.18,548749,0.0800514774900327,0.0345783053541851,-0.0473467258564645,0,0.347194248047428,-0.17218817021414,0.0135606293303493,11.4939
352293,1369.54,96735.8,0.254455459974908,-0.0120801858625664,-0.0289091440979265,0,0.114544405515681,-0.0861452864194599,-0.0353424592277462,11.5027
640571,1963.9,86900.1,0.343252481724609,0.00597496617991411,-0.0643285186121769,0,0.0757733467643504,-0.00175308289597489,0.0320059770525057,11.5343
548198,1894.93,108943,0.547490860751118,-0.0569943558072472,-0.059725196699662,0,0.122074465023571,-0.0766869568349981,0.145487548917974,11.5345
428073,1518.24,188862,0.549507377822329,-0.00902259094159929,0.0295327502023387,0,0.10797268268071,-0.114672197932706,-0.0590015839682077,11.5346
472588,1769.42,195068,0.921704759238716,-0.0600960948078771,-0.0253700583415299,0,0.245621513848631,-0.0486380093170056,0.104847037627582,11.5824
1622350,5032.11,550071,0.638636846497269,-0.0445836226772658,-0.0383051840563939,0,0.325860094799842,-0.248620307262471,0.00763772693386875,11.6386
1223200,3846.06,405766,0.122116803332354,-0.0116469117928348,0.00591085061862072,0,0.244126229952004,-0.152692707497913,0.0174644619201173,11.6847
1012730,3660.21,376060,0.280565259976791,-0.0229327013071215,0.012440080764593,0,0.371828714980051,-0.151609398267053,0.0996333025739042,11.7522
1459620,3906.41,687956,0.103889946613266,0.00784912986419622,0.0212687485623871,0,0.320688779330949,-0.183332742612083,0.0257464230181133,11.76
1180410,3998.85,402305,0.0679140840155046,0.0290405546664434,-0.178219173172261,0,0.329209335203059,-0.199322985748856,-0.0788172279008128,11.8073
427150,1579.88,301174,0.288746751994648,0.0807129535318688,0.0131574648182688,0,0.274410543651804,-0.100937218434898,0.0511213325208481,12.4642
469829,1549.27,142368,0.328545040461429,-0.012881729189634,-0.0248953110575745,0,0.0306245429262151,-0.122958902871606,-0.0489485993532821,12.4977
505781,1742.34,166839,0.590050382068817,-0.0370867830284228,0.0527240450817567,0,0.19676346729887,-0.120345276927535,-0.0469299359691695,12.565
1025720,3337.02,292574,0.128502107870002,0.0261651829266592,0.0222779084346924,0,0.356773563418193,-0.0835941693319651,0.077341020416366,12.6548
863154,2790.56,262011,0.463047773838277,-0.114170068881474,0.130403557440571,0,0.322982865376651,-0.212252984731441,0.125882117120664,12.7035
950596,3330.95,176181,0.180588351079024,0.0421496365597585,0.0339807303960744,0,0.142165770897576,-0.129236268042647,0.0802567994232116,12.7064
873337,2802.17,384006,0.391720415711577,-0.0257436852137822,-0.0495076030522887,0,0.251508705908749,-0.16120812770545,0.0447229007596405,12.7067
366662,1435.03,114788,0.800267596549882,-0.0734894644966552,0.00372407182613117,0,0.0753968394713648,-0.0246306829151527,0.0054081715400204,12.776
1306300,4333.69,335166,0.183631376527299,-0.0559382829157592,0.0229560300291477,0,0.178335170953988,-0.189284042649295,0.0519757409021422,12.8699
952807,2886.06,318689,0.100954588875318,0.0579225633233395,-0.05775353234523,0,0.206087038228885,-0.163400043248976,-0.0775728699780995,12.8876
923796,2960.51,468640,0.294916800548049,0.0471235504122609,-0.00502158132835966,0,0.350226926938598,-0.0288728560684802,0.12163881955927,12.8911
627382,2157.4,161254,1.14154065092932,-0.132573223221591,0.00498864532944832,0,0.0757531597047644,-0.186937910012842,0.0447339897363252,12.9137
585822,2319.15,173657,0.495360531895541,-0.042177059442016,0.105244652145282,0,0.201230391007519,-0.0203746828223625,0.0440208281850095,12.9508
285826,1164.74,82280.3,0.303594640923192,-0.0558473205400549,0.0280927930846182,0,0.0418324382117176,-0.0586534140126272,-0.000937423135666281,12.9823
508109,1967.74,104288,0.114808700304384,-0.0950120891208914,0.0986927693387545,0,0.197823077883485,0.113781006850997,0.131805108700939,13.4034
1085690,3735.31,343877,0.111814115188168,0.0182104350944764,0.0341187398076449,0,0.305073967507983,-0.153826725181561,0.067218999387428,13.5376
1248210,3423.57,361054,0.497811309633699,-0.132335746457663,-0.046143230575414,0,0.272655858249154,-0.185734604363884,0.0233399053437161,13.5385
980499,2563.55,311160,0.434366356640077,-0.03402313070478,-0.0752288498901114,0,0.07899463565872,-0.186809511463132,-0.0564213955229712,13.5665
972989,3155.37,192233,0.381064685364484,-0.195572301908075,-0.166779761038251,0,0.136031616137578,-0.0758345621491907,0.0368306895457992,13.5981
669694,2355.36,131178,0.221798381378942,-0.0167949799434673,-0.0617177769130849,0,0.126236091818549,-0.0446162037242464,-0.0223421747243298,13.6519
697077,2298.63,379477,0.0828486253894394,-0.151202388912644,-0.134663843142456,0,-0.0332138229749697,-0.209853271920601,-0.149229701580647,13.6927
703076,2400.73,217721,0.0681106079784746,-0.206698707687435,-0.212793543851372,0,-0.0960272357077085,-0.305115814939497,-0.23154446326547,13.7083
737528,1953.88,697336,0.0201313603283432,0.0830588188827125,0.063607615024563,0,0.148806691650267,-0.146072697682907,0.0497702164110423,13.7599
869446,2726,335462,0.170093514086046,-0.0205357811231058,0.0694167462384859,0,0.16821142641427,-0.143932376206124,0.0175159669160421,13.7611
1336400,3328.46,587891,0.152020875547932,-0.152137789122283,-0.227677658490973,0,-0.0911948938817201,-0.285303382639028,-0.16457820041913,13.8451
514507,1703.09,152801,0.183593375930858,-0.0412454266682355,-0.0609455136289624,0,0.0904132913184734,-0.116714243134454,-0.0205296256349355,13.9449
452362,1666.69,236034,1.23703559540337,-0.0762886939863303,0.079335242523891,0,0.113743708786838,-0.244956758908972,-0.0524958687696845,14.3298
696041,2702.83,214521,0.331046773818633,-0.0379243458186919,0.0246916486005661,0,0.236738009505187,-0.178559734764294,-0.00826003772914155,14.4901
805313,2928.66,337718,0.63675743354528,-0.0168676715533788,-0.155709762091514,0,0.105540109977139,-0.0449268273653584,-0.0284064229202247,14.4995
472569,1813.92,175889,0.255357500651006,-0.0878302846738652,-0.0485649056658026,0,0.235947499488465,0.0367542830441989,0.191622052209678,14.5153
1213490,3237.93,307578,0.233738965173887,-0.0235428193103443,-0.0431331136244378,0,0.213685845250568,-0.0527449106228832,0.00374254201701157,14.5437
615908,2033.12,149738,0.133364570525181,-0.0466668035060162,-0.0261841984081518,0,0.134222237735758,-0.164900529239776,0.00250922325410813,14.6101
701032,2256.11,241427,0.396734982246449,-0.119685094333901,-0.162241044152588,0,0.0359333931097209,-0.20117422217665,-0.171893342429928,14.6578
794844,2288.3,257995,0.145467140071295,-0.0197168995124159,-0.0518886442410941,0,0.196655445855125,-0.208741318832463,-0.0198320757880376,14.6884
452214,1639.43,225857,0.952078299664956,-0.01416462375162,0.0681240284674019,0,0.226106845045657,-0.180817500042383,0.125795478643652,14.7028
621890,2355.99,113064,0.153580684151584,-0.0955174363990373,-0.125743338210933,0,0.0593530240203064,-0.133165245069483,-0.056267469911536,14.7357
320186,1305.26,98094.8,0.782371880428679,-0.0518562775969005,-0.124465444256386,0,0.0548266890294339,0.063060272942934,-0.0420113504686697,14.8302
