FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
374942,312041,188418,1156310,1029720,168035,3993.93,-218.202,62.4143,57.2898,46.0872,-417.149,459.837
728569,383611,479216,4141310,2283530,278650,15313.2,1688.85,274.542,-195.786,108.829,794.617,-1047.38
832213,504349,397971,2448660,1632320,261812,10305.9,421.541,208.909,-58.347,-616.487,649.291,-333.101
981963,451252,279718,2594600,1304860,157735,10447.5,909.679,51.1596,-11.6385,324.013,-50.9227,-576.656
546903,326840,258470,1486530,891010,148647,6232.4,-229.318,-59.9472,-380.233,-222.378,16.1728,-244.572
664300,367365,207422,1077630,610922,119351,6234.22,199.107,146.587,-478.378,-80.6627,87.8911,193.986
934499,452098,376782,2760610,1415430,183555,8945.78,186.131,-35.3022,-272.436,317.135,-40.8485,108.291
654575,406767,295985,1694730,936898,164556,6452.94,-640.867,171.731,-313.12,258.569,22.3629,-274.579
586606,379926,213025,1798430,1172260,136576,5224.96,540.663,41.6465,-147.501,310.749,243.533,-78.5999
658309,377268,449471,2634240,1787690,303591,16845.5,1279.64,443.012,-224.535,19.8829,1222.1,-1533.59
1533930,762749,634613,3576680,1967940,347712,15942.7,-61.7339,322.349,-937.449,-78.5002,204.689,421.844
703289,433652,319923,1765430,1148050,206183,10678.9,-613.323,-51.723,-55.3301,-298.061,-473.085,120.42
449178,323619,137092,851118,700779,112333,2747.72,-3.54886,127.953,106.237,145.336,-212.442,-34.6094
404734,285103,160945,1115030,852780,124840,5743.78,212.281,11.075,203.866,229.403,-2.24371,-195.274
623275,391427,242120,1999460,1212040,135387,6314.45,134.141,144.265,-20.0774,-114.401,-258.653,257.921
918550,494787,370908,2116830,1284690,230359,8598.25,144.713,-310.672,231.593,-92.2452,-24.384,1293.8
1038480,537970,414171,2708160,1754560,268192,8080.9,-68.2302,-253.367,346.611,58.3578,-664.375,101.086
826251,421729,382256,2927720,1492070,192083,12549.8,1044.74,-174.545,2.44846,-465.064,384.703,-368.526
917432,521885,330638,1739850,1002070,197573,7060.52,419.866,177.357,-107.961,-36.982,80.5969,252.622
666454,451037,160167,1005570,690838,109483,3690.34,-5.1566,64.4151,-211.859,193.488,23.9873,311.243
1303560,618244,494911,3360880,2117680,308095,11465.1,-429.683,-508.261,250.935,204.598,-353.238,818.962
457729,301867,141981,1274970,846375,100418,3592.5,448.578,-425.104,330.078,62.6993,-11.2317,-341.54
619076,353003,190423,1255990,816791,129877,6444.6,-180.758,-243.683,340.241,-106.448,-491.509,102.468
1278590,776619,338554,2615070,1578720,204871,9771.57,253.048,341.709,-262.807,123.885,56.0216,-559.556
667324,472429,155521,858940,661758,121019,3183.17,181.848,-205.975,322.946,-414.287,-301.252,184.656
624011,448762,123819,865301,665797,95408,20172.1,2468.83,-287.95,-114.444,-302.853,1906.49,-1931.26
926581,555920,256328,1559980,884566,147211,8760.24,115.397,172.772,308.2,-261.274,-61.4915,547.473
920858,500131,633770,3826730,1919610,329933,13777.6,-438.213,173.103,-262.896,-836.778,227.895,35.5854
1280470,651061,654021,4051140,2134730,349743,14459.1,156.058,8.65378,-134.64,-48.7408,-49.2262,498.837
926460,533409,219396,1394420,779776,130629,4734.92,482.494,-73.5416,66.7874,432.628,-369.148,-123.515
838541,505256,305526,1773510,1058280,180401,6577.73,56.4395,-8.65771,-12.4828,22.4493,-236.784,-334.646
1170220,641372,566240,3360210,2023320,349656,12972.9,291.299,24.6338,29.5511,-456.75,-36.4142,179.517
579859,245124,326919,3164940,1908810,202179,8491.39,258.781,36.5222,-70.0608,-346.555,-39.2578,-723.698
621578,257467,227237,2072950,931453,96878,6099.19,-28.7349,345.041,-47.6417,-8.1773,-205.576,-282.39
756183,313656,355645,2519310,1220910,173864,9193.14,842.666,-227.129,43.8771,-68.1603,-348.64,-208.944
616105,351609,306138,1759440,982321,173459,5668.14,-263.289,-31.2491,-73.744,-163.182,-72.4529,3.23896
913425,441970,265259,1688860,939568,140042,6835.51,-319.706,-33.3968,-150.207,-58.294,319.105,-271.783
1000170,559668,277515,2054710,1119320,158486,6009.09,145.554,-123.646,-38.4859,-277.707,179.103,-178.006
561470,359614,195978,1407500,812989,109684,5914.68,414.781,117.909,-200.052,-24.5008,171.144,-32.1207
392292,216597,248515,2034560,1397140,178020,5637.32,283.323,20.7773,-339.188,259.609,227.418,75.0005
1313810,613078,406555,1678730,992372,253969,14076.1,678.731,-117.502,51.3148,422.395,895.057,-565.141
675188,395062,205378,1075230,670851,126403,6263.58,376.47,-105.455,-25.5714,104.927,275.39,314.361
973201,528923,389078,3044800,1450370,179680,9570.7,-141.191,167.917,-403.085,184.824,205.379,216.952
763439,506969,178601,1115990,851944,138839,3546.21,-201.746,65.1637,-230.435,-153.003,94.7114,262.85
941868,559217,313868,1774610,1267840,224146,6251.79,-59.9061,83.6003,71.9372,307.278,-173.966,241.595
737642,497906,281215,1506680,1068200,200669,6736.56,105.938,-4.05191,77.9866,-452.36,-79.365,-45.521
725509,459250,213800,1332180,990781,161740,10181.3,-240.05,-3.18075,-32.9149,199.255,-174.749,-21.0437
642857,408650,349370,1940930,1197710,219920,13066.2,86.9958,300.17,-67.0833,-15.246,245.589,186.473
