FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
1001440,536830,526795,3144100,1649870,279679,11096.2,-232.715,2730.34,-168.677,313.236,-296.525,-303.447
1092850,537092,521988,3088610,1288330,224544,8058.32,-621.581,14998.8,10.8035,-419.942,-110.543,-320.741
406456,291922,169321,944084,872982,159614,2939.57,-189.204,1140.31,-143.78,-12.276,117.491,-374.589
840691,437238,297656,2068550,1140960,158691,3732.02,-314.948,11294.5,240.909,-87.7459,-110.625,-315.644
958950,476956,467331,3438070,1997020,257741,5633.46,-162.654,14124.2,-577.372,261.693,9.17645,-107.6
1033260,393779,323683,2420940,947312,125679,5869.75,113.639,19408.8,-409.967,-418.951,384.244,-15.5991
819474,490308,349567,2406130,1657100,243284,6237.95,216.647,5985.94,75.8939,-45.9616,113.151,-322.264
574064,337466,267634,1861060,1254180,179783,7751.08,-134.202,3192.14,23.8672,-26.0363,-12.5705,101.145
913111,340064,376634,2657210,1162420,157083,6643.59,-5.55485,17252.3,-776.398,117.307,37.9942,-113.729
632872,378810,306896,1865890,1176250,188931,4538.96,-73.2507,10161.6,-101.408,-0.487854,-136.887,187.032
499862,297186,216443,1331340,776678,131213,2954.14,-212.734,6732.56,-180.004,-99.5741,-75.7449,334.813
654763,327879,341609,2136880,1352810,220443,3040.89,168.242,11167,-143.841,77.958,-192.186,30.8654
900622,338474,667305,4194300,1863000,248148,14436.4,464.847,12747.3,246.052,-508.464,-10.7333,818.862
472775,250423,382191,2666330,1689270,231740,5076.9,321.111,9112.56,-556.495,248.505,107.807,188.547
1390500,684936,728275,4194300,2868910,398209,10460.2,140.802,19716.3,-453.729,712.009,406.888,-377.76
702988,423387,297829,2467580,1584110,187205,7191.08,606.607,7946.34,-232.534,95.5434,418.711,-1004.1
1194360,436498,603589,4194300,1523020,224389,9488.07,-14.7854,21140,-319.817,769.607,114.48,-279.85
739925,446319,213406,1503320,969294,129641,5375.37,204.857,5616,13.9606,-107.152,203.863,195.118
520946,342306,151526,1106810,814695,110941,4442.51,544.392,486.327,-45.1035,-241.67,558.497,-213.27
550074,344588,258359,1675680,1123380,171258,3132.11,21.8613,13997.4,170.339,-199.297,-116.012,-429.103
946843,427954,502733,3688580,1878270,254578,13739.9,336.649,17892.6,86.9052,-398.821,435.787,88.557
