FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
1062120,597983,456908,2544370,1628350,295550,14621.6,-455.13,-208.882,151.838,79204,-272.841,-359.179
1365140,573200,842987,4194300,2475770,390499,14422.3,545.638,-453.751,487.631,194286,-1275.64,-224.424
671495,334003,206266,1434780,827987,125429,4174.49,-138.336,-136.054,346.928,72032.8,-128.541,-338.577
783727,345916,555561,3973440,2205360,283475,10755.5,159.62,-384.357,333.373,90717.8,257.316,-46.4556
823835,369242,420498,3046480,1392040,183960,8328.58,280.275,-204.566,108.126,117709,-379.276,-67.3347
1071110,527342,417044,2531160,1642270,283962,10988,-542.001,-150.413,-47.0023,38777.1,331.571,-259.33
733324,353032,342369,2304630,1167670,170950,9205,291.61,180.278,-211.496,43857.9,-336.276,-466.955
1194380,482734,504628,2915870,1335240,239163,12295.8,-973.771,-381.527,239.492,113490,-70.785,-329.64
951261,329753,547082,3852660,1545660,227948,13936.6,557.466,320.03,457.397,136666,-666.966,-56.7838
806113,457890,363527,2702070,1624770,215147,7928.9,-59.2024,255.915,-8.76981,26786.3,51.5331,-167.541
753141,352362,473190,2858830,1742550,282437,32002.9,-1500.99,-1192.64,-101.212,72536.8,992.733,1336.57
1072270,387349,295375,1822600,1033350,166731,7101.87,-170.316,-316.97,287.119,71952.4,-233.262,162.086
736696,432161,279320,2674100,1705520,164867,5782.66,460.148,435.084,156.824,105401,-1095.76,136.452
546439,309694,176001,1270850,680099,100159,5525.9,-107.93,362.787,-240.887,29618.5,268.493,-267.633
650216,416287,281935,1460010,965594,190117,6803.28,-329.054,4.40039,-443.661,77346.6,345.31,-348.537
360784,180427,135473,1152070,680306,78990,2851.85,229.25,-41.7892,457.523,10355.5,-242.524,-231.511
1051110,378013,351381,2094680,754926,126802,8162.5,-132.845,16.5722,-346.393,80288.8,204.897,153.652
461895,308936,220684,1497770,1042350,156219,3554.76,227.137,332.436,92.745,76585.9,-172.264,32.5057
1502960,759917,870204,4194300,2819110,460547,25888.7,37.2253,-346.758,162.139,5878.34,-719.719,-1256.15
434375,308965,155691,1039390,887079,133050,3003.65,-209.144,-16.2505,-298.69,45557.7,-352.747,254.221
892695,291462,569882,3760170,1438540,234930,20461.5,106.56,-363.746,324.885,103503,-647.049,2343.68
337628,226331,230228,1451230,975514,159631,13430,658.353,-425.014,214.404,14900.4,181.45,187.778
937940,466112,420211,2929690,1824560,264656,8839.61,213.994,21.6418,121.954,59514.4,-495.912,59.9584
723868,455355,348337,2155240,1497610,241644,6716.98,-441.802,48.4203,-472.511,87426.7,-408.431,-309.886
1066500,444966,593902,3652270,1504060,248864,15564.4,34.6281,-66.4668,-143.582,85242.4,111.42,1083.07
699767,351752,322642,2658430,1180070,154104,9802.24,230.74,25.225,122.28,46461.4,37.1242,422.826
576378,330118,129004,890693,450747,67421,2169.94,257.331,-263.603,405.084,68676.9,-444.772,198.105
960238,563365,434480,2654520,1729160,287693,10898.7,-606.894,-355.074,40.1291,149526,-221.725,-34.3333
545378,316496,219007,1678680,1065720,136071,4438.73,-234.024,680.926,-509.923,77366,-26.9824,283.602
1042720,377912,447067,2825680,1003630,163701,8242.39,-418.528,121.434,-459.105,142314,-81.5383,270.053
405021,259583,151741,927300,644505,104907,4119.83,-52.8099,-374.963,370.141,94610.4,-160.757,-126.83
883730,356640,365140,2422730,950390,157112,6908.37,196.33,-142.776,195.398,104623,-692.26,-55.1423
378646,186905,253989,1945220,1098290,139714,7344.39,-149.968,-170.911,-133.814,2285.28,-87.6771,-256.754
987398,501574,539923,3750100,1830370,273388,10321.5,229.534,-130.803,-185.522,87941.2,-110.951,245.032
966522,442247,523952,3203400,1673960,273144,9788.16,-781.224,294.017,-459.265,86150.1,316.962,67.893
968771,549937,470542,2863050,1665250,275132,8896.58,193.924,555.131,-146.483,96917.9,-100.408,212.662
1006770,457229,496148,2649550,1206230,229507,10426.4,-731.771,-17.4818,-153.783,57619.8,-144.242,111.163
436193,279593,276304,1910560,1304710,189187,5383.33,114.457,-195.985,561.949,51113.9,-236.611,251.49
1069090,590164,620338,3280380,1815330,349731,18153.9,11594.1,9.20628,-193.151,4.4613,982.065,-1543.91
680607,396893,236150,1956320,1157170,133635,5390.39,87.2669,-166.641,736.628,33427.8,-296.936,-301.888
551136,311413,308186,2579690,1373110,171767,8137.68,708.199,498.267,251.56,80360.5,-806.562,-1050
831171,410786,418776,2659810,1482700,235933,6255.07,55.6293,195.965,-451.788,92019.4,-464.78,-48.5339
651181,364150,240269,1882540,1269490,160296,5634.9,-457.343,185.097,267.907,63479,-259.699,-434.105
390028,277151,179698,953769,774851,144099,6151.25,-518.828,242.567,-257.611,1369.52,131.971,-252.725
923324,401929,411254,2555510,1109500,181825,8722.37,-649.436,-0.538292,221.196,104886,-714.89,40.1051
887712,460938,300004,2017920,1067480,163295,6725.96,-82.3241,443.555,186.227,88089.3,-760.614,95.3301
705315,311379,336252,2523780,1486120,191192,5710.91,-66.1899,-141.891,-66.4073,118262,-165.385,204.439
585739,229959,477591,3015220,1212970,205970,9089.52,266.652,-7.52142,84.2781,8018.21,-230.764,-201.142
