FSC-A,FSC-Width,SSC-A,HA,pAKT,pERK,GADPH,p38,pS6,pCREB,Time
0.163110913708762,-0.00953589166970421,0.098879175515249,0.0152758783778641,0.00434587927494509,-0.00339046963854842,0,0.0131973556579834,-0.00885079083482948,0.000469377498800932,-0.010190883837619
0.159477232634324,-0.00707064478351346,0.0491434307190451,0.01067660500252,0.00136340959464167,0.00111104495376155,0,0.00486954810894058,-0.00572377227257397,-0.0036533222401506,-0.00769580548042938
0.181898603326235,-0.00322386733052577,0.0493537879602422,0.00907906472657349,0.000666205298079063,0.000844482116285873,0,0.00649650566410402,-0.000815871620201378,-0.000444864675547825,-0.00395126531041475
0.253210573145001,-0.0100975766987882,0.184119214982048,0.00316587667092702,0.00373189317667011,-0.00254198523961866,0,0.019287644455124,-0.0115880544519831,0.000438289993730088,-0.01095961319239
0.147234485053287,-0.00321242798945792,0.0601274339971667,0.0195310127871377,0.0021586556004345,0.000564726507341511,0,0.00539808959082295,-0.000594385620280237,0.00061287403112006,-0.00373915003554793
0.20857116202536,-0.00599216817613971,0.10308953394142,0.0119525334116977,0.00391500185723674,-3.79701323622467e-05,0,0.0244358916598179,-0.00213442194438338,-0.000623303923534504,-0.00702681285711681
0.172360292230098,-0.00864462493383548,0.0849869984482697,0.0156905834560866,-0.00222359933961906,-0.00447349657716243,0,0.0027494370297927,-0.00780550773147011,-0.00414882810708496,-0.00935994512564955
0.219529680932273,-0.0152656357133797,0.176388984348974,0.00259450452111303,-0.00167972930780403,0.00313929254060321,0,0.0197546306662755,-0.0191190035398821,0.00599810032937254,-0.0161525256122206
0.0938331343116803,-0.00292454245980238,0.0262219897627725,0.0169998985345749,0.000722697978157681,-0.000515722506098179,0,0.00916870696547592,-0.00121156706347985,2.30384709277917e-05,-0.00333977844504418
0.11523959881431,-0.0087794751148295,0.0564836070822477,0.00755751365948493,0.00184170608812533,0.000557170290096783,0,0.00702393421760224,0.000513317315072912,-0.00524293368565796,-0.00926635517253581
0.24781311727097,-0.00961443303364269,0.127335087298584,0.00181039179115365,-0.00506191212765662,-0.0080641190228034,0,-0.00267934013348086,-0.0103637609922711,-0.00534157883731885,-0.0105861101428261
0.190745956607012,-0.00727374383346257,0.0895324173781181,0.0074872537019258,0.00109690687588936,-0.00409000948714994,0,0.00858533714829371,-0.00799164623559211,-0.00258497272591372,-0.00793198650305404
0.305218597831267,-0.0181813851947251,0.114191408207356,0.0797164845941573,-0.00191029236298381,0.00585735321581382,0,0.0379310610921279,0.00943065050735688,0.00103627838555818,-0.0195461768881495
0.163702893029865,-0.00813504341529375,0.0921019496796193,0.0986033867773532,0.00115517587395616,0.00811836305006778,0,0.0266230141646417,0.00309811571215505,0.00924194945900132,-0.0088014392914764
0.213621110514615,-0.0072566689003267,0.197775738637842,0.0326905988689495,-0.00144052282530231,-0.00558181470008174,0,0.00527020606592991,-0.00744365137089776,-0.00474054970108268,-0.00800468064471608
0.141008157071781,-0.00788322809258328,0.0748872544009954,0.016554427860241,-0.00280326244177914,0.00654597647000016,0,0.0152818284467152,0.00208757770871491,0.00205754339557009,-0.00841544000537685
0.174519872420482,-0.0173681633665154,0.0863682391213249,0.06862920274909,0.00276526077193142,-0.00729509327012621,0,0.0297127468114784,0.00547841591458354,-0.00661876910516359,-0.0182226505171406
0.198388544386824,-0.00785039774779283,0.134639064692116,0.0156922661064159,0.000865431687238345,0.00199737677454455,0,0.0151978813836478,-0.00881442278360234,-0.00238061782536292,-0.00855504809399726
0.127142237488417,-0.00127176621434592,0.0504199500608827,0.0216722829126214,0.000681534993743072,-0.000508751486380331,0,0.000702681611506741,-0.000880719454150627,-0.00073145218915216,-0.00178249849613248
0.0820841706003616,-0.00189483225866963,0.0291150281554083,0.0390663574205166,0.000804025281780804,0.00161731405102435,0,0.00123325452191509,-0.00412847269521332,-0.000331102464868552,-0.00225019286026979
0.0880181324467613,-0.00083677930414469,0.0308102702034485,0.0177953602023742,0.00118737748463497,1.6110783277301e-05,0,0.0015761905797518,-0.000576471782624145,-0.000368978437189544,-0.00119419121052034
0.13374138477736,-0.00442361888500627,0.0368628829922113,0.0109996534337916,-0.00146398144115144,-0.00238027137141786,0,0.0063753909713495,-0.00390942032112573,-0.000694921689539797,-0.00507819290227682
0.205615849420908,-0.00682538779479298,0.101654651920608,0.00523238812385893,0.00126069063567432,-0.00180916294485582,0,0.0320615952564302,-0.00180139487204404,-0.00182747395196995,-0.00762486474268687
0.153922525228052,-0.00395894680203442,0.0754834429245296,0.0219804089967023,-0.000235647971720607,-0.00143322796771645,0,0.00115438482170818,-0.00407855083696602,-0.00237854242151962,-0.00444369949604463
0.122022648131848,-0.00368045982473614,0.0295798057773912,0.0267300950433403,-3.6281621371738e-05,-0.00246574605024195,0,0.000784458359375007,-0.00448989457462834,-0.00150608468126534,-0.00420308821533241
0.0926029161883649,-0.00190404295327759,0.0355066336033666,0.0376250543102307,-0.000572445199258601,-0.00119718608861744,0,0.00504549261087233,-0.00315984490105964,-0.00207282553841471,-0.00232355445726413
0.100641926506629,-0.0012818541708442,0.0371779812618524,0.0439290710814049,0.00167194118659276,0.00023820810652826,0,0.00499884628710232,0.000184759043273792,-0.000369038633082941,-0.00172664350123374
0.120529349301366,-0.00252366303116223,0.0425884877332791,0.0244366267591955,0.00105311781051253,0.00135229025351447,0,0.00359766250847798,0.00317073335083881,-0.00144450281112138,-0.00297024199810869
0.309230410031268,-0.0154974345694597,0.194707491554044,0.0731957736028708,0.00899176629953577,-0.00241057325116866,0,0.0384867486278125,-0.0146008345678113,-0.000966093947268817,-0.0168631171275179
