"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
3.33509e+06,5800.46,8.31644e+06,8924.87,109179,23249.3,-30767.4,34209.3,51077.6,0.0771521
3.77965e+06,6519.19,4.98009e+06,5104.63,99602.7,22863.9,-29477.4,36362.2,29523.6,0.0945898
1.50782e+06,3072.48,2.68533e+06,2324.55,33768.4,7641.97,-9890.3,13305.6,16229.9,0.260954
7.05573e+06,12073.3,4.20849e+07,57205.4,227569,104684,-137869,181951,264833,0.296879
323783,1284.33,54010,430.138,789.753,1334.55,819.702,740.698,293.382,0.403584
429653,1636.87,198566,6289.09,38681,52184.7,58691,-1729.59,7026.89,0.654674
408344,1540.28,160130,3603.77,22223.3,29761.9,42040.6,645.228,5746.11,0.654674
1.80444e+06,3443.69,8.97642e+06,5255.61,48887.8,9973.17,-13077.3,13686.5,29991.7,1.77527
497616,2007.27,213645,5682.96,45076,25291,113186,-2092.46,16356.2,5.13797
871443,2659.88,389042,14240.9,61796.2,63838.6,201180,-2974.53,29389.9,5.13799
708331,2139.47,1.47714e+06,47708.9,21275.2,24260.8,52334,3330.47,16361.6,5.15505
737475,2040.04,616097,6899.26,5451.34,25489,1976.6,1703.75,2006.56,5.15594
510271,1833.55,413225,2717.64,9563.68,9243.79,45771.9,1223.05,2430.97,5.2466
574650,2359.8,224419,2518.39,53387.3,25094.1,128743,4572.14,3942.37,5.44204
1.35121e+06,3366.19,1.12298e+06,17523,66470.9,72028.3,189424,7012.75,15372,5.44217
396893,1407.11,235326,6580.1,20628.5,20351,51344.5,-101.095,7503.73,5.44217
597802,2298.89,243772,17724.5,31129.7,18356.5,76447.6,2875.66,11092.4,5.44229
350459,1365.19,107261,40183.2,18483,18014.7,69502.8,2824.83,6244.38,5.44267
2.55149e+06,4801.25,1.84803e+07,17539.8,117395,27606.4,-35340.5,34171.5,86045.9,5.45411
1.25852e+06,4353.67,461948,45447.5,86845.8,59685.5,241834,8533.47,29140.9,5.47972
515122,1995.57,152332,9764,38859.6,12570.1,158132,1259.76,8361.58,5.48725
953248,2011.04,980063,17800.1,72117.5,45283.4,115949,1283.5,15268.5,5.48727
692420,1984.94,421034,25375,18521,23958.7,93785.5,3297.75,7457.95,5.48812
289045,1179.81,73931.6,2592.01,3069.62,5288.79,18486.2,1606.96,5871.66,5.49666
430456,1669.04,148794,740343,17245.6,16680.7,56937.9,9754.77,5642.61,5.49718
1.54761e+07,26148.9,275460,307.458,4440.13,2937.66,1809.05,11992.9,-8450.75,6.60252
1.79e+06,3715.31,1.22388e+07,13481.6,70753.4,20278.7,-27233.7,32997.6,64544.8,6.74369
7.00467e+06,11835,-1239.5,22.8005,1342.8,194.91,119.554,2174.98,-4602.39,6.78777
321759,1319.99,74558.5,2637.69,11021.6,5186.22,40240.9,-1121.28,4695.46,6.95563
677068,2458.43,1.23693e+06,-2392.24,347142,32.77,-3617.09,-5920.26,-5504.18,6.95634
8.98849e+06,15183.3,-3853.5,-458.071,134.125,158.861,902.791,1798.89,-4304.85,6.98043
676330,1180.35,669,66.5082,112.979,15.3671,13.1057,281.971,-327.677,7.26271
1.30939e+07,22134.4,1.53994e+06,-313.201,12549.8,1010.24,-1423.38,1858.58,8153.38,7.26511
1.45476e+06,2929.8,6.33303e+06,2886.61,32631.3,7640.26,-10198.2,11002,20405.7,7.27766
8.68097e+06,14801.3,1.23969e+07,-2578.31,91301.1,24836.2,-32699.6,64554.5,21210.1,7.35793
741268,2873.22,246010,11340.3,40994.2,24792.7,131329,3762.9,24717.1,7.47376
366336,1355.86,76334,3594.99,7246.5,5200.62,42108.9,6.8605,6056.54,7.47959
681608,2232.43,370052,19660.5,22792.1,34684.6,73613.3,2958.46,20987.6,7.49271
435092,1677.06,216264,7707.48,15279.7,21966.3,56753.3,672.954,20773.3,7.49477
700390,2210.19,191506,7995.93,36169.6,40426.3,72746.3,225.084,9947.92,7.5051
1.25962e+06,3250.76,8.48452e+06,8128.79,42528.8,15693.5,33466.3,7210.86,27093.3,7.50647
449797,1728.63,207760,5059.87,16509.5,8262.04,29813.4,3864.85,6846.07,7.51128
570333,1819.02,194681,6720,12492.5,10073.9,19178.7,3768.04,24196.9,7.53055
652877,2632.73,114886,4590.52,22571.7,19370.6,37456.1,1364.35,21124.5,7.54512
310092,1250.25,97053.4,2439.86,5073.27,3356.86,4558.95,1090,6091.03,7.57019
568666,1977.11,243826,4652.74,9914.29,13689.8,24577.8,3110.01,5462.68,7.60506
1.45292e+07,24596.4,1.10148e+06,-722.86,1957.62,1094.74,-1350.18,1997.2,3816.63,7.65776
1.0132e+07,17224.7,4.78881e+06,-839.738,48105.6,12148.9,-12208.8,31116.7,9287.2,7.67177
7.31907e+06,12507.7,1.56469e+07,-11526.6,131721,32068.6,-34381.9,70288.6,74251.4,7.73538
2.485e+06,5083.1,1.77057e+06,41318,158398,144583,362797,21241.6,18926.4,7.75379
1.86806e+06,5407.57,3.40338e+07,2968.88,-3602.18,10909,-13427.4,20334.1,9060.07,7.75399
352004,1355.74,86166.3,4380.56,13587.4,8368.72,32328.7,-481.103,12685.3,7.75443
364649,1448.86,159924,16201,21845.1,22645.1,84337.7,1077.77,8021.25,7.75456
680696,2101.67,343184,11379.6,40983.7,34121,82387.5,-1335.13,9626.87,7.78416
611534,1992.12,412686,12855.7,43548.3,34072.1,116798,807.708,15137.4,7.78416
509924,1756.28,158582,5289.36,6903.51,11610.9,20675.7,-1047.3,6849.11,7.8195
1.70905e+06,5017.17,611771,30184.7,96663.3,66917.8,264127,24041.2,28362.8,7.82152
677062,2600.18,209262,8209.69,25366.7,38764.4,109906,-3431.4,9696.66,7.82318
349010,1397.26,127880,6197.06,15503.1,10575.3,64860.9,357.187,6252.14,7.82509
489927,1789.07,220498,5150.36,15533.9,12192.8,50857.8,617.471,7177.27,7.82509
1.70762e+06,5494.73,914268,141546,133354,100960,314484,-5797.77,72203.7,7.8254
347488,1382.3,99095.8,107931,19539.6,10153.1,49328.4,-1256.55,4210.28,7.82568
742214,2263.01,198082,7207.5,10225.6,16395.1,18527.3,1816.66,6470.02,7.82735
553138,2264.42,259698,10280.4,53158.1,34071.1,141956,-2699.1,28709,7.8279
274356,1086.76,223642,4324.22,16145.4,18273.6,35860.1,2034.53,1369.54,7.8282
5.00547e+06,8919.8,4.29546e+07,81188.8,27038,89021.6,-114288,152461,306977,7.82848
1.2578e+06,3911.63,667896,73192.8,53735.8,51786.5,249985,3011.22,23506.2,7.82917
295859,1196.41,92473.7,17825.8,9945.41,7771.47,35217.5,476.792,9800.74,7.82929
523511,1717.4,374072,12541,24032.6,25961.3,56802.6,2949.76,9267.32,7.83662
597379,2451.18,305152,9066.6,43032.7,33994.6,108910,695.054,12207.3,7.84273
1.15934e+06,3556.67,488759,19013.4,47881,63287.8,295040,3634.49,44571.8,7.84816
308340,1265.75,70066.3,34927.7,10145.6,7625.06,37021.4,-1675.71,4127.08,7.84844
419303,1446.46,320909,35827,14213.1,10654.9,27433.9,5511.5,3103.5,7.84844
513698,1689.19,246942,8402.94,36215.7,33313.9,67354.5,-1638.66,11888.8,7.85567
1.13154e+06,3826.4,504986,692709,65432.8,46826,204115,12496.9,17441.1,7.85662
957884,2633.92,233177,71293.8,43718.2,39972.4,116461,-5044.73,26758.3,7.8594
333858,1346.41,175036,6187.9,9836.49,9113.43,14566,112.918,9990.29,7.86861
586422,2309.1,339099,171401,37482.1,33362.1,85155.6,9164.39,14444.8,7.86917
639866,2568.21,212655,9723.18,39419.7,30969.7,79837.4,-901.266,20728.2,7.87125
977187,2633.26,479763,14615.8,71086,50874.1,141011,2575.17,20274.3,7.88374
