"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
2.30426e+06,4211.57,4.96053e+06,4220.12,57449.9,12589.6,-16411.2,19421.2,25383.3,0.0315277
882658,2155.95,2.15927e+06,1071.15,15035.8,3558.34,-4189.6,5351.8,8685.47,0.0687847
2.56041e+06,4581.17,7.48688e+06,5682.62,74267,15389.9,-20070.9,23507.5,35700.4,0.099812
509334,1591.98,1.74607e+06,903.358,7172.85,1812.56,-2430.14,3574.95,5801.91,0.241559
397937,1528.46,121185,4067.44,11245.2,6199.02,32510.9,2493.24,5991.54,0.336299
749044,2369.46,106110,8336.75,7233.54,9260.79,23951.3,-438.621,7589.09,0.419814
3.94552e+06,7012.69,3.11265e+07,34472.6,196977,56019.8,-74664.1,83042.5,175753,0.480109
1.12414e+06,4169.86,825267,18154.9,54095.7,41094.3,282159,11497.2,56529.2,0.528672
797995,2536.52,430176,13497.9,26629.6,14597,90509.2,11582.3,29572.3,0.597604
409144,1519.65,150738,3180.22,9601.59,10149.4,35224.1,2217.53,17445.2,0.633384
335813,1278.33,186451,4177.36,2549.12,4495.15,5866.41,6862.5,6460.7,0.805066
396218,1615.26,159024,2678.9,10910,5507.09,46789.7,-1231.26,5333.08,0.809233
2.00374e+06,3729.57,8.6639e+06,5277.42,56771.6,11417.7,-15309.4,15953.1,35133,0.816474
2.20182e+06,4031.26,9.52149e+06,6885.12,67618.3,13417.9,-17755.3,19763.9,38152.3,0.848897
1.42917e+06,2847.62,5.38469e+06,3485.68,36544.2,6917.59,-9141,9160.01,20657.2,0.989955
278572,1144.21,162462,3052.49,11260.6,13412.9,33947.9,372.291,8955.99,1.01457
2.57109e+06,4592.83,1.01376e+07,6456.65,82332.4,16618.8,-21789,24041.6,47492.9,1.11079
1.12365e+06,2417.66,2.81068e+06,1458.61,22967.3,4916.88,-6103.07,7155.19,8481.92,1.15502
319907,1301.84,108642,3176.82,8012.23,5110.18,30538.2,3985.93,4089.45,1.83299
832048,2063.07,1.84208e+06,1321.98,12455,3083.2,-3571.93,4585.22,6655.24,2.10975
981122,3393.33,329084,12024.8,36096.3,45357,80119.1,5233.1,23358.5,2.11905
531462,2043.96,106485,4177.16,9508.44,22041.8,32745.3,1119.43,8386.33,2.35566
7.68564e+06,13172.2,3.85009e+07,2477.12,153238,82572.1,-106051,149925,255048,2.36042
442176,1758.43,244204,4821.75,22276.3,14477.7,68479.4,-1083.35,12660.9,2.4755
327288,1233.19,142234,9937.11,20146.2,11310.6,56090.4,-0.75,6051.87,2.47552
399526,1413.2,227718,9940.94,26071.7,16125.1,85063.4,2449.31,11472,2.47552
