"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","B690-PC5.5-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
407077,1655.2,137629,7434.49,15513.3,3830.35,5052.42,42397.3,-1703.8,13689.4,3.0794
405394,1485.34,113325,14061.4,7561.45,9534.08,7902.11,27901.4,-1453.68,12056.4,3.1034
377138,1379.05,100937,-1652.39,9633.73,5296.97,9471.03,24248.6,382.303,7457.04,3.10345
3.54304e+06,6163.4,4.82433e+06,15623.8,97096.6,-5560.38,20796.3,-24975.8,39966.8,30248.2,3.11105
2.32128e+06,4249.85,7.35081e+06,21891.9,67372.6,-4972.13,16290.6,-9804.25,33338.8,65412,3.12883
944608,2301.86,351380,12034.1,44025,46896.3,36446.2,69397,16916.3,20524.6,3.12893
700083,1931.39,267548,8564.32,16781.8,8910.95,18028.5,40152.2,5967.98,14198.9,3.12895
479284,1660.98,138996,2311,8074.06,1754.27,7053.87,14377.5,4954.53,3029.28,3.13369
839724,2132.67,392036,5663.37,19717.7,9670.5,15015.3,35928.1,3874.72,7919.39,3.18093
430902,1455.06,136961,5146.84,9129.65,14161.7,8348.37,18189.2,-2653.23,11430.2,3.18389
325185,1315.2,153070,-2330.51,7476.73,9644.07,5390.13,22419.5,-3638.73,10328,3.18553
411901,1385.81,204411,-3190.77,2543.27,2734.94,8523.56,767.393,-1663.2,2801.63,3.20975
381722,1546.66,173835,2287.49,8631.4,12501.3,14144.2,24165.4,19178,7444.19,3.23275
388656,1414.58,80192.5,2200.92,4645,10581.4,6907.03,17332.9,-1080.44,9772.01,3.25575
475784,1682.33,116741,-4059.41,4819.89,3582.82,3562.37,6627.51,-650.586,3824.45,3.27327
436829,1528,124447,-4219.7,12764.8,20599.9,19178.2,46584.4,5912.45,8443.24,3.31797
1.98218e+06,3694.44,6.52472e+06,13740.1,53201,-4132.46,10713.5,-13794.5,21571.7,33886.6,3.31821
569559,1909.07,199893,-7215.22,16418.2,16762.2,11905,37904.3,2383.78,14486.7,3.36289
361266,1426.7,121110,-2002.67,4145.5,3568.83,9288.97,6223.46,8.36752,6372.7,3.37647
749118,2005.17,248842,6053.77,12211.4,9298.81,9558.49,37908.3,1401.27,13694.2,3.41938
1.30465e+06,2748.36,7.33284e+06,9938.62,44677.6,-2877.47,8388.37,-11106.7,16978.2,17655.6,3.42202
501215,1698.85,95035.4,21417.6,3077.13,1652.98,15937.9,3947.35,570.514,389.184,3.47838
414167,1571.65,237695,61165,6858.14,10808.9,8020.7,15516.8,-1518.57,12205.6,3.4803
433454,1657.57,158718,252.288,16217.8,13353.8,15581.8,32407.5,5234.84,7557.13,3.49376
1.52505e+06,3067.3,4.02084e+06,9454.25,37509.6,-3242.84,8995.2,-11990.6,20006,28336.1,3.53198
495362,1703.01,112241,272.58,2887.79,962.18,2482.14,1101.19,49.6136,1129.68,3.54566
519603,1690.49,165225,67740.1,14067.7,5233.05,14493.1,23061.8,5069.42,5746.28,3.5733
580434,2282.71,168489,11893.9,26008,11990.9,16758.4,53837.1,10446.5,8931.99,3.57332
235684,968.772,58487.9,642.047,1490.14,916.442,1819.35,795.337,-95.0399,497.944,3.57868
363747,1436.76,95672.5,3045.19,6733.29,4054.54,3875.7,4900.54,-804.078,3582.75,3.58562
4.01061e+06,6986.84,1.79763e+07,60726.7,190937,-16832.1,42539.1,-54493.3,86782.8,142009,3.73569
408686,1536.59,177502,15022.4,13193.8,15546.9,11782.1,16891.6,8695.01,11021.6,3.93683
8.8671e+06,15193.6,1.80762e+07,14450.7,184392,-7738.29,34684.7,-43262.6,90050.5,24386.6,4.0663
559815,2227.98,223110,11168.3,19875.1,7909.29,16468.9,62644.2,3703.27,15035.1,4.15232
721673,2434.74,264780,36944.8,36206.4,37106.4,26451.9,72755.3,52206.3,25839.5,4.15236
2.57596e+06,5997.69,1.41494e+06,12288,94006.2,55574.9,57960.6,231715,26271.7,38093.7,4.15246
490470,1616.92,199881,5525.99,18463.9,15407.9,14504.4,37657.4,5352.75,12485.7,4.17274
964526,2804.43,542332,16540.4,25533.1,17646.8,31378.3,78556.1,-7561.72,20764.5,4.18474
646428,2079.02,307190,-20112.8,9220.61,16510.8,20032,8927.2,-6391.08,11199.8,4.19112
371510,1513.61,97690.2,7474.95,13417.5,7201.27,12148.8,30221.7,838.15,9435.88,4.22956
1.10315e+06,3318.9,309578,39721.5,45318.9,33396.9,32809.6,140758,27053.1,32203,4.23388
623223,2252.69,133833,34083,9493.3,6167.4,14715.3,41548.9,535.906,16700.9,4.23398
516632,1832.59,328408,-11150.2,14727.1,12447.3,10540.4,11827.5,979.953,8207.5,4.28168
268464,1101.88,49570.5,-2832.65,4944.81,5799.16,5880.38,11339.5,404.544,5684.3,4.30017
617458,1801.93,239727,12972.3,11015.9,4085.54,20930.1,53538.6,20530.8,16170.2,4.33903
720801,2478.77,282859,4050.74,14448.3,14652.2,11111.8,31871.9,2910.5,15190.1,4.33907
544719,1875.31,168846,-4700.56,11683.3,21633.3,11726.1,22683,11263.6,16942.2,4.37905
619115,1892.68,801371,8167.41,172106,709.025,883.394,1569.16,-2909.36,2705.36,4.41937
517559,1717.68,939222,2737.71,8018.94,-411.027,1307.17,-1487.9,2218.91,5518.66,4.42333
577698,1810.83,225652,133.622,15496,30740.6,18111.6,46202.2,7259.24,20558.5,4.44075
2.65409e+06,4775.22,7.68347e+06,34640.2,101230,2548.83,25492,15348.3,39052,57633.8,4.44753
266587,1089.46,78645.8,-734.214,6016.82,2458.42,3799.07,5660.23,-431.198,887.793,4.46669
351293,1396.01,271969,-778.188,4883.01,2591.46,7395.35,23730.6,764.571,2100.92,4.46699
625802,1954.49,348154,-3990.61,11358.5,6172.36,16185.5,19135.8,-507.162,7170.31,4.49951
345415,1288.6,99455.3,-1434.29,1654.81,1580.47,1687.85,448.776,-576.947,709.871,4.62816
334903,1359.93,120706,2812.32,6779.47,9348.64,5734.48,9105.54,-4255.98,8563.6,4.74618
357681,1339.86,93924,10166.5,5758.41,7347.97,4104.57,11921.8,-452.365,6358.26,4.76226
2.1364e+06,3944.19,1.0058e+07,22184.7,78435.8,-6495.11,15781.8,-19562.7,31400.7,54689.8,4.76272
1.18738e+06,3199.73,413381,19251.1,37978.5,14272.1,37508.9,80545.3,-37.8803,24864.9,4.95543
382779,1541.18,149858,1354.16,4391.7,2869.96,5917.51,7537.74,1705.87,15200.7,4.95749
438273,1540.71,157986,1357.75,2922.65,556.866,3650.38,873.771,-139.797,815.573,5.13731
454749,1579.2,192100,6694.15,18116.3,9597.69,15074.7,53955.5,7161.36,10205.2,5.17727
836293,2321.78,218748,15807.3,28273.9,20836.8,22653.2,68489.9,66957.6,12756.4,5.17741
844800,2507.99,517517,-5992.88,22310.2,45586.1,18700.8,66575.1,7607.28,20306,5.17759
1.39841e+06,4078.94,618729,27925.3,56967.9,39535,59230.3,137938,38264.9,51620.7,5.17777
946144,3184.16,473072,12365.4,41789,53836.8,42779.9,85833.4,22188.1,41065.7,5.19269
9.33127e+06,15957.9,1.04714e+07,14992.1,151354,-4651.9,17613.8,-9678.82,53475,12522,5.30992
2.08587e+06,3875.44,5.11239e+06,13359.1,60631.5,-3579,11187,-13250.1,24122.8,26372.7,5.31764
612250,2214.04,198130,-1815.56,21042.2,24471.2,24846.9,30571.6,26745.4,12095.8,5.35046
949059,3131.32,485078,20103.5,19586.6,10733.6,15143.8,32030,2637.7,12869.5,5.35058
649670,2250.06,324380,3043.62,37809.7,40669.6,33151.8,80141.8,23967.5,28018.7,5.35066
758304,2798.41,274379,20907.1,33338.2,23301.4,30621.4,77393.9,10038.5,19359,5.35276
6.17206e+06,10537.9,5.91333e+06,14857.4,106625,-5636.17,11055.1,-14746.6,29200.8,35354,5.37
535813,1626.79,202055,3957.83,19587.1,20521.2,19841.7,62944.3,4111.68,22282.1,5.3789
376293,1513.49,180096,-9080.18,4905.46,8778.18,8737.9,4374.78,-1767.3,5382.7,5.3866
420388,1512.82,172574,11255,8265.59,9540.45,8019.09,24639.9,845.264,8695.72,5.40478
829751,2463.19,281143,15206.2,16557.8,17373.9,13400.8,32265.9,1078.11,25042.7,5.4055
303402,1220.7,100185,-41.0573,4637.8,3532.23,4960.87,9366.31,7068.33,6577.5,5.41398
377222,1423.56,91408.8,3203.97,4063.04,2577.57,7636.2,3645.96,401.201,1140.38,5.4173
427513,1745.17,94866.2,25881.2,10357,6216.9,7469.77,26146.2,7495.56,10248.1,5.42578
493958,1675.23,256585,-256.913,3809.86,2208.13,8352.77,611.861,-756.95,3084.48,5.43198
696885,2037.54,313908,14577.8,17733.4,3036.16,24233.4,35453.5,2318.23,7780.71,5.44718
334480,1315.11,78155.7,-6166.95,5368.73,7322.08,4401.85,7881.31,-1579.75,3520.5,5.45858
835409,2218.61,270956,9304.14,29780,12517.7,27783.6,77126.8,9639.33,16874.8,5.46196
434656,1561.09,84178.5,3022.84,9970.47,13588.4,5943.9,29303,-2717.9,10466.1,5.47646
536762,2005.71,154642,3213.63,13053.2,5197.04,8697.79,10566.4,2300.63,4885.03,5.47648
345045,1317.71,87793.2,1340.01,4687.71,5066.38,3073.37,8343.65,-1167.88,3344.75,5.48012
1.55149e+06,3777.35,994554,-2575.95,80218.2,61254.6,51308.4,195790,11668.5,48938.5,5.49813
418219,1466.79,77874.8,4978.28,6520.36,9101.65,14532.4,27092.9,30504,11078.7,5.51883
522304,1670.24,210348,-2342.6,10147.1,6894.34,10311.8,19891.4,2574.06,10153.7,5.51967
555789,1779.5,188624,17293.3,19626.4,18805,14164.7,56894.6,14296.9,27660.1,5.52129
728666,2485.79,293118,22475.2,30402.5,25997.7,20319.1,52441.1,8616.32,19291.1,5.55643
446098,1451.72,114181,11488.8,9278.46,10664.4,12418.2,18909.8,2653.8,10188,5.55997
1.05032e+06,2766.43,591693,53810.8,49516.3,33409.2,72916.2,66701.4,5795.37,29623.4,5.55999
452613,1540.52,112735,2902.45,7503.64,12987.3,6694.94,22528.1,1859.85,8469.65,5.56479
546420,2044,339990,-6227.13,13160.5,18302.1,15003.9,22773.8,-2080.89,26211.7,5.59069
414236,1417.67,131554,36838.9,14990.4,6581.3,7005.11,14630.4,-557.089,6894.73,5.62285
758240,2303.48,272516,12210.7,16304.3,22134,18309.2,23124.7,9559.87,14539.8,5.62489
525419,2120.29,106348,19115.4,20233.8,14181.9,15125.3,39299.3,7374.28,15540.6,5.63607
599857,2154.3,127904,-2744.13,8564.5,6698.68,10091,12245.1,385.257,7686.67,5.63731
472257,1756.57,303381,3893.07,10530.2,5588.12,7525.91,32366.3,11249.5,8463.42,5.64925
421413,1604.33,131049,727.505,17530.2,19946.6,15918.6,30148.9,5153.89,17659.3,5.65131
383552,1490.16,60292.8,13505.3,5652.44,9410.9,14345.9,26084.5,35054.4,15450,5.65153
422719,1680.01,158070,29632.1,7297.86,5776.01,11601.6,19156.9,-659.11,6566.01,5.65737
522652,1981.91,133663,9548.21,13111.6,12348.1,11081.9,40386.6,6904.06,8518.21,5.67023
1.06326e+06,3052.54,586431,69479.2,31087.3,38321.3,32293.4,76350.4,767.018,25818.6,5.67547
1.20792e+06,3011.28,540228,68495.5,42783.9,32974.7,47932.8,127789,65544.3,41696.9,5.67727
530733,1862.53,128637,78010.7,10508.2,3416.92,9278.52,45946.1,-2327.82,8298.52,5.68837
337102,1333.24,62882.9,3844.82,6586.54,7833.19,7069.43,19881.5,2218.31,6312.57,5.69943
424478,1513.21,104273,6845.12,4976.36,3948.12,3964.04,5405.08,-911.642,1907.36,5.69983
344374,1295.48,160146,-11167.2,7087.18,10361.8,5862.25,12987.5,-155.497,6764.8,5.70637
733922,2225.32,203281,5594.13,17507.2,11568,16224.3,34702.3,962.375,31743.7,5.72373
634593,2082.18,185480,-5005.37,6766.22,7009.13,9296.17,20411.2,-3490.09,5174.81,5.72779
415497,1499.1,206777,-1999.03,13370.5,5439.44,17787,11372.1,9518.7,4019.8,5.74889
333445,1257.54,118410,-488.103,3741.86,2830.35,6123.4,2133.22,4832.25,2897.9,5.75593
363580,1374.02,129502,-1204.71,5229.73,2620.92,3162.27,4895.28,-296.71,2510.78,5.75915
1.49307e+06,3126.48,5.92451e+06,13627.9,38788.5,-3095.89,7108.09,-8301.67,14301,26261.5,5.77251
606727,1789.26,313448,-9887.47,16920.6,17670,21252.8,27320.4,26500.4,12478.1,5.78532
528820,1676.67,276576,3091.91,15079.2,8301.5,13482,20167.3,4341.01,10972.9,5.79187
441126,1694.4,88230.8,-3055.29,13138.7,10020.9,10157.6,25117.7,3109.45,9660.96,5.7982
316753,1276.82,90494.2,-3214.81,9196.08,8467.47,11447.3,12964.8,2860.78,10597.1,5.81492
427101,1533.36,164608,36109.1,9278.61,4446.03,7295.46,13152.6,5551.48,3388.01,5.81772
666676,2014.93,210225,-6331.62,16805.9,13599.6,11273.9,24619.1,-1535.19,9757.56,5.82834
509079,1645.55,307130,-1333.33,4850.39,2583.51,3144.42,1088.31,-1476.66,1806.43,5.83746
601802,2106.62,167228,26462,14536.8,22194.3,19524.1,35326.6,3295.74,25445.1,5.85754
392837,1418.06,99722.5,3690.35,6205.88,13778.7,10604,11938.1,22636.3,15798.5,5.86808
460760,1675.54,153902,2585.41,8077.06,20896.6,10755,49219,45173.7,19347.2,5.91916
484290,1577.17,196475,-144.267,12833.6,7859.12,9079.95,10674.7,-359.44,9310.89,5.92146
496408,1567.88,156060,901.443,7401.71,4553.8,8046.63,17345,2146.49,7948.35,5.9226
281494,1135.95,82585.3,-2195.74,4602.24,3015.31,2858.32,6019.1,-982.741,3612.76,5.94314
414348,1526.67,130628,1845.32,5868.16,4968.15,3133.95,4408.83,-624.476,8074.37,5.9753
346309,1358.12,59594,-7349.07,7117.43,6805.17,3152.49,7717.72,-2668.02,6067.46,5.99752
404575,1581.87,98657.1,-17.0219,2310.94,1171.27,11701.5,4756.43,-406.868,1888.9,6.00606
419185,1563.99,201006,-12237.3,14285.6,11739.7,12652.4,12465,-557.836,12488.6,6.14511
276434,1107.19,41248.2,2187.28,4031.5,3007.98,6393.59,7809.36,1924.48,3962.64,6.14575
392739,1568.94,95781.2,-1010.45,2353.06,1750.91,1138.49,1829.81,-112.463,1886.19,6.20467
790673,2166.18,240071,-1539.59,14114.9,8158.15,21579.7,38041.7,24347.1,12672.1,6.23277
407054,1584.88,59845.3,1289.2,1932.74,703.648,8363.02,4667.48,45.5672,1924.47,6.26113
437550,1661.07,591881,1101.24,140488,-300.789,100.863,-791.066,-1749.05,1051.16,6.26379
406029,1404.3,87836.2,3953.68,1827.64,1237.12,5250.79,2778.25,276.052,1313.14,6.31537
284294,1148.01,80863.6,-1250.73,4448.66,4938.91,6809.89,8633.27,-258.073,11836.7,6.37663
634428,2120.95,203492,5915.24,14107.5,14621.5,15568.6,54559.4,36203.9,15349,6.44028
319730,1314.37,78594.2,29478.6,7363.87,7967.02,4522.57,21913.6,1672.8,8931.05,6.53492
634064,2158.52,183899,-14998.8,13474.1,11651.1,6657.75,5653.84,-3439.1,10226.4,6.55926
1.14019e+06,3741.79,540159,33159.2,68123.4,43441.5,53387.6,148133,53703.4,27777.6,6.6092
630319,1928.5,204680,10208.9,12916.1,22788,11040.8,49932.1,1383.06,13941.2,6.60932
521629,2064.26,169526,-4303.54,7315.78,6035.45,16254.5,13053.2,-2584.9,8187.08,6.63218
739623,2788.81,238170,9106.58,26066.1,14265.4,14052.5,42964.7,5335.4,20290,6.63486
1.36957e+06,4017.25,787667,11183.7,33267.2,25636.5,31679.8,66751.3,27151.7,27096.5,6.63508
640016,2506.49,482784,-1.50527e+06,-193161,825853,1.0112e+06,180365,1.50857e+06,412707,6.64384
437713,1652.43,105424,-4740.84,12202,5378.56,7257.01,11445.7,3875.47,2674.78,6.6501
283356,1120.81,94864.2,-292.123,1631.51,947.489,3773.52,535.024,-102.335,595.164,6.67788
365757,1477.85,142742,-1130.5,12354.6,9329.06,18184.2,17928.6,5646.33,6696.1,6.71441
1.02024e+06,3289.03,2.45517e+06,6566.52,13757.2,-1176.02,2342.05,-2715.32,4320.21,13628.8,6.76937
457214,1701.46,159096,3762.97,15181.9,3201.73,10744.2,26579.1,8521.86,18001,6.81251
673342,2235.04,190059,2094.65,13378.9,5809.61,7566.66,33450.1,-204.677,9146.34,6.84197
1.06075e+06,3217.44,353782,-4096.56,28378.4,31123.5,29410.2,73861,44058.4,30455.9,6.85625
322096,1292.1,82110,3887.87,10164.9,10775.9,7702.31,16776.8,3432.02,7761.52,6.92829
1.33992e+06,3978.14,747800,-43762.1,62253.6,63373.5,42153.2,120524,5421.38,44627,7.04844
806393,2085.85,510242,631883,38716.1,2069.99,271141,28812.5,32075.5,40666.7,7.04846
460852,1641.05,181376,15514.3,12659.2,10669,8184.66,23448,4117.83,8371.48,7.04864
365076,1426.43,136146,6797.25,7979.75,24961.1,12638,23562.2,-1735.07,14380.2,7.09344
1.25418e+06,3903.41,806675,41027.6,20765.9,15767.3,24150.7,32885.4,4824.54,19297.5,7.13254
500797,1708.07,189455,2455.96,10111.5,11527.8,15581.2,20138.6,27757.9,8745.25,7.25374
516684,1809.9,219363,4544.85,17658.7,15863.5,19242.2,48210.8,6852.93,18167.4,7.25742
399621,1482.26,162556,1022.48,2068.41,730.411,3226.21,466.266,135.356,1017.88,7.34705
6.79661e+06,11849.8,4.79295e+07,117358,32891.6,-31745.6,100914,-131374,216559,437916,7.39095
770492,2100.73,258318,79531.3,18045.2,14218.4,24442.4,59765.9,-3289.71,12892.7,7.40711
511962,1871.09,121444,2381.25,6195.52,12205.6,8370.45,11752.7,1114.6,11172.3,7.41693
987630,2396.2,1.62792e+06,5867.84,16177,-1063.38,3765.34,-3984.81,6708.37,13390.5,7.44407
329173,1253.77,162494,-933.57,3519.53,1831.4,3488.17,356.304,-186.781,1695.33,7.44767
728406,2497.15,302456,148105,32298.1,28487.9,20148.3,82065,8285.49,21201.8,7.47709
336867,1363.1,140412,4247.98,6288.01,9117.72,11254.4,35659,11054.4,11744.1,7.48725
1.51724e+06,5669.76,777446,54192.1,87783.5,60018.7,60093.1,199920,50905.5,57703.3,7.49647
1.80096e+06,4859.46,945112,51245,77534,104937,104677,224775,74336.3,104566,7.50589
592593,1843.88,187798,721.562,17793.4,4336.49,5607.6,22803.7,-1944.22,9044.87,7.50713
1.03972e+06,3152.74,591253,57654.4,42276.2,28435.7,34436.4,107759,12823.2,36350.7,7.50773
2.28059e+06,5832.25,1.00069e+06,349963,101046,103720,100132,273974,97776.2,65183.9,7.50781
627145,1689.74,244816,35883.3,16356.5,11699.4,13382.7,39345.1,555.319,16420.2,7.50785
1.42336e+06,3418.01,694934,11241.9,31967.5,34417.8,35528.4,97112.5,28875,34766.7,7.50787
538246,1748.17,178210,-4972.06,12931,10375.2,10535.2,19974,585.544,10563.8,7.50851
241464,991.639,95133.5,-1309.66,8874.14,2648.72,5402.84,6973.95,4451.89,4155.46,7.56465
931133,2927.08,362775,-11204.9,24546.9,35257.4,19820.2,68270,5794.45,25847.3,7.59075
7.83923e+06,13450.5,2.68781e+07,7045.32,128291,-9051.19,51689.2,-63461.2,124001,113459,7.59874
3.49802e+06,7299.18,1.73019e+07,-4049.29,-9548.77,-3588.39,40309.7,-45191.8,87673.2,132864,7.59912
351525,1347.44,102226,-4133.32,7954.33,9037.22,6554.65,18594.4,-189.632,5206.49,7.61004
427943,1471.22,764015,2342.31,4062.57,-522.531,819.805,-931.386,2055.56,4624.44,7.63112
2.35493e+06,4330.97,5.71837e+06,12687.7,24317.8,-989.393,12175.7,-7629.27,21270.7,32318.3,7.63458
1.47771e+06,3880.5,1.24357e+06,-38952.4,63817,47254.9,52087.7,107792,-6991.16,47868,7.70588
970663,3328.28,759016,7885.35,46100.2,50910,30511.5,169097,36486.7,63649.3,7.71208
519930,1702.16,246303,4909.92,19779.4,23102.5,17584.4,52867.8,6977.37,16853.9,7.7167
399600,1541.56,225940,31679.7,18875.7,7293.42,11715.7,24542.9,621.28,4573.89,7.7231
628402,2167.84,329794,-5055.44,13743.1,11222.1,11044.3,20882.8,-1362.53,6788.29,7.72552
400752,1589.2,100977,7025.43,16869.4,17204.5,13500.6,26841.8,2243.3,16971.8,7.72566
701446,2213.53,354328,5677.82,14906.9,21832.4,23602.8,48814.8,4332.25,11223,7.73754
489290,1844.2,228813,-2063.88,9453.24,8253.81,8500.86,8061.01,-2239.66,5242.38,7.74422
374988,1416.8,178924,12090.2,9536.9,4829.63,6161.54,9353.82,2126.58,2869.19,7.7488
319211,1270.45,83870.1,4702.5,5347.04,9141.33,3555.38,21458.3,347.544,7205.5,7.75006
1.61303e+06,4246.92,734637,196005,35259.6,15824.2,31805.9,97321.2,12219.5,24161.7,7.76424
436882,1645.84,169440,12909.2,16247.8,9998.13,9380.97,40934.7,8227.67,8706.31,7.7776
476059,1888.24,228618,12754.3,18805,21937.2,21273.3,31725.4,14431.1,16085.8,7.79728
902256,2783.8,546044,-64.0887,12293.2,6625.48,12615.7,20159.6,-1235.29,9830.57,7.7981
1.07228e+06,2593.47,544340,7257.66,23475.9,21447.2,52044.1,70358,4405.04,27276.6,7.82182
1.28642e+06,3007.91,378926,188511,39588,180.094,43134.3,117387,8966.98,25018.9,7.82258
362342,1411.91,96272.9,2799.64,10577.8,8642.28,7891.54,18863.5,3929.47,14471.9,7.82686
289321,1183.39,133328,-5418.24,9193.3,11806.4,7449.1,18158.4,10508.3,4472.53,7.82892
3.78123e+06,6669.67,1.55287e+07,47591.8,185121,-13283.9,35973.2,-43641.2,67135.3,105774,7.83432
376178,1435.06,88713.8,947.242,6809.75,9341.26,4705.02,16832,990.782,4376.52,7.84438
2.76657e+06,5000.65,9.27822e+06,35824.4,94681.5,9277.4,24867.6,3208.38,36040.4,64618.3,7.8584
417695,1652.29,159656,-796.486,10319.2,5675.2,13062,23168.6,10234,10096.3,7.86508
643704,2314.18,143908,43471,16590.6,2653.48,17630.9,60551,3277.73,10648.5,7.88334
434241,1635.56,89060.1,12346.1,11900.4,17485.2,9311.61,28549.1,6615.77,11956.8,7.88636
488536,1643.08,165263,-2640.34,9730.83,3723.27,4800.51,15770.8,1846.45,5611.59,7.93367
897525,2749.26,422940,3877.21,20949.6,20812.8,20145.2,48000.9,2825.31,18781.5,7.94009
836450,3044.49,296775,11131.5,23922.1,15774,21293,38064,6449.9,14173.3,7.96477
548949,1765.33,264333,-13868.1,20147.9,23883.3,25428.9,32474.6,5537.15,13245.9,7.98345
806430,2778.1,273452,40242.9,19022.5,8304.1,13196.8,72064.7,8332.76,17623,7.98483
300066,1185.99,93360.7,656.462,11447.8,8187.08,6683.25,24516.3,11948.3,6746.21,7.98989
354244,1352.52,140360,-5108.63,12655.6,8542.34,7922.88,15008.8,5294.18,5052.91,7.99985
610568,2248.61,219165,8166.73,22659.5,11962.6,33224.3,32591.6,2744.01,27159.3,8.00775
530554,1608.46,120746,7764.06,10803,16148.9,12101.4,42732.5,3540.36,21063.3,8.06207
351244,1370.33,59132.5,5645.6,6548.72,11464.8,7969.76,24332.9,24128.2,11422.7,8.10455
579734,2289.18,89510.7,1184.18,7995.43,2005.41,14203,19320.7,375.356,3023.09,8.11931
512219,1748.23,295085,-6194.03,21464.2,32738.6,9449.69,58670,8344.09,15851.9,8.13091
394518,1604.19,97656.8,1689.94,5903.37,8952.51,7741.25,21338.4,5412.2,10002.2,8.13663
331911,1289.75,77271.3,2596.36,6201.27,7532.26,3483.43,15638.8,2923.24,7212.79,8.256
302421,1227.48,50358.8,-7175.44,5357.27,5988.83,5261.05,7245.31,-2933.48,4454.11,8.47771
298978,1213.16,73476.8,948.15,2965.76,7364.13,6925.32,5039.92,-816.682,5826.01,8.54635
