FSC-A,FSC-Width,SSC-A,HA,pAKT,pERK,GADPH,p38,pS6,pCREB,Time
6.15371905214755,3.60446444461765,5.73614434484889,0.820938522465028,0.761504066644615,0.74426490755079,0.752605466408285,0.778584700121035,0.749002446388088,0.753773671521146,0.790531539812255
5.94549992866395,3.42128257012226,5.64271242000313,0.791625093637915,0.758281793626515,0.747859031773415,0.752605466408285,0.768723462587141,0.749758508337849,0.749819531239324,0.79625815731389
6.16892616192105,3.61278886180148,5.99535595318287,0.775594046896116,0.749410290245789,0.743559337788782,0.752605466408285,0.76019268321678,0.715845226020671,0.743009144036364,0.851833636567746
6.13696321521135,3.50813999227411,6.90772652146474,0.761126130290992,0.769065927830536,0.739738263782879,0.752605466408285,0.744405653727055,0.75558150404255,0.762466906299555,0.875489627838626
5.70373289323806,3.24225741698572,5.2809643686342,0.784999035808798,0.752397947096676,0.751377504242777,0.752605466408285,0.761079917625413,0.737399047729424,0.75056899364762,0.921577822812117
5.91216180249924,3.43231932636432,5.59694071994977,0.786346716397018,0.756622997472307,0.758625766771721,0.752605466408285,0.778934142745177,0.737269643495538,0.762677327779358,0.924397731040015
5.52608930162579,3.11366840741217,5.03190371076664,0.789673973871126,0.754929728769351,0.750892777296358,0.752605466408285,0.752593804976412,0.753597841867833,0.752602664934877,0.930249485172787
5.89770001214562,3.4422660579109,5.51895282562542,0.755277552779469,0.753496625838737,0.740102536559743,0.752605466408285,0.767757658272065,0.736608318422761,0.740381216651774,0.931841713013178
5.59066984022532,3.18571415331725,5.36035226444226,0.789779672761207,0.751474623048996,0.754356685308936,0.752605466408285,0.764196729127869,0.744450653583267,0.757450478963965,0.932710697041205
5.61756084567945,3.19802366887994,5.30045342865167,0.76259910727573,0.750309354208973,0.749539293744603,0.752605466408285,0.768727704731004,0.748582707469706,0.746219994565308,0.932711711193325
5.88621125264364,3.28531359721358,5.68278715621402,0.766244312544008,0.752682292568088,0.746805792658717,0.752605466408285,0.75850347130865,0.731114468764672,0.745208378805958,0.939186727405549
5.75343264383179,3.27654618496353,5.34748742049263,0.769846259895845,0.760581178055551,0.756822273865437,0.752605466408285,0.775679255925226,0.748074046139732,0.753530878875134,0.940172760324945
5.82216916330502,3.32407395445156,5.51910004870391,0.777279574357779,0.753580809912376,0.750017441806833,0.752605466408285,0.756552975523553,0.73414389182264,0.745994456317484,0.944886242309805
5.6680275759019,3.26512626345513,5.09814740275938,0.789824610844571,0.753962653863385,0.749441293543357,0.752605466408285,0.761681653241296,0.74694492505609,0.753695470384754,0.947129768295003
5.75480430216834,3.26634866548195,5.53532407298555,0.809896742423489,0.756023352269822,0.748803769696514,0.752605466408285,0.762778652171236,0.755140520043897,0.748077582872482,0.947357308816095
5.62844273554925,3.17277429522873,5.3668032088628,0.768763857471022,0.753266236850987,0.748508372772665,0.752605466408285,0.755074542315851,0.742545283751544,0.749355708794745,0.949597405506876
5.73677378189655,3.28674543569616,5.24832070340886,0.782432716493179,0.753955743733591,0.749792342863581,0.752605466408285,0.757118297648985,0.746745553438399,0.749893818380495,0.961178544855162
