FSC-A,FSC-Width,SSC-A
5.81563462605455,3.30226754461238,5.35813605635306
5.6900894053127,3.20195595325647,5.22617353905037
5.72501408102763,3.22900242243092,5.28453372782455
6.06545110914035,3.54530553905113,5.54153263871691
5.72521199963807,3.31353552280656,5.14636576932138
5.62719236764966,3.18655157286047,5.11614816227645
5.98098120936992,3.41154348753612,5.43535321022655
5.58608032137878,3.19839787633349,4.86922266548426
5.82042981944599,3.36110375062349,5.39895274344565
5.71560198475986,3.28560844276433,5.17814108215236
5.89415686084216,3.42336504294442,5.4004855898558
5.71723154168638,3.21908059151007,5.20738566664389
5.71202951173751,3.29210032919571,5.10291595495781
5.56243283613064,3.16936792536027,4.93836287677774
5.86787899296237,3.38669283899125,5.46931478376279
5.7946718037484,3.35141308767352,5.14881437496153
5.85111436984546,3.39541503449153,5.50920206148289
5.7907829849889,3.40484350544593,5.27750299339936
5.97685948635975,3.49690298810773,5.60331725158137
5.928685963023,3.42085597608103,5.5938215777351
6.03347830316827,3.59674299969481,5.56174597225666
5.76594085861278,3.32292749618151,5.18470181189636
5.67593101172375,3.25415329908355,5.2519730145331
5.83711326805775,3.4449385926768,5.27280587029652
5.67310172563942,3.21499139075034,5.33863108722308
6.004173283036,3.4727238761911,5.58793384256872
5.75764018037763,3.3593472907661,5.17855872244798
5.55523313120078,3.1544200931285,4.89583651560744
5.85959617179774,3.33859139305367,5.47781218451432
5.79022720068171,3.33543327684652,5.22524376359391
5.77711034442133,3.25521393201676,5.56107472532403
5.91987199817413,3.51160495597953,5.48488134360172
5.75952103382006,3.25031196452209,5.2880426679817
5.44376297118459,3.0573150472685,5.12334409263442
5.67249007715717,3.24984314254137,5.19735405728436
5.80949888036349,3.30552059333944,5.48089569993131
5.82452261030288,3.36430840767821,5.54677166536358
6.11735604351883,3.63267258927078,5.62128292771756
5.61827999748831,3.2112159503607,4.99706363373143
5.99461215148738,3.49366535464312,5.62608634607682
5.95322103423232,3.44225507741931,5.47100500739783
5.81987719922974,3.41173874209469,5.38321493784665
5.64092808059034,3.15454789864631,5.09698872522818
5.87543786919288,3.45013932747625,5.29497442196531
6.03043198522607,3.54867646760974,5.58333783621233
5.79282132845664,3.29790647323425,5.54033655517407
5.81029077223968,3.30605539855628,5.36486728150865
5.66541554982829,3.26891648928588,4.96843137769804
5.94077870430774,3.39996210301031,5.77365749539713
6.22527713686386,3.6247076455762,5.84719783038423
5.99238765779778,3.4664119281813,5.68697361652092
5.89320211977458,3.44283979435707,5.08468942014601
5.73634522640438,3.30594161967206,5.15635424218464
5.63390420518604,3.20779514538586,5.00355813938604
6.12725245194096,3.50353019861308,5.69502933453743
6.17535687110321,3.62045434294983,5.60817252512813
6.09523062178819,3.50252642976145,5.65453717165598
6.13844659391035,3.56626860321939,5.90490082848085
6.22624037639463,3.68267991790445,5.66785032071156
5.76947234142016,3.32248749240716,5.35404436109389
5.74385663627934,3.34046141711312,5.01498506619036
5.70026284654482,3.24438036204047,5.62896657354434
5.99901723450468,3.40274739144734,5.76030006242059
5.95618748196609,3.45429093401172,5.67592276844605
5.73926898963831,3.29533334292696,5.46948719643384
5.82598058120646,3.30298798944044,5.01779543022121
6.00876008924825,3.53272982999304,5.55449601326354
5.84255660769967,3.36197838020833,5.40088780046477
5.65183957476667,3.23614088802429,4.89772469900738
5.69459086018049,3.22927403629882,5.14274181898405
6.11681543093514,3.67158631375356,5.6284601048291
5.8838394635136,3.40666231943637,5.3971047651877
5.8241698844124,3.33316045501022,5.47799714953724
5.96428115918795,3.4633908351367,5.47917589412778
5.93572972543707,3.46623977444753,5.38556276556942
5.70351462312914,3.2367053168647,5.1833343629503
6.03460265373441,3.55372253261036,5.45513377124938
5.80787830785103,3.32367633606393,5.34116071850101
6.04744063000177,3.55757784435213,5.65745041974921
5.93223202331209,3.44342059621006,5.57730638919205
5.59556968991662,3.19560834264374,5.30163900793218
5.84300195950837,3.31347433323944,5.44179510964084
5.85537476494425,3.41992061565737,5.51834368577684
6.20489983335591,3.67660923412508,5.84452480091855
5.75213119206065,3.33113103525417,5.19021023914498
6.23695162283971,3.67092712841069,5.69306591166539
6.12624691918513,3.65027422120762,5.66183506886822
5.69407289040103,3.24554159955905,5.32958631872131
6.15038664330723,3.49816400655235,5.76471896552066
5.76746136625199,3.36197271872782,5.22701636334276
5.90128590836878,3.42716745299923,5.43172818897199
5.93072885335951,3.5210592300218,5.54794772097115
6.03316457214436,3.54976778751368,5.62714215500109
6.04507863203367,3.50536805491613,5.4877994387584
6.10417481823148,3.47696448249009,5.68924993428852
5.85669546065346,3.42474728681273,5.55346388464494
5.57776706132146,3.17966013620265,5.01461149272151
6.03933703289834,3.46591011742679,5.65327394497028
5.79041582495913,3.35616497200286,5.1497567420149
6.0949654667689,3.65020036948876,5.73642889963679
5.6013032879473,3.19618924719453,5.14069547592209
6.02565220286459,3.44138674010997,5.6199982016214
5.50728181541963,3.12062237577775,5.04887532706636
6.08946553035786,3.66631269525891,5.61715416033892
5.92506839386409,3.50656012765357,5.50317305206456
6.16978774053265,3.57061616267464,5.69927881448179
5.98664799073065,3.55670611669683,5.63629493572269
6.15931618549461,3.60112713004907,5.71335078804146
5.74133887830775,3.29411936885028,5.09692619365475
5.95178744463854,3.46335347984239,5.78009517979573
6.11367790298981,3.61681013841791,5.76403906300981
5.92592166530497,3.4291265828684,5.3586821373736
5.6530953902363,3.22106124678666,5.18943039335378
5.91857268632634,3.4618446315723,5.15946990894972
5.755546845026,3.26529840862142,5.13880983873149
5.91381473010852,3.5052418831189,5.41235411502279
6.03015251139636,3.59942859847819,5.5581463319696
5.9167147928783,3.50992224286452,5.32398937694954
5.90550750874004,3.38097551545036,5.53469310834025
5.93944569450136,3.42895516768074,5.47473282147534
5.74546334037783,3.29595993153741,5.11754854975242
6.0916197126661,3.53607934996598,5.57633173946351
5.98988996615225,3.49976366166996,5.56531365890143
5.66474222514423,3.2700093558202,5.32014141793612
5.90654548744503,3.43619720647715,5.45526471462062
6.19845244131033,3.65621776046215,5.68310078764089
5.88429660569723,3.33935945480006,5.2988392338736
5.73156915078934,3.27428194070889,5.3422403518895
6.04413414743912,3.53600351069829,5.49253642141162
6.06643612795632,3.61441703959476,5.40406645350632
5.93798185638062,3.35374071881153,5.56353644521767
6.17733897576258,3.58341385536028,5.69686610785205
5.58409552993794,3.14194093856209,5.1332183614118
6.02713981418335,3.49552730554841,5.59593102304904
5.97337295624796,3.53187053168601,5.46475722111468
6.11547592850583,3.57108631446869,5.58884141568312
5.90819520877837,3.34966545044825,5.46437873492613
5.73596411010247,3.2469998599652,4.9975788349204
6.04727317587253,3.55922141308827,5.53299840334529
5.44014155544951,3.05554928253664,4.70557514616903
5.99564425645273,3.50345663134046,5.50523229273584
6.01060337210568,3.49268459051839,5.4964918927797
6.12401672549227,3.62116248919876,5.6390067645508
5.72534934465875,3.27388685073302,5.3003359974901
6.05530785115053,3.550371126985,5.80357022046318
5.92403707725823,3.44093697219721,5.53182577627179
5.99592842301258,3.585260710727,5.50604567839794
5.78724834620503,3.32978160805294,5.39116041791538
6.04906896322238,3.5401413546605,5.59688029218995
5.95742944237476,3.48784049484936,5.42400180132429
6.27817163540487,3.6475020180977,5.96921020621938
6.04474183169479,3.60472350533967,5.41379189334291
6.14222850241898,3.66638198496042,5.58610735484379
6.13736539821201,3.65213482726139,5.62608223685097
6.09908148755297,3.54950808136535,5.50424061486236
5.85467133767264,3.38515695774377,5.56677991033271
5.9522506447099,3.41277078515199,5.48221543939892
5.85561221751823,3.34792049843679,5.31112560187034
5.76149983794719,3.3168940218719,5.25962172551732
5.85078933721039,3.43048096844604,5.12520354482531
5.67723331452511,3.20652830970268,4.99138495077527
5.80682934023717,3.31569063925369,5.38817699613795
6.04175799314464,3.4527961466703,5.67013601952277
5.77145493635847,3.38273497216973,5.199548556519
6.2231338322663,3.6723756483552,5.73300187474022
5.64006747461992,3.22182805531474,5.34650486732562
5.59912037661733,3.21099158292424,5.01233795139345
6.01356423083642,3.57201229542001,5.42059212162714
5.54787023628441,3.15093050679844,5.13761567681569
5.5931693427276,3.16032061507784,5.26439667718402
5.61807913170092,3.19464676104134,4.94434425451435
6.14363476041195,3.63394160410698,5.57941732882216
6.00787389162593,3.52125282317631,5.41520155527236
5.82433782287029,3.35244248641183,5.23714559631251
5.96317024524429,3.56561140033133,5.5119924650996
6.17531916691068,3.60657882221472,5.77718071814215
