FSC-A,FSC-Width,SSC-A,HA,pAKT,pERK,GADPH,p38,pS6,pCREB,Time
5.86503622252869,3.42024087756397,5.39328673112533,0.775235887522326,0.75448313811199,0.747722803781704,0.752605466408285,0.76603218592239,0.742771837458338,0.751267174342498,1.14907374571851
5.48007690942595,3.09222827679652,5.01348884038339,0.774262068850687,0.751422100958774,0.751912449225373,0.752605466408285,0.755769902405588,0.74799615366129,0.75272870681982,1.17320933033554
5.75182598384407,3.31087532773345,5.40418291129525,0.770230657154823,0.759337183639647,0.755675296657989,0.752605466408285,0.776146815488469,0.744458047464452,0.756273891515945,1.21582126686479
6.00657541816321,3.52615404894277,5.52915775321591,0.760425217099963,0.763793012996232,0.754945507569895,0.752605466408285,0.7727678574452,0.745319764838337,0.753644943612625,1.21975871307816
5.70070947648428,3.23099457634405,5.29872791445945,0.764555835214788,0.757007476746865,0.74912224727225,0.752605466408285,0.76634841922857,0.74880822667861,0.746225233742513,1.22004401811301
6.0327056341226,3.51574105260374,5.71167874088052,0.763605384523414,0.757963927877721,0.753245127943131,0.752605466408285,0.773771209833019,0.746890395232615,0.750898966299564,1.2267970647163
5.99167151187119,3.54693326042993,5.66451943199931,0.760499677256353,0.760307197778327,0.749386907229185,0.752605466408285,0.782246279770736,0.746193757120615,0.749432449453382,1.25430757140879
5.68447879996168,3.2503022025577,5.1957548373954,0.780012151457794,0.755452467688235,0.748992507393468,0.752605466408285,0.771867124355059,0.745948607335949,0.752116673516646,1.25448405785325
6.08441742122699,3.52065607009085,5.78245661177127,0.759453527326041,0.76207903172108,0.751108680672256,0.752605466408285,0.776245213301796,0.74384015159546,0.751706932897978,1.28335440936256
5.85413815742456,3.41193390890816,5.27010247750795,0.770391988870713,0.765165098522412,0.751885922628519,0.752605466408285,0.776531573604855,0.751564946113057,0.757913764048101,1.28404818866855
5.93132698148727,3.3844389474313,5.61888203803604,0.771567829958708,0.755889490170765,0.756862661367625,0.752605466408285,0.768665406755137,0.743162426693234,0.75255634122117,1.28409334758768
5.90567806929566,3.43165275550362,5.3064393048838,0.775368073154496,0.754083385572125,0.747331460472229,0.752605466408285,0.767087103077784,0.743887586504197,0.751312470636022,1.28453791219901
5.66434167956517,3.2224374061382,5.08837234178721,0.771683420368743,0.754797525650347,0.751709997625369,0.752605466408285,0.757570709171345,0.749515052905628,0.752455442894472,1.28500004752969
6.10148781390804,3.63066654438778,5.6932234885971,0.758010878837898,0.756498064078899,0.753630065436864,0.752605466408285,0.776403285541709,0.744348559171244,0.752455846897524,1.29262265704616
5.99838780136841,3.58418273035316,5.62788655148952,0.772816438307614,0.760630869776667,0.755778267803867,0.752605466408285,0.777857528358951,0.738335097558621,0.754499863045945,1.29281743819911
5.96151917053654,3.55113969001802,5.63475494569565,0.766072217781882,0.76168141114799,0.752566145759113,0.752605466408285,0.785998514891457,0.749214596230961,0.750605153845895,1.29884764750739
5.96598942466608,3.41691950619207,5.68035152240296,0.764660390295247,0.763571634789982,0.751304335130777,0.752605466408285,0.768921447325239,0.743403116857562,0.75064266175146,1.30054660108673
5.71505074144756,3.26419124397369,5.39082326584902,0.768622738642393,0.759048157300391,0.755601107359263,0.752605466408285,0.772821906280949,0.752056973786073,0.7519674356859,1.3026609891725
5.85807839402023,3.358969301839,5.27151554790438,0.774186400232804,0.755109462851279,0.752196429440545,0.752605466408285,0.76596106105438,0.74799676789314,0.75278258095134,1.30283834623739
5.91935619104087,3.39689771184082,5.43411146808218,0.761814418149,0.755165743331187,0.746944604392394,0.752605466408285,0.768513444684187,0.74469136393904,0.743805133451039,1.30332462502036
5.73916369176243,3.23656175945058,5.30347611351528,0.7785608592245,0.75423030740898,0.754573044116392,0.752605466408285,0.758859777888565,0.747896320410084,0.751913831897064,1.30338510163594
