FSC-A,FSC-Width,SSC-A,HA,pAKT,GADPH,p38,pS6,pCREB,Time
6.70127095731822,6.37213309150853,6.81419237287673,6.37208136254283,6.3838257566208,6.37392416411132,6.36789050102288,6.37536579614518,6.37534978455101,6.37124357738041
6.46865802047439,6.37166310291161,6.39859252341728,6.37198032967257,6.37468143751652,6.37466382444624,6.38845007850308,6.37156509603403,6.37486384931659,6.37124357828164
6.59783893992557,6.37184855757171,6.78722526836095,6.37181295811664,6.3774319851646,6.37318149475727,6.37140320142014,6.37318471315161,6.37545237661939,6.37124357829286
6.88530755194175,6.37296665622772,7.58740618986275,6.37123854608061,6.38450842762801,6.38381511473562,6.35399819891154,6.39199835561543,6.4394847492396,6.37124357866307
6.75344141136957,6.37231228846786,7.06048256576857,6.37340587923916,6.392686403468,6.37605583785791,6.36557204643246,6.37794670907612,6.38135255047778,6.37124357987468
6.43580774870369,6.37150895346676,6.38546860008768,6.37168055758757,6.37244455184093,6.37278467897751,6.37983930832153,6.37111963374109,6.37286701803735,6.37124358028977
6.56545004468925,6.37175898239677,6.71848516377241,6.37186806159621,6.37677995140227,6.37247698094159,6.36972580195623,6.37288026334875,6.37418201974565,6.37124358039447
6.43463116973509,6.37150675280796,6.38947086984372,6.37170297007539,6.37293995149702,6.37286663338909,6.37608020878876,6.371649713382,6.37246854783994,6.37124358499783
6.54424185144325,6.37170701693324,6.71455866817826,6.37183529367058,6.37599311387346,6.37222232783496,6.37002752053608,6.37269763678819,6.37366791884119,6.37124358668062
6.53458968811194,6.37187402533993,6.44564124903643,6.373441629578,6.37759815404874,6.38075035499117,6.39009925738058,6.37234690727894,6.37578057428594,6.37124359107457
6.71869271981142,6.37223440033588,6.63875683967836,6.37117088928063,6.38186899681002,6.37280159716912,6.36939344939374,6.37378806239343,6.37185400137271,6.37124359286582
6.86589251302079,6.3728212314587,6.74795228072417,6.37096343793284,6.39478637885814,6.37500364344308,6.36794362874736,6.377177109416,6.3737490712709,6.37124359298922
6.84552970026339,6.37271809136535,6.87086435273136,6.3719208507025,6.39479337815517,6.37656049734869,6.36593356326458,6.37976732881665,6.37662666085792,6.37124360123866
6.51172698681635,6.37177727825132,6.43961497244986,6.37264373961109,6.37617983403838,6.37885501418172,6.38502355291433,6.3716373939119,6.37843527773926,6.37124360375913
6.50125937517257,6.37162051520909,6.6775732844693,6.37177116372816,6.37510214270168,6.37204178456231,6.37021569870128,6.37258373817563,6.3733305273707,6.37124361414381
6.68005172396345,6.37207368508379,6.73630891736561,6.37179718767876,6.38110520288103,6.37350286702201,6.36844801824768,6.37485452444399,6.37429796724718,6.37124361992886
6.76468495291809,6.37235758701306,7.14061333568638,6.37274168749676,6.39297344224125,6.37597738121136,6.36497199122316,6.37831592239934,6.38322856450059,6.3712436204038
6.44010347436463,6.37151830798842,6.42009592206947,6.37171083493281,6.37209557212157,6.37243350395117,6.37149700478923,6.37153232739356,6.37162044507205,6.37124362099457
6.66327688093904,6.37203958107003,7.21098566466809,6.37275271282237,6.38608825164774,6.3758671452282,6.37388643376092,6.37618516719898,6.38186241702857,6.37124362516045
7.037410600081,6.37393189337953,7.469372045253,6.3703195624654,6.40115764710712,6.38234651284248,6.35691188922354,6.39512484065825,6.37712052496608,6.37124362871302
6.71659349945368,6.37242723838137,7.5662329779708,6.37860892769114,6.36729362419087,6.37995971238181,6.36007236424339,6.38642337211322,6.40017399655163,6.37124362881388
6.43337983357903,6.3715085380748,6.3878966760618,6.37145518736806,6.37184589375537,6.37248920477987,6.37186989518404,6.37132041644558,6.37161962188385,6.37124362914677
6.68932937439066,6.37216388481358,7.43165562455375,6.37318853841215,6.3875480124303,6.37603950454964,6.36497482123239,6.37814337342184,6.38538200894413,6.37124362965533
6.53798409562828,6.3717580137061,6.58290169660171,6.37175851558039,6.37646101415094,6.37390600621559,6.37761801504261,6.37293019695147,6.37508489458444,6.3712436302836
6.6316802327664,6.3719522178834,7.18586643728518,6.37276055316998,6.38360954777471,6.37382466274418,6.36776182458205,6.37502376994491,6.37941029792013,6.37124363318924
6.41977836159363,6.37145448019086,6.38175534186265,6.37158474754062,6.37225394048802,6.37313906489462,6.37400113854844,6.37161055932765,6.37156614268469,6.37124363383617
6.55092523387588,6.37173445817419,6.745993258599,6.37224996138665,6.37707982698568,6.37260922916386,6.37185234481155,6.37298804201289,6.37470471279881,6.37124363636404
6.4555817731548,6.37154768286739,6.40389298097136,6.3720096917595,6.37593257380566,6.37495672071496,6.38103935698752,6.37114937502246,6.37427028575964,6.3712436535435
7.02842731796613,6.37386359199489,7.46637302870528,6.3692420442067,6.40162038979229,6.39008156876278,6.38454042699141,6.39289717487806,6.38506498063503,6.37124365434376
6.51215868320584,6.37174038315839,6.48205250565722,6.37300556494969,6.37916340132458,6.37913305318835,6.3959022159557,6.37181953326809,6.37863973018149,6.37124365451574
6.44241281670399,6.37151505137497,6.40299914208166,6.37157167863096,6.37330296800635,6.3731431848376,6.37608145104846,6.37127371138436,6.37219432939998,6.37124365485232
7.09675541140152,6.37442195278943,6.9864152426545,6.37111080392629,6.39284374459993,6.37345480775233,6.36813092007215,6.37634927598348,6.37197914386137,6.37124365552161
6.47470639040148,6.37160096314805,6.66242452441581,6.37146097953068,6.37346100153992,6.37198660169319,6.3712232291089,6.37186663013796,6.37345982527845,6.37124365558146
6.45038846060751,6.37158178307385,6.38656356093604,6.37159147566068,6.37362259693133,6.37470806653588,6.3779462907012,6.37157036433467,6.37207891034324,6.37124365594039
6.52951774348849,6.37170425444475,6.56818423455868,6.37153750748064,6.37548305621688,6.37213073730886,6.37020396622601,6.37235781549312,6.37276252289931,6.37124365629951
6.55208889223348,6.37173970043309,6.65682439066986,6.37157427583119,6.37559119503281,6.37219839564418,6.37006101974408,6.37296071482937,6.37308835328821,6.37124365703234
6.60457928681951,6.37186025492638,6.71268008434503,6.37167190969348,6.37798068705054,6.37278943550229,6.36940374563468,6.37327772363834,6.37385734885943,6.37124365753351
6.68706329421746,6.37208138466788,6.88206615245268,6.37236901086858,6.38367006837895,6.37402780931214,6.36766816527266,6.37549512988277,6.37652281285263,6.37124365779528
6.4541448534757,6.37157732710628,6.40341961787507,6.37171961491276,6.37322599843791,6.37378435260218,6.37497162957854,6.37171998212537,6.37346822445067,6.37124365865908
6.47496019383532,6.37162002240387,6.44433651881502,6.37169151392311,6.37619513930301,6.3744870310323,6.38219483264919,6.37154195462657,6.37271529847943,6.3712436648668
6.48372704741823,6.37167502856545,6.42436131456219,6.37240777787741,6.37859546907765,6.377406269374,6.39094287490269,6.37279897048408,6.37475408159134,6.37124366487049
6.50978580611187,6.37180916499858,6.44639035818362,6.37315401789401,6.37976982855653,6.37784059264493,6.39549745567222,6.37262470129092,6.37678053505436,6.37124366487049
6.46963162076983,6.37163838686491,6.42976810159496,6.3726340428594,6.37359933707382,6.37577858163498,6.38908515624069,6.37098015365125,6.37556820498423,6.37124366487419
6.75304893900461,6.37255694358574,6.56853389097401,6.37544282653493,6.40912851118681,6.3842316763246,6.42756919486016,6.37462188743507,6.38103236727339,6.37124366488176
6.50825289428047,6.37171587080262,6.47181108654011,6.37296261005043,6.37520763060917,6.37469569606581,6.38256873256292,6.37288143197918,6.37762731717562,6.37124366496396
6.50363354622159,6.37176386825506,6.4225314047656,6.37242415438351,6.37652983902362,6.37585257780386,6.38815349501209,6.37117638574029,6.37562956393873,6.37124366497893
6.64800178992453,6.37195498248366,6.90578028864634,6.38059229457064,6.38132520672836,6.37427773370248,6.37133094580749,6.37430781768887,6.37783573464606,6.37124367372947
6.49440521539635,6.37170426736224,6.39687868693601,6.37192459673474,6.37447665290722,6.37373737141475,6.37866226764797,6.37090095023652,6.37289295248247,6.37124367374813
6.48061697129942,6.37169852088719,6.39326872013559,6.37193920060312,6.37368571930299,6.37239357298287,6.37705585841032,6.37123118082101,6.37240351461544,6.37124367374813
6.50072279344115,6.37179180958497,6.41490702948087,6.3721163611126,6.37773372231416,6.37797332053125,6.38498174538526,6.37096426791126,6.37980889870779,6.37124367599926
6.5337721854457,6.37182636290755,6.44813487004893,6.37250721570969,6.37687917922702,6.38157403455764,6.3907871393075,6.37143025821491,6.37398953726462,6.37124367781295
6.45646700245053,6.37152707893868,6.40526728166515,6.37179514161251,6.37227979177936,6.37352738163359,6.37634330582619,6.37145474607485,6.37234872779049,6.37124367887867
6.43222634873981,6.37148937607347,6.39378536848595,6.37170786394522,6.37299115696712,6.37317617975668,6.37306865013072,6.37137422120704,6.3721638442587,6.37124368043448
6.43327271022646,6.3715144882959,6.39273405132521,6.37140639608728,6.3738161419144,6.37399825661288,6.37363119504671,6.37604723280226,6.37241912487765,6.37124368559495
6.597400182254,6.37184034101088,6.99745938692119,6.37296909237994,6.38069922302776,6.37388323892379,6.36780347963043,6.37539231004699,6.38033883316248,6.37124368730759
6.45267406670214,6.37154585714882,6.42705127241192,6.37330618550063,6.37452421422174,6.37305519164843,6.37643715742657,6.37200232837276,6.37213487604605,6.37124369004494
6.4518818777456,6.37153562079892,6.39663900025809,6.37161716707569,6.37295740829283,6.37467384987143,6.37623031379773,6.37139472325051,6.37382139399735,6.37124369445023
6.46017471931705,6.37158911667737,6.38803399089829,6.37168245102155,6.37363891115916,6.37462075097369,6.37450850159566,6.37151135903993,6.37187070498546,6.3712437024079
6.45879341188,6.37162904969477,6.3948596908972,6.37161493005046,6.37344142739927,6.37503274324382,6.37995629031792,6.37099191877997,6.37382853746277,6.37124370613615
6.43275481503938,6.37150976394148,6.38491913394754,6.37151538922206,6.37277700841934,6.37265853843289,6.37830705303193,6.37163269857919,6.37593659423476,6.37124371151738
6.4407033728879,6.37154938858741,6.38987615115511,6.37184376305948,6.37251927292643,6.3741148404247,6.37244807966382,6.3716653821357,6.37184055131545,6.37124371351802
6.43753653288147,6.37150823529997,6.41573903532171,6.37207577593262,6.37471906221348,6.37395553931271,6.37847446812908,6.37165373120701,6.37384095102035,6.37124371438182
6.51987719353582,6.37172492931628,6.48662512384857,6.37317194977893,6.3786034607473,6.3753807275685,6.39507098428365,6.37333716415445,6.3775715195946,6.37124372957191
6.44241203265736,6.37154409972592,6.39352887605402,6.37201576420064,6.37387130397949,6.37523880340407,6.37748221034151,6.37140749242515,6.37302687706902,6.37124372958687
6.43201536022369,6.37149367231976,6.38499878387099,6.3715727437249,6.37287205340133,6.37228708227672,6.37369325075447,6.37177416564874,6.37179749947701,6.37124373131079
6.48703636795386,6.3717568605001,6.40339302840473,6.37198404199681,6.37510963132062,6.37908782635822,6.37743755793264,6.37136251924927,6.3729858175576,6.37124373223056
6.60075852553646,6.37191286053463,6.44413492610311,6.37330456756363,6.37375507719708,6.37277954135682,6.37467476626072,6.37232733814051,6.38287573576874,6.37124373553263
6.44145098253055,6.37153452976885,6.41275479354285,6.37226983441347,6.37340477635415,6.37292229157895,6.3797572391406,6.37181892261709,6.37413135638089,6.37124373630666
6.42498954377043,6.37146559363364,6.44645172878275,6.37139534391628,6.37179767843804,6.37135993186329,6.37114385383078,6.3713363842802,6.37173990156039,6.37124374831807
6.47198251122954,6.37157542767621,6.6482673841458,6.37147051602796,6.37355123335325,6.3716723673755,6.37066114822874,6.37202892301649,6.37231694881773,6.3712437486323
6.53283218842311,6.3718634038056,6.4733006579185,6.37330706800918,6.37617817197837,6.3810937717676,6.40084956806936,6.37258133116857,6.37652899953904,6.37124376549421
6.43573609726722,6.37151522306778,6.38919414419946,6.37153183264217,6.37491761456846,6.37324324698533,6.37989454368604,6.37177244420573,6.37225893689021,6.37124376550529
6.48381729090176,6.37158845771025,6.70318997356926,6.3714078386657,6.37379867736365,6.37179745888791,6.37056371979554,6.37200157413952,6.37272207538512,6.37124377413225
6.60674788824439,6.3718503709498,6.94759647829047,6.371920223594,6.37913593753159,6.37295355339513,6.36927370380965,6.37361036085827,6.37554548808453,6.37124378429986
6.73709805802129,6.37225731320403,7.23894015521648,6.37288882648431,6.39295692463986,6.3757253068244,6.36523562767511,6.37766834612453,6.38496776688467,6.37124378506649
6.51804122294732,6.37167990429556,6.79463866425828,6.37147605503964,6.37570007488071,6.37223574211373,6.36997519554586,6.37284250477186,6.37288960126215,6.37124380095893
7.07393309892752,6.37424390507259,7.20863618088195,6.37189576934503,6.40065954029904,6.37659775889905,6.3659075315365,6.38213136771209,6.37907028223249,6.3712438078845
6.7441858439361,6.37233323292953,7.43094295418952,6.37449071649054,6.39637320449988,6.3796630877229,6.36525806619893,6.38078209029059,6.39125276735056,6.37124381362965
6.77208476086719,6.37240332484957,7.38943102952383,6.37498474309444,6.40128178291965,6.37813930064145,6.36199816626874,6.38114738523925,6.39109343683659,6.37124382210327
6.43852858404342,6.37150147635074,6.39984619384226,6.37201139013377,6.37339279148979,6.37231546171271,6.3745095833466,6.37164073819812,6.37290874206879,6.37124382240254
6.53977104124932,6.37177787051045,6.4761593861812,6.3760065620155,6.3822872662579,6.3802074235225,6.40268291645569,6.37355647026577,6.38157212242904,6.37124382368827
6.45396898829342,6.37154072885075,6.39727572521106,6.37244139980366,6.3754332213531,6.37452619430231,6.38154374617265,6.3717306237751,6.37421157829066,6.37124382369196
6.51893329214103,6.3718149118547,6.42737378822651,6.37328853495301,6.38078680701356,6.37833089813317,6.39506836123771,6.37154188632288,6.3743347264159,6.3712438237363
6.55492638402018,6.37193500466949,6.4791173105728,6.37415557864722,6.38101197544903,6.38503921180464,6.4086615013265,6.37190248527042,6.37932617118076,6.3712438272739
6.46958979037675,6.37167051818953,6.39611806188746,6.37186989518404,6.37537571388802,6.37761300891987,6.3785885670628,6.3712202407434,6.37228535733693,6.37124383073761
6.48002664394871,6.37175082872157,6.39041010567675,6.37183132364532,6.37277145836296,6.37322827866898,6.37354518785641,6.37144345509397,6.37223862655346,6.37124383206398
6.56544768222393,6.3719244805363,6.48549783501021,6.38082164773293,6.38267571535922,6.38219405808338,6.42599630909633,6.37328816722564,6.38136300020851,6.3712438345597
6.50858021539387,6.37172110405947,6.4371172041802,6.37358103697383,6.37743883273881,6.37795940565387,6.39162448764893,6.37168684132064,6.37665517776167,6.37124383460035
6.51668368294057,6.37184571850372,6.44495164890008,6.37300543248159,6.37790681612359,6.37650972744679,6.38863473251674,6.37242502947474,6.37497728895171,6.37124383633497
6.56895943476293,6.371959135806,6.52498490916002,6.37486694534985,6.3861871425588,6.38758117633243,6.40387001908255,6.37589085051912,6.38149056050236,6.37124383882515
6.42427123637574,6.37146620847439,6.39295833041763,6.37179896252735,6.37299438781158,6.37231388799255,6.37503426319241,6.37173072341824,6.3724261366929,6.37124383939043
6.55998211153826,6.37201756212851,6.48317205847608,6.37397833952904,6.38809130366614,6.38543792058366,6.40914645656819,6.37220439724783,6.38449885961131,6.3712438401977
6.50942028724932,6.37176914337041,6.42130771600335,6.37241297332591,6.37617324055408,6.37638792483284,6.38761568972156,6.3727167253021,6.37418561605104,6.3712438410918
