FSC-A,FSC-Width,SSC-A,HA,pAKT,GADPH,p38,pS6,pCREB,Time
7.04292229767328,6.37396405740799,6.48457271836143,6.37145008384932,6.37336336099478,6.37203558709652,6.37005474393344,6.37408202686155,6.37215024709978,6.37124375595505
7.12033865754579,6.37462069598354,6.4491956686367,6.37115629299632,6.3741280532399,6.37150040738956,6.37084770233801,6.37232876808105,6.37215636734872,6.37124376499359
6.9454420441025,6.37349244697416,6.36865546028188,6.37143381275167,6.37112554549963,6.37112501517606,6.37135585443673,6.37107668039306,6.36996725102217,6.37124383432694
7.11875897154019,6.37461677333544,6.44213548953937,6.37117589760413,6.37531450206343,6.37133008790187,6.37103036533073,6.37124366086127,6.37202758428746,6.37124383442855
6.62276209038786,6.37195633803506,7.2127161893337,6.37476729329696,6.38829461856058,6.37600963164173,6.36882372037777,6.37762720795408,6.38748383024029,6.37124387513039
6.75362909013655,6.37228115368894,6.37135292460537,6.37130693045887,6.37143496681579,6.37131415548311,6.37124204711263,6.3713434217246,6.37097697802849,6.37124387733423
7.17782932632272,6.37519221727909,6.4070858563452,6.37130210779866,6.37131772075934,6.37135603985908,6.37125062275738,6.37183142142054,6.37011898520111,6.37124388545502
7.03946690555301,6.3739342617026,6.44817479544052,6.37123097456246,6.37356723789452,6.37194032012669,6.37031481583799,6.37346261889424,6.371350616038,6.37124388692548
6.74466146843076,6.37245576892888,6.76168364819633,6.37022949358321,6.37084971774193,6.37364436747022,6.36823711022833,6.37814293705433,6.37558729943003,6.37124388841996
6.84451948477804,6.37277809633252,7.10662432921745,6.36885238275356,6.37732632579378,6.37605417532329,6.36497049187304,6.38346326529676,6.38404013595694,6.37124389582399
6.42583375428874,6.37147767795668,6.43151413269504,6.37195963560366,6.37556963160978,6.37345684785236,6.37927891526548,6.3718940612958,6.3731271094817,6.37124389755307
6.61477819038675,6.37232558756256,7.21209037017237,6.37459090863314,6.39104101967113,6.38410642518976,6.41016507940133,6.37506361730079,6.38024068226046,6.37124389758078
7.12272529361648,6.37464047365559,6.43571348480446,6.37117553177879,6.37450795155178,6.37157403401718,6.37077750312667,6.37137586925113,6.3723003139588,6.37124389765283
6.76834509410507,6.37244001997418,7.04647764392539,6.36930708678788,6.38175831703018,6.3753354376612,6.36577250431428,6.38130340268983,6.38341496653494,6.37124389807956
6.72186426004114,6.37223666550515,7.06978020736122,6.36994830067132,6.38222626444495,6.37536435055121,6.3657504852287,6.37930798388344,6.38396870587545,6.37124389977539
7.08629685340891,6.37431546676043,6.47352448564815,6.37137920594878,6.37381445241967,6.37213647069373,6.37030335262994,6.37363494288988,6.37219640307868,6.37124390523974
6.89886010996061,6.37305258305345,7.3880114724638,6.36669928606051,6.37670040322735,6.38039067683302,6.35901263506832,6.38995896684131,6.40659195206273,6.37124390538752
6.83368890852996,6.37270513752538,7.30571780665404,6.36747478588279,6.38774759810161,6.3782989468533,6.36140085915578,6.38561347603555,6.40146654163382,6.37124390676377
6.5129086882028,6.37184030411533,6.43660975603553,6.37259908966808,6.3770701485795,6.38014643652093,6.38200759972082,6.37158078814554,6.37303213134657,6.37124390906922
6.42383578583606,6.37146823024189,6.40497355744449,6.37193955287526,6.37678923502537,6.37538929094729,6.38156429343734,6.37158579229806,6.37307399220106,6.37124390984324
6.45806011761718,6.37158386337114,6.40555722273491,6.37161879500265,6.37435890066027,6.37456810388998,6.3769914739085,6.37135645041047,6.37254637925979,6.37124391948806
6.51182803501942,6.37176655287056,6.42898084363796,6.37289855619508,6.37724283288558,6.37416523047693,6.38509173207399,6.37180089972386,6.37309939005053,6.37124392007551
6.87163895029435,6.37287038967641,7.34954464814002,6.36897380999524,6.39176318405445,6.37882223006894,6.36080225633857,6.38650595701129,6.40198007494116,6.37124392040248
6.45472476479046,6.37157160664012,6.40637307264636,6.37233169244222,6.3740403456572,6.37552748931065,6.37661321365799,6.3714616036099,6.37308201254141,6.37124392439637
6.48420100830872,6.37169391663989,6.39944024707917,6.3722842995179,6.37579117722899,6.37547363486565,6.37987853520829,6.37106706316915,6.37419829462485,6.37124392587053
6.45415156913688,6.37157160848604,6.4138763723736,6.37297465463097,6.38085925016561,6.37621922847781,6.38242912042316,6.3722817268323,6.37416910215822,6.37124392601462
6.46255686071748,6.37165724331299,6.41590124509184,6.37229097258052,6.37497477978889,6.3761553591053,6.38028209831401,6.37160612949614,6.37365112805685,6.37124392768459
