FSC-A,FSC-Width,SSC-A,HA,pAKT,GADPH,p38,pS6,pCREB,Time
6.56973559299496,6.3718100210359,6.35631056154707,6.3712290769792,6.37085986488123,6.37114509144412,6.37139851518871,6.3710179247757,6.37080897888063,6.37124404557452
7.2798573851246,6.37642293768441,6.53237226103909,6.37128304197415,6.37162019036376,6.37165596249571,6.3708820276426,6.37162471418224,6.37164340511872,6.37124406639927
7.22398501904596,6.37571283730791,6.58922118470226,6.37120746107373,6.3728669628247,6.37157616972859,6.3710725387665,6.37166166708657,6.37242002024449,6.37124407061483
7.08883645723683,6.37434125616235,6.46719788464328,6.37133533227368,6.37431478807128,6.37203413590684,6.3704233680814,6.37387984208842,6.37176798834888,6.37124407140179
6.84492248752497,6.37271493763063,6.39291246457032,6.37120044729078,6.37162156541761,6.37118564137803,6.3712809292032,6.37135244257752,6.37139554797311,6.37124407176571
7.15414848766739,6.37495159224062,6.5456152201287,6.37114379710521,6.37438815373169,6.37155354763639,6.37072279745805,6.37137529657314,6.3724026708015,6.37124407181374
6.79300144499233,6.37255882951927,6.57772393597354,6.37142339519921,6.37347142234226,6.37136418395898,6.37101834618199,6.37127242518692,6.37231251881452,6.37124407184514
6.86838348948559,6.37283781692846,6.66433833331162,6.37124782577555,6.37451449702881,6.37284617660444,6.3693472951175,6.37457618834511,6.37380150552993,6.37124407193751
6.79711727803955,6.37249670727575,6.99357249381331,6.37098310928858,6.38269304247269,6.37365252425185,6.3680748565273,6.37661855974527,6.37743679304714,6.37124407456808
6.5620692344702,6.37183681378216,6.51699837445341,6.40674059089384,6.38245531462002,6.38375393229623,6.39921703968338,6.3721279480174,6.37941600851975,6.37124407470293
7.10361392357712,6.37446937340296,6.66704377620839,6.37122181215032,6.37714458109205,6.37358632864826,6.37255624740899,6.37615621757778,6.37212603808906,6.37124407773991
6.73483509958693,6.37231698383006,7.29435490464472,6.36916301503353,6.38470348678739,6.37721535669261,6.36306033890992,6.38265980907222,6.39374344882095,6.37124407790802
6.77259166300414,6.37243641471144,7.45591861608985,6.37499836900993,6.39159223042108,6.38052213953989,6.35776057995266,6.38745727913654,6.42345035390961,6.37124407830334
6.92029612232254,6.37317796369146,7.45706324471084,6.36633283877634,6.36821590403797,6.3817373281403,6.3574169469213,6.39199712283818,6.41134843970817,6.37124408304355
6.99072550667098,6.37359351272806,7.42624850692964,6.36720793746475,6.3859376050146,6.38006109463378,6.36004958035699,6.3910254874441,6.39693823970422,6.37124408305094
6.92272966082275,6.37315845035702,7.56903138429911,6.37111878114626,6.39287309691507,6.38287715657531,6.35470698776546,6.39138805534607,6.43088110748159,6.37124408545614
6.70189431717968,6.3721779479118,6.59683023268377,6.37124664422495,6.38194145794571,6.37217386119917,6.37005003331115,6.37236234269007,6.37157759106917,6.37124408688411
6.76633557449065,6.37242858140586,7.47159166678884,6.37743537254193,6.39030368551715,6.3810641722732,6.35714184077898,6.38808865589405,6.42338269611497,6.37124408689889
6.68443339412657,6.37207767133186,6.83229560896876,6.3722973728008,6.38397799854982,6.37423447514756,6.36991486318034,6.37540908853986,6.37586460464608,6.37124409509541
6.94348615639883,6.37327706171237,7.55656240854569,6.37102309067119,6.39834805373388,6.3834938690953,6.35402810645559,6.3937418701771,6.41888437932396,6.3712440952358
6.43090832047408,6.37148739686878,6.39676861471299,6.37240578811472,6.37327007465451,6.37187502881985,6.37488526462165,6.37149584165874,6.37163619978139,6.37124409766133
6.59238896558167,6.37196379257001,6.53918792150044,6.37633981863213,6.39547841321999,6.38666810235072,6.43359896182234,6.37330598325883,6.38097203793325,6.37124410098095
6.68566302119052,6.37223280420463,6.48430311434201,6.37332811898364,6.37334396629295,6.37166969509624,6.37267990809495,6.37121794107721,6.37466893799184,6.37124410099018
6.65915442415541,6.37236124636465,6.52374334612144,6.38615153371497,6.38993950303557,6.38119981855487,6.41733615224696,6.37164006638993,6.37979393762795,6.37124410108994
6.58547212253898,6.37195657041488,6.45573007037253,6.38072044289073,6.37698193937841,6.37548060485584,6.38720017267564,6.37209933324015,6.37667150617573,6.37124410109733
6.4690221780547,6.37162606338214,6.4213154529675,6.37236040431115,6.37460236554816,6.37465759280389,6.38423056473396,6.37115692693671,6.37519362683438,6.37124410111395
6.59508388729532,6.37211462258932,6.52477286653299,6.37140584727099,6.40564188042911,6.37270955800226,6.37692808267197,6.37335275376279,6.37191485993484,6.37124410114166
6.55858630302618,6.37185177663544,6.48164711442192,6.3711639090886,6.42512581780194,6.37171857416779,6.37673035634858,6.37294125797489,6.37072559208975,6.37124410114905
6.80448570716553,6.37258668291976,6.89381894317348,6.382737841462,6.39719881760224,6.38279461619189,6.39247517788195,6.37643819787723,6.37943223346447,6.37124410123403
6.80578085044288,6.37253020996549,7.13871156366752,6.3739736217081,6.3976350268846,6.37790972681405,6.36610332965337,6.38081470872542,6.38549639928172,6.3712441059576
6.51747987855643,6.37183769190245,6.43087531041081,6.37402340406836,6.37663284606516,6.3767927368513,6.38871365073081,6.37285117908127,6.3736877032102,6.37124410825935
6.74878794702916,6.37229828131852,6.80981355121341,6.37181798726781,6.38644367197362,6.37407193270534,6.36760911730807,6.3759146641693,6.37445662939264,6.37124410967255
6.44835750785389,6.37156901680765,6.39784045696772,6.3753130929004,6.37476516772374,6.37351503261691,6.38276673345924,6.37193781733278,6.3743170075643,6.37124410976861
6.64353271747919,6.37210938485408,6.53141006313568,6.37858433498365,6.38576050117624,6.38730374206524,6.43198163109594,6.37237560892952,6.37831657668976,6.3712441109084
6.69544761455903,6.37214053010568,7.33211011019235,6.37651578656796,6.39328768413201,6.37761588517199,6.36243576296285,6.38120306834543,6.39603344631536,6.37124411097121
6.54794949526853,6.37186288729505,6.46937320948297,6.37460163231465,6.38091381397987,6.37485126343933,6.39745089147638,6.37234046172225,6.37299032717347,6.37124411151062
6.49236501509668,6.3717477491425,6.46533941982861,6.37586107705059,6.38359942128488,6.38084732471057,6.39859009501274,6.37245785057042,6.37833206127535,6.37124411205558
6.43371176415071,6.37151929382917,6.39112167241828,6.37206486616351,6.37433056273418,6.37297077044664,6.379260580907,6.3712295475425,6.3734902600188,6.37124411270953
6.73747897584451,6.372270245392,6.65776229791345,6.37138092193363,6.38357580984629,6.37252355531287,6.36950593418608,6.37338690922678,6.37212862091487,6.37124411275017
6.49353416785163,6.37172279433629,6.4022338619324,6.37252941796956,6.37373364282293,6.37814317342012,6.37575536383532,6.37132859408929,6.37207915003253,6.37124411293859
6.54541858345,6.37190277485893,6.4836921140216,6.39528829232485,6.38364823812776,6.38009541440544,6.39985812771058,6.37598478166348,6.37809042429743,6.37124411301803
6.43018942191397,6.37148289377526,6.3969622674564,6.38178060309154,6.37460694822954,6.37329109064963,6.38705390138446,6.37235978889246,6.37358458313778,6.37124411523111
6.68959216826905,6.37220060201732,7.43075292584927,6.37557634400296,6.38582742151374,6.37860478662372,6.36245806385012,6.38237332421769,6.39054353596996,6.37124411583887
