FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time
1.18E+06,2018.43,999565,46901.7,3333.83,102220,35069.7,7130.22,4298.72,0.290563
685069,1489.13,507628,12370.1,772.596,20634.3,15709.4,682.09,1039.5,0.29647
560823,1500.43,441981,16649.9,579.506,67601.2,15777,5125.07,1937.04,0.303283
1.27E+06,1612.87,1.27E+06,28505.3,3757.36,43134.2,5000.9,1118.03,1016.82,0.335536
1.76E+06,1712.92,1.08E+06,23002.4,-911.559,35140.6,2140.66,-721.346,1136.28,0.336091
884939,2528.79,861733,47104.3,1226.93,125647,46823.8,8938.25,8420.59,0.337182
601008,1698.96,493471,34518.2,6.6136,43521.4,19262,3422.35,3514.35,0.350108
895507,1705.17,714954,19931,4018.05,26168,14644.2,3824.49,864.317,0.362025
841996,1717.1,905286,13272.2,1887.36,37966.2,30141.3,2531.36,1986.16,0.391335
1.14E+06,1915.6,851984,42958.6,301.757,102288,36183,20799.8,12086.6,0.395637
880675,1840.52,827942,16348,240.719,61812.7,27868.7,5277.26,5802.49,0.399136
649320,1937.86,695093,42610.5,5598.86,34067.8,25819.6,16580.3,2968.7,0.406504
585379,1646.45,762005,13610.1,31636.8,13316.4,5428.97,-683.632,924.468,0.409283
756256,1598.06,504956,22120.2,505.294,44924.5,23460.6,7000.73,5858.76,0.416754
905256,1657.72,777390,32413.8,1417.1,66364.9,32028.1,7253.1,4883.15,0.417578
1.12E+06,1948.58,881296,19659.5,34823.2,73557.5,49763.6,15897.6,3725.5,0.419759
647364,2083.02,777962,32706.4,-80.1155,26378.3,4119.69,779.512,1658.07,0.422703
731476,2206.67,706807,15923,8389.45,26124.9,18758.3,2158.3,627.639,0.431388
681699,1645.53,506147,24642.8,723.938,72444.3,22621.7,13506.1,6324.12,0.441638
776105,1679.57,589430,24089.6,139.268,51657.5,18143.8,5000.65,3904.29,0.445446
1.07E+06,1624.38,873166,42060.7,2153.53,81052.7,37108.4,15571.9,8570.52,0.446537
570007,1757.63,448205,26317,259.321,52141.2,16426.7,4598.8,4545.9,0.453576
702632,1565.59,407470,28289.8,166.452,86170.1,14556.5,3657.53,2849.85,0.455449
550920,1693.84,414662,29167.9,401.753,41903.4,19569.3,3705.87,4826.83,0.458228
636523,1586.5,586544,28036,-229.835,69803.9,22434.4,3894.1,5724.33,0.459875
740164,1564.13,499199,21798.7,-117.412,19945.5,1890.7,576.203,353.846,0.462427
828191,1698.09,361771,5762.95,1722.8,23998,4425.21,263.413,1084.74,0.462694
825388,1500.41,541106,6594.22,-159.769,16983.2,3518.12,338.117,494.225,0.469096
637444,1559.23,608883,13381.2,3320.69,21589.1,8922.76,5173.69,2003.39,0.476773
1.07E+06,1882.61,931016,18547,3468.93,28945.4,2888.39,1185.83,1959.71,0.479325
1.25E+06,1680.88,1.28E+06,21847,17527.8,34513.1,11828.7,1214.73,1961.32,0.487784
617818,1794.84,707705,16381.7,-531.776,40189.7,20922.8,3108.14,3131.44,0.489616
815393,1944.3,595425,29411.4,756.699,42774.2,11678.9,3083.61,4632.78,0.498776
918843,1899.75,698767,21855.1,404.772,60405.3,16487.1,3900.96,5220.53,0.503551
626080,1784.66,484693,8960.65,30538.4,13463.1,3278.37,2881.51,1269.73,0.504312
716428,1546.63,440088,13406.6,-30.1929,24016.7,5795.24,4255.92,755.823,0.504518
987917,1567.46,781425,24900.3,1057.34,41687.2,18701.8,9034.15,1923.69,0.512381
598247,1690.82,510270,17256.2,-232.854,24222.2,15777.1,4061.41,1434,0.521313
683762,1459.71,316309,3873.71,4160.74,9617.23,1510.57,-608.794,358.359,0.54062
705438,1600.28,722320,8136.56,10294.2,12244.9,3108.08,181.485,414.151,0.601194
1.06E+06,2473.77,1.16E+06,30687.8,15407,73064.9,17300.7,8779.63,6107.69,0.622559
946724,2009.6,1.02E+06,39627.1,343.353,45704.7,22380,4546.81,1648.29,0.622764
1.23E+06,1683.66,812349,50394.6,-687.544,73220.3,19838.2,15213.6,1480.98,0.625811
790570,1760.34,615789,28863.8,194.745,44044.5,18513,1824.87,5366.9,0.629989
691875,1410.57,479052,5068.1,-387.032,18312.9,5236.83,829.68,479.804,0.651374
738372,1937.31,662839,16543.5,463.115,40233.1,17758.7,3173.96,3582.97,0.651992
525943,1576.89,573870,21859,-43.7113,26234.4,13381.9,7236.54,1486.54,0.655594
698366,1403.82,413812,9031.96,-339.608,13978.5,1795.59,-9.22484,481.334,0.659916
863570,1814.94,682468,30322.3,925.348,32193.8,33032.6,4608.28,8871.6,0.662139
1.17E+06,1604.95,724937,22126.6,1433.95,62967.3,18320.7,4915.01,5463.17,0.66218
654564,1597.14,669550,15247.8,-1253.75,76679.3,20855,6082.24,4411.78,0.672306
631844,1551.43,492835,15548.8,488.092,41171.3,13559.8,6168.88,5220.6,0.672842
836536,1819.73,721533,23204.8,-759.683,67186.5,24738.3,3542.62,3856.93,0.673665
625138,1475.8,532317,15772.6,9140.46,16664.3,17051.2,2070.32,1497.74,0.687414
631556,1482.2,645752,19830.9,-633.886,31321.9,12649.2,6190.23,1511.8,0.689431
615697,1574.29,582745,9340.56,16677,21026.3,12335.2,3221.74,2390.72,0.696306
634247,1540.48,494555,28990.6,334.398,70416.5,17393.6,14374.1,2571.45,0.697252
824391,1686.54,494456,16959.7,-380.905,39557.5,22208.6,2797.82,2786.21,0.704353
1.33E+06,2650.18,1.15E+06,59393.6,9497.82,56387.9,20403.8,18486.7,4433.12,0.708429
559434,1903.75,421495,10838.8,8017.86,23591.9,10434.6,5733.4,1885.96,0.731111
588653,1585.46,529440,20529.3,19193.1,24990.7,7755.83,2655.31,2519.95,0.737635
721608,1755.67,625389,31488.5,34390.2,23632.7,9999.45,4467.88,2730.52,0.786292
603429,1871.14,566421,11888.2,1245.81,29693.7,16588.6,2846.08,3847.39,0.809448
733939,1713.43,625137,11425.1,-191.596,43594.6,14715.9,12911.6,2960.2,0.841248
937016,1722.13,568780,21344,-1009.44,50728,17912,3352.64,7020.51,0.84769
1.22E+06,1648.25,956240,11140.4,-940.143,20148.3,2097.88,-603.337,901.758,0.857919
798719,1568.68,726034,24864.3,-342.15,63933.2,20633.2,5549.69,8577.8,0.868149
1.15E+06,1488.79,932370,10875.8,-1192.9,54807.1,9708.08,1774.63,970.706,0.876382
637913,2018.56,617591,22315.3,-104.003,56288.2,15219.8,8031.18,2815.23,0.878975
993167,1700.1,889186,32106.4,652.928,93223.4,51181.6,13131.4,5045.9,0.886488
615731,1867.62,382626,20217.6,134.416,37641.8,13607.2,2804.6,5290.62,0.890296
745789,1656.88,520275,14828.2,-332.004,23762,7955.42,587.185,1661.93,0.895812
637658,1566.13,728820,11298.5,14919.6,15845.4,2998.21,-1011.39,806.565,0.898446
700134,1413.5,617521,20828,57636.6,15421.6,6561.57,4254.9,2623.94,0.901328
730011,1679.42,470977,15565.2,95642.1,15979.2,4096.72,3634.59,937.386,0.921725
1.29E+06,2367.23,1.07E+06,44295.5,1433.17,90059.8,46326.8,11655.2,10008.2,0.944057
668324,1565.73,675802,21370.6,484.59,62512.2,25841,6697.73,3670.35,0.950088
1.12E+06,1473.01,871475,26727.7,225.907,56109.7,21490.5,6756.45,2576.12,0.960029
1.20E+06,1803.2,863155,34168.5,-403.92,55096.1,14599.4,7066.04,1418.59,0.985037
615552,1848.11,577762,8318.82,-571.5,18225.4,3658.08,-44.8769,1198.04,0.988104
746080,1942.44,462851,1350.02,-6896.92,22660.1,591.802,-4822.42,1403.28,0.989689
869365,1567.35,832413,9240.35,9421.45,24937.7,7045.19,1897.48,2152.89,0.997448
1.01E+06,1976.81,847317,28347.3,1161.66,86135.3,38669.6,11375.9,5494.7,0.999239
1.31E+06,1674.25,766933,36825.4,-1021.42,36365.3,3124.84,-724.555,1628.37,1.00099
573148,1566.71,470840,12138,2528.76,14533.7,10853.5,1541.6,2800.93,1.00755
737262,1397.36,663080,23386.7,-107.359,40953.2,20325.9,2199.74,3037.13,1.00766
1.08E+06,1703.69,1.03E+06,36369,59.6169,59091.6,12206.2,4307.24,1425.78,1.00941
601742,1749.77,473024,36727.2,991.637,53900.2,36442.6,10038.7,3795.14,1.01608
1.79E+06,1861.03,1.40E+06,43281.9,1051.44,70150.3,24675.6,3431.32,4792.01,1.01684
1.20E+06,2078.45,1.29E+06,29809.5,12486,42340.1,14235,2766.96,2116.09,1.0211
811163,1808.39,670524,34701.1,356.217,72342.4,23359.7,10236.5,2036.27,1.02684
556324,1484.46,418003,34848.5,35.8353,55810.1,19999.6,11322.6,3856.53,1.02935
613435,1572.66,406734,16331.3,1856.36,31805.4,17135,1843.73,2774.72,1.03359
1.09E+06,1562.08,1.05E+06,34088.7,603.813,63165.9,26463.7,8301.45,2247.28,1.0375
1.15E+06,1966.57,878426,35441.4,948.321,68290.2,21652.6,2347.92,1487.22,1.04477
1.18E+06,1911.29,1.09E+06,41567.4,281.043,125753,41303.4,12749.6,7250.03,1.04711
647357,1566.95,603433,15426.8,499.732,58429.4,18134.9,2593.9,2602.32,1.05193
833185,1536.2,593876,15712.6,3019.3,29290.5,11662.9,5176.36,1019.69,1.05563
733259,1957.8,662624,20049.6,76378.1,24582.3,10880.4,14274.5,1773.67,1.06339
798940,1597.08,560878,24264.7,110.68,60745,27416.6,9809.68,2188.29,1.07214
573639,1543.95,517911,19770.8,243.552,40198.6,17590.3,3287.57,3248.04,1.08293
597604,1535.83,523872,15287.9,10602.4,27806.8,10333.9,6781.04,941.141,1.08352
1.65E+06,2432.65,1.42E+06,42729.3,3203.84,112871,45512.2,15438.3,4027.95,1.0856
995027,2108.74,573283,26973.4,-196.061,42964,16457.8,8777.75,4982.61,1.09367
626536,1789.1,509651,25951.5,360.586,58545.8,20300.7,4439.18,3441,1.09406
776114,1772.08,621489,28996.8,-361.663,57535.2,28545.8,5928.28,5249.57,1.09443
827606,1728.43,717782,14159.6,-297.223,41709.1,17664.2,4437.03,2298.44,1.10256
988723,2499.09,933025,28183.7,5497.11,40030.1,17049.8,4384.88,1479.9,1.10291
704683,1808.07,557602,21808.8,1480.52,42560.5,17062.1,5796.02,3918.71,1.10581
889540,1696.28,632799,20281.5,-489.256,91668,20471.2,2977.55,3599.79,1.10769
933929,1783.61,849590,39137.8,1253.08,49300.2,46087.8,6133.65,5165.19,1.10901
847933,1496.96,768376,11238.4,-367.495,19680.9,3856.69,75.1375,994.76,1.11045
1.38E+06,1609.8,1.09E+06,30234.8,6889.92,33388.8,12264.5,3576.54,2133.07,1.11888
1.42E+06,1835.69,1.20E+06,30117.1,-674.654,96738.1,23510.9,13112.8,2888.37,1.11907
1.08E+06,1458.87,896907,14080.6,2517.26,22102.3,8773.68,423.251,1496.34,1.12483
743837,1644.77,493050,33581.3,4988.98,32407.4,9872.02,1770.68,1657.39,1.12603
548377,1583.4,560554,11591.1,650.095,25034.7,9546.37,6535.46,903.397,1.12753
1.07E+06,2006.37,971249,26601.4,17456.5,29252.2,16164.9,3224.39,3327.8,1.13025
633051,1684.7,602079,6767.15,-97.5339,16597.7,3942.93,-93.9565,571.556,1.13634
529495,1651.72,411435,15822.4,917.423,24350.8,14298.1,5839.51,1111.67,1.14066
844074,2086.19,728122,18183.2,4450.52,39791.7,27402.9,3683.16,4887.51,1.14146
625980,1470.68,413822,12387.8,422.3,24462.6,12187,5243.82,897.432,1.14978
727235,1715.21,605939,20856.5,6406.55,21639,9328.72,4147.55,1123.66,1.1553
649642,1946.86,491760,21324.5,-39.0898,41888,21343.8,4429.97,4971.69,1.15824
559679,1544.04,383708,17341,181.378,38713.3,13120.4,4904.99,4972.82,1.15923
806700,1738.58,663592,28575.9,-196.295,48091.3,13492.2,15220.8,3175.23,1.16135
917933,1872.67,829064,57132.4,1435.5,67129.2,27205.7,19098.4,2501.04,1.1624
821772,1544,522591,27558.7,690.211,52403.6,19329.7,4054.82,5292.25,1.17481
1.66E+06,1706.28,1.07E+06,50033.2,643.101,85537.1,31893.9,12504.9,10121.6,1.17602
640436,1538.04,338555,11134.4,208.927,29454.3,13162.1,3709.02,2305.75,1.181
792083,1710.33,611021,20702.8,391.408,28480.4,14614.3,6775.1,1666.26,1.18113
1.15E+06,1935.54,1.16E+06,22593.3,1445.92,36171.3,9288.68,1290.03,985.86,1.19086
800322,1799.77,783345,19509.3,3711.17,50744.5,25443.3,5283.63,6639.11,1.20257
638306,1585.79,519304,24239.3,265.161,55999.1,20569.4,5684.57,3734.65,1.21087
873006,1475.16,572113,23150.7,844.913,43661,21873.1,6669.97,3760.63,1.23234
794510,1712.08,673822,23333.5,985.083,40371.5,16778.6,5153.25,1269.79,1.23832
957081,1806.8,889746,16804.1,46169.1,26256.9,10420,3028.76,2180.14,1.26109
569237,1649.14,372308,14601,1740.21,15087.3,5942.69,3363.72,1423.9,1.2807
1.41E+06,1691.78,936458,14601.8,4955.49,26669.2,6522.94,487.468,1701.45,1.28439
999361,1587.19,875019,19286.3,164.29,26447.1,13503.1,7447.91,1955.08,1.2989
867593,1573.53,581890,13551.2,207824,19986.9,6748.46,2320.78,107.225,1.30242
1.05E+06,1565.3,929136,19831.1,224612,23844.5,7113.12,-3198.83,1979.56,1.30396
535310,1512.84,471640,19300.9,208.76,40038.6,10863,2995.6,2313.46,1.30678
634671,1747.84,529853,18003.3,-22.5421,38751.4,15624.3,4152.18,3542.21,1.30915
701337,1815.06,814404,8411.22,-584.994,86021.6,3032.15,375.911,603.915,1.35404
813123,2075.12,654763,18923.7,-134.64,69647.3,20452.9,3926.81,5284.68,1.35696
676408,2088.69,691137,24124.2,199.683,54539.9,20043.2,1970.67,6605.89,1.36061
640700,1481.84,680797,7679.76,-115.769,13711.6,2351.33,-397.298,338.14,1.36723
867562,1665.86,853768,26014.3,2425.95,25683.9,12260,1147.34,1394.6,1.36843
592182,1549.33,517041,20670.1,33.2275,28873.8,11412,5712.99,774.612,1.37211
721570,1511.22,686448,36440.5,-257.446,54939.2,16486.2,6636.04,2587.73,1.38144
1.26E+06,1674.8,905807,21688.6,-3.00269,89167.6,23079.9,15894,3716.03,1.43188
880186,1943.08,802439,48138.3,267.52,92790.2,24550.4,14847,9172.31,1.43804
634694,1637.16,458988,37264.3,-27.583,51722.5,22197.7,10705.8,3850.28,1.44615
623195,1557.35,558545,33636.3,7950.35,27086,15724.2,11035.2,2057.05,1.46848
633968,1481.96,774728,14566.3,2836.94,16256.2,4969.88,1378.18,703.58,1.47391
596958,1469.63,358307,7743.94,223.606,17967.5,5457.56,2254.1,687.406,1.48778
767662,1643.16,553088,10095.7,154.227,43642.4,19630.7,1309.99,2882.03,1.52098
981958,1524.24,809386,26321.6,10963.7,52596.7,20310.4,1999.49,3282.15,1.60243
764231,2338.1,633985,15690.9,823.739,35662.2,17109.4,12118.4,1539.77,1.61815
1.20E+06,2237.4,943727,18340.3,213.647,66272.3,21987.9,4182.99,3174.09,1.6185
1.00E+06,2037.71,1.05E+06,64042.7,3655.56,60259.2,44277.7,11071.6,2538.68,1.62279
564160,1560.24,662789,12349.7,349864,16992.1,5150.2,-7041.61,1365.74,1.62842
692234,1561.78,927365,4105.71,172.981,21032.6,897.371,-616,782.426,1.63283
702881,1516.56,351596,11968,6286.04,13461.5,1270.85,15.2715,225.185,1.63353
535320,1511.7,387353,11347.9,-152.312,18952.2,12551.6,1587.54,1658.22,1.63783
974547,1808.48,827587,29656,94847.9,24468.6,16169.6,7018.37,4889.64,1.6383
539502,1497.28,462214,21460.7,266.432,42241.6,16867.9,3915.63,2900.13,1.64296
694296,1501.48,530085,13425.1,-234.565,27889,5941.23,3961.56,330.122,1.66014
935669,1690.7,618627,20237,-328.395,46147.9,16142.8,7343.99,5084.03,1.66508
1.27E+06,2014.89,1.14E+06,31580.5,8755.63,40684.8,16898.4,1745.16,3052.08,1.66969
736723,1572.91,682793,23326.5,1389.38,30637.3,15930.8,4876.67,1403.54,1.67432
1.01E+06,1872.82,746064,15544.6,-169.214,28737.2,14303.4,7126.08,1230.51,1.68431
1.05E+06,2088.48,1.09E+06,21463.2,5919.03,39902.5,28928.9,4815.25,3442.93,1.68445
567020,1787.87,399428,26770.4,506.783,31678.4,11450.5,2836.04,1812.26,1.68501
610750,1662.68,707458,5276.2,-92.9043,172181,3714.5,357.377,17.3251,1.68918
574488,1655.32,548083,19464,1385.6,29936.8,18632.4,3240.68,1544.74,1.69046
516483,1527.31,460756,14931.9,821.91,38923.7,13387.7,1336.17,2870.19,1.69223
713064,1828.3,725603,23745.1,31.871,49730.4,12328.2,9913.35,2246.81,1.69696
705900,1666.36,837512,12636,12893.1,22090.5,5263.46,-418.406,792.915,1.69789
1.03E+06,1774.64,784598,40743.1,458.319,61958.1,21852,4954.09,3844.99,1.70697
577120,1497.4,566741,4853.3,-180.406,13503.7,2232.46,180.403,493.551,1.70841
1.30E+06,1795.14,1.15E+06,42026.2,4181.08,43682.8,14248.4,1291.76,1328.9,1.71349
533145,1684.5,553935,6036.09,306.668,14122.8,2415.62,1004.83,230.589,1.71388
991573,2374.84,787464,29957.1,1361.28,83856.8,30339.1,7204.97,5125.44,1.71631
764859,1525.21,594128,37972.2,831.097,68530.6,25012.6,7231.58,6962.32,1.71858
683948,1603.45,426559,12181.4,-199.602,32067.3,14387.3,1459.04,3389.53,1.72494
1.12E+06,2302.45,814950,44608.5,103.947,95057.4,30215.8,7688.5,7129.26,1.72895
608513,1584.86,495361,21672.1,-175.568,58236.3,20864.7,12337.9,2668.82,1.7321
821079,2039.59,789212,19262.2,121.439,72350.4,23488.7,9826.81,4950.24,1.73554
917011,1680.27,599823,22592.9,5968.75,18957.1,14436.5,2748.53,2313.02,1.73694
889745,1596.72,618035,8419.44,-142.341,17664.6,4058.84,119.8,472.186,1.73988
961217,1507.81,463894,23790.5,-171.298,30376.4,3474.1,-328.873,1140.76,1.7414
579279,1588.15,476936,36047.4,480.862,45117.3,15334.3,5135,3569.89,1.74165
1.21E+06,2198.62,783486,30681.9,-1002.75,84907.5,20709.7,5017.37,6128.88,1.74344
524196,1651.94,414123,23651,110.758,36190.6,17270.3,4333.01,3414.75,1.75215
650539,1502.45,392395,37903.8,710.101,51196.7,20617.4,4157.17,4873.12,1.75398
668692,1763.34,552161,22741.1,343.667,79378.5,19729.8,6572.21,10123.5,1.75513
873058,1976.08,553916,28179.8,-78.1134,51882.4,19064.8,4025.86,4713.1,1.75653
525151,1548.3,433093,31528.8,328.197,40534.3,16101.1,5244.14,2714.9,1.75923
670216,1519.68,469128,48055.9,320.897,60927,21090.6,12334.7,8402.41,1.75941
941057,1758.29,765003,31762.7,-18.2771,63151.7,18806.4,5659.36,5380.24,1.76281
1.34E+06,1512.49,998126,29177,-3406.22,81139.2,25145.2,3630.75,3802.04,1.76433
1.18E+06,1761.98,1.13E+06,37056.2,-3.63306,48404.1,17735.9,13152.5,2147.13,1.78148
1.06E+06,1552.95,697549,25232.7,4508.98,23354.8,6361.47,2142.16,1398.81,1.78158
874705,1420.68,764179,22982.5,109082,22636.3,8755.41,2107.45,2145.01,1.78197
672025,1731.43,616384,39957.1,292.609,60099.3,28019,3741.28,3759.02,1.78304
1.14E+06,1668.53,699811,32551.4,-407.038,60286.5,17175.5,5531.01,4378.61,1.79191
1.18E+06,2005.19,975372,32029.4,1924.11,84696.4,32173.4,19741.2,2236.29,1.80978
1.09E+06,1575.23,754257,60275.6,-329.61,32284.3,3601.85,390.756,1801.19,1.82003
805799,1794.53,637580,32531.7,1296.01,43942.3,46560.1,3903.15,4123.38,1.82145
1.10E+06,2369.61,720582,58210.7,-173.762,107375,36964.5,12805.1,6618.28,1.82441
597323,2011.61,564154,22315.7,182.083,46812.9,14474.8,3523.33,5862.52,1.83392
786706,1806.38,548744,28359.7,2376.44,34571.7,27801.2,16845.2,4296.49,1.8374
958870,2391.43,685559,29418.5,1001.2,71703.8,25850.1,23269.7,12077.4,1.84158
915795,2236.63,973752,32782.5,583.834,72468.9,35316.5,34546.8,6286.06,1.84748
798766,1542.81,767783,34184.5,-190.253,56875.7,22414.1,17739.8,1949.67,1.84886
654137,1479.29,502051,10614.8,69.3356,48471.8,10667.1,2793.53,2252.6,1.85203
618591,1920.81,539226,11824.2,-171.011,20519.6,2717.77,-178.926,594.576,1.86597
604997,1567.98,590139,19301.2,6131.1,41231.6,24007.4,8453.24,3967.92,1.86658
623554,1860.31,667639,13893.9,-396.11,35771.8,23818.9,8491.08,1923.9,1.87922
928766,2062.42,996612,19062.5,390.715,27712.8,11771.1,1786.95,802.699,1.88097
1.55E+06,1892.7,983771,33323.2,-378.108,43593.1,49003.8,8385.85,1778.56,1.88474
783931,1767.26,905134,45634.8,4453.68,124378,28510.2,14753.7,2324.44,1.88902
844474,1721.28,496167,46649.9,746.069,53722.9,24562.5,3600.13,5927.39,1.89209
923884,1634.29,698954,12478.5,-266.074,36366.1,10789.6,4323.69,2830.39,1.89806
879169,1862.34,1.01E+06,23736.6,4921.31,29770.4,9008.56,1779.07,1498.54,1.8983
718456,1804.99,569009,26147.4,88.4202,43466.2,37943.2,7054.88,3832.14,1.90182
723622,1640.25,732827,14113.6,16032,16846,6819.35,2419.84,1264,1.90557
1.44E+06,1762.38,1.34E+06,58207.8,2742.68,51996.7,19002.4,2242.1,2047.89,1.91627
883020,1733.14,377024,23013.5,445.534,41853.2,15710.1,4264.45,3470.21,1.93097
796230,1898.11,668803,36991.3,-134.216,31268.7,4025.56,8.45575,1992.55,1.93799
732917,1564.28,575640,23812.4,28677.4,18362.9,9963.42,4255.77,3361.44,1.93821
825654,1732.32,716062,47971.1,112.699,67535.1,28627.9,25602.2,9400.76,1.93875
640723,2001.67,539089,24300.5,864.206,44763.2,11095.5,8578.31,2018.98,1.94002
655269,1682.33,489749,19210.6,149.84,51679.6,18235.5,3648.91,1182.37,1.94072
1.28E+06,2418.47,1.16E+06,21911.3,618.662,59234.1,20934.2,2169.68,3965.64,1.94243
877871,1525.03,549656,11233.3,506.819,31294.8,11509.1,2872.08,1810.45,1.94258
585131,1747.15,463178,18075.4,3901.29,30639.8,21542.4,5572.78,2874,1.94863
544558,1664.4,539659,13448.8,161.71,57795.5,22277.2,4187.7,2381.96,1.95009
750325,1512.37,678944,24529.6,1482.27,39568.1,19085.6,10494.9,3415.26,1.9618
836816,1636.6,740574,10554.3,-190.24,22752.5,8854.28,550.046,1293.32,1.96336
868274,1513.25,446710,16160.6,336.975,28033.7,14366.6,4109.25,987.595,1.97034
786220,1746.06,621155,34356.1,-305.835,97770.8,22679.7,5843.18,6247.04,1.97853
772128,1624.28,620166,37912.4,519.436,73446.4,23155.3,20345.5,7063.19,1.98321
995472,1448.75,862942,12699.1,-1328.03,30339,30927.3,295.035,1515.16,1.99424
865741,1731.86,645098,28692.6,576.752,112682,25710.7,3312.33,3628.93,2.00128
817698,1431.3,595462,9710.09,-420.762,23855.5,8484.64,1290.77,1076.11,2.00667
573480,1508.2,529212,13263.5,2556.84,17908.8,10138,1711.99,1040.47,2.00776
597796,1757.82,482465,13056.6,192.948,33523.2,13838.2,4085.51,4196.27,2.01
856316,1485.25,511033,8022.57,108.651,20324.4,2540.1,218.189,1040.46,2.01097
773578,2229.13,695693,19435,-10.7514,62333.4,23002.7,8429.21,4321.78,2.0189
608279,1642.85,609271,19043.1,2245.18,33069.3,18123.2,8393.83,1214.26,2.02001
857599,1672.04,553380,43066.8,-189.811,80138.7,29821.5,4441.32,5291.33,2.02128
1.08E+06,1754.55,1.10E+06,26805.8,18803.7,34664,10478.4,1454.66,1123.21,2.02346
1.10E+06,1969.26,1.07E+06,38776.1,-306.414,61021.1,21534.3,15100.8,2278.77,2.02645
673820,1598.51,545404,10748.1,-207.725,30427.9,13350,8169.29,2428.3,2.02863
556473,1508.89,464128,13034.4,1205.05,25299.6,14527.3,4321.95,3309.74,2.03291
1.34E+06,1654.97,1.25E+06,35745.4,3075.64,54236.1,23336.7,5484.15,2322.44,2.03363
1.38E+06,1771.19,802856,23954.5,-3739.59,67165,12120.2,2537.13,2539.58,2.03649
1.04E+06,1622.32,815130,17852.2,45163,28406.4,17963.3,5213.77,3369.09,2.03851
640802,1526.23,427028,14993.4,273.997,36530.3,10616.6,5842.84,1652.81,2.0404
668273,1436.81,565869,42575.3,340.094,56932.3,16211.2,14438.5,4692.47,2.05067
1.57E+06,1870.01,1.27E+06,43674,6184.45,40551.1,12314.6,3060.54,1853.62,2.06103
905623,1713.24,766573,16835.9,11415,24182.1,12462.2,3584.46,4807.68,2.06442
721851,1599.09,567050,15096.2,75555.3,14614.5,4543.12,-2053.24,911.073,2.06652
640467,1654.02,390568,30065.6,331.71,49119.8,22599.4,15851,5285.05,2.08245
