FSC-A,FSC-Width,SSC-A,HA,pAKT,GADPH,p38,pS6,pCREB,Time
1362140,3068.31,-79462.4,-78.4932,-2076.22,-533.07,838.869,-1221.2,-2351.42,2.53446
16697400,28205.1,1056050,213.642,2039.59,2233.41,-1956.35,2064.1,2165.37,2.64719
14397900,24318.2,1532530,-195.499,8804.26,1801.1,-925.695,2264.32,6377.03,2.67001
9918820,16828.5,581278,496.746,16684.2,4283.4,-4435.82,14314.2,2840.49,2.67427
4646220,7978.37,120275,-233.463,2047.04,-313.602,202.204,589.39,822.801,2.67624
11910000,20158.4,1161540,-540.075,17084.2,1678.55,-2817.43,713.139,6282.86,2.6765
3857760,7130.6,1431070,973.603,12090.9,652.966,-1218.92,156.166,5793.59,2.67667
5034610,8645.9,2265820,22.9978,17773.2,8691.32,-10242.7,18109.7,13887.6,2.67717
3916880,6793.32,7502140,-1409.56,62803.2,13076.5,-17090.7,29277,33765.7,2.69141
1297170,3213.54,937553,200226,61482.3,68706.7,156411,4792.21,44658.4,2.69214
10343500,17527.1,2294670,-117.818,32161.7,12716.2,7116.58,26744.4,4781.85,2.70858
3079490,5817.82,17344000,-11235.7,74002.9,32550.1,-43883.3,62618.5,125008,2.70949
3572730,6466.02,26219600,20413.8,112774,50767.7,-71865.7,89428,300297,2.71163
5972360,10494.7,26295000,-26433.4,-16332.6,57497.3,-73668.3,115072,227438,2.73729
7437760,12755.3,24332900,-21744.8,80903.6,48219.4,-59821.8,109561,143289,2.73733
6019130,10388.6,34719800,-675.458,120051,63826.7,-87834.1,111616,346050,2.75035
2682830,5063.44,1601170,16.6017,58629.6,5041.27,-6452.1,6063.98,1808.8,2.75808
3488010,6423.5,27269500,33757.9,105475,53767.1,-75110.4,92978.4,299884,2.75816
2484460,4519.51,4445710,5711.4,69955.4,16246.4,-7181.69,22657.5,25148.4,2.80253
6428880,11033.6,33670600,-1193.25,151399,67258.2,-91369,124999,272569,2.80329
346219,1320.23,142315,6299.78,10995.6,3420.7,19796.3,1365.97,2126.33,2.81642
1560960,3901.95,1109940,27749.8,134919,84997.5,362981,11190.9,53257,2.83439
2498170,5361.05,699072,11311.3,11397.5,2307.82,7788.11,-138.772,18615.7,2.83444
2211040,6058.03,989025,82101.8,103416,54518.3,263233,2147.28,46744,2.83498
1499150,3862.79,504864,51864.6,31269.4,23048.4,87983.7,4637,29567.2,2.83502
593621,2071.41,287296,6053.46,18252.5,18553.8,71363.7,-469.015,21480.2,2.83511
1585310,4719.93,996952,878.574,193780,7949.15,30974,11445.3,3636.64,2.83526
1268030,3294.65,680476,-431.226,310545,2572.69,29889.8,9207.98,-2802.32,2.8353
4024130,7281.84,5480080,63052.2,144786,63367.8,117788,28288.7,44747.9,2.83576
4043170,6975.21,11412000,14825,147294,36364,-27661.5,52386.2,78434.3,2.86133
941201,3218.3,346014,15096.2,29355.3,30231.8,96498,8718.5,13268,2.87379
3256790,5716.33,4102820,3111.49,83739,15360.6,-19592.2,25422.3,17457.6,2.88144
456793,1762.35,148476,22132.9,19140.8,12328.2,63212.8,3761.11,16696.3,2.88196
2049860,4691.52,1048510,40075.2,79912.1,88565.4,352893,6135.98,38601.5,2.88813
2608660,4860.46,19132800,28713.8,122411,34749.3,-47198.8,54536.3,138098,2.88847
1180470,3354.88,596002,18248.5,52934.7,19610.7,146235,5945.23,9474.66,2.89139
756219,2730.8,568757,25129.1,67846,52566.7,152794,6582.38,38686.7,2.89434
363686,1493,110106,4450.06,16770.2,9368.37,43801.2,-75.946,12193.4,2.89788
3112650,5564.2,2196440,743.6,67714.5,6939.08,-9387.53,11631.1,4795.86,2.8981
764595,2595.56,173889,6970.91,13518.1,37647.6,24550.8,460.263,4527.53,2.89912
1159950,3571.12,694784,133831,68117.9,48409,160115,25806,37357.5,2.89955
341758,1295.84,143427,57737.3,18277.5,11109.9,87162.4,6050.12,12706.7,2.91153
2542240,5186.34,24611100,23571.8,80286.7,40187.8,-47080.5,61026.9,106832,2.91482
618864,1942.68,320660,18506.7,12649.8,13224.9,90554.1,4063.33,15656.7,2.91854
2605220,4738.99,2993700,3792.48,59241.3,13991.2,-16739.3,20169.3,16534.1,2.92043
365201,1479.01,93351.1,5296.35,8617.8,10573.4,31121.1,1132.34,4679.65,2.9206
1074750,2470.69,4008190,3986.17,22809,6205.95,2666.02,5628.81,16528,2.93215
759127,2999.76,262063,9719.36,37140.3,37286.5,63814.6,3678.71,14136.2,2.94357
748974,2621.87,170908,3465.6,12493.3,10403.9,44557.1,795.949,2310.68,2.94457
548764,1810.17,280152,21112.5,10006.3,15389.2,42689,7071.8,13312.7,2.95346
823558,2390.81,219397,8873.89,25515.9,31999.6,85746.7,-146.365,13541.5,2.97048
2719210,4836.37,9899590,10275,84345.2,17882.2,-13208.4,27011.8,42387.4,2.97358
1367150,4641.42,553726,58065.6,32906.5,49043.6,146798,5936.56,17029,2.97877
529876,1817.56,388754,7854.26,12868.7,16481.5,50902,1062.73,15433.7,2.98671
2106850,3935.98,4753270,9262.31,52263.5,11781.1,-14018.2,17378.2,22368.2,2.98768
570656,1859.28,281768,7944.17,19950,17748,72611.5,-853.641,9404.14,2.9916
899507,2353.43,1142450,97723.5,28210.1,13098,55922.7,2630.79,18032.2,2.99694
368900,1487.83,189189,9718.03,7075.16,9002.44,13255.2,3167.33,4494.94,3.0033
1329550,2819.41,3751490,5078.17,31811.8,12376.4,37063.1,7009.95,20082.5,3.00343
531175,1911.08,180448,5552.31,18958.8,10056.5,44093.4,1570.36,11048.2,3.03012
925738,2439.97,478259,591357,24102.5,17559.3,94385.2,4374.99,7857.2,3.04719
1851860,3554.96,4933210,4581.71,42172.6,9229,-11634,14274.6,20265.5,3.07436
321502,1320.34,55860.3,1722.66,2781.34,5278.96,3423.31,7.43028,1566.43,3.09469
709886,1885.64,1826820,2015.98,13636.5,3302.12,-3801.44,3657.46,7929.47,3.10248
474135,1713.13,212592,3840.24,7134.86,7824.05,22482.3,205.702,12271,3.10932
353118,1332.16,155452,4615.07,6710.87,17183.3,17624.4,1765.11,4746.21,3.11587
337597,1365.58,127606,3861.93,7874.48,5453.3,25407.8,3135.84,5568.01,3.13402
449466,1675.99,174618,1988.37,2796.25,4702.1,3445.18,992.044,900.036,3.14618
1656180,3588.88,1339590,721350,88698.6,48418.1,160139,13104.5,25923.4,3.15788
1195130,2628.55,2680470,4170.15,24158,5292.22,-6507.6,7701.08,10380,3.15821
478672,1701.05,145927,4110.46,12685.3,11977.8,33747.5,-616.791,8112.28,3.17664
382377,1468.87,102823,6430.72,8931.04,6302.75,15298.4,898.249,2361.59,3.17882
1007380,3553.18,461396,17696.5,50815.3,46076.7,251976,-920.026,35568.2,3.19647
303315,1182.98,80243.5,7135.08,7975.84,7132.19,24092.7,1086.23,6649.52,3.25354
1012120,3002,483261,21228.4,42374.4,33280.1,121114,3044.04,16424.5,3.26946
1080780,2703.95,1298410,15627.9,25697.8,7613.29,16973.9,5248.12,11706.6,3.27054
336289,1361.41,160297,3538.87,11767.2,3896.75,13393.7,3279.83,3447.41,3.30762
469707,1639.24,240199,28436.6,6495.21,8166,13557.7,4076.13,3904.88,3.3384
441704,1777.54,218864,21601.1,20072.6,11442.5,63642.8,-208.657,11488.8,3.36743
1144780,2567.49,2109250,3128.88,25521.5,5564.05,-7173.42,8921.33,11672,3.37327
317432,1239.48,148020,2329.44,2678.09,3554.56,930.482,1414.82,1775.55,3.40183
325719,1297.04,144533,1412.21,5784.82,3333.06,1479.96,1489.35,1387.52,3.40583
342817,1352.66,121694,2032.53,2426.61,4724.09,902.45,710.012,661.963,3.4985
894511,2778.93,265564,12480,39776.6,64853.4,100656,-926.464,12969.6,3.5157
630004,2118.77,144812,3531.62,23511.7,24544.9,40525.2,615.131,5149.09,3.52969
2405330,5260.08,2184440,301313,181596,121230,502020,42310,62900.7,3.54921
463467,1582.89,111225,3323.98,4280.17,4986.04,16597.6,-250.469,11798.9,3.63749
385782,1429.03,208050,3007.16,5710.02,6354.8,10332.1,-70.8053,4140.31,3.66029
2356380,4384.78,3084340,3182.13,57232.7,12591.9,-15308.8,20830.5,14934.2,3.70952
7165980,12325.3,31278200,-13559.5,74062,74433.5,-95186.4,141559,214404,3.72099
590117,2108.32,373087,10973.7,35403.3,29944.9,64571.8,-471.987,16958.4,3.81236
750397,2450.34,271626,71290.1,30129.3,21621.8,86126.5,2090.76,7044.48,3.8161
425248,1712.61,108215,9064.75,19527.4,11506.3,71338.8,-1077.94,181.044,3.8161
848654,2402.79,388718,15673.9,24349.5,38490.9,97497.9,-1626.98,17154.4,3.82852
498118,1741.62,188935,6838.4,25584.7,36768.4,62331.8,-651.94,12136.3,3.89372
299827,1189.64,83961.9,2396.67,5817.55,7183.52,9156.33,1252.61,4289.95,3.96242
667542,2354,269582,10797.1,28487.5,16434.8,106152,-847.663,15231,3.96839
711270,2003.45,265443,7455.49,14070.8,24513.7,64995.8,251.259,21186.1,3.97426
414154,1585.51,195475,9020,18823.8,12542.2,41562.6,-698.823,17624.4,4.00376
507169,1699.99,243784,27142.2,13571.6,8927.06,35096.4,818.32,11375,4.04101
1396230,4141.69,611915,16698.7,33969.8,36517.5,87982.9,4098.88,23298.1,4.05927
619068,2471.71,375390,19818.8,38777.3,34311.9,120057,-1612.94,60429.7,4.06399
486873,1955.31,250456,8863.47,20787.3,14645.2,61409,2324.15,6185.91,4.06738
874269,2133.79,439195,17859.1,38527.1,32532,90640.8,11433.2,22571.6,4.08069
618783,2017.73,293955,91822.6,9481,6468.52,8218.75,879.794,1064.73,4.08352
374639,1429.28,169475,4327.4,7670.58,7803.82,19530.9,1144.54,9009.33,4.09191
499566,1654.23,311530,72880.8,20470,21806.3,69148,-989.665,9751.74,4.09501
2242510,6653.1,2206500,260845,222252,122442,469574,20170.4,72689.8,4.15642
696726,1928.32,587638,209807,35462.2,40503.4,108622,396.204,23419.4,4.15642
1427850,3695.35,839806,47469.4,42171.5,57528.1,230385,15025.2,52620.9,4.16602
456046,1697.26,155660,10848.9,47852.7,3345.03,8670.07,3118.62,1385.4,4.16613
518285,1943.3,97794.9,4844.13,11620.1,16383.7,29234.5,-751.168,4557.23,4.25398
771232,2699.78,281286,13986.5,30255.5,38399.2,66746,4314.15,17896.7,4.26144
579708,2015.72,360169,17293.5,11002.2,9449.5,9477.87,9319.89,8249.74,4.2757
590314,2047.76,175206,7965.57,20833.6,33734.5,54350.3,520.733,9099.76,4.29521
687986,2403.38,688249,48695.8,33531.9,37951,44310.5,36426.6,262465,4.29848
334433,1300.31,122564,6170.76,13161.8,7183.5,12892.7,3626.02,1950.19,4.32041
593870,2285.7,339240,10257.4,11713.3,12108.6,29636.2,1755.37,7605,4.33108
