FSC-A,FSC-Width,SSC-A,HA,pAKT,GADPH,p38,pS6,pCREB,Time
593414,2054.45,279800,9079.78,14207,10356.3,27847.2,4882.24,5167.49,0.0275935
1224900,2602.14,4103580,3696.66,28144.3,6025.52,-7878.22,7277.72,17181.9,0.0768553
4524910,7777.15,9560360,13701.2,151347,35451.4,-45985.5,58173.6,65045.5,0.0785034
1874680,3577.64,4498960,3939.74,45052.9,9419.69,-12166.5,14968.6,21116.3,0.164606
2444040,4435.27,6179500,7928.79,69583.7,18023.8,-12249.3,24176.7,39283.9,0.215114
3939700,6786.83,5531860,5148.06,114216,21951.8,-27860.9,36012.4,29669.3,0.220159
2478730,4452.45,9865780,13278.5,89234.7,20349,-26778.2,31284.2,57839.3,0.228198
9422780,16019.2,9641800,971.5,165794,17149.3,-22963.2,38792.4,4752.28,0.252377
5368670,9165.71,5215210,6178.74,131868,16611.3,-22556,27517.7,23745.8,0.259351
604781,2245.58,405578,9282.38,23081.8,21950.4,49501.7,4425.3,17106.6,0.259874
3967650,6979.34,31374000,22427.3,199204,45532.9,-61718.6,63437.2,148156,0.259914
1817010,3632.99,2105970,1650.76,35091.8,8594.29,-10374.8,14362.7,9576.53,0.496093
4875790,8554.25,39503800,37026.8,142090,69984.2,-90277.3,108472,198420,0.497419
8216070,14017.8,30793600,-1129,196161,67735.3,-86946,133451,98095.9,0.499409
1500150,3101.89,9878090,15568.8,35459.4,12560.7,1992.3,12655.7,26079.2,0.502464
746288,1990.43,2661790,1762.82,16179.8,3339,-4540.41,3984.6,11070,0.559464
1242680,2630.88,3657040,3373.48,26922.2,6597.48,-8538.38,9374.28,17888.1,0.560831
3610350,6313.52,19635500,19635,148762,37772.1,-52380.3,61407.6,177854,0.602374
466683,1793.48,178213,7532.61,10877.3,17979.5,21174.3,4050.86,9657.27,0.752371
972183,2225.91,4645820,2884.55,23647.4,4502.07,-5989.92,6187.74,11268.2,0.826334
328531,1249.54,101938,2683.28,2128,13615.1,9920.35,2154.04,6135.46,0.929741
2356970,4260.23,10634000,9786.2,70627.4,14842,-19090.9,21463.1,40937.7,0.941378
684776,2217.22,184238,10049.2,13265.7,14559.5,27187.2,4683.92,9799.27,1.05311
739184,2007.8,396479,37874.8,19024.1,27723.4,78779.5,6071.6,9358.96,1.05359
555531,2221.5,196286,35824.2,30884.2,41130,82330.5,-2293,17360.2,1.05449
