"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
593414,2054.45,279800,13083.3,16918.2,14418.3,40520,18142.6,9716.6,0.0275935
1.2249e+06,2602.14,4.10358e+06,11557.9,30302,6329.6,969.3,9303.8,19260,0.0768553
4.52491e+06,7777.15,9.56036e+06,46033.3,161397,37454.9,5264.9,66026.6,76287.7,0.0785034
1.87468e+06,3577.64,4.49896e+06,14190.8,48066.7,10072.8,1724.5,17663.6,24436.1,0.164606
2.44404e+06,4435.27,6.1795e+06,26651.4,75464,20017.1,13425.3,31937.8,45282,0.215114
3.9397e+06,6786.83,5.53186e+06,22083.8,119430,23426.4,4202.4,41131.1,37795.2,0.220159
2.47873e+06,4452.45,9.86578e+06,39654,96864.4,21707.4,3326.2,37788.5,64755.4,0.228198
9.42278e+06,16019.2,9.6418e+06,10857.8,168616,19846.4,4777.2,44917.5,16267.2,0.252377
5.36867e+06,9165.71,5.21521e+06,21473.2,135904,18356.8,3358.2,33648.8,32994.2,0.259351
604781,2245.58,405578,19309.8,28636.9,28972.8,75924.6,28914.1,24545.2,0.259874
3.96765e+06,6979.34,3.1374e+07,88306.4,217590,48211.7,5845.3,78419.4,162668,0.259914
1.81701e+06,3632.99,2.10597e+06,7102.3,36972.7,9056.8,1787,15826.1,12139.6,0.496093
4.87579e+06,8554.25,3.95038e+07,120259,168352,72138.6,7534.3,121823,210720,0.497419
8.21607e+06,14017.8,3.07936e+07,47131.3,213938,71126.9,8169.4,139817,112160,0.499409
1.50015e+06,3101.89,9.87809e+06,27807,39707.4,14721.9,19144.2,21305.5,30847.9,0.502464
746288,1990.43,2.66179e+06,6725.3,17511.7,3518.8,433.5,5188.6,12223.1,0.559464
1.24268e+06,2630.88,3.65704e+06,11493.4,29272,6953.6,1069.3,11290.8,19909.5,0.560831
3.61035e+06,6313.52,1.96355e+07,94561.3,169695,41103.9,5604.4,77026.6,189088,0.602374
466683,1793.48,178213,13068.3,14226.7,21190.8,42411,17031.1,13667.6,0.752371
972183,2225.91,4.64582e+06,8294.8,25146.7,4784.8,705,7693.1,13023.6,0.826334
328531,1249.54,101938,5919.2,4228.9,15113.2,25680.2,9377.9,8010.9,0.929741
2.35697e+06,4260.23,1.0634e+07,28780.4,76018.7,15867.3,2928.3,26559.4,46346.8,0.941378
684776,2217.22,184238,15867.2,16685.9,18592.2,44711.2,19107.9,14501.4,1.05311
739184,2007.8,396479,46021.9,25736.2,38263.3,111473,42411.4,21388.3,1.05359
555531,2221.5,196286,47864.3,38996.4,51871.5,130263,39534.2,30657.3,1.05449
606456,1844.34,1.54882e+06,5252.8,8804.8,2643.1,1006.9,4616.3,8842.4,1.06201
