"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
990615,2313,1.89005e+06,7743.5,21613.1,4669.6,604.8,8275.9,13174.1,0
3.54062e+06,6586.35,3.1764e+07,98766.4,150050,57806.2,6280.7,99479.9,169969,0.0386822
403274,1438.54,131742,20063.1,15554.7,21863.9,59393.1,21176.8,23194.9,0.0854814
437876,1611.04,123051,9635,10078.1,10033.6,29562.8,9611.9,14371.1,0.113071
507316,1748.66,171244,12645.5,16169.1,16676.1,55309.3,22212.9,17724.1,0.119629
4.7807e+06,8486.76,3.92993e+07,169979,127587,87536.7,8848.2,155255,271261,0.173169
715199,2012.61,234246,11351.1,27710.7,41580.9,74193.1,22550.8,16757.4,0.211932
558098,1920.7,159626,10811.5,22789.6,31497.4,71465,21558.5,13181,0.233065
529057,1617.44,2.20664e+06,5326.5,11839.1,2669.6,449.3,3536.9,10116.6,0.238206
561096,2067.96,287522,116534,28355.6,34140.6,105750,46259.4,29937.6,0.265168
388176,1332.4,1.14473e+06,3810.4,6657.8,1859.2,541.2,2959.4,5042.6,0.295005
889469,2105.06,2.85018e+06,7558.1,17634.7,3912.4,912.6,6414.3,11619.4,0.352795
1.48914e+06,2981.44,5.93798e+06,13085.5,37124.1,7961.1,1158.8,13635.9,22914.1,0.40087
1.34008e+06,2797.4,3.20256e+06,14738.9,27688.8,6708.2,1397.2,10415.9,14417.1,0.408056
2.96057e+06,5202.25,9.46294e+06,28350.1,96528.2,20840.9,3702.1,36271.3,52186.9,0.408865
3.86538e+06,6773.01,2.55053e+07,78203.5,209711,42945.4,5608.5,72753.5,142525,0.411355
494980,1567.4,2.02114e+06,5779.5,10798.6,2596.1,630.3,4797.9,9601.1,0.501249
482598,1513.81,807340,4520.9,8010.3,1946.7,394.7,3423.4,6675.1,0.556408
1.36736e+06,2845.56,2.73324e+06,10199.1,32465.2,7244.9,1334.6,11999.3,15791.9,0.56406
951799,2224.03,2.51383e+06,7651.5,18859.6,4444.9,868,7351,11129.5,0.56744
2.61068e+06,4650.83,9.82695e+06,27361.4,83465.3,17401,2905,30437.5,47242.7,0.572561
6.68818e+06,11530.4,4.60678e+07,187172,154740,113349,9653.2,206276,292732,0.573553
1.25957e+06,2848.45,1.47177e+06,5368.8,24330.2,6082.5,1437.5,10224.9,8766.5,0.574363
2.21194e+06,4189.34,2.39739e+06,9100.7,48432,10787.5,1777.9,19770.7,14951.8,0.574606
702758,1969.07,1.30601e+06,3870.5,12770.6,3293.2,736.5,5432.4,5709.6,0.57493
2.53412e+06,4656.18,2.50244e+07,39133.6,98260.6,22183.7,3003.8,37529.9,63584.4,0.575982
9.51607e+06,16197.8,1.12663e+07,12701.7,166604,22363.5,3766.7,52126.4,23035.5,0.576832
1.46994e+06,2990.77,3.30495e+06,10680.7,33274.5,7431.1,1344.6,12504.6,17721.8,0.57918
1.10295e+06,2411.15,4.31796e+06,8161.8,21572.4,5342.7,858.4,9156.5,14442.9,0.579626
5.07862e+06,8752.58,2.36212e+07,95955.4,265900,59163.1,6467.3,104878,165701,0.581832
1.68452e+06,3313.9,3.45064e+06,12952.9,40442.8,8969.9,1720.9,14678.5,19664.3,0.586933
2.70933e+06,4935.16,1.77335e+07,49252.7,121171,24684.8,4041.1,41033.4,83237.2,0.602782
414615,1523.7,84070.8,12887,8714.1,14953.1,36733.3,10442.9,23334.1,0.66365
297494,1158.73,875390,1600.9,3612.8,1172.2,377.7,1892.9,3222.6,0.687778
386614,1467.88,279758,994372,26582.7,26818.4,109818,116942,88810.9,0.719679
369480,1460.71,406929,1.2866e+06,28805.1,35812.9,169513,137024,121994,0.719699
1.10564e+06,3034.47,580980,28639.4,44224.8,94828.5,184292,58426.5,32906.7,0.73061
3.64193e+06,6326.66,1.46412e+07,88091.5,196744,87639.6,190474,126130,149008,0.746581
802059,2969.04,373331,22092.9,29162.3,34836.7,113141,41278.9,25945.6,0.747309
533673,1765.26,96369.8,11433.5,16372.6,22111.6,55129.8,16931.4,16989.6,0.835098
501816,1958.66,132900,10947.4,15644.3,25892.7,51872.7,15958.4,7676.1,0.838722
754219,2470.19,285297,27156.6,34011.7,47394.9,132043,44291.8,43453.4,0.853073
333960,1276.56,129877,38825,9009.1,7806.6,23541.3,11970.4,8833.6,0.94319
635250,2291.38,374860,162617,59276.3,53650.7,172735,65083.4,51944.6,0.951003
572483,1784.22,159496,16394.1,25199.7,29411.4,84820.1,29096.8,20729.9,0.951023
913745,3078.04,734180,33783.5,65809.1,35148.4,142088,53911.5,38393,0.954464
1.70347e+06,3417.25,2.59555e+06,9946.9,36231.3,9234.6,2549,15479.1,15463.3,1.0063
584788,1929.89,305169,15213.5,26955.7,32049.4,81882.8,27939.6,16247.1,1.03582
798408,2733.32,382228,120937,66978,49439.5,182565,63801.4,51146.5,1.07859
881087,2141.48,2.7154e+06,9579.4,24200.3,4663.1,1117,6909.1,14023.8,1.15862
380875,1518.7,137733,10913.9,8596.3,9515.6,26084.5,12632.6,12542.8,1.42256
1.5756e+06,3599.31,1.0787e+06,546123,104001,174134,403484,154905,126743,1.51482
883461,3248.57,208116,136400,31718.7,25444.4,101434,40037.1,33329.6,1.56411
1.1578e+06,2498.04,4.53672e+06,11510.9,26908.3,5749.6,1437.5,9332.6,16094.3,1.63222
1.05809e+06,2344.51,3.33929e+06,8829.9,22290.3,4935.1,466.5,8165.6,14439.8,1.64817
311037,1255.68,192470,3638.5,9838.7,7947.4,29968.3,10771.1,2479.6,1.65716
1.04776e+06,3537.69,404555,40353.8,45230,45850.5,147737,47052.4,55973,1.6704
1.4251e+06,3293.89,1.26951e+06,7.71985e+06,90952.8,110344,273114,572901,603580,1.76236
1.35379e+06,2786.88,4.9851e+06,11007,32186.2,7218.4,1319.3,11007.6,20272.1,1.7743
1.21935e+06,3890.82,368464,63130.8,58519.5,61592,163920,63768.4,67122,1.80618
3.09121e+06,7874.13,1.20092e+06,134184,184337,279136,623991,209675,162840,1.84377
1.19962e+06,3317.94,706317,56389,90653.1,109448,271085,93902,90921.3,1.8714
350217,1374.49,158326,7570.9,15176.3,18289.6,51766.5,21337.6,7908.3,1.89559
716775,2069.31,314726,18176,19585.2,19363.4,77567.8,27079.1,28214.1,1.89933
1.06899e+06,2351.17,4.1485e+06,8930.3,22424,5767,1394.3,9903.9,14208.5,1.92067
7.18367e+06,12290.1,5.77619e+06,34232.8,139454,24450.8,29752.6,40864.8,52551.5,1.92128
712424,2516.49,480856,57468.5,58336.6,51584.5,212143,73384,46231.8,1.94285
851561,3005.9,220218,18615.2,24924.5,32428.8,116871,35755.3,24892.4,1.98868
1.17108e+06,3826.49,446699,25445.9,64276.3,107331,202134,52893.1,30319.8,2.00459
1.01958e+06,3399.04,476839,118782,51326.7,51863.4,170939,68990.6,48339.6,2.00732
1.41229e+06,3640.79,1.84869e+06,71419.1,86621.5,75237.5,246019,101121,55641.6,2.01773
1.95147e+06,5970.78,916435,70024.8,84862.4,104677,349623,117608,74620.4,2.02641
642426,2456.7,110361,12660.3,13970.1,30875.1,60790.2,15344.2,16722.7,2.03532
2.89197e+06,7391.61,1.05668e+06,239900,165195,232264,501482,168347,125619,2.05216
1.48459e+06,3399.97,1.43102e+06,57063.6,94331.8,63584.4,144432,80807,46407.7,2.05997
434330,1473.9,163088,7591.8,6065.6,8112.4,27854.1,10160.5,7787.6,2.1188
333402,1342.54,101925,5064.1,5384,6533.5,11772.7,9019.9,7235.1,2.13242
520755,1853.32,311920,6497.6,7184.5,15862.5,35631.7,11576.9,5398.6,2.21521
426418,1642.54,176944,8793.1,10905.5,11916,37344.7,13300.9,11841.6,2.26351
