"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
1.15914e+07,19636.7,951065,3392.7,12675.5,1911.2,716.3,5986.8,7109.3,0.218988
7.8138e+06,13344.6,1.34826e+07,16464.7,80356,29090.2,4036.3,69328.3,57118.3,0.383887
2.8884e+06,5283.15,2.02077e+07,62772.7,148842,33002.2,4112.3,56319.8,111488,0.455339
1.68582e+06,3508.87,1.05865e+07,30545.8,67736,15872.4,2010.4,27046.1,51016.8,0.458884
1.35898e+06,2878.71,6.9994e+06,17056.5,45642.6,9133.3,1695.6,13157.7,30617.1,0.509584
1.45571e+06,2949.87,5.6636e+06,16172.1,47186.7,8898.3,1372,14921.5,30292,1.25119
1.22007e+06,3568.76,608808,38917.1,39759.7,58392.3,168867,63884.5,50731.5,1.3209
490169,1619.68,1.69457e+06,2547.6,8626.2,1833.3,206,2837,4495,2.08029
1.13668e+06,2468.9,3.9646e+06,11257.4,42074,7035.1,1716.4,10495.6,19004.6,2.11921
1.87211e+06,3559.67,8.32898e+06,21383.3,60904.2,11777.4,1635.8,18698.8,38799.2,2.12606
725940,2796.87,220987,32117.2,42016.4,47055.8,142786,48746,35044.3,2.15795
803135,2097.73,3.32587e+06,8415.2,15877.9,3542.8,767.2,5333,14192.8,2.21594
2.9504e+06,5305.96,1.85771e+07,55029.2,140590,27728.7,3753,46418.2,99577.6,2.23844
574060,1620.85,2.20317e+06,4336,14151.2,2512,735.1,3793.6,8402.4,2.25188
8.45768e+06,14406.8,2.16955e+07,13481.2,227269,64119.8,7188.7,124805,27472.3,2.33182
5.88724e+06,10090.2,1.83651e+07,34473.7,136454,36254.2,15043.5,78082.2,91564.1,2.38541
741477,2265.4,430309,58074.7,69628.9,79561.3,221461,72556,43508.3,2.42781
666252,2084.12,263752,21395.2,39275,54405.7,134978,41675.7,25650.6,2.42783
427533,1682.22,150972,11085,18198.2,27896,74197.1,22484.6,12017.9,2.4434
600661,2149.29,331955,21050.3,30912.7,40860.5,86481.5,36144,25227.3,2.45219
322338,1252.9,115012,3591.7,11118.9,9253.3,22676.2,9181.5,4905.3,2.47042
704968,2185.95,274856,12511.2,22086,33770.7,77010.5,24957.7,15077.6,2.50169
994544,2661.82,424746,38987.7,53802.9,66544.8,211842,73874.5,58432.8,2.55497
476620,1506.13,382496,25881.2,69194,43538.2,120504,42547.7,35525.1,2.57448
318199,1295.26,143764,5882,5678.2,8171,14477.1,6491.6,6868.4,2.57871
1.56957e+06,5482,814596,236738,126594,178000,529092,187514,110634,2.62138
823181,2404.82,460099,179546,39757,56268.7,159475,59759.2,69072.1,2.63147
482574,1621.76,227190,9780.2,14572.9,25526.3,51624.7,15118,11347.3,2.8103
318126,1276.21,115148,24528.2,15626.9,16282.8,46779.7,19093,12052.3,2.89815
1.40386e+06,3498.79,1.2395e+06,69548.7,124121,170939,477789,178699,99510.1,2.95208
1.51905e+06,3661.45,875913,42413,87536.2,101148,202320,75912.6,50598.9,2.95558
323002,1234.05,172334,10233.2,6878.9,13358.3,26947.2,10273.5,6659.8,3.08507
596168,2040.14,196248,16133.1,29849.1,33086.2,99957.9,30746.7,18859.1,3.25369
1.17504e+06,3210.98,6.33649e+06,56780.1,94971.1,71559.2,178498,70723.2,86039.6,3.33312
