"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
1.48321e+07,25077.4,255562,-1908.1,-1611.2,1694.3,-520.3,7002.7,-7128,1.27189
8.07727e+06,13742.9,2.55251e+06,3998.4,19595.6,11950.7,2605.6,29933.4,9415.1,1.29298
1.37386e+07,23235.6,314458,-2110.1,-1416.2,936.3,493.7,3129.7,-6029.5,1.55328
490349,1669.4,783519,8057.3,98667,3476.3,5127.9,4504.9,11071.8,1.93438
1.00628e+07,18738.1,-61153.2,-5147.5,-6046.8,-1735,-1729.9,-11261.6,-11070.9,3.82752
1.21567e+06,3063.96,706514,135284,277985,179536,485528,163652,103299,4.15026
1.40745e+06,4485.55,1.62224e+07,22150.3,338.4,16111.9,1328.3,35082.1,76385.4,4.15361
7.62605e+06,13023.5,1.40742e+07,20407.8,68756.4,33357.4,4645.3,74796.1,73210.9,4.19959
527198,1887.48,212070,302695,52432.2,53930.2,159761,79043.2,75083.5,4.25333
618815,2319.7,456665,71821.8,47716.4,53629.4,148955,61452.1,43812.9,4.28466
1.88357e+06,4727.39,649016,112025,114606,137303,330165,107972,79097.9,4.2959
314730,1272.16,59104.3,9291.9,13876.2,13794.2,36751.8,12885.2,14222.5,4.296
1.68639e+06,3666.93,1.15704e+06,77238.7,122324,153053,332645,125027,97958.5,4.2967
401895,1571,295148,22590.4,41990.7,47757.9,128575,41652.5,30321.6,4.29737
400625,1437.62,200504,15156.3,21637.3,24921.4,64475.5,20670.4,27780.8,4.30366
1.11261e+06,2919.7,1.12934e+07,40745.4,67795.3,101230,186213,78231.5,67118.3,4.31975
363620,1316.31,134492,13826.4,10855.8,18266.6,40381.3,16633.5,12873.7,4.36731
802498,2484.51,445673,23187.1,53011.6,62652.4,152477,48882.5,30615.7,4.36905
751991,2770,264589,25781.7,60215.8,78952.8,152993,54742.1,32507.1,4.36962
739888,2586.88,523765,193788,33619.8,51015.2,113539,48267.3,42713.4,4.37886
612502,2142.02,267500,19193.6,22220.6,20923.2,59122.5,26994.6,14172.9,4.38662
540414,1742.74,154022,11563.6,28253.3,36703.3,91147.4,28555.4,17195.2,4.39508
493671,1856.18,312715,30238.8,33627.4,46155.4,112762,67846.6,51749.4,4.40961
2.56458e+06,4858.52,1.9242e+07,56186.4,128612,30176.7,4919.3,49830.7,101251,4.41342
432367,1710.22,88952.4,7221.2,20272.1,17207.1,48498.2,15087.7,10483,4.41448
531433,1757.34,176110,18642.4,25128.7,39814.9,63297.3,21389.5,21433.6,4.42049
