"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
993441,2409.62,2.38274e+06,10979.6,26517,6311,1303.5,10572.3,18074.3,0.224271
289150,1174.17,1.35472e+06,2695.1,4916.5,1259.5,293,2299.3,4025.8,0.230793
1.23494e+07,20951.9,1.04889e+06,1182.4,27195,1328,565.2,3727,4469.1,1.19038
1.01166e+07,17218.7,6.90553e+06,6637.3,131275,12861.1,3736.9,27634.8,12119,1.21829
3.34477e+06,5913.98,2.09474e+07,87130.9,183980,48705.8,24447.2,75786.8,139882,1.23238
546686,1989.81,285622,35180.3,17312.2,18457.1,51900.1,23979.7,21550.6,1.23251
7.12285e+06,12265.2,3.26025e+07,75507.9,119788,75409.5,10907.7,151329,236312,1.25868
721192,1907.01,613521,140077,101710,73635.5,242190,99181.5,66858.6,1.27109
528059,1989.74,387442,92159.3,32261.9,15766.6,46993.9,25959.8,23641.5,1.32148
4.78574e+06,8231.76,1.53733e+07,71529.4,207819,48621.3,7457.2,85283.8,119980,1.3233
814722,2169.7,302238,49519.3,49986.2,38637.6,133422,47300.7,38373.6,1.32691
988132,3292.66,655188,75928.3,81891.1,88334.6,238745,79661.5,51342.3,1.32706
999235,3642.17,547813,53573,68967.4,50114.9,244002,89222,55396.2,1.32708
549806,1653.44,178546,12625.9,20994.8,17419.3,59464.3,22124.4,15840.6,1.33809
1.44255e+06,4054.24,949561,1.77004e+06,115970,114145,302838,224604,225272,1.34642
520322,1826.24,312532,122915,43656.4,31507.7,118511,50301.8,33163.1,1.34648
642324,2217.89,158221,1.17865e+06,44873.6,26876.9,91328.3,105438,103230,1.34763
650124,1887.07,346576,161240,37812.9,25131.8,78788.2,43352.1,36495,1.34765
372283,1416.19,82355.8,9321.1,13431.2,12344.7,50458.3,16719.6,11187.7,1.36969
1.53255e+06,4721.66,769906,99935.9,96414.5,82283.5,255552,89777.5,80534.1,1.38799
600801,1924.2,195350,11695.9,16181,27812.5,71891.2,21289,14795.1,1.3893
741176,2584.25,309650,47661.8,42444.9,33126.1,129675,46450.8,27690.5,1.40575
715943,2224.83,268754,18425.4,25092.1,28464.3,125066,53249.8,22512,1.40948
317774,1237,80300,8497.3,11398.7,13682.6,33512.6,12381.7,8842.1,1.41379
2.28363e+06,4328.19,1.04357e+07,45263.3,96027.1,40975.1,83259.7,47940.5,70175.8,1.41871
508979,2023.71,127745,17065,27096.4,24238.9,72630.2,25950,32715.2,1.43986
929734,2953.81,321248,21529.9,38337.5,33102.5,76349.7,25736.5,18864.1,1.51008
2.23662e+06,4342.82,7.98676e+06,40276.6,81250.7,42821.1,80022.9,47873.3,64528.7,1.54187
1.62846e+06,3455.51,4.48722e+06,29102.6,52486.2,20729.6,36107.9,33633.8,35708.2,1.75051
3.33596e+06,5824.86,7.64476e+06,35226.1,112317,26661.6,5533.9,45141.8,56889.7,1.7679
313815,1189.32,609820,6346.1,77960.4,2444.6,4591,3511,8550.2,1.76891
387760,1399.9,92414.6,6628.6,6305.7,9380.6,26740.9,9553.3,8163.2,1.81027
2.08219e+06,3897.07,9.21567e+06,32535.6,73008.9,18188.1,19802.5,29200.5,55075.7,1.81327
