"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
2.24793e+06,4210.29,-26917.6,-873,-2501.7,-1141.3,-963.1,-3798.3,-2703.8,0.236638
2.95193e+06,6278.1,-98409.3,-1887.4,-9212.2,-2102.3,-1084.9,-6881,-6258.5,0.891916
1.88235e+06,5293.65,8.57033e+06,26491.9,-5344.7,19259.3,4059.5,42146,88413.2,0.892037
1.03852e+07,18362.2,548041,820.3,8279.6,-2010.9,-3131,-6930.1,-8463.1,0.892259
1.39364e+06,3979.79,4.40303e+06,9730.8,25355.9,14811.4,1490.8,33667.5,37878.2,0.892663
8.12949e+06,13823.6,98914.5,2083.7,13093.1,-108.9,946.4,779.6,4078.1,1.00274
8.88354e+06,15106.7,2.40988e+06,3417.9,25332,12200.5,1948,27451.9,9388.9,1.0029
8.68112e+06,14764.6,577166,1432,13238.1,5405.8,1197.8,14673.7,3232,1.00327
9.0356e+06,15351.4,4.11668e+06,5963.7,25843.4,15667.7,3041.1,38829,16773.5,1.00363
9.78583e+06,16568.2,6.9693e+06,6186.4,122128,19411.4,2651.1,49386.2,13163.8,1.0043
4.20711e+06,7793.42,9.36615e+06,16604.4,39569.4,26086.9,9079.4,60846,75945.3,1.00448
3.69108e+06,7099.83,3.50234e+07,178875,23798.6,67076.1,5492.9,127387,322428,1.00531
5.53631e+06,9755.21,9.46905e+06,13713.6,7032.8,28700.7,3581.6,72944,65870.5,1.00775
1.04607e+07,17708.2,1.11825e+06,2908.6,15691.8,6491.7,948.6,15300.5,7715,1.02773
1.9402e+06,4159.07,6.4441e+06,14279.9,51533.8,19433.8,3990,39583.5,46456.7,1.02989
823115,2438.29,5.79944e+06,20991.8,34747.1,14345.6,14777,21790.4,36635.9,1.02997
4.68274e+06,8291.83,4.36483e+06,6526.3,26468.4,14607.9,2446.3,38432.5,28061.2,1.03003
9.91718e+06,16804.1,1.87772e+06,4273.2,15448.6,8476.1,1551.9,23206.6,7584.6,1.05001
6.67561e+06,11506.3,1.51716e+07,23375.4,81615,58786,87976.5,115258,100113,1.11083
4.2356e+06,7481.21,3.13538e+07,155616,214996,72960.2,7070.6,132776,245002,1.13967
1.9862e+06,3787.86,1.0038e+07,45836.1,79587.3,20411.7,2406.6,37250,79869.5,1.14247
2.32595e+06,4434.01,1.73036e+07,78298.4,122907,43744.3,27083.5,67309,130194,1.15577
2.97158e+06,5229.5,7.94506e+06,30218.3,91405.6,20116.1,9191,34467.9,61882.4,1.17507
827388,2115.62,942742,20815.3,48837.4,31726.9,153678,50183,24513.7,1.1782
2.89217e+06,5258.49,1.87744e+07,63549.2,146968,33878.6,4723.4,58999.6,111189,1.17844
354060,1392.43,198272,6565.4,13732.5,8632.5,39001.5,14282.4,6610.4,1.19217
821425,2529.1,523071,25502.5,51576.6,38729.3,127532,44748.2,36042,1.20543
2.65824e+06,5201.63,2.23632e+07,117987,146143,47143.2,5268.1,83137,212306,1.21174
3.09398e+06,5446.78,5.71209e+06,18322.4,85906,15620.9,2735.1,29544.2,35499.8,1.21384
763086,2944.5,422761,37585.9,58658.9,65903.9,192650,74458,60420.3,1.22555
