"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
360878,1454.05,99955,15514.2,11377.7,12172.5,38849.1,14485.1,16649.3,0.0937108
282331,1144.74,130760,4207.2,5805.2,15967.5,24719.1,8376.6,5843.8,0.536284
666866,2191.89,188975,8200.7,14384.2,37313.7,94511.2,29443.5,10862.9,0.541361
682232,2373.63,339322,27022.7,33770.2,41484.5,113915,36771.6,50332.3,0.748446
436840,1778.09,143196,7378.2,11914.2,18227.7,51555.2,17510.5,9448.4,0.801032
1.41135e+06,3272.94,3.53306e+06,64657.6,44214.8,18501.4,38629.7,64705.8,69803.4,0.802451
338306,1381.76,118138,6493.1,15165.4,17500.5,50161.5,19955.4,8955.6,1.01449
368756,1390.06,192966,9064.6,7822.4,9470,27218.5,10647.9,13059.1,1.48787
1.21932e+07,20854.5,1.40902e+06,1783.2,11524.6,579.4,176.2,2222.1,7746.2,2.6382
7.451e+06,12772.6,2.40851e+07,69205.7,200441,52929.9,8721.2,105732,149712,2.71609
2.9057e+06,7370.2,1.37762e+06,76858.1,188014,142382,505910,172909,99195,2.74589
701629,2775.55,311367,32006.3,44524.9,43851.3,149373,49206.2,34229.6,2.76248
562344,1886.91,135822,16781.3,22411.5,23889.5,72102.5,23904.5,28856.3,2.79626
369602,1485.42,131091,7187.3,14906.5,9593.8,23672.5,9162,6231.5,2.79728
566406,2322.01,141928,13163,30230.8,25634.9,86317.9,35875.2,17954.2,2.80929
480625,1852.84,95576.5,10012,21882.4,21420.3,69454.1,22717.5,13092,2.82486
570523,2324.21,401450,23850.2,36992.6,43185.9,142946,45779.6,33316.7,2.8326
718393,2720.14,280832,20625.7,41538.1,32646.4,112497,42175.6,29841.2,2.85354
714162,2902.82,167393,17252.1,31240.3,30260.5,81117.9,27483.1,26558,2.85984
1.12554e+06,3365.23,360290,18197.8,52392.9,77255.8,133146,39243.2,21250.6,2.93761
315902,1247.08,149380,5728.1,5160.8,16818.1,25347.8,9959.5,8800.9,2.97614
508278,1614.38,177679,12306.9,17076.5,23573.5,61138.4,19118.8,20452.2,3.01212
1.71287e+06,4182.83,6.15041e+06,41196,72255.5,64180.4,149795,63559.3,59315.1,3.02011
524450,1951.44,297034,14895.5,29676.7,27902.7,81248.4,31125.7,18606.8,3.05013
640156,1727.16,225204,11217.6,12926.8,13115.1,39786.8,15065.5,14871.4,3.26915
967114,2886.84,447195,22821.1,62820.3,47302.1,119716,41450,30558.4,3.76319
605901,1845.37,1.89597e+06,4409.9,14551,2990,915.9,4295.8,6665.7,3.82523
1.6324e+07,27863.8,974066,-979.3,9341,182,731.5,177.8,2514.7,3.97006
1.01479e+07,17405.7,1.98022e+06,3260.5,22384.5,7040.2,758,19121.4,9260.3,3.98013
7.03309e+06,12039.9,4.02659e+06,9037.5,74225,8025,5833,18696.4,19485.7,4.05524
6.41314e+06,11134.8,3.94733e+07,188230,180428,82083.5,7976.1,158746,468955,4.06414
661141,2066.06,344561,15574,38546.8,34368.7,83491.1,31211,20873.5,4.06975
5.73991e+06,9996.99,4.12498e+07,187020,106465,82376.5,8343,155349,463249,4.09544
1.68634e+06,4314.44,1.31365e+06,290964,159511,201400,469304,163364,88410.3,4.10909
2.45018e+06,6026.46,3.47042e+06,100850,192220,75703.5,224494,154179,112346,4.15734
720363,2405.97,278353,22140.5,43716.6,35892,111237,36015.7,32270.2,4.16379
949472,2428.95,513737,26736,52669.3,53010.7,164845,55344.5,38707.5,4.16947
1.03858e+06,2757.2,460491,24961.9,40288.2,47891.4,115480,43090,28809.6,4.16947
3.53083e+06,6489.84,2.74418e+07,172680,172910,75487,42615.4,134505,348606,4.16953
445007,1712.28,160397,7974.1,17150.7,13058.2,30947.8,13759.5,6320.3,4.16967
1.02914e+06,3302.32,391513,42932.2,66261.7,62040.8,221779,70467.5,37350.1,4.17568
471712,1656.49,192422,17581.9,29748.6,21822.7,71656.2,27114.4,15721.4,4.17572
473683,1752.3,165871,9405.1,19929,16529.4,55260.8,17489.6,14527.5,4.19014
809163,2345.88,432688,23844.2,37372,44569.8,102750,40869.3,23693.2,4.19329
335902,1355.17,146970,12146,18228.2,21206.6,60962.5,22268,15040.9,4.19329
749824,2922.22,239571,21142.2,48722.5,60526.5,133754,46502.8,29955.7,4.20904
1.70742e+06,4192.24,761467,59036,106736,95842.2,325533,108621,92141.8,4.21064
263921,1066.21,51899.9,3809.5,5911,6292.5,17995.5,5979.4,7542.7,4.21078
3.06629e+06,5452.55,4.63545e+06,16570.5,62710.6,21381.5,31577.6,28723.7,26637.2,4.21408
834210,3107.29,367916,27226.7,64902.5,62700,205666,76217.8,37534.2,4.22923
777865,2609.81,676915,56040.5,91845.5,61362.2,293989,116456,99094.8,4.26772
499867,2049.68,245061,18672.5,28360,27461,123236,39248.9,25241.7,4.28619
670879,2477.64,354108,61856,28857.6,41880,108579,36462.2,29217.2,4.28807
538205,1960.39,452244,7846.5,7362.8,11814.2,19152.6,9356.5,10071,4.30444
503337,2052.99,103365,9441.4,19438.2,25871.4,60638.2,16868,15771.1,4.30978
1.16074e+06,3690.65,357055,33308,45895.2,49810.5,140991,70498,49385.9,4.3134
284041,1088.9,86253.3,4932.7,9000,6911.5,24477.5,9657.3,4593.2,4.34733
436040,1570.39,125647,13835.5,19991,14730.7,47473,18694.4,18917.8,4.35389
391990,1562.34,75318.4,9820.5,11603.5,12920.5,48601.5,15004.4,15304.2,4.36006
455545,1633.87,158383,10293.5,25648.6,18922.5,70951.6,26315.7,14086.2,4.37238
338261,1344.6,98150.5,6229.5,11295.3,11733.7,35627.6,18301,7777,4.37308
371372,1497.98,215523,10330.4,28563.2,29573.4,77682.2,27164.5,13136.6,4.3974
720668,2654.39,146193,11193.5,24885.2,37346.5,77466.4,22883,15718.9,4.41143
757372,1873.09,531035,15034.2,22816,22652.5,54999.5,19957.8,18923.7,4.46618
2.28903e+06,4191.64,6.60312e+06,19602,65610,14948.7,4058,24891.4,34775.8,4.47695
676557,2187.73,335215,12321,19633.5,18207.5,61685,32170.9,15634.2,4.50885
1.36616e+07,23112.2,1.63038e+06,3307,26561.1,3737,2349.1,3550.7,10360.7,4.51155
1.11468e+07,19091.9,655842,2454,25101.8,1222.2,951.1,2647.5,6305.5,4.51281
359641,1382.78,254509,2714.4,3935.7,7920.4,9846.2,4575.5,2242.1,4.51652
335894,1325.35,149261,8384.5,10012.2,11704.5,25299.4,12499,7186.9,4.52344
589661,2337.67,143739,14443.6,22720.7,25410.7,74538.3,24594.5,21394.8,4.5293
307281,1217.89,153545,3434.7,8450.2,10129.8,20509.5,7420.5,4137.1,4.53389
336645,1298.02,124926,3495.9,8914.6,10710.2,27231.7,9210.4,3122.4,4.53595
371206,1385.26,140444,3643.6,10810.5,11210.4,27883.3,9442.1,2869,4.53737
335645,1344.09,109472,5820.2,8538.5,14000.8,35946.4,12335.3,10019.7,4.54894
499414,1720.91,426533,8625.5,11725.7,24287.6,40217.5,12613,9040.4,4.55204
761204,2683.69,131785,10545.7,13643.9,24382.5,53935.9,15677.5,13261.9,4.55588
311494,1260.63,135675,3663.6,7228.3,7321.5,15649.8,6746.1,4714.9,4.57469
7.97059e+06,13748,5.79279e+06,7064.7,35537,15484.5,5300,37439.3,22335.2,4.58002
315968,1236.78,74472.2,3500,6066.5,5015.7,13769,5485.9,3574.3,4.58408
390216,1491.15,193750,19205.2,31678,28473,88933.5,27454.3,16941.2,4.65633
877080,2174.65,2.12609e+06,13649,27365,16138.2,45356.5,17926.9,21573.8,4.65647
1.86601e+06,5852.3,735991,29544.5,42490.5,69008.5,159780,54731.9,27201.7,4.65651
764351,3029.47,291163,17948.5,52891.6,51525.5,163455,49338.2,26516.7,4.66385
914469,3317.33,246474,30469.5,55392.3,67792.2,190247,53978,54959.5,4.66565
1.16708e+06,3748.33,359004,35269.9,71549.7,68183.9,209421,81416,40479.1,4.67412
612084,2453.16,216049,17109,39397.2,34185.5,111983,32871.5,21579.4,4.68635
838985,3173.09,268543,17543.1,51129.2,46377.7,112100,34064.5,24442.3,4.68919
1.60268e+06,3935.82,640058,52843.7,104308,122588,277522,100407,72324.6,4.69367
564286,2075.95,266972,23183.7,37592,34728,113638,39999.3,40225.2,4.70092
1.49558e+06,4327.48,569155,37515.5,72001.5,79457.7,184278,61160.9,40238.8,4.70532
610899,2206.72,162096,17159.2,27028,31419,83105.5,29113.8,23690.7,4.71272
369837,1399.99,87055.2,4992.5,12603.5,13212.2,37214,11405.4,7972.3,4.71278
876146,2345.33,406933,21831.5,36379,43804,103482,36382.9,27838.2,4.71476
509902,1727.06,207465,14160,28186.6,32686,77363.6,26465.2,21562.2,4.71829
270619,1103.69,83867.5,1510,5560.3,5536.7,13513.1,5003,1276,4.73001
349031,1428.44,88804.8,7000.9,10196.2,10260.9,26065.7,9732.5,10161.1,4.74256
319308,1286.6,72326.1,6049.5,11828.2,10736.5,39429.9,13313.5,8551.9,4.74809
1.29827e+06,3461.34,1.03268e+06,40565.1,67817.2,79950.2,247085,82765.5,53429.3,4.75555
1.35093e+07,23249.3,1.2673e+06,-928.3,6625.7,-656.7,-1032.5,1807.5,4327.6,4.82267
407440,1532.31,101598,8240.7,16202,21342.5,51094.5,14210.3,15758.7,4.83508
858015,3244.49,262788,43434,66062.5,69383.2,145350,44721.4,51315.8,4.84531
574152,1902,316289,8162.5,8435,21002.5,38168,11925.4,9015.7,4.90721
4.7185e+06,8298.2,2.93992e+07,172942,297435,96895,104213,165536,337320,4.91249
1.02158e+06,2624.49,534012,27402,59320.3,45578.2,156517,51644.5,27952,4.93573
1.01135e+06,3257.41,438374,37102.6,72053,63056,222763,67273,50905,4.97782
536180,1898.56,148586,9515.8,17167.2,16810.3,34235.1,20923.4,9254,4.9904
496638,1949.63,295149,12420.1,19745,25280.5,71312.2,24173,18213,5.11917
321199,1283.15,100632,13628.3,17938.2,19210.3,37153.6,11668.9,16074,5.15407
808239,2752.84,269668,20948.7,39658.6,32116.6,109663,35131.2,30441.8,5.17484
322349,1283.78,74272.1,3844.6,2810,8466,16050.7,4729,5484.5,5.22534
1.70755e+07,29387.4,834883,-1716.7,9177.7,-1038.7,-1517.9,798.9,306,5.25866
382039,1458.25,107910,12526.7,9205.1,10247.6,25153.2,9693.2,13550.8,5.28605
302902,1139.36,88382.6,5275.1,11803,9274,32193.7,11865,5415,5.32556
6.88752e+06,12050.7,4.73385e+07,194414,425744,222263,312628,289622,282032,5.34653
948233,3072.36,85936.4,3260.3,10399.2,5395.8,28289.1,8730.9,2833.5,5.34659
568098,2281.16,147712,8942.7,42249.6,29705.1,104753,55845.2,10445.8,5.34661
523781,2060.86,176599,8536.3,29372.2,20300.2,75253.5,22157,10848.7,5.34663
1.3478e+06,3388.96,478908,19982.9,65783,46055.2,160227,45996.2,26256.2,5.34679
2.65411e+06,6862.46,1.14229e+06,79114.5,251752,164822,643394,193198,95321,5.34687
7.09137e+06,12453.5,1.34438e+07,7051.3,78565.9,684.5,2177.4,32751.8,53030.3,5.34707
1.07676e+06,2796.84,423057,21823.7,71303.8,63999.9,234014,70583.2,29247,5.34767
469303,1820.6,262225,17530.8,44947.8,34061.6,131843,35401,24218.1,5.34768
1.41495e+06,3880.64,990305,114953,131458,123392,421985,124349,74584.8,5.34768
1.58835e+06,4337.25,662846,375991,104659,132659,397726,128495,133038,5.34804
442232,1704.83,105155,8636.5,11820.1,8998.9,46590.5,16914.2,10839.5,5.34868
1.28075e+06,3490.83,547154,33590.1,74999.4,78941.4,200123,63616,45315.4,5.36563
624551,1958.65,188060,15405.1,25841,27158.5,68014.3,21726.4,22937.1,5.36577
755277,2763.5,185269,21064.5,43919.5,38016.2,118451,50155.7,30396.4,5.39789
1.38914e+06,4282.21,666334,28306.7,49917,41722.1,109155,45457,25766.7,5.39795
1.28483e+06,4315.68,371600,28973.1,76259.4,98227.1,231701,73033.6,39306.6,5.39797
1.55171e+06,4751.42,692744,52385.2,124368,90561.3,305478,110992,71233.6,5.39825
737363,2393.55,280408,15655.5,38678.8,43207,115572,35376,19796,5.39881
2.37678e+06,5254,2.0445e+06,142055,230118,90043.4,224644,105175,62571.7,5.39885
2.45526e+06,4611.29,1.46169e+07,94418,205624,152230,458685,183465,148369,5.39895
4.22539e+06,7267.92,2.62304e+06,6977.5,85483.6,11385.2,11833.7,14463.9,13984.1,5.40293
444063,1477.28,210531,9176.1,36078.7,31424.9,85280.2,26228.6,11175.3,5.40429
