"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
9.76305e+06,16555.4,372495,4479.5,28417.9,1657.6,3713.4,2363.4,7493.1,0
7.48269e+06,12830,7.38336e+07,83039.3,89366.5,113762,79178.1,225584,150031,7.99559e-05
5.83306e+06,10204.5,4.84509e+07,228467,18354.4,108238,29961.9,196821,386575,0.0802158
2.83391e+06,5016.74,5.30679e+06,23172.3,88297.5,26090.4,24215.6,38180.5,36768.5,0.0929288
505462,1901.52,202418,12819.1,29293.3,29625.9,96931.5,32237.7,18490.2,0.0933086
1.1316e+06,3139.46,866645,30400.8,57688,80747.8,228257,70785.2,38965.4,0.0933286
368572,1348.5,121855,9093.5,24071.2,22350.5,57652.2,17902.8,12157.5,0.100505
353360,1427.04,86602.1,10278.4,20058.7,20295.1,64631.5,20191.5,16028.2,0.100864
923866,2490.99,559202,34906.6,79966.8,71479,226293,70643.4,54894.2,0.101624
1.4398e+06,3259.19,3.7862e+06,31845.8,55644.6,59957.8,141792,51368.4,48864.1,0.112518
764862,2762.09,252112,21751.6,53019.3,76960.9,163997,51405.1,30447.5,0.113278
404678,1511.49,118596,15556,31679.3,34166.1,90227.7,26211,25243.2,0.113397
807294,3104.04,405876,45456.3,92546.6,87661,257163,85788.3,64958.1,0.113417
5.83988e+06,9980.83,2.36305e+06,9084.4,77411.3,11322.4,19968.4,11996.1,16397.9,0.114217
3.90447e+06,7566.24,3.94469e+07,174622,19758,81266.9,36741.8,145120,275558,0.114877
321972,1321.72,194398,16234.7,25582,27671.1,93294.8,30496.9,20460.2,0.115157
434345,1554.05,329962,9742.7,15856.6,23501.6,47698.6,14162.1,11295.9,0.115396
2.94063e+06,5538.48,1.13725e+07,99496.7,263849,185456,522378,197397,148095,0.117035
2.95215e+06,5839.62,2.76555e+07,132189,151170,94407.7,138715,131405,211206,0.117475
468417,1727.58,218100,21751.8,53560.7,47068.1,130920,49762.6,30063.1,0.117655
420622,1533.93,190309,11069,9302.4,9423.6,27300.4,12126.9,11040.6,0.119934
787649,2618.2,305966,31581.3,47226,48532.9,143663,72112,45884,0.121893
5.64944e+06,9637.08,4.58447e+06,18215.5,113051,13963.6,3466.9,26202.9,34096.6,0.151357
3.05716e+06,5349.07,1.0223e+07,47527.8,159854,80663.4,197393,98941.5,77727.5,0.156034
569079,2102.23,130254,16770.1,30845.3,37444.9,111349,35781.7,24627.2,0.160232
397315,1583.42,124355,12501.3,24199,29892.3,56909.4,17891.7,16646.4,0.168207
671924,2097.15,189010,18638,26996.2,41162,121278,37178.8,29334.5,0.172565
1.27896e+06,4154.27,597513,46082.9,94953.7,131320,351076,101980,68314.7,0.179381
4.03755e+06,6959.32,9.86802e+06,43716.1,148888,34348,5524.9,54581.9,78744.2,0.185598
443646,1662.76,96604.5,11685.3,23221.1,25994.8,66596.9,20657.9,18069.6,0.187557
355185,1404.84,124050,8299.1,13943.8,23430.4,61804.6,19248.1,11378,0.194293
2.93534e+06,5170.35,7.82846e+06,32236,99855.3,22009.1,4056.7,38225.5,56141.7,0.219719
453864,1622.48,145250,11757.8,34284.6,39557,91814.4,25870.3,14789.1,0.222397
1.87211e+06,5170.01,947001,93763.9,193871,222865,605507,188310,140714,0.222417
1.68114e+06,4501.32,1.39443e+06,72102.9,113107,152956,410188,144031,91377.4,0.225296
666999,2055.02,335901,25285,59029.9,45534.1,120729,98150.9,32374.6,0.252921
381878,1455.38,128017,12467.8,24926,35485.4,99473.6,29629.5,18610,0.257638
717097,2796.55,205947,23914.1,41365.3,62202.4,136678,40618.2,37161.7,0.262775
477111,1815.13,159072,11896.8,20831,36431.8,103149,31648.7,17121.4,0.263195
405976,1534.74,306049,14092.5,9102.7,15848.5,34752.2,16617.8,7914,0.27165
2.97276e+06,5276.71,3.29012e+06,11166.9,77707.7,15556.1,3856,24897.5,19442.2,0.275328
2.00222e+06,5326.6,1.27675e+06,66408.5,146634,162145,526308,196897,78139.1,0.302993
1.62915e+06,3342.49,2.04552e+06,8174.3,35430.5,8053.9,2203.6,13978.5,12980.5,0.322082
941326,2432.32,466829,27681.1,36046.3,44930.4,114412,43326.2,31913.2,0.329878
962697,3411.83,248855,22859.3,56256.5,73141.8,191400,56981.2,34367.9,0.340932
860918,2386.52,422068,26379,37150.9,43894.1,120054,43894.4,33705.1,0.371075
494755,1628.48,308080,6268.5,12062.4,15159.1,32376.9,12233.4,6948.1,0.403278
394840,1382.83,142585,11366.8,23994,30230.4,72154.6,22265.5,16439,0.413732
1.21084e+06,2965.25,574467,31618.6,92976.3,98848.4,204912,57955.7,42308.7,0.421708
403876,1501.79,154172,5985.8,9909,10239.3,29703.4,12550.7,6264.4,0.428564
509878,1683.15,167707,12886.5,23154.2,23287,66019.2,25034.8,17412.5,0.441956
755311,2008.3,3.97751e+06,7492.4,22448.7,4470.6,1493.5,7169.5,12618.7,0.443216
958978,3222.36,361882,38883.6,76608.8,82280,217552,74795.9,56277.2,0.458327
2.07013e+06,3817.88,7.49523e+06,21174.8,62252.6,13163,2654.1,21487.6,38499.9,0.56257
306130,1202.53,147133,6871.1,8518,18395,44061.2,14189.2,6216.8,0.584678
1.90613e+06,3595.42,5.69977e+06,23719.3,68612.4,16836,14808.9,27101.3,38091.8,0.587256
1.60763e+06,3157.14,5.21317e+06,19287.8,48160.6,10389,2448.1,16444.1,32907.9,0.829003
378294,1438.64,95652.1,9767.8,10108.6,15733,33092.1,12945.6,7439.9,0.928668
373702,1452.37,181186,6450.8,7834.6,6894,16317.1,7740.6,3818.4,0.99813
611026,2427.42,103344,16619.8,27412.6,40041,95969.1,31055.6,24053.4,1.10547
324204,1321.93,93248.3,10327.1,25042.5,32356,68618.7,20550.2,14772.3,1.10547
674634,2737.98,184788,22878.3,43312.6,39082,121752,43668.6,36217.4,1.12114
890490,3057.31,434308,87394.1,98004.5,80058,272317,89812.2,61695.8,1.12116
890096,2560.97,584606,57852.3,77790.4,68622,199510,65408.8,49252.8,1.12128
1.68479e+06,4955.26,970051,97453.1,237987,193536,545330,212106,122348,1.13334
353932,1254.45,96744.1,7822.8,7777.6,13011.5,24132.6,9562.6,10439.9,1.15712
633580,2466.26,322307,26063.1,65160.5,60283,187138,60550.7,34831.8,1.17335
745178,2069.4,347566,15826.8,21070.4,46891.5,98220.4,26402.3,17507.3,1.19354
620073,2111,377960,28087.1,80128.1,66118.9,248768,82316.2,36622.4,1.20588
445029,1605.24,286592,19306.1,40468.1,36405.5,110257,36085.8,20288.1,1.2059
569138,2025.74,338970,22490.5,45221,39363.2,133677,61097.7,27834.9,1.22319
1.22065e+06,4473.17,451074,41451.3,93400.6,86827.5,226311,73515,58298.4,1.2286
678751,2104.3,177183,14851.8,30072.6,40657.5,99924.6,27452.6,20467.9,1.42687
967588,3141.52,359324,29341.6,72924.5,69371.5,216667,68605.2,40359.8,1.47375
364125,1373.33,1.99822e+06,2050.5,5042.3,1487.5,422.3,3001.4,2985.7,1.55228
401148,1523.37,95991.2,4862.2,6675.1,10023.2,14814.8,4063.8,6198.3,1.56556
337429,1381.76,150409,27595.8,30544.5,34618.1,85470.5,26450.6,18736.7,1.57623
659982,2179.11,136585,6244,10154.3,25450.5,54700.3,14403.9,5790.7,1.78913
330835,1308.25,424942,2677.7,46935.6,1261.2,2506.3,2608.3,4052.8,1.79309
361099,1464.81,233332,8088.8,16403,29774.6,59570.5,18300.6,9667.7,1.86687
370067,1320.67,195373,7995.5,8639.8,15938.5,24957.8,16456.4,10133.2,1.97131
345325,1283.06,70023.7,2657.2,4503.1,11931.7,21639.3,5703.3,2940.8,1.9868
586544,2285.75,290781,23175.8,52280,51621.6,135196,43231.6,35330.2,1.9909
512050,1753.03,165436,14888.5,17877.8,25173,61623.8,23350.4,19099.2,2.12375
371285,1363.18,131593,5142.2,8462.1,10896.2,25470.3,10289.3,4344.3,2.12699
397551,1557.59,122535,4489.5,2556.3,2247.5,3434.8,1848.9,1190.7,2.26269
565397,1952.91,332493,23678.5,52644.3,82941.5,163577,49232.9,28094.2,2.41577
1.07887e+06,3214.89,282964,27752.2,68412.1,124360,245259,67022.3,37611.8,2.41941
810150,2424.35,673378,49299.9,50531.9,76933.6,208856,67505.1,69258.5,2.63251
1.78201e+06,4988.78,1.16597e+06,54250.9,95165.9,97865.6,317423,114274,79257.5,2.67988
542882,1659.08,169529,8023,6492.1,20422.2,37082.8,10955,7904.4,2.70593
1.10411e+06,3528.46,244359,16658.4,30221.9,34916.1,103380,32778.1,16288.5,2.74988
2.77073e+06,6745.54,943557,74928,211873,148916,546560,186148,84506.4,2.75008
648922,2510.34,276225,19972,61370.5,37624.2,143150,46133.7,22290.3,2.75008
358340,1420.57,101822,6302.9,13275.7,15290,45902.6,15223.5,7791.8,2.75024
516124,1845.92,210160,16074.6,49955.6,44918.2,138411,44081.1,22111.7,2.75132
1.31533e+06,4206.94,703166,53462.4,187035,106771,387919,141806,74306.5,2.7517
405485,1474.95,154391,6478.4,11510.4,15379.6,35207.5,11976.1,7138,2.99429
6.40974e+06,11020.5,3.62219e+07,143610,369492,100954,28893.5,171617,237141,3.04944
7.04589e+06,12137.3,4.47763e+07,165408,174451,112644,11442.8,200977,256714,3.05348
386829,1430.21,212435,5787.4,5286.9,21976.6,33127,8287.1,5831.5,3.14047
369729,1405.19,121525,11511.5,10132.1,16223.2,45735.3,16291,17283.9,3.14465
461174,1634.33,61282.2,4657,3785,15767.7,23201.9,5452.2,4579.8,3.16478
320482,1254.87,92936.5,4989.4,10140.2,8448,26521.6,10019.5,5671.3,3.17055
1.54753e+06,4550.93,534236,53438.6,101117,154767,340271,95485.6,72985.7,3.17567
989856,3251.34,309559,20390.4,55648.1,89375.4,175065,48261.2,23902.5,3.19036
871649,2535.59,197998,21671.5,35430.3,37683.7,109826,33233,24184.2,3.19846
515534,1971.15,257300,16386.8,30084.7,30933.6,80952.9,28269.8,15105.8,3.20385
522556,1794.95,219786,6479.1,17519,28733,56013.1,17334.1,6618.1,3.20515
723529,2665.54,240378,16056.9,36494.1,43936.9,123450,40695.8,21314.5,3.22102
3.64038e+06,6692.65,1.14538e+06,26436,95301.5,72090,160360,69916.2,35695.2,3.22172
8.2607e+06,14093.9,1.05115e+07,17076.7,197528,29812.4,10033.4,64336.4,38616.9,3.22194
307905,1259.36,138574,11182.4,30590.4,27272.6,64530,18381.1,17484,3.28691
1.17995e+06,2458.39,1.90252e+06,28373,43111.1,53262.2,149344,49223,37694.4,3.32335
865875,2762.99,181124,18787,25953.6,48497.6,98061.8,29658.5,30717.7,3.67274
1.76608e+06,3450.86,7.18338e+06,39773,71634.6,50226.6,116126,49310.5,60992.2,4.40877
1.19134e+07,20331.1,1.24848e+06,1319.9,20479.6,1497.1,-532,1836.3,4306.5,5.08668
2.0812e+06,6482.23,734459,140788,133574,142653,488456,162691,95524,5.20353
2.62524e+06,6848.27,1.91263e+06,144603,328202,250615,708553,262145,175511,5.21403
778112,3059.1,328524,29671.2,76090.6,82998.9,207506,98787.1,39270.5,5.2283
300451,1186.27,636831,6589,28279.2,6009.1,8875.2,7165.2,5217.2,5.23657
1.37477e+06,3529.65,901554,34941.8,75212.2,58737.1,151786,69616,43990.2,5.23671
1.92063e+06,5422.27,1.47096e+06,139106,195648,204535,629136,206324,150088,5.23725
413588,1433.43,139950,11651.4,10549.1,11656.1,27631.5,15262.8,13829,5.24065
469412,1766.05,137760,8624.1,9283.3,22401.7,40158.5,11786.1,12186.2,5.24885
289034,1180.63,50746,5523.2,3505.6,10992.9,25906,8453.6,8235.5,5.25031
1.09813e+07,18754.1,970760,-194.1,39299.1,278.1,1499,3665.8,2044,5.26076
583496,1965.82,235107,18297.1,53473.8,42431.7,118776,39383.6,20669.7,5.27093
878468,2440.35,354676,31505.2,56506.6,48764.4,168926,63448.6,40511,5.27429
375476,1432.99,89100.4,13803.5,7918.2,17000.1,48473.2,15360.7,11412.7,5.28211
447451,1783.23,123246,8013.8,17822.2,24380.1,48340.2,14043.5,8024.2,5.28589
515699,2019.38,120769,13222.4,23102,28463.4,85843.8,25421.2,21446.6,5.29188
561725,2023.27,137918,11800.5,24640,22335.4,72099.2,23750.1,13909.6,5.32003
2.18853e+06,5943.81,587198,52065,89552.4,170832,294437,85584.3,65859.2,5.34819
