"FSC-A","FSC-Width","SSC-A","R712-APCA700-A","V450-PB-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
2.67561e+06,4820.11,4.16822e+06,16459.8,72762.7,15418.1,2951.7,25865.3,27343.8,0
591153,2272.1,152808,16221.5,25964.8,30935,117401,39826.9,29820.4,0.00487858
1.61036e+06,3277.2,3.77573e+06,13883.9,37298.5,12293.3,15367.4,17182.4,26334,0.00493931
5.3281e+06,9346.01,3.63219e+07,156655,118438,73715.7,10268.3,137827,404967,0.00694337
3.3172e+06,5792.34,9.14335e+06,38679,126919,27913.3,7465.6,44578.5,64321.5,0.0135021
376819,1436.99,78278.8,7878.3,9882.7,14299.6,56901.2,17769.8,13572.8,0.0157491
1.32568e+06,2791.68,2.87885e+06,10919,32320.8,7071.5,1518.4,10946.4,18212.4,0.0163159
369439,1425.07,100769,6660.4,11693,12429.8,36938.4,14021.9,10061.5,0.0412351
1.15045e+06,2510.06,2.83178e+06,9477.2,27658.1,5700.2,1277.8,9683.3,15139.7,0.0503445
1.07349e+06,3415.26,439287,28219.5,45455.9,66162.8,165372,56789.5,39008.5,0.0741301
2.88135e+06,5369.71,2.00173e+06,3710.8,59473,9201.1,2547.1,15998.8,7263.6,0.0838266
4.99237e+06,8555.79,3.24601e+06,10291.6,134713,22894.1,12328.3,39567.5,22944.5,0.0844946
4.65601e+06,7995.5,5.07692e+06,21670.8,137215,31336.1,12628.7,53941.3,39114.8,0.129151
897879,2890.84,400837,27648.8,36900.2,52075.1,125051,41673.8,49792.3,0.142795
820510,2041.35,2.40868e+06,8206,22548.8,4689,916.4,8726.4,12964.4,0.19901
2.43592e+06,4497.89,3.09795e+06,12032.4,56903,12946.3,2453.9,22115.9,20507,0.230326
3.46586e+06,6038.17,1.14724e+07,39016.7,129470,27430.7,4323.8,46162.3,74367.7,0.232897
403934,1487.66,279898,3793.8,5427.7,6839.1,8972.2,4114.8,3018.3,0.236095
2.25455e+06,4312.93,1.3904e+07,35835,91198.8,31107.5,49326.4,47183.9,67598.9,0.258646
8.54865e+06,14597.7,2.71185e+07,17080.8,179009,63914.1,7708.2,133977,44398.8,0.277877
2.85612e+06,6416.21,3.44817e+07,102082,-144.7,48490.5,4417.9,89946.9,164065,0.278423
361612,1434.74,91898.3,2398.4,4108.5,7285.3,11207.9,3531.4,2954,0.280225
2.53928e+06,4987.15,2.46672e+07,44616.2,99922.1,27399.7,4023.8,44739.3,84499.7,0.282978
1.10036e+06,2786.43,1.47643e+06,13860.5,33397.9,20147.3,53355.1,27259,26811.5,0.286379
1.93138e+06,3839.19,1.29905e+07,28461.3,73541.5,15031.1,2287.1,25603.3,49688.6,0.302108
277975,1141.95,57597.2,3640.1,7117.1,12366.1,26933.3,9839.5,4022,0.30561
1.20475e+06,2658.77,3.22082e+06,14583.1,34812.7,9309.1,14027.7,15884.3,22309.4,0.319294
503889,1646.78,183553,14005.3,30759.7,27401.1,77796.2,24652.3,23723.3,0.412291
8.32551e+06,14225.7,2.69157e+07,34305,194483,125384,206705,183315,101763,0.416623
901110,2690.88,683307,32997.9,56140,61470.3,189011,64107.9,57216,0.417554
418622,1470.02,178342,5469.2,13517.1,13803.2,38519.8,12286.8,8651.2,0.419376
1.01446e+07,17268.5,7.34109e+06,6613.5,121918,13918.8,2818.6,32029,12160.5,0.422999
632414,1935.42,2.24552e+06,6478.3,13654.5,4649.6,5485.1,5991.8,13226.6,0.423323
469954,1831.51,84411.2,6073.1,16316.6,23700.1,58484.3,19283,9439,0.425266
1.03373e+06,2495.09,1.3489e+06,5844.6,24292.7,5061.6,1276.7,7378.8,9893.9,0.42721
1.21429e+06,2687.18,2.18663e+06,6805.9,25225.4,5596,1212.5,10676.8,11791.9,0.431177
1.67232e+06,3340.61,2.80941e+06,9523.7,38903,8782,1994.4,13096.3,16822.6,0.43389
2.51383e+06,4539.65,5.271e+06,20408.8,72546.6,15982,2639.8,26886,33780,0.435307
494459,1807.37,180792,8830,13890.4,16828,36766.6,14145.6,15372.3,0.439983
634158,2038.68,430917,9333.7,31578.1,25639.3,81200.8,27538.6,15694.2,0.473587
695029,2336.72,305864,20385.6,49391.3,48466.7,149537,55917.9,32923.4,0.473607
883390,3063.67,444104,29889.5,58148.9,54251.9,178726,65454,46913,0.473607
597756,2138.18,339147,21197.6,20868.2,37218.7,127572,39477.1,34011.6,0.473627
3.31208e+06,7120.36,1.35188e+06,66758,239192,116823,416483,158374,99884.8,0.473668
871994,2558.04,612591,26451,29343.1,27897.3,85806.6,38048,43171,0.474113
837895,2818.16,294693,20756,36764.4,37329.5,123412,39761.3,34965.1,0.474194
2.09538e+06,3854.18,5.69876e+06,68187.8,61055.7,19279.6,23434.7,29880.8,44959.3,0.521563
770850,2495.16,142947,9651,20994.8,18801,56559.4,16408.9,14238.4,0.521664
673294,2464.02,122303,8041.9,15641,10423.3,39380.4,13156.9,10301.5,0.521664
816594,2969.6,248652,27794.7,45576.6,47217.2,119678,37695.3,57333.2,0.53385
1.06705e+06,3156.89,455354,19410,40762.4,70622.8,173580,52838,28936.5,0.543668
509714,1535.17,191586,6886.8,8307.5,16056.1,42208.1,14067.8,9460.6,0.549437
354417,1330.95,125247,5512.6,11167.6,11987.1,22259.3,7482.5,7136.5,0.557859
360943,1466.97,119260,5470.1,17600.7,18647.6,32193.2,35227.8,10068.4,0.585794
1.60636e+06,3232.66,7.59072e+06,30882.9,58023.9,15330,2621.5,27364.8,53928.4,0.595065
484839,1636.89,322371,15209.7,20457,13948.5,40430.9,17693.3,9763.1,0.609883
479671,1581.44,141571,9283.8,13146.7,22403.1,49007.2,15803.8,17878.3,0.63373
534241,1871.24,92670.8,5461.3,15464.7,20892.1,39067.7,12688.8,6806.8,0.676807
525079,2087.59,131380,10127,16657.8,26756,71654.9,20881.9,19754.4,0.696989
357711,1441.38,75207.3,13163.9,13030.5,13087.8,48515.4,19030.4,29751,0.726119
407742,1656.02,103058,5545.7,8749.6,16720.2,24590.8,8942.3,5299.7,0.736949
387699,1433.1,253637,12585.3,23076.7,20249.6,57355.7,20968.8,19665.8,0.741625
959424,2607.13,715423,30944.6,51282.7,40700.2,161292,65344,50125.1,0.823853
418617,1627.37,123785,10363,18228.5,26341.7,59374.5,18894.1,14754.4,0.823934
353103,1354.22,75652.3,4022.9,10241.6,7671.9,20266.7,9366,5169.1,0.833266
718328,2780.18,180637,11036.7,26438.5,47526.9,83110.8,23914.5,15957.6,0.838245
1.63708e+06,3625.8,429626,37046.1,21486,12331.3,31162.1,20479.5,67688.4,0.85612
412495,1575.53,235801,14015.7,16016.8,15457.5,57967.5,22629.2,21179,0.86031
309710,1202.14,444499,1988.1,3312.7,695.7,403.4,909,2956.1,0.925331
613761,1797.08,2.0981e+06,4060,13352.5,2537.7,382,5013.6,6758.4,0.927032
1.05966e+06,3357.68,622773,30933.6,40824.7,75582.7,229000,78333,47610.6,1.01831
376369,1470.95,99207.3,6595.5,23406.5,17237.2,60588.5,22414.6,11379.9,1.01837
695662,1867.67,2.69787e+06,4613.6,14925.7,3201.2,732.4,5083.5,9007.1,1.06507
1.69246e+06,3287.03,6.51237e+06,14694.5,46283,9976.7,2964.5,16063.1,26612.4,1.12011
3.10786e+06,5494.03,1.49847e+07,43410.1,130075,26147.7,4291.4,43556,84039.1,1.12426
945459,2363.14,3.88121e+06,5865.1,25674.7,5689.7,916.9,9844,10660.6,1.21029
9.50491e+06,16297.8,1.38163e+07,28459.6,172966,33204.2,15211.4,69946.5,55256.1,1.24778
3.19768e+06,5906,2.46229e+07,67500.1,155498,49900.7,31819.9,70351.5,123041,1.27888
3.56582e+06,6286.41,2.2164e+07,70308,182532,39995.2,6123.5,66408.1,122509,1.32475
393962,1396.49,160046,8956.9,13820.6,8472.9,25160.2,10913.5,11908.6,1.32637
1.11459e+06,2894.05,642412,58063.2,77636.5,73396.9,236668,90942,79583.6,1.33333
493307,1609.11,145228,16207.1,28132.5,25556.3,78049.6,28125,23622.9,1.33335
952237,3094.82,324357,25653.7,62268.8,56120.5,178652,58704.2,33694.5,1.33359
1.23766e+06,3745.86,662869,44750.9,72200.9,103563,300626,97654.4,69710.4,1.35274
597472,2312.28,138583,8995.7,27170.1,40089.3,80171.3,23010,12293.9,1.37149
669186,2747.49,106077,6390.6,10165.2,12599.2,25168.9,8775.5,7748.6,1.37867
1.32566e+06,3688.8,707474,89392.5,86361.5,101335,388452,139031,92257.4,1.39218
874424,2586.4,385056,30501.4,44114.6,51648.4,156597,52751.5,43621.6,1.3924
935171,3261.81,434860,23269.2,44736,41785.4,130753,48590,32778.6,1.40179
1.35551e+06,3876.7,998587,54439.6,103208,116546,291380,116414,83100.6,1.41527
305313,1205.47,120536,6826,11542,8763.2,27874,11925.6,9302.4,1.41833
1.27968e+06,4193.52,691139,56644.9,114817,107405,308490,105152,101370,1.4227
880669,2846.75,287249,17805.7,34592.5,40287.9,123876,47082.5,27144.1,1.42754
1.56525e+06,4517.32,631756,271304,96862.5,118478,307143,106490,82579.4,1.42772
365470,1474.74,185546,13758.2,26730.8,22549,76303.5,28417.2,23279,1.46449
913173,3616.64,376188,34057.9,59989.9,59662.1,174228,58608.4,66709.9,1.46459
305227,1244.32,58244.8,4718.7,9894.6,12418.3,27770.8,9427,6848.4,1.46465
1.55564e+06,5483.18,561786,85516,85413.5,90052.6,241789,76723.8,102803,1.48469
598052,2409.07,222409,18334.7,42077.1,34514.7,114377,39636.2,31686.8,1.48576
401509,1628.27,122585,8455.6,15791.7,28438.7,58375.4,18496,12548.1,1.50558
538108,1755.03,214399,8356.6,11826.7,17688.2,47947.9,17350.5,9675.1,1.59465
368057,1399.12,138446,9809,18441.5,22113.2,68189,21434.1,19990.9,1.60042
442222,1632.33,159174,13047.4,25504.6,31954.9,93828.7,29901,22989.6,1.60046
428399,1656.9,137607,11153.2,24034,25897.4,69360.3,21122,18294.6,1.62179
647491,2138.15,228625,165195,29608.7,36409.2,101173,41914.5,44708.1,1.65801
496663,1718.27,209523,8340,16874.5,21217.7,49177,20520.6,13087.4,1.66734
321486,1315,130656,7858.9,18446.6,17627.4,64119.7,40226,11315.6,1.69847
1.95138e+06,5888.05,888280,55853.8,109730,136067,244368,83341.8,75335.4,1.99583
1.22492e+06,3883.13,365306,32765.3,52424.9,64657.2,164770,82339.3,60104.9,2.02779
813308,2351.98,431888,29171.3,61232.9,77449.7,214770,85410.8,48527.4,2.05562
640847,2181.55,434311,14393.8,25893.5,35532.2,79788.6,60398.1,23019.5,2.05894
829216,2279.44,430113,17254.1,22131.6,22227.9,40143.1,18756.3,13554.7,2.06896
1.06667e+06,3225,380848,31863,72600.7,90313.2,225533,70561,51572.6,2.0866
957730,3191.85,158076,15738.7,36001.9,59000.2,101797,30698.3,21248.5,2.11702
550043,2180.07,159780,46789.8,27785.9,32983.2,90000.6,38561.8,24628.9,2.15103
