FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
882519,427057,426186,2485850,1647360,281228,21286.7,1317.82,11.6691,-75.1111,4.15263,767.958,63615.7
579139,343407,298637,2111210,1290190,179179,3950.91,-41.4644,-42.8247,155.98,-152.829,234.944,72320
734431,412536,272056,1748150,1042860,162599,4998.27,575.695,-340.15,451.823,-128.197,326.069,82649.3
799918,362331,388162,2184310,1097430,191129,3607.28,717.435,72.0986,164.843,84.5877,-59.393,135572
773128,388116,507888,3889980,2118100,269533,6688.91,684.907,-157.616,578.781,112.975,-174.808,80591.4
1175420,605184,538695,3671550,1836650,266381,4776.66,889.063,368.763,-111.726,-255.271,90.4006,165227
617633,307828,299225,2192910,1016320,143689,3554.34,315.196,275.836,-43.0725,-233.225,255.279,66700.3
1223720,593808,581700,3960600,1953650,287753,6639.6,541.951,-24.8819,108.988,532.347,5.94411,142454
764924,372466,279401,1645520,867192,145125,2888.59,-9.39021,295.829,-702.925,-329.504,390.861,76884.7
715195,371865,345545,2646280,1345400,181124,5512.39,513.347,-46.1799,157.336,-8.76056,-608.896,57247.4
713156,463797,215088,1364900,1094020,174406,7231.23,842.673,-57.3597,-138.955,-19.9238,177.691,86553.1
706274,293345,398751,2823800,1295160,184797,4458.63,172.734,291.046,-126.675,151.034,49.8884,50562.1
796279,416876,510421,2849860,1730590,306113,8374.88,-15.8292,-269.289,-73.6615,170.616,17.8541,85640
1164700,520211,723886,4194300,1771960,285884,10366.2,59.2176,229.653,4.42786,-111.38,-299.065,114631
792752,470856,377515,3223640,2237680,262863,9300.26,450.471,580.159,-356.596,-158.599,722.311,59477.8
820774,437681,299419,2034830,1093460,165591,3756.62,-379.774,187.598,129.848,-104.094,-184.481,60985.4
