FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
800810,419453,279322,2551530,1584330,178156,-1780.73,6385.12,9536.97,1903610,10625,12534.4,1760.41
725884,434458,283159,1849740,1179130,177067,11139.3,5745.74,7769.46,1372590,7354.41,17815.2,1854.86
796712,478110,148738,1136700,735031,96878,-508.43,3859.97,3338.3,1159570,7652.31,9712.22,1639.61
